word	Malayalam-ml	emotion	emotion-intensity-score
stint	ധ്വനി	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	ഡാർട്ട്	fear	0.359
spike	സ്പൈക്ക്	fear	0.359
timid	തട്ടിപ്പ്	fear	0.359
wasting	ക്ഷയിക്കുന്നു	fear	0.359
bottomless	അചഞ്ചലമായ	fear	0.359
warned	മുന്നറിയിപ്പ് നൽകി	fear	0.359
protestant	പ്രതിഷേധം	fear	0.359
contempt	അവജ്ഞ	fear	0.359
exam	പരീക്ഷ	fear	0.359
depreciation	മൂല്യശോഷണം	fear	0.359
anomaly	അസന്തുലിതമായത്	fear	0.359
rejects	നിരസിക്കുന്നു	fear	0.359
pessimism	അശുഭപ്രതീക്ഷ	fear	0.359
revolution	വിപ്ലവം	fear	0.359
formidable	അതിശയകരമായ	fear	0.359
burke	ബർക്ക്	fear	0.359
cautionary	മുൻകരുതൽ	fear	0.359
headaches	തലവേദന	fear	0.359
bankruptcy	പാപ്പരത്തം	fear	0.359
government	സർക്കാർ	fear	0.359
measles	മീസിൽസ്	fear	0.359
languishing	ക്ഷീണിക്കുന്നു	fear	0.358
constrain	തടസ്സപ്പെടുത്തുക	fear	0.358
bane	ബേൺ	fear	0.356
impeach	ഇംപീച്ച്	fear	0.354
warden	വാർഡൻ	fear	0.354
adverse	പ്രതികൂലമായ	fear	0.352
lawyer	അഭിഭാഷകൻ	fear	0.349
libel	അപമാനം	fear	0.348
retrenchment	പിൻവലിക്കൽ	fear	0.345
imminent	ആസന്നമായ	fear	0.345
unjustifiable	ന്യായീകരിക്കാനാവില്ല	fear	0.344
knell	മുട്ടുകുത്തി	fear	0.344
contentious	വിരുദ്ധമായ	fear	0.344
opposed	എതിർത്ത	fear	0.344
shame	ലജ്ജ	fear	0.344
avoidance	ഒഴിവാക്കൽ	fear	0.344
resistant	പ്രതിരോധം	fear	0.344
discipline	അച്ചടക്കം	fear	0.344
defy	നിരസിക്കുക	fear	0.344
belittle	പുച്ഛം	fear	0.344
fanaticism	മതഭ്രാന്ത്	fear	0.344
bearish	മുഷിഞ്ഞ	fear	0.344
opium	കറുപ്പ്	fear	0.344
sorrow	ദുഃഖം	fear	0.344
mri	മരി	fear	0.344
shaky	ലജ്ജാശീലം	fear	0.344
hiss	അവന്റെ	fear	0.344
loneliness	ഏകാന്തത	fear	0.344
swerve	വാഹനം	fear	0.344
taboo	ടാബു	fear	0.344
reckless	ഉറക്കമില്ലായ്മ	fear	0.344
obstacle	തടസ്സം	fear	0.344
launches	സമാരംഭിക്കുന്നു	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	വിധി	fear	0.344
servile	മദ്യം	fear	0.344
hesitation	മടി	fear	0.344
evade	ഒഴിഞ്ഞുമാറുക	fear	0.344
recession	മാന്ദ്യം	fear	0.344
eel	ഈൽ	fear	0.344
shortage	ക്ഷാമം	fear	0.344
pest	കീടങ്ങളെ	fear	0.344
cutter	മുറിക്കുക	fear	0.344
psych	മനസ്സ്	fear	0.344
parachute	പാരച്യൂട്ട്	fear	0.344
disrespectful	അനാദരവ്	fear	0.343
phalanx	phalanx	fear	0.342
creature	ജീവി	fear	0.340
mortgage	മോർട്ട്ഗേജ്	fear	0.331
specter	സ്പീക്കർ	fear	0.331
enigmatic	ചിട്ടപ്പെടുത്തുക	fear	0.329
caution	ജാഗ്രത	fear	0.328
police	പോലീസ്	fear	0.328
shank	ക്ഷീണിപ്പിക്കുക	fear	0.328
undesirable	അഭികാമ്യം	fear	0.328
shutdown	ഷട്ട് ഡൌണ്	fear	0.328
dike	ദേഷ്യം	fear	0.328
subordinate	കീഴ്വഴക്കമുണ്ടാക്കുക	fear	0.328
gametime	കളിക്കേണ്ട സമയം	fear	0.328
remove	നീക്കം ചെയ്യുക	fear	0.328
smut	പുഞ്ചിരി	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	അപകടകാരി	fear	0.328
loom	മങ്ങുന്നു	fear	0.328
supremacy	ആധിപത്യം	fear	0.328
unlucky	ഭാഗ്യവശാൽ	fear	0.328
quash	ക്രാഷ്	fear	0.328
hives	തേനീച്ചക്കൂടുകൾ	fear	0.328
wimp	wimp	fear	0.328
gladiator	ഗ്ലാഡിയേറ്റർ	fear	0.328
feeling	തോന്നൽ	fear	0.328
dominion	ആധിപത്യം	fear	0.328
encumbrance	തടസ്സപ്പെടുത്തുക	fear	0.328
adrift	അഭിവൃദ്ധി	fear	0.328
defendant	എതൃകക്ഷി	fear	0.328
outpost	ഔട്ട്പോസ്റ്റ്	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	ബുദ്ധിഹീനമായ	fear	0.328
wrongly	തെറ്റായി	fear	0.328
bugaboo	ബഗ്ബു	fear	0.328
weirdo	വെയിർഡോ	fear	0.328
ethereal	സുന്ദരമാണ്	fear	0.328
scarce	വിരളമാണ്	fear	0.327
unsettled	തടസ്സമില്ലാതെ	fear	0.327
antisocial	ആന്റി സോഷ്യൽ	fear	0.324
astray	വഴിപിഴച്ചവർ	fear	0.320
vigilant	ജാഗ്രത പുലർത്തുക	fear	0.319
socialist	സോഷ്യലിസ്റ്റ്	fear	0.318
halter	ഹാളർ	fear	0.318
pessimist	അശുഭകാരി	fear	0.317
pacing	കുതിച്ചുചാട്ടം	fear	0.316
opponent	എതിരാളി	fear	0.312
discontinuity	നിർത്തലാക്കൽ	fear	0.312
conspire	ഗൂഢാലോചന	fear	0.312
trickery	വഞ്ചന	fear	0.312
obsessing	നിശബ്ദമായി	fear	0.312
seclusion	ഏകാകിത്വം	fear	0.312
whirlwind	ചുഴലിക്കാറ്റ്	fear	0.312
unexpected	അപ്രതീക്ഷിതമായി	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	ക്രോം	fear	0.312
collusion	കൂട്ടിയിടി	fear	0.312
muzzle	കുഴപ്പമില്ല	fear	0.312
blight	കരിമ്പടം	fear	0.312
foreigner	വിദേശിയ	fear	0.312
chargeable	കുറ്റമറ്റത്	fear	0.312
laxative	അടങ്ങിയിരിക്കുന്നു	fear	0.312
clinical	ക്ലിനിക്കൽ	fear	0.312
dentist	ദന്ത ഡോക്ടർ	fear	0.312
therapist	തെറാപ്പിസ്റ്റ്	fear	0.312
deadline	സമയപരിധി	fear	0.312
bewilderment	വിദ്വേഷം	fear	0.312
litigate	വാദിക്കുക	fear	0.312
nether	നെഹർ	fear	0.312
thorny	മുൾച്ചെടി	fear	0.312
valium	valium	fear	0.312
powerful	ശക്തമായ	fear	0.312
uneasy	അസൌകര്യമാണ്	fear	0.312
unkind	നിര്ദ്ദയമായ	fear	0.312
ordnance	ഓർഡിനൻസ്	fear	0.312
wimpy	വിമ്മി	fear	0.312
overthinking	അമിതമായി ചിന്തിക്കൽ	fear	0.309
doubts	സംശയങ്ങൾ	fear	0.308
seriousness	ഗുരുതരമായ	fear	0.305
irrational	യുക്തിരാഹിത്യം	fear	0.305
erase	മായ്ക്കുക	fear	0.303
teasing	കളിയാക്കുക	fear	0.303
razor	റേസർ	fear	0.303
sweating	വിയർപ്പ്	fear	0.298
reluctant	വിമുഖത	fear	0.297
mage	mage	fear	0.297
crouching	മന്ദഹസരം	fear	0.297
warning	മുന്നറിയിപ്പ്	fear	0.297
endless	അനന്തമായ	fear	0.297
adjudicate	തീർപ്പു കൽപ്പിക്കുക	fear	0.297
bale	ബെയ്ൽ	fear	0.297
inflation	പണപ്പെരുപ്പം	fear	0.297
giant	ഭീമൻ	fear	0.297
auditor	ആഡിറ്റർ	fear	0.297
medical	മെഡിക്കൽ	fear	0.297
swamp	ചതുപ്പുനിലം	fear	0.297
bitch	ബിച്ച്	fear	0.297
mislead	വഴിതെറ്റിക്കുക	fear	0.297
weighty	ഭാരം	fear	0.297
avoid	ഒഴിവാക്കുക	fear	0.297
depreciated	അധഃപതിച്ചു	fear	0.297
flounder	ഫ്ലൗണ്ടർ	fear	0.297
deflation	ഡിഫ്ലേഷൻ	fear	0.297
unsurpassed	അസാധാരണമായത്	fear	0.297
dashed	തകർന്നത്	fear	0.297
hide	മറയ്ക്കൂ	fear	0.297
timidity	തട്ടിപ്പ്	fear	0.297
deluge	ജലപ്രവാഹം	fear	0.287
disinformation	ദുർഭാഷണം	fear	0.286
court	കോടതി	fear	0.284
aversion	വിദ്വേഷം	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	സ്നേഹശൂന്യമായ	fear	0.281
remains	അവശേഷിക്കുന്നു	fear	0.281
discourage	നിരുത്സാഹപ്പെടുത്തുക	fear	0.281
cautious	ശ്രദ്ധിക്കുക	fear	0.281
oncoming	വരാനിരിക്കുന്നു	fear	0.281
flying	പറക്കുന്നു	fear	0.281
mistaken	തെറ്റ്	fear	0.281
swelling	നീരു	fear	0.281
dwarfed	കുഗ്രാമം	fear	0.281
surveillance	നിരീക്ഷണം	fear	0.281
apache	apache	fear	0.281
rush	തിരക്ക്	fear	0.281
yelp	ആശ്വാസം	fear	0.281
cartridge	വഞ്ചി	fear	0.281
fortress	കോട്ട	fear	0.281
bigoted	വലുതാവുക	fear	0.281
notready	തയ്യാറല്ല	fear	0.281
challenge	വെല്ലുവിളി	fear	0.281
submitting	സമർപ്പിക്കുന്നു	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ആശയക്കുഴപ്പം	fear	0.281
unruly	വഞ്ചന	fear	0.281
intense	തീവ്രമായ	fear	0.279
noncompliance	അനിയന്ത്രിതമായ	fear	0.276
alerts	അലേർട്ടുകൾ	fear	0.276
planes	വിമാനങ്ങൾ	fear	0.274
displeased	അപ്രതീക്ഷിതമായി	fear	0.273
cop	കോപ്പ്	fear	0.273
unbridled	ഹാനികരമായ	fear	0.271
regiment	റെജിമെന്റ്	fear	0.266
crowds	ജനക്കൂട്ടം	fear	0.266
sentence	വാചകം	fear	0.266
blindfold	അന്ധനായ	fear	0.266
crouch	ക്രോച്ച്	fear	0.266
belt	വലയം	fear	0.266
hooded	വഞ്ചി	fear	0.266
uncanny	വിചിത്രമായ	fear	0.266
cupping	കപ്പൽ	fear	0.266
sneak	ഒളിച്ചുനടക്കുക	fear	0.266
cloak	മേലങ്കി	fear	0.266
banger	ബാഗർ	fear	0.266
affront	അസ്വാസ്ഥ്യം	fear	0.266
confession	കുറ്റസമ്മതം	fear	0.266
blemish	കളങ്കം	fear	0.266
posse	സങ്കൽപ്പിക്കുക	fear	0.266
auditions	ഓഡിഷുകൾ	fear	0.266
forgotten	മറന്നു	fear	0.266
immerse	സ്നാപനം	fear	0.266
operation	ഓപ്പറേഷൻ	fear	0.266
elevation	ഉയരത്തിലുമുള്ള	fear	0.266
shanghai	ഷാൻഗായ്	fear	0.266
hood	ഹുഡ്	fear	0.266
problem	പ്രശ്നം	fear	0.266
skid	തൊലി	fear	0.266
insomnia	ഉറക്കമില്ലായ്മ	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	അക്രോബാറ്റ്	fear	0.266
flurries	ഫ്ലട്ടർസ്	fear	0.266
force	ശക്തിയാണ്	fear	0.266
spur	പ്രേ	fear	0.262
defense	പ്രതിരോധം	fear	0.258
mortgagor	മോർഗഗൂർ	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	ഓടുക	fear	0.250
rascal	രസകരം	fear	0.250
standstill	നിലക്കും	fear	0.250
doubt	സംശയം	fear	0.250
cataract	തിമിരം	fear	0.250
repent	മാനസാന്തരപ്പെടുക	fear	0.250
unfamiliar	അപരിചിതമായ	fear	0.250
delusional	വിദ്വേഷം	fear	0.250
obliging	നിർബന്ധിക്കുക	fear	0.250
hag	ഹാഗുചെയ്യുക	fear	0.250
defend	പ്രതിരോധിക്കുക	fear	0.250
guard	സൂക്ഷിക്കുക	fear	0.250
scapegoat	സ്കാപ്ഗോഓറ്റ്	fear	0.250
swampy	സ്വാമ്പി	fear	0.250
react	പ്രതികരിക്കുക	fear	0.250
breakingnews	ബ്രേക്കിംഗ് ന്യൂസ്	fear	0.250
foul	കള്ളക്കളി	fear	0.250
spinster	സ്പിൻസ്റ്റർ	fear	0.250
indifference	നിസ്സംഗത	fear	0.250
sunk	മുങ്ങി	fear	0.250
picket	പിക്ക്	fear	0.250
insect	ഷഡ്പദങ്ങൾ	fear	0.250
rating	റേറ്റിംഗ്	fear	0.250
forewarned	മുൻകൂട്ടി പറഞ്ഞിരുന്നു	fear	0.250
indecisive	നിർദ്ദിഷ്ട	fear	0.250
stealthy	മോഷ്ടാവ്	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	അടിസ്ഥാനമാക്കിയുള്ളതാണ്	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ഉയർന്നത്	fear	0.236
inequality	അസമത്വം	fear	0.234
rekindle	പുനർജനിക്കുക	fear	0.234
shrink	ചുരുക്കുക	fear	0.234
scaffold	കടുക്	fear	0.234
discontent	അസംതൃപ്തി	fear	0.234
verge	ഒത്തുചേരൽ	fear	0.234
psychiatrist	മനഃശാസ്ത്രജ്ഞൻ	fear	0.234
overdrive	ഓവർ ഡ്രൈവ്	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	ഇടപഴകുക	fear	0.234
pinion	പിഷൻ	fear	0.234
finalized	അന്തിമമായി	fear	0.234
shelters	അഭയകേന്ദ്രങ്ങൾ	fear	0.234
sleepless	ഉറക്കമില്ലാത്ത	fear	0.234
dependence	ആശ്രയത്വം	fear	0.234
chicken	കോഴി	fear	0.234
instinctive	സഹജമായ	fear	0.234
buzz	buzz	fear	0.234
difficulty	ബുദ്ധിമുട്ട്	fear	0.234
bee	തേനീച്ച	fear	0.234
insomniac	ഉറക്കമില്ലായ്മ	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	തട്ടുക	fear	0.234
rushing	ഇടിച്ചു കയറുന്നു	fear	0.233
overslept	ഓവർലെറ്റ്	fear	0.226
default	സ്ഥിരസ്ഥിതി	fear	0.226
confessional	കുറ്റസമ്മതം	fear	0.225
impatient	അക്ഷമനായ	fear	0.224
immigrant	കുടിയേറ്റം	fear	0.219
heft	മോഷണം	fear	0.219
sweat	വിയർപ്പ്	fear	0.219
waver	വേഗം	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	വിഷമം	fear	0.219
thrill	പുഞ്ചിരി	fear	0.219
cane	ചൂരല് വടി	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	അങ്ങനെയെങ്കിൽ	fear	0.219
tactics	തന്ത്രങ്ങൾ	fear	0.219
veer	വാഴ്	fear	0.219
unequal	അസമമായ	fear	0.219
lastminute	അവസാന നിമിഷം	fear	0.219
jungle	കാട്	fear	0.219
bait	ഭോഗ	fear	0.219
revelations	വെളിപ്പെടുത്തലുകൾ	fear	0.219
blues	ബ്ലൂസ്	fear	0.219
overtired	മന്ദഹസിച്ചു	fear	0.218
prognosis	പ്രോഗൊണോസി	fear	0.217
alertness	ജാഗ്രത	fear	0.216
hyped	കപടമാണ്	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ആഗ്രഹം	fear	0.212
tryouts	പരീക്ഷണങ്ങൾ	fear	0.210
clowns	ക്ലോണുകൾ	fear	0.207
fluctuation	ഏറ്റക്കുറച്ചിലുകൾ	fear	0.204
restless	വിശ്രമമില്ല	fear	0.204
examination	പരീക്ഷ	fear	0.204
intimacy	അടുപ്പം	fear	0.203
phew	പിച്ച്	fear	0.203
quail	കാട	fear	0.203
hurry	വേഗം	fear	0.203
uphill	മുകളിലേക്ക്	fear	0.203
mighty	ശക്തൻ	fear	0.203
birth	ജനനം	fear	0.203
cross	കുരിശ്	fear	0.203
help	സഹായിക്കൂ	fear	0.203
overcome	കടക്കുക	fear	0.203
recesses	വിടവുകൾ	fear	0.203
acceptances	സ്വീകാര്യമായ	fear	0.203
fearless	ഭയമില്ലാത്ത	fear	0.200
ware	വെയർ	fear	0.198
change	മാറ്റം	fear	0.198
withstand	എതിർത്തുനിൽക്കുവിൻ	fear	0.197
asap	ഉടനടി	fear	0.191
owing	കാരണം	fear	0.188
gnome	ജിനോം	fear	0.188
cautiously	ജാഗ്രതയോടെ	fear	0.188
tract	ലഘുലേഖ	fear	0.188
deadlines	ഡെഡ്ലൈനുകൾ	fear	0.188
heighten	ഉയർത്തുക	fear	0.188
attorney	അറ്റോർണി	fear	0.188
bug	ബഗ്	fear	0.188
knots	മുട്ടകൾ	fear	0.188
fragile	ദുർബലമാണ്	fear	0.188
rule	ഭരണം	fear	0.188
advance	മുൻകൂർ	fear	0.188
intrigue	ഗൂഢാലോചന	fear	0.188
overcoming	തരണം	fear	0.188
stillness	വിശ്രമം	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	കാവൽ	fear	0.188
unorganised	അസംഘടിതമായി	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	ഏകാന്തമായ	fear	0.183
slippery	സ്ലിപ്പറി	fear	0.181
interview	അഭിമുഖം	fear	0.180
everyman	എല്ലാവര്ക്കും	fear	0.178
speculation	ഊഹക്കച്ചവടം	fear	0.176
needtoknow	അറിയണം	fear	0.173
assessment	മൂല്യനിർണ്ണയം	fear	0.172
competition	മത്സരം	fear	0.172
settlor	സെറ്റിൽ	fear	0.172
rod	വടി	fear	0.172
checkpoint	ചെക്ക്പോയിന്റ്	fear	0.172
regulatory	നിയന്ത്രണം	fear	0.172
worship	ആരാധന	fear	0.172
shell	ഷെൽ	fear	0.172
readytogo	മണ്ടത്തരമാണ്	fear	0.172
uncertain	അനിശ്ചിതമായ	fear	0.172
unsure	ഉറപ്പില്ല	fear	0.172
birch	ബിർച്ച്	fear	0.172
surprise	അതിശയം	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ചോക്കലേറ്റ്	fear	0.172
composure	സംയമനം	fear	0.172
interviewer	അഭിമുഖം	fear	0.172
less	കുറവ്	fear	0.167
coy	കോയ്	fear	0.162
iris	ഐറിസ്	fear	0.160
audition	ഓഡിഷൻ	fear	0.156
sly	എസ്	fear	0.156
legalized	നിയമപരമായി	fear	0.156
intimately	അടുത്തത്	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	കൗണ്ട് ഡൗൺ	fear	0.156
hearing	കേൾക്കുന്നു	fear	0.156
bases	അടിസ്ഥാനങ്ങൾ	fear	0.156
medication	മരുന്ന്	fear	0.156
ceasefire	വെടിനിർത്തൽ	fear	0.156
retirement	വിരമിക്കൽ	fear	0.156
courageous	ധീര	fear	0.154
overthinker	ഓവർവിങ്കർ	fear	0.153
backtrack	ബാക്ക്ട്രാക്ക്	fear	0.151
dawned	ഉദയം	fear	0.150
censor	സെൻസർ	fear	0.149
bailiff	ജാമ്യാപേക്ഷ	fear	0.147
syllabus	പാഠ്യപദ്ധതി	fear	0.147
gent	സൌമ്യമായ	fear	0.141
caricature	നർമ്മം	fear	0.141
rationality	യുക്തിബോധം	fear	0.141
cove	മൂക്ക്	fear	0.141
newcomer	പുതുമുഖം	fear	0.141
eventuality	ഒടുവിൽ	fear	0.141
imagination	ഭാവന	fear	0.141
validity	സാധുത	fear	0.141
waiting	കാത്തിരിക്കുന്നു	fear	0.141
delay	താമസിക്കുക	fear	0.141
shy	ലജ്ജാശയം	fear	0.140
alreadyyyyy	ഇതിനകം തന്നെ	fear	0.140
symptom	ലക്ഷണം	fear	0.133
excite	ഉത്തേജിപ്പിക്കുക	fear	0.132
raccoon	റാക്കൂൺ	fear	0.127
prevent	തടയാൻ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	ക്ലോണ്	fear	0.125
ahhh	ahhh	fear	0.125
hawk	പാവം	fear	0.125
campaigning	പ്രചാരണം	fear	0.125
soready	മയക്കമരുന്ന്	fear	0.125
tryout	ശ്രമിച്ചുനോക്കൂ	fear	0.125
marry	വിവാഹം കഴിക്കുക	fear	0.125
sprite	സ്പ്രൈറ്റ്	fear	0.125
swim	നീന്തുക	fear	0.125
gameday	gameday	fear	0.125
sag	ശവം	fear	0.123
pharmacy	ഫാർമസി	fear	0.123
policeman	പോലീസുകാരൻ	fear	0.121
lace	നാട	fear	0.111
dreamt	സ്വപ്നം കണ്ടു	fear	0.111
holiness	വിശുദ്ധി	fear	0.109
pray	പ്രാർഥിക്കുക	fear	0.109
weight	ഭാരം	fear	0.109
incase	ഈ സാഹചര്യത്തിൽ	fear	0.109
knot	കെട്ടഴിച്ച്	fear	0.109
confidence	ആത്മവിശ്വാസം	fear	0.109
notoriety	ശ്രദ്ധേയനായ	fear	0.109
homework	ഹോംവർക്ക്	fear	0.109
destination	ഉദ്ദിഷ്ടസ്ഥാനം	fear	0.109
bigday	വലിയ ദിവസം	fear	0.109
slender	നേര്ത്ത	fear	0.100
undecided	നിശ്ചയമില്ല	fear	0.098
sympathetic	സഹാനുഭൂതി	fear	0.097
god	ദൈവം	fear	0.094
grades	ഗ്രേഡുകളും	fear	0.094
loyal	വിശ്വസ്തതയോടെ	fear	0.094
poise	പൊരുതുക	fear	0.094
treat	പെരുമാറുക	fear	0.094
confident	ആത്മവിശ്വാസത്തോടെ	fear	0.094
counsellor	ഉപദേഷ്ടാവ്	fear	0.094
helmet	ഹെൽമെറ്റ്	fear	0.094
case	കേസ്	fear	0.094
locate	കണ്ടെത്തൽ	fear	0.094
northeast	വടക്ക് കിഴക്ക്	fear	0.088
compassion	അനുകമ്പ	fear	0.078
nurture	പരിപോഷിപ്പിക്കുക	fear	0.078
graduation	ബിരുദം	fear	0.078
graded	ക്രമീകരിച്ചു	fear	0.075
mum	മൗനം	fear	0.070
infant	ശിശു	fear	0.067
civilians	സാധാരണക്കാർ	fear	0.062
soulmate	ആത്മാവ്	fear	0.062
civilian	സാധാരണക്കാരൻ	fear	0.062
cloudiness	മേഘപടലം	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	പരേഡ്	fear	0.062
cash	പണം	fear	0.062
journey	യാത്രയെ	fear	0.062
guidelines	മാർഗ്ഗനിർദ്ദേശങ്ങൾ	fear	0.062
youth	യുവാക്കൾ	fear	0.062
opera	ഓപ്പറ	fear	0.057
synonymous	പരസ്പരം	fear	0.056
praying	പ്രാർത്ഥിക്കുന്നു	fear	0.047
honest	സത്യസന്ധൻ	fear	0.047
intelligence	ബുദ്ധി	fear	0.038
romance	പ്രണയം	fear	0.031
lines	ലൈനുകൾ	fear	0.031
volunteer	സദ്ധന്നസേവിക	fear	0.031
obey	അനുസരിക്കുക	fear	0.016
happiest	സന്തോഷം	joy	0.986
happiness	സന്തോഷം	joy	0.984
bliss	പരമാനന്ദം	joy	0.971
celebrating	ആഘോഷിക്കുന്നു	joy	0.970
jubilant	ജ്യൂബിലന്റ്	joy	0.969
ecstatic	ഇക്സ്റ്റാറ്റിക്	joy	0.954
elation	ഉദയം	joy	0.944
bestdayever	എക്കാലത്തെയും മികച്ച ദിവസം	joy	0.938
beaming	ബെയ്മിംഗ്	joy	0.938
loveee	പ്രണയിനി	joy	0.932
celebration	ആഘോഷം	joy	0.929
awesomeness	അതിശയത്വം	joy	0.926
joy	സന്തോഷം	joy	0.924
happily	സന്തോഷം	joy	0.922
excitement	ആവേശം	joy	0.922
euphoria	സുഖം	joy	0.922
fabulous	അസാധാരണമായ	joy	0.922
joyous	സന്തോഷകരമായ	joy	0.922
exuberance	ഉദാരവൽക്കരണം	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	സ്നേഹിക്കുക	joy	0.920
gratitude	നന്ദി	joy	0.914
spectacular	കൗതുകദൃശം	joy	0.912
merriment	സുഖം	joy	0.912
happydance	സന്തോഷം	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	സന്തോഷം	joy	0.909
triumphant	വിജയി	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	വിശ്രമം	joy	0.906
cheerful	സന്തോഷത്തോടെ	joy	0.906
cheer	ധൈര്യപ്പെടുക	joy	0.897
elated	സന്തോഷം	joy	0.894
lovethis	ഇത് ഇഷ്ട്ടപ്പെടുക	joy	0.891
laugh	ചിരിക്കുക	joy	0.891
jolly	സുഖമില്ല	joy	0.891
pleasures	ആനന്ദം	joy	0.891
excitation	ആവേശം	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	സന്തോഷവതി	joy	0.891
exhilaration	ഉത്തേജനം	joy	0.891
marvelously	അത്ഭുതകരമായി	joy	0.881
loving	സ്നേഹമുള്ള	joy	0.879
joyful	സന്തോഷകരമായ	joy	0.879
outstanding	മികച്ചത്	joy	0.879
blissful	സന്തോഷകരമാണ്	joy	0.879
pleasurable	സന്തോഷകരമാണ്	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ഉത്സാഹത്തോടെ	joy	0.875
lovinglife	സ്നേഹം	joy	0.875
glee	കൊള്ളാം	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	വളരെ സന്തോഷം	joy	0.868
woohoo	വൂഹൂ	joy	0.864
laughing	ചിരിക്കുന്നു	joy	0.864
superb	കൊള്ളാം	joy	0.864
wonderful	അത്ഭുതകരമായ	joy	0.863
brilliant	ബുദ്ധിമാനാണ്	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	ഉത്സാഹഭരിതമായ	joy	0.859
hooray	ഹുറേ	joy	0.859
glory	മഹത്വം	joy	0.859
celebrated	ആഘോഷിച്ചു	joy	0.859
loved	സ്നേഹിച്ചു	joy	0.859
magnificent	മഹത്തായ	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	ഹല്ലലൂജ	joy	0.859
exciting	ആവേശകരമായ	joy	0.853
heavenly	സ്വർഗീയമായ	joy	0.853
thrilled	പുളകം	joy	0.851
mademyday	എന്റെ ദിവസം ധന്യമാക്കി	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ആഘോഷിക്കാൻ	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	അനുഗ്രഹം	joy	0.844
wonderfully	അത്ഭുതകരമാണ്	joy	0.844
sweetness	മാധുര്യം	joy	0.833
marvellous	ആശ്ചര്യം	joy	0.833
festive	ഉത്സവം	joy	0.833
blessed	അനുഗൃഹീത	joy	0.833
paradise	പറുദീസ	joy	0.833
celebrations	ആഘോഷങ്ങൾ	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	പുഞ്ചിരി	joy	0.828
enchanting	മോഹിപ്പിക്കുന്ന	joy	0.828
love	സ്നേഹം	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	വീട് മധുരമായ വീട്	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ചിരി	joy	0.824
marvelous	ആശ്ചര്യം	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ആഘോഷം	joy	0.818
sensational	സംതൃപ്തമായ	joy	0.818
delightful	സന്തോഷം	joy	0.818
happyheart	സന്തോഷം	joy	0.818
rejoicing	സന്തോഷിക്കുന്നു	joy	0.818
joys	സന്തോഷം	joy	0.818
goodness	നന്മ	joy	0.818
excited	ആവേശം	joy	0.818
excellence	ശ്രേഷ്ഠത	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ജോഡിയൽ	joy	0.814
glorious	മഹത്തായ	joy	0.812
lovemaking	പ്രണയം	joy	0.812
rejoice	ആനന്ദിക്കുക	joy	0.812
victorious	വിജയി	joy	0.812
excellent	നല്ലത്	joy	0.812
bonanza	ബാനാൻസ	joy	0.812
smiley	സ്മൈലി	joy	0.812
enjoy	ആസ്വദിക്കൂ	joy	0.812
