word	Frisian-fy	emotion	emotion-intensity-score
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	prachtich	joy	0.812
lovemaking	tútsjeboartsje	joy	0.812
rejoice	bliid wêze	joy	0.812
victorious	winne	joy	0.812
excellent	treflik	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	genietsje	joy	0.812
splendid	prachtich	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goedtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	fleurige dei	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	nocht	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	bliidens	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	sukses	joy	0.797
happier	lokkich	joy	0.797
dancing	dûnsjen	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	pracht	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	tankber	joy	0.789
splendor	pracht	joy	0.788
amuse	amuse	joy	0.788
fun	wille	joy	0.788
happy	lokkich	joy	0.788
enchanted	fertsjinwurdige	joy	0.781
glorify	ferhearlikje	joy	0.781
glad	bliid	joy	0.781
beautiful	moai	joy	0.781
solucky	sa lokkich	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	klimaat	joy	0.781
heavens	himel	joy	0.779
perfection	perfeksje	joy	0.779
christmassy	christmassy	joy	0.779
romance	romantyk	joy	0.779
thrilling	spannend	joy	0.776
miraculous	wûnderlik	joy	0.773
fiesta	fiesta	joy	0.773
entertain	besykje	joy	0.773
congrats	congrats	joy	0.773
cheers	Tsjoch	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positiviteit	joy	0.773
lovable	leaflik	joy	0.773
cheered	bliid	joy	0.773
funday	willedei	joy	0.772
enjoying	genietsje	joy	0.771
cuddling	kuddeling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amusearre	joy	0.766
lifeisgood	libben is goed	joy	0.766
thebest	de bêste	joy	0.766
sosweet	sa leaf	joy	0.766
smiles	lulk	joy	0.766
delight	freugde	joy	0.765
orgasm	orgasm	joy	0.765
party	feest	joy	0.765
positive	posityf	joy	0.761
cheerfulness	fruchtigens	joy	0.758
miracles	wûnders	joy	0.758
sweetheart	sweetheart	joy	0.758
enlighten	ferljochtsje	joy	0.758
christmastime	Krysttiid	joy	0.757
giddy	giddy	joy	0.757
romantic	romantysk	joy	0.750
gratify	freegje	joy	0.750
friendliness	freonlikens	joy	0.750
laughs	laitsje	joy	0.750
greatness	gruttens	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	plechtich	joy	0.750
blessings	blessingen	joy	0.750
smile	laitsje	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frol	joy	0.748
jubilee	jubileum	joy	0.742
enthusiasm	entûsjasme	joy	0.742
triumph	triomf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magysk	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	wûnder	joy	0.742
rewarding	lokkich	joy	0.742
feelgood	fiel goed	joy	0.736
prosperity	wolfeart	joy	0.735
luxurious	luxurious	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	libje	joy	0.734
goodday	goeie	joy	0.734
passionate	passionate	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	oerwinning	joy	0.734
admiration	bewûndering	joy	0.734
tgif	tgif	joy	0.734
glorification	ferhearliking	joy	0.733
sing	sjonge	joy	0.729
glowing	ljocht	joy	0.729
breathtaking	atletyk	joy	0.728
fulfillment	ferfolling	joy	0.728
yessss	yessss	joy	0.728
cheery	heul	joy	0.727
thankful	tankber	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	priis	joy	0.727
atpeace	yn frede	joy	0.727
win	winne	joy	0.727
merry	frjemd	joy	0.727
pleased	bliid	joy	0.725
radiance	klimaat	joy	0.725
inspiration	ynspiraasje	joy	0.725
uplift	oplift	joy	0.723
optimistic	optimistysk	joy	0.723
heaven	himel	joy	0.721
lucky	lokkich	joy	0.721
thrill	froulik	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	feesten	joy	0.721
harmony	harmony	joy	0.719
brighten	ferheegje	joy	0.719
lover	lover	joy	0.719
heartfelt	heartfelt	joy	0.719
utopian	utopysk	joy	0.719
xmas	xmas	joy	0.719
lovely	moai	joy	0.719
amusement	amusement	joy	0.719
congratulatory	fermoardzje	joy	0.719
praising	praatsje	joy	0.719
thriving	bloeie	joy	0.719
perfect	perfekt	joy	0.719
magic	magysk	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lúkse	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	treasures	joy	0.712
achievement	berikken	joy	0.712
yay	yay	joy	0.712
holiday	fakânsje	joy	0.712
intimate	yntimint	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	grutsk	joy	0.704
truelove	wiere leafde	joy	0.703
fuckyeah	ferdomd ja	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	geweldig	joy	0.703
goodnews	goed nijs	joy	0.703
optimism	optimisme	joy	0.703
satisfying	befredigjend	joy	0.703
gooood	gooood	joy	0.703
sweetest	sweetest	joy	0.703
cherish	cherish	joy	0.703
goodlife	goed libben	joy	0.703
beautification	beautification	joy	0.703
appreciates	fertsjinnet	joy	0.703
winning	winne	joy	0.703
cuddled	kâld	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	fertsjinje	joy	0.700
excite	oanfiterje	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	jierdei	joy	0.691
metime	metime	joy	0.688
favorite	favoryt	joy	0.688
honored	eare	joy	0.688
content	ynhâld	joy	0.688
godsend	godsend	joy	0.688
entertaining	entertaining	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	kostber	joy	0.682
majestic	majestic	joy	0.682
appreciated	wurdearre	joy	0.682
luscious	lústere	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	lilke	joy	0.682
bestfriends	bêste freonen	joy	0.682
exaltation	ferheffing	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	bliuwt	joy	0.682
tranquility	rêst	joy	0.679
marry	trouwe	joy	0.676
embrace	omearmje	joy	0.676
positively	positiv	joy	0.676
dearest	leare	joy	0.672
relaxation	ûntspanning	joy	0.672
accomplished	foltôge	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	ferlient	joy	0.672
contentment	tefredenens	joy	0.672
hilarious	willekeurich	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	viktor	joy	0.667
adore	adore	joy	0.667
boisterous	bjusterbaarlik	joy	0.667
fulfilled	folge	joy	0.667
fulfill	ferfolje	joy	0.664
cuddles	kûgels	joy	0.662
prosperous	bloei	joy	0.660
romanticism	romantyk	joy	0.656
humor	humor	joy	0.656
glow	ljocht	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	noflik	joy	0.656
appreciation	erkentlikens	joy	0.656
encouraged	stimulearre	joy	0.656
satisfy	befredigje	joy	0.656
serenity	eare	joy	0.656
captivate	fermogje	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	befrediging	joy	0.652
treasure	skat	joy	0.652
engaged	yn 'e mande	joy	0.652
praises	lof	joy	0.652
abundance	oerfloed	joy	0.652
fortunes	lokkich	joy	0.652
relaxing	oplossing	joy	0.652
praised	praat	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	oanfolje	joy	0.647
affection	leuk	joy	0.647
relieved	frijlitten	joy	0.647
carnival	karnaval	joy	0.643
divine	godlik	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoniously	joy	0.641
achieve	berikke	joy	0.641
thanksgiving	danksjen	joy	0.641
jackpot	jackpot	joy	0.641
priceless	ûnbetrouber	joy	0.641
sensuality	sinnichens	joy	0.641
champion	kampioen	joy	0.641
wedding	trouwerij	joy	0.641
uplifting	opliftend	joy	0.641
climax	klimaat	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	fredich	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	opheffe	joy	0.636
winner	winner	joy	0.636
felicity	felicity	joy	0.636
cuddle	kûle	joy	0.636
comforting	trouwe	joy	0.636
honeymoon	houliksreis	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amüsing	joy	0.625
reward	lean	joy	0.625
fondness	leafde	joy	0.625
hearts	herten	joy	0.625
brighter	heller	joy	0.625
sweet	swiet	joy	0.625
stargazing	stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	grutmoedigens	joy	0.625
gorgeous	moai	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	parade	joy	0.621
applause	applaus	joy	0.621
genial	genial	joy	0.621
beauty	skientme	joy	0.621
kind	soart	joy	0.621
newlife	nij libben	joy	0.618
aspiring	aspirearje	joy	0.618
fulfilling	ferfolling	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	tastien	joy	0.613
kiss	tút	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	prachtich	joy	0.609
rainbows	regenbou	joy	0.609
generous	geweldig	joy	0.609
enlightenment	ferljochting	joy	0.609
playful	spultsje	joy	0.609
christmas	Kryst	joy	0.609
super	super	joy	0.609
elegance	elegânsje	joy	0.609
rekindle	rekindle	joy	0.609
awards	prizen	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	selsstannigens	joy	0.607
successful	suksesfol	joy	0.606
onelove	ien leafde	joy	0.606
kindness	wiisheid	joy	0.606
freely	frij	joy	0.606
surprises	ferrassingen	joy	0.606
inspired	ynspirearre	joy	0.606
hilarity	hilariteit	joy	0.606
wonder	wûnder	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	ferdivedaasje	joy	0.603
whimsical	wûnderlik	joy	0.603
passion	passy	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	God is goëd	joy	0.597
whoo	whoo	joy	0.594
angel	ingel	joy	0.594
thankgod	thanksgod	joy	0.594
accomplishment	prestaasje	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goeie muzyk	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	ynspirearje	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	rêstich	joy	0.594
jesus	jesus	joy	0.594
goodies	goedeien	joy	0.594
heroic	heroysk	joy	0.591
fortune	lokkich	joy	0.591
friendship	freonskip	joy	0.591
singing	sjonge	joy	0.591
exalted	ferheven	joy	0.591
summer	simmer	joy	0.591
highest	heechste	joy	0.591
overflowing	oerflakke	joy	0.588
contented	ynhâldlik	joy	0.588
woot	woot	joy	0.588
rollicking	Wetter - Agrarwetter	joy	0.588
hope	hope	joy	0.586
accolade	accolade	joy	0.586
cozy	kozy	joy	0.583
delicious	hearlik	joy	0.579
friendly	freonlik	joy	0.578
sensuous	sinnich	joy	0.578
darling	leuk	joy	0.578
picturesque	pittoreske	joy	0.578
raving	raving	joy	0.578
praise	priizgje	joy	0.578
everlasting	ivich	joy	0.578
ambition	ambysje	joy	0.578
thelife	it libben	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	geloksfûgel	joy	0.576
flattering	flaaikjend	joy	0.576
sensual	sensueel	joy	0.576
heroism	heroisme	joy	0.576
succeeding	opfolgje	joy	0.576
grace	graasje	joy	0.576
peace	frede	joy	0.576
livelife	libje libben	joy	0.574
special	spesjaal	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	learend	joy	0.562
revels	revels	joy	0.562
prevail	prevail	joy	0.562
liking	liking	joy	0.562
sunny	sinnich	joy	0.562
relax	ûntspannen	joy	0.562
surprise	ferrassing	joy	0.562
hugs	hugs	joy	0.562
admirable	admirable	joy	0.562
hero	held	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristysk	joy	0.562
sweets	sweets	joy	0.562
prosper	prosper	joy	0.562
superstar	superstar	joy	0.562
favorable	geunstich	joy	0.561
bless	seinigje	joy	0.561
tenderness	sêftens	joy	0.561
freedom	frijheid	joy	0.561
masterpiece	masterstik	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	dreamen	joy	0.559
hopeful	hoopje	joy	0.559
home	thús	joy	0.559
cruising	kruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	treast	joy	0.553
closeness	slot	joy	0.552
eagerness	eager	joy	0.552
comfy	komfortabel	joy	0.551
sunshine	sinneskyn	joy	0.551
confidence	betrouwen	joy	0.547
mistletoe	mistel	joy	0.547
elite	elite	joy	0.547
celestial	himelsk	joy	0.547
heart	hert	joy	0.547
completion	foltôging	joy	0.547
good	goed	joy	0.547
daughter	dochter	joy	0.547
gifts	gifts	joy	0.547
astonishment	ferwûndering	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Goeie moarn	joy	0.547
lifted	ferhege	joy	0.547
zeal	ezel	joy	0.547
illuminate	lit sjen	joy	0.547
gift	jefte	joy	0.547
vacation	fakânsje	joy	0.547
charmed	ferearje	joy	0.546
recreation	rekreaasje	joy	0.545
encouragement	stimulearje	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	dûnsje	joy	0.545
god	god	joy	0.545
free	frij	joy	0.544
freshstart	nij begjin	joy	0.544
savior	ferlosser	joy	0.543
sanctuary	hillichdom	joy	0.541
grandchildren	pakesizzer	joy	0.540
wellness	wellness	joy	0.537
revel	revel	joy	0.534
inspirational	inspirational	joy	0.531
savor	smaak	joy	0.531
matrimony	matrimony	joy	0.531
money	jild	joy	0.531
rainbow	reinbôge	joy	0.531
confident	wis	joy	0.531
bridal	bridal	joy	0.531
music	muzyk	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	libben	joy	0.531
holiness	hilligens	joy	0.531
vitality	Vitaliteit	joy	0.531
liberation	befrijing	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	geweldig	joy	0.531
soar	sjippe	joy	0.531
firstborn	earstberne	joy	0.531
elegant	elegant	joy	0.530
mastery	mastering	joy	0.530
illumination	illuminaasje	joy	0.530
welcomed	wolkom	joy	0.530
warmth	waarmte	joy	0.530
blossom	bloei	joy	0.530
glimmer	glimmer	joy	0.530
faithful	trou	joy	0.529
treat	behannelje	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	oanbidlik	joy	0.519
powerful	krêftich	joy	0.516
silly	dúdlik	joy	0.516
zest	zest	joy	0.516
presents	kadootsjes	joy	0.516
succeed	slagje	joy	0.516
jingle	jingle	joy	0.516
remarkable	opmerklik	joy	0.516
greeted	groet	joy	0.516
brotherly	broer	joy	0.516
pride	grutskens	joy	0.516
strengthening	fersterking	joy	0.516
aspire	aspire	joy	0.516
abundant	oerfloedich	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ferplichtend	joy	0.516
almighty	almachtich	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	koronaasje	joy	0.515
kudos	kudos	joy	0.515
vivid	ljochte	joy	0.515
leisure	frije tiid	joy	0.515
complete	kompleet	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	famyljetiid	joy	0.515
animated	animearre	joy	0.515
spirit	geast	joy	0.515
thanking	tankje	joy	0.515
kid	kid	joy	0.515
shining	shining	joy	0.515
payday	betûft	joy	0.515
princely	prinsipe	joy	0.515
reunited	ferûngelokke	joy	0.515
therapeutic	therapeutysk	joy	0.515
comfort	treast	joy	0.515
godly	godlik	joy	0.514
marriage	houlik	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relaasje	joy	0.514
spouse	echtgenoat	joy	0.507
intimately	yntimint	joy	0.507
accomplish	akseptearje	joy	0.500
excel	excel	joy	0.500
inviting	invite	joy	0.500
meritorious	wurdich	joy	0.500
diamond	diamant	joy	0.500
nature	natuer	joy	0.500
dignity	weardichheid	joy	0.500
family	famylje	joy	0.500
soulful	soulful	joy	0.500
charitable	charitable	joy	0.500
encourage	oanmoedigje	joy	0.500
friends	freonen	joy	0.500
satisfied	tefreden	joy	0.500
welcoming	wolkom	joy	0.500
healthy	sûn	joy	0.500
surreal	surreal	joy	0.500
refreshed	fernijd	joy	0.500
beach	strân	joy	0.500
motherhood	memmetiid	joy	0.500
respect	respekt	joy	0.500
gem	gem	joy	0.500
erotic	eroatysk	joy	0.500
visionary	visionary	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	berikke	joy	0.500
christ	Kristus	joy	0.500
memorable	ûnferjitlik	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	poppe	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	wierheid	joy	0.500
bloom	bloeie	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	sûnens	joy	0.493
liberty	frijheid	joy	0.486
approved	goedkard	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oaze	joy	0.486
rapture	ferwachting	joy	0.485
engaging	yngrepen	joy	0.485
crowning	kroanje	joy	0.485
aspiration	aspiraasje	joy	0.485
prestige	prestiizje	joy	0.485
crescendo	crescendo	joy	0.485
gentle	heul	joy	0.485
liberate	frijlitte	joy	0.485
betrothed	fergees	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	privilegearre	joy	0.485
loyal	loyaal	joy	0.485
inseparable	ynsparabel	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	trophy	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	lokkich	joy	0.484
creativity	Kreativiteit	joy	0.484
destiny	lot	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transzendinsje	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	sûkelade	joy	0.484
aloha	earder	joy	0.484
yummy	leuk	joy	0.484
dream	dream	joy	0.484
desire	begearen	joy	0.484
boyfriend	freon	joy	0.480
commemoration	ferjouwing	joy	0.479
intelligence	yntelliginsje	joy	0.477
readiness	frijheid	joy	0.473
friend	freon	joy	0.471
enthusiast	entûsjast	joy	0.471
bride	breid	joy	0.471
lush	leuk	joy	0.470
calming	kalming	joy	0.470
inheritance	erfenis	joy	0.470
kiddo	kiddo	joy	0.470
massage	massaazje	joy	0.470
tickle	tickle	joy	0.470
adventure	aventoer	joy	0.470
nostalgia	nostalgy	joy	0.470
soothe	soothe	joy	0.470
goals	doelen	joy	0.469
luster	lust	joy	0.469
giving	jaan	joy	0.469
princess	prinsesse	joy	0.469
heartily	hertlik	joy	0.469
benevolence	wolwêzen	joy	0.469
nurture	nurture	joy	0.469
bridegroom	bridegroom	joy	0.469
eternal	ivich	joy	0.469
pray	bidde	joy	0.469
getaway	Gean fuort	joy	0.469
humanitarian	humanitêr	joy	0.469
bonding	bonding	joy	0.469
rest	rêst	joy	0.469
amicable	amicable	joy	0.469
purring	purring	joy	0.469
pretty	skoander	joy	0.469
child	bern	joy	0.466
salutary	salutaris	joy	0.465
invite	noegje	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	balke	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropysk	joy	0.455
aesthetics	eesthetik	joy	0.455
friday	freed	joy	0.455
elevation	ferheging	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seremoanje	joy	0.455
mindfulness	opsicht	joy	0.455
hee	hee	joy	0.455
kindred	kindred	joy	0.455
scholarship	gelearde	joy	0.455
befriend	befriend	joy	0.455
commemorate	ferjouwing	joy	0.453
allure	allure	joy	0.453
faith	leauwe	joy	0.453
forgiveness	ferjouwing	joy	0.453
scenery	lânskip	joy	0.453
vindication	vindication	joy	0.453
waterfall	wetterfal	joy	0.453
birth	berte	joy	0.453
noworries	gjin soargen	joy	0.453
approve	fertsjinje	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	reis	joy	0.447
meditation	meditaasje	joy	0.446
relaxed	ûntspanne	joy	0.442
tranquil	rêstich	joy	0.441
weekend	wykein	joy	0.441
present	oanwêzich	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalgysk	joy	0.439
prayer	bea	joy	0.439
sharing	dieling	joy	0.439
esteem	echt	joy	0.439
lyrical	lyrisch	joy	0.439
righteousness	rjochtfeardigens	joy	0.439
share	diele	joy	0.438
husband	man	joy	0.438
life	libben	joy	0.438
sonnet	sonnet	joy	0.438
relief	relief	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	nije dei	joy	0.438
meditate	meditative	joy	0.438
mighty	geweldig	joy	0.438
eager	eager	joy	0.438
strength	sterkte	joy	0.438
warm	waarm	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	ienheid	joy	0.426
unsurpassed	unbefleckt	joy	0.424
ejaculation	ejakulation	joy	0.424
unconstrained	ûnbegrûn	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalje	joy	0.424
amen	amen	joy	0.424
candlelight	candlelight	joy	0.424
reverence	earbied	joy	0.424
healthful	sûnens	joy	0.424
carols	karols	joy	0.424
sledding	sledding	joy	0.422
wealth	rykdom	joy	0.422
graduation	graduaasje	joy	0.422
frisky	friske	joy	0.422
energy	enerzjy	joy	0.422
calmness	kalm	joy	0.422
beginnings	begjinings	joy	0.422
safe	feilich	joy	0.422
musical	muzikaal	joy	0.422
symphony	symfony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	gemak	joy	0.422
helpful	behelpsum	joy	0.422
soundness	sûnens	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	tasizzing	joy	0.415
reunite	ferienje	joy	0.414
salvation	heil	joy	0.412
mother	mem	joy	0.412
poems	gedichten	joy	0.412
inauguration	ynauguration	joy	0.409
immaculate	ûnbepaald	joy	0.409
lighten	ljochtsje	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	reizgje	joy	0.409
lavender	lavender	joy	0.409
purify	reinigje	joy	0.409
clown	klown	joy	0.409
star	stjer	joy	0.406
cash	cash	joy	0.406
heal	hielje	joy	0.406
completing	foltôgje	joy	0.406
companion	kammeraat	joy	0.406
live	libje	joy	0.406
flowers	blommen	joy	0.406
wishing	winskje	joy	0.406
charity	charity	joy	0.406
opportune	opportune	joy	0.406
income	ynkommen	joy	0.403
soul	siel	joy	0.401
munchies	munchies	joy	0.400
indescribable	ûnskreaun	joy	0.397
progress	foarútgong	joy	0.397
emancipation	emancipaasje	joy	0.397
christian	kristen	joy	0.397
hammock	hammock	joy	0.394
together	mei-inoar	joy	0.394
equality	gelikensens	joy	0.394
fullness	folsleinens	joy	0.394
picnic	picnic	joy	0.394
calm	kalm	joy	0.394
childhood	bernetiid	joy	0.394
rhythmical	rhythmysk	joy	0.394
movies	films	joy	0.393
zealous	eare	joy	0.393
littlethings	lytse dingen	joy	0.391
humanity	minskdom	joy	0.391
starry	starry	joy	0.391
playground	boarterstún	joy	0.391
adventures	aventoeren	joy	0.391
meaningful	sinfol	joy	0.391
choir	koar	joy	0.391
affluence	geweldigens	joy	0.391
warms	waarmt	joy	0.391
goofy	goofy	joy	0.391
auspicious	geweldich	joy	0.391
gesture	gebeart	joy	0.387
vow	vow	joy	0.382
shopping	winkeljen	joy	0.382
witty	witty	joy	0.382
communion	communion	joy	0.379
vibes	vibes	joy	0.379
worship	oanbidde	joy	0.379
jump	springe	joy	0.379
reverend	reverend	joy	0.377
advance	foarôfgeand	joy	0.375
beaches	strân	joy	0.375
youth	jeugd	joy	0.375
spirits	geasten	joy	0.375
simplicity	ienfâld	joy	0.375
full	fol	joy	0.375
rising	rising	joy	0.375
hymn	hymne	joy	0.375
unique	unyk	joy	0.375
redeemed	ferlost	joy	0.375
scenic	lânskip	joy	0.375
mirth	mirth	joy	0.375
courtship	fertsjintwurdiging	joy	0.375
experience	ûnderfining	joy	0.375
reunion	reuny	joy	0.375
sonorous	sinoarsk	joy	0.375
unforgettable	ûnferjitlik	joy	0.375
baptismal	doop	joy	0.368
alliance	alliânsje	joy	0.368
grant	subsydzje	joy	0.366
conciliation	konsilyzje	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	hilliging	joy	0.364
improves	ferbetteret	joy	0.364
improve	ferbetterje	joy	0.364
pure	suver	joy	0.364
authentic	authentich	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	trou	joy	0.359
feeling	gefoel	joy	0.359
devotional	devotional	joy	0.359
proficiency	behearsking	joy	0.359
tinsel	tinsel	joy	0.359
revival	revival	joy	0.359
sanctify	hilligje	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	ûnôfhinklik	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolfyn	joy	0.348
choral	chorale	joy	0.348
deliverance	ferlossing	joy	0.348
romp	romp	joy	0.348
roaring	roaring	joy	0.348
melody	melody	joy	0.348
favor	geunst	joy	0.348
unification	ienwurding	joy	0.348
exceed	grutter wurde	joy	0.348
purpose	doel	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	gjin wurk	joy	0.344
voluptuous	geweldig	joy	0.344
fruits	fruchten	joy	0.344
thx	Dankewol	joy	0.344
newstart	nij begjin	joy	0.344
manicure	manicure	joy	0.344
date	datum	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonisme	joy	0.344
humble	humble	joy	0.344
electric	elektrysk	joy	0.344
pledge	pledge	joy	0.344
celebrity	beroemde	joy	0.342
rhythm	ritme	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	sniedei	joy	0.333
young	jong	joy	0.333
coffee	kofje	joy	0.333
edification	edification	joy	0.333
obliging	ferplichting	joy	0.333
renovation	renovaasje	joy	0.333
familiarity	fertrouwens	joy	0.333
garden	tún	joy	0.333
spa	spa	joy	0.333
dawn	dage	joy	0.333
connoisseur	ferieniging	joy	0.333
partner	kompanjon	joy	0.333
gazing	gazing	joy	0.333
foodie	foodie	joy	0.331
synchronize	syngronisearje	joy	0.329
tribulation	fertriet	joy	0.328
healing	healing	joy	0.328
saint	hillige	joy	0.328
chirping	chirping	joy	0.328
hobby	leafhawwerij	joy	0.328
