word	Luxembourgish-lb	emotion	emotion-intensity-score
stillness	Stëmmung	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	kucken	fear	0.188
unorganised	organiséiert	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	ofgeleeën	fear	0.183
slippery	rutscheg	fear	0.181
interview	interviewt	fear	0.180
everyman	all Mensch	fear	0.178
speculation	Spekulatioun	fear	0.176
needtoknow	Nideler	fear	0.173
assessment	Bewäertung	fear	0.172
competition	Concours	fear	0.172
settlor	Settler	fear	0.172
rod	Staang	fear	0.172
checkpoint	Scheckpunkt	fear	0.172
regulatory	Regulatiounssystemer	fear	0.172
worship	Kultplaz	fear	0.172
shell	Shell	fear	0.172
readytogo	prett fir ze goen	fear	0.172
uncertain	onsécher	fear	0.172
unsure	net sécher	fear	0.172
birch	Birèk	fear	0.172
surprise	Iwwerraschung	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	Buedem	fear	0.172
composure	erauskommen	fear	0.172
interviewer	Enquêteur	fear	0.172
less	manner	fear	0.167
coy	Coy	fear	0.162
iris	Iris	fear	0.160
audition	Auditioun	fear	0.156
sly	sënn	fear	0.156
legalized	legaliséiert	fear	0.156
intimately	intim	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Countdown	fear	0.156
hearing	héieren	fear	0.156
bases	Basen	fear	0.156
medication	Medikamenter	fear	0.156
ceasefire	Waffestëllstand	fear	0.156
retirement	Pensioun	fear	0.156
courageous	Couragéis	fear	0.154
overthinker	erhuewen	fear	0.153
backtrack	Backtrack	fear	0.151
dawned	erreecht	fear	0.150
censor	Zensur	fear	0.149
bailiff	Geriichtsvollzéier	fear	0.147
syllabus	Léierplang	fear	0.147
gent	Gent	fear	0.141
caricature	Karikatur	fear	0.141
rationality	Verstand	fear	0.141
cove	Bucht	fear	0.141
newcomer	Newcomer	fear	0.141
eventuality	Eventualitéit	fear	0.141
imagination	Imaginatioun	fear	0.141
validity	gülteg ass	fear	0.141
waiting	waarden	fear	0.141
delay	Retard	fear	0.141
shy	schei ass	fear	0.140
alreadyyyyy	schonyyyy	fear	0.140
symptom	Symptom	fear	0.133
excite	stimuléieren	fear	0.132
raccoon	Raccoon	fear	0.127
prevent	verhënneren	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	Clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	Hals	fear	0.125
campaigning	Campagne	fear	0.125
soready	soready	fear	0.125
tryout	drop	fear	0.125
marry	bestuede géif	fear	0.125
sprite	sprite kommen	fear	0.125
swim	schwammen	fear	0.125
gameday	gameday	fear	0.125
sag	Sag	fear	0.123
pharmacy	Apdikt	fear	0.123
policeman	Polizist	fear	0.121
lace	Spëtz	fear	0.111
dreamt	gedreemt	fear	0.111
holiness	Hellegkeet	fear	0.109
pray	gebiet	fear	0.109
weight	Gewiicht	fear	0.109
incase	am Fall	fear	0.109
knot	Kniet	fear	0.109
confidence	Vertrauen	fear	0.109
notoriety	berouegt	fear	0.109
homework	Hausaufgab	fear	0.109
destination	Destinatioun	fear	0.109
bigday	groussaalt	fear	0.109
slender	schlank	fear	0.100
undecided	net akzeptéiert	fear	0.098
sympathetic	sympathesch	fear	0.097
god	Gott	fear	0.094
grades	bezeechent	fear	0.094
loyal	trei sinn	fear	0.094
poise	ze verginn	fear	0.094
treat	ze behandelen	fear	0.094
confident	zouversiichtlech	fear	0.094
counsellor	Conseiller	fear	0.094
helmet	Helm	fear	0.094
case	Fall	fear	0.094
locate	lokaliséieren	fear	0.094
northeast	Nordosten	fear	0.088
compassion	Matgefill	fear	0.078
nurture	ze loossen	fear	0.078
graduation	ofgeschloss	fear	0.078
graded	ofgeschloss	fear	0.075
mum	Mamm	fear	0.070
infant	Kanner	fear	0.067
civilians	Zivilisten	fear	0.062
soulmate	Séil mateneen	fear	0.062
civilian	zivil	fear	0.062
cloudiness	iwwerlieft	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	Parade	fear	0.062
cash	boer	fear	0.062
journey	Rees	fear	0.062
guidelines	Richtlinnen	fear	0.062
youth	Jugend	fear	0.062
opera	Oper	fear	0.057
synonymous	synonym	fear	0.056
praying	gebiet	fear	0.047
honest	éierlech	fear	0.047
intelligence	Intelligenz	fear	0.038
romance	Romanze sinn	fear	0.031
lines	Linnen	fear	0.031
volunteer	Benevolen	fear	0.031
obey	zouginn	fear	0.016
happiest	glécklech	joy	0.986
happiness	Gléck	joy	0.984
bliss	vill Glëck	joy	0.971
celebrating	feieren	joy	0.970
jubilant	Jubilant	joy	0.969
ecstatic	ausgeglach	joy	0.954
elation	Eléatioun	joy	0.944
bestdayever	Beschtentum	joy	0.938
beaming	gestreet	joy	0.938
loveee	Loveee	joy	0.932
celebration	Feierdeeg	joy	0.929
awesomeness	Awesomeness	joy	0.926
joy	Freed	joy	0.924
happily	glécklech	joy	0.922
excitement	Opreegung	joy	0.922
euphoria	Euphorie	joy	0.922
fabulous	fabulous	joy	0.922
joyous	léif	joy	0.922
exuberance	Exploit	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	Léift	joy	0.920
gratitude	Dankbarkeet	joy	0.914
spectacular	spektakulär	joy	0.912
merriment	Freed	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	iwwerglécklech	joy	0.909
triumphant	triumphant	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	Ecstasy	joy	0.906
cheerful	lëschteg	joy	0.906
cheer	äiskal	joy	0.897
elated	gehal	joy	0.894
lovethis	lovethis	joy	0.891
laugh	laachen	joy	0.891
jolly	lëschteg	joy	0.891
pleasures	genéissen	joy	0.891
excitation	Erregung	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	erfreelech	joy	0.891
exhilaration	erhalenen	joy	0.891
marvelously	wonnerbar	joy	0.881
loving	gär hunn	joy	0.879
joyful	friddlech	joy	0.879
outstanding	aussergewéinlech	joy	0.879
blissful	glécklech	joy	0.879
pleasurable	geselleg	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	begeeschtert	joy	0.875
lovinglife	léiwt Liewen	joy	0.875
glee	gleeft	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sou frou	joy	0.868
woohoo	WoWoo	joy	0.864
laughing	laacht	joy	0.864
superb	schéinen	joy	0.864
wonderful	wonnerschéi	joy	0.863
brilliant	brilliant	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	oppassen	joy	0.859
hooray	Hooray	joy	0.859
glory	Herrlechkeet	joy	0.859
celebrated	gefeiert	joy	0.859
loved	gär hat	joy	0.859
magnificent	wonnerschéi	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	spannend	joy	0.853
heavenly	himmlescher	joy	0.853
thrilled	begeeschtert	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	feieren	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	Segen	joy	0.844
wonderfully	wonnerschéi	joy	0.844
sweetness	séiss	joy	0.833
marvellous	wonnerschéi	joy	0.833
festive	festive	joy	0.833
blessed	geseent	joy	0.833
paradise	Paradäis	joy	0.833
celebrations	Feierdeeg	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	lächelnd	joy	0.828
enchanting	bezauberen	joy	0.828
love	Léift	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Doheem, schéint Doheem	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	laacht	joy	0.824
marvelous	wonnerschéi	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	feierlechen	joy	0.818
sensational	sensational	joy	0.818
delightful	iwwerglécklech	joy	0.818
happyheart	glécklech	joy	0.818
rejoicing	Freed ze maachen	joy	0.818
joys	Freed	joy	0.818
goodness	Gutt	joy	0.818
excited	opgereegt	joy	0.818
excellence	Exzellenz	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	Jovial	joy	0.814
glorious	herrlech	joy	0.812
lovemaking	Lovemaking	joy	0.812
rejoice	iwwerglécklech	joy	0.812
victorious	Victoire agefouert	joy	0.812
excellent	excellent	joy	0.812
bonanza	Bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	genéissen	joy	0.812
splendid	Glanz	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	gutt Zäiten	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	gär	joy	0.809
myfavorite	mäin Favorit	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	Genoss	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	Freed	joy	0.803
giggle	giggle	joy	0.802
yesss	gitt	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	Erfolleg	joy	0.797
happier	glëcklech	joy	0.797
dancing	ze danzen	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	Hellegkeet	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	dankbar	joy	0.789
splendor	Glanz	joy	0.788
amuse	ameséieren	joy	0.788
fun	lëschteg	joy	0.788
happy	frou	joy	0.788
enchanted	begeeschtert	joy	0.781
glorify	veronséchert	joy	0.781
glad	frou	joy	0.781
beautiful	schéin	joy	0.781
solucky	soluen	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	Stralung	joy	0.781
heavens	Himmel	joy	0.779
perfection	Perfektioun	joy	0.779
christmassy	Chrëschtdag	joy	0.779
romance	Romanze sinn	joy	0.779
thrilling	opreegend	joy	0.776
miraculous	wonnerschéi	joy	0.773
fiesta	fiesta	joy	0.773
entertain	amuséieren	joy	0.773
congrats	Kongrates	joy	0.773
cheers	Prost	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	Positivitéit	joy	0.773
lovable	léif	joy	0.773
cheered	geplatzt	joy	0.773
funday	Fong	joy	0.772
enjoying	genéissen	joy	0.771
cuddling	léifgedréckt ginn	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	gelongen sinn	joy	0.766
lifeisgood	Liewen ass gutt	joy	0.766
thebest	dat Bescht	joy	0.766
sosweet	sou séiss	joy	0.766
smiles	laacht	joy	0.766
delight	begeeschtert	joy	0.765
orgasm	Orgasmus	joy	0.765
party	Partei	joy	0.765
positive	positiv sinn	joy	0.761
cheerfulness	liewend	joy	0.758
miracles	Wonner	joy	0.758
sweetheart	Frëndin	joy	0.758
enlighten	opgezeechent	joy	0.758
christmastime	Chromastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantesch	joy	0.750
gratify	ze frustrieden	joy	0.750
friendliness	eng gutt Frëndlechkeet	joy	0.750
laughs	laacht	joy	0.750
greatness	Gréisst	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	léiwer maachen	joy	0.750
blessings	Blessuren	joy	0.750
smile	laachen	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	Jubiläum	joy	0.742
enthusiasm	Begeeschterungsfäegkeet	joy	0.742
triumph	triumphéieren	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magesch	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	Wonner	joy	0.742
rewarding	belount	joy	0.742
feelgood	sëch gudd fillen	joy	0.736
prosperity	Wuelstand	joy	0.735
luxurious	luxuriéis	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	lieweg	joy	0.734
goodday	Gudden Dag	joy	0.734
passionate	passionéiert	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	verzauberen	joy	0.734
victory	Victoire	joy	0.734
admiration	Bewonnerung	joy	0.734
tgif	tgif	joy	0.734
glorification	Verherrlechung	joy	0.733
sing	sangen	joy	0.729
glowing	gläichen	joy	0.729
breathtaking	atemberaubend	joy	0.728
fulfillment	Entfaalung	joy	0.728
yessss	gitt	joy	0.728
cheery	erwierbt	joy	0.727
thankful	villmools Merci	joy	0.727
hurrah	begeeschtert	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	Präis	joy	0.727
atpeace	erreechen	joy	0.727
win	gewannen	joy	0.727
merry	frësch	joy	0.727
pleased	frou	joy	0.725
radiance	Glanz	joy	0.725
inspiration	Inspiratioun	joy	0.725
uplift	eropgaang	joy	0.723
optimistic	optimistesch ass	joy	0.723
heaven	Himmel	joy	0.721
lucky	Gléck	joy	0.721
thrill	ze iwwerraschen	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	Vakanz ze fueren	joy	0.721
harmony	Harmonie	joy	0.719
brighten	brightenen	joy	0.719
lover	Léif	joy	0.719
heartfelt	oprichter	joy	0.719
utopian	utopesch	joy	0.719
xmas	Weißen	joy	0.719
lovely	léif	joy	0.719
amusement	Amusement	joy	0.719
congratulatory	Gléckwonschkaart	joy	0.719
praising	luewen	joy	0.719
thriving	ze bleiwen	joy	0.719
perfect	perfekt	joy	0.719
magic	Magie	joy	0.712
luckiest	glécklecht	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	Luxus	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	Schätz	joy	0.712
achievement	Leeschtung	joy	0.712
yay	yay	joy	0.712
holiday	Vakanz	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	Guckel	joy	0.706
rave	z'erreechen	joy	0.706
proud	houfreg	joy	0.704
truelove	richteg Léift	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	erstaunhaft	joy	0.703
goodnews	Gutt Noriicht	joy	0.703
optimism	optimistesch sinn	joy	0.703
satisfying	zefriddestellend sinn	joy	0.703
gooood	Gooood	joy	0.703
sweetest	séiss	joy	0.703
cherish	profitéieren	joy	0.703
goodlife	Goodlife	joy	0.703
beautification	beautypéieren	joy	0.703
appreciates	schätzt	joy	0.703
winning	ze gewannen	joy	0.703
cuddled	kuddelen	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	erlieft	joy	0.700
excite	stimuléieren	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	Gebuertsdag	joy	0.691
metime	Metime	joy	0.688
favorite	Favoriten	joy	0.688
honored	geéiert	joy	0.688
content	Inhalt	joy	0.688
godsend	de Götter	joy	0.688
entertaining	erhuelsamen	joy	0.688
angelic	Engeleng	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adore	joy	0.688
exquisite	exzellenter	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	Edel	joy	0.682
majestic	majestéit	joy	0.682
appreciated	appréciéiert	joy	0.682
luscious	Luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	lächteg	joy	0.682
bestfriends	bescht Frënn	joy	0.682
exaltation	Erhobung	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	helleren	joy	0.682
tranquility	Rou	joy	0.679
marry	bestuede géif	joy	0.676
embrace	ugesinn	joy	0.676
positively	positiv	joy	0.676
dearest	mär	joy	0.672
relaxation	Entspanung	joy	0.672
accomplished	erfëllt	joy	0.672
hug	ëmäermelen	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	Grinsen	joy	0.672
enliven	belebend	joy	0.672
contentment	Zousatz	joy	0.672
hilarious	witzeg	joy	0.672
giggles	Giggles	joy	0.672
bountiful	grouss ass	joy	0.667
victor	Victoire	joy	0.667
adore	ugebuede ginn	joy	0.667
boisterous	opfalend	joy	0.667
fulfilled	erfëllt gouf	joy	0.667
fulfill	erfëllen	joy	0.664
cuddles	Kuddelen	joy	0.662
prosperous	blatzeg	joy	0.660
romanticism	Romantik	joy	0.656
humor	Humor	joy	0.656
glow	Glanz	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agreabel	joy	0.656
appreciation	eng Valorisatioun	joy	0.656
encouraged	encouragéiert	joy	0.656
satisfy	zefridden ze stellen	joy	0.656
serenity	Serenitéit	joy	0.656
captivate	gefuer sinn	joy	0.656
besties	beschäftegt	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	Zefriddenheet	joy	0.652
treasure	Schatz	joy	0.652
engaged	Verlobten	joy	0.652
praises	lueft	joy	0.652
abundance	gefloss ass	joy	0.652
fortunes	fortune	joy	0.652
relaxing	entspaant	joy	0.652
praised	geluewt	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ergänzen	joy	0.647
affection	Affer	joy	0.647
relieved	erliichtert	joy	0.647
carnival	Fuesend	joy	0.643
divine	göttlech	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmonesch	joy	0.641
achieve	ze erreechen	joy	0.641
thanksgiving	Dankgeld	joy	0.641
jackpot	Jackpot	joy	0.641
priceless	gewinnt ass	joy	0.641
sensuality	Sensualitéit	joy	0.641
champion	Champion	joy	0.641
wedding	Hochzäit	joy	0.641
uplifting	erhéijen	joy	0.641
climax	Héichpunkt	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	friddlech	joy	0.636
twinkle	z'entwéckelen	joy	0.636
reverie	Reverie	joy	0.636
exalt	erhéicht	joy	0.636
winner	Gewënner	joy	0.636
felicity	gefouert	joy	0.636
cuddle	léifzedrécken	joy	0.636
comforting	beweegen	joy	0.636
honeymoon	Hochzäitsrees	joy	0.636
xoxo	xoxo	joy	0.634
amusing	lëschteg	joy	0.625
reward	Belounung	joy	0.625
fondness	Begeeschterung	joy	0.625
hearts	Häerzer	joy	0.625
brighter	méi hell	joy	0.625
sweet	séiss	joy	0.625
stargazing	Stargazing	joy	0.625
festival	Festival	joy	0.625
snuggling	geschaaft gëtt	joy	0.625
generosity	Generositéit	joy	0.625
gorgeous	wonnerbar	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	Geschlecht	joy	0.622
parade	Parade	joy	0.621
applause	gefeiert	joy	0.621
genial	genial	joy	0.621
beauty	Schéinheet	joy	0.621
kind	frëndlech	joy	0.621
newlife	neit Liewen	joy	0.618
aspiring	sou striewe	joy	0.618
fulfilling	eriwwer wier	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuéiert	joy	0.613
kiss	Kuss ginn	joy	0.610
winnings	Gewënn	joy	0.609
praiseworthy	luewenswert	joy	0.609
rainbows	Reen	joy	0.609
generous	grouss	joy	0.609
enlightenment	opgekläert ze ginn	joy	0.609
playful	verspillt	joy	0.609
christmas	Chrëschtdag	joy	0.609
super	super	joy	0.609
elegance	Eleganz	joy	0.609
rekindle	widderhuelen	joy	0.609
awards	Auszeechnunge kritt	joy	0.609
adorable	séiss	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	Onofhängegkeet	joy	0.607
successful	erfollegräich	joy	0.606
onelove	eng Léift	joy	0.606
kindness	Frëndlechkeet	joy	0.606
freely	fest	joy	0.606
surprises	iwwerrascht	joy	0.606
inspired	inspiréiert	joy	0.606
hilarity	Hilaritéit	joy	0.606
wonder	wonneren	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	Ënnerhalung	joy	0.603
whimsical	Whimsical	joy	0.603
passion	Leidenschaft	joy	0.603
beautify	beauté	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	Sonnenopgang	joy	0.600
godisgood	Helleg	joy	0.597
whoo	whoo	joy	0.594
angel	Engel	joy	0.594
thankgod	Merci Gott	joy	0.594
accomplishment	erreechen	joy	0.594
flirt	flirt	joy	0.594
goodmusic	Good Music	joy	0.594
snuggled	gär	joy	0.594
revere	verleet	joy	0.594
inspire	inspiréieren	joy	0.594
fanfare	Fanfare	joy	0.594
peacefully	friddlech	joy	0.594
jesus	Jesus	joy	0.594
goodies	Goodies	joy	0.594
heroic	heroesch	joy	0.591
fortune	Verméige kréien	joy	0.591
friendship	Frëndschaft	joy	0.591
singing	sangen	joy	0.591
exalted	opgestiegen	joy	0.591
summer	Summer	joy	0.591
highest	héchst	joy	0.591
overflowing	iwwerflësseg ass	joy	0.588
contented	zefridde sidd	joy	0.588
woot	woot	joy	0.588
rollicking	iwwerdrooss	joy	0.588
hope	Hoffnung	joy	0.586
accolade	accolade	joy	0.586
cozy	gemittlech	joy	0.583
delicious	lecker	joy	0.579
friendly	frëndlech	joy	0.578
sensuous	gesond sinn	joy	0.578
darling	lëschteg	joy	0.578
picturesque	Pitti	joy	0.578
raving	raving	joy	0.578
praise	luewen	joy	0.578
everlasting	éiweg	joy	0.578
ambition	Ambitioun	joy	0.578
thelife	Fouer	joy	0.578
sparkle	Fonkelen	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	Gléck	joy	0.576
flattering	schmaachen	joy	0.576
sensual	gesond sinn	joy	0.576
heroism	Heldentum	joy	0.576
succeeding	Nofolger	joy	0.576
grace	Gnod	joy	0.576
peace	Fridden	joy	0.576
livelife	lief däi Liewen	joy	0.574
special	speziell	joy	0.574
tantalizing	gefalen	joy	0.572
pumped	gepompelt	joy	0.567
worthwhile	lount	joy	0.562
revels	Fërderen	joy	0.562
prevail	stärekloert	joy	0.562
liking	gefält	joy	0.562
sunny	sonneg	joy	0.562
relax	entspanen	joy	0.562
surprise	Iwwerraschung	joy	0.562
hugs	Umellen	joy	0.562
admirable	begeeschtert	joy	0.562
hero	Hero	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	Humor	joy	0.562
sweets	Séissegketen	joy	0.562
prosper	erlaabt	joy	0.562
superstar	Superstar	joy	0.562
favorable	gutt	joy	0.561
bless	erbäi	joy	0.561
tenderness	zevill Zitschrëft	joy	0.561
freedom	Fräiheet	joy	0.561
masterpiece	Meeschtesch	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	Dreem geplot	joy	0.559
hopeful	hoffentlech ass	joy	0.559
home	doheem	joy	0.559
cruising	Cruise	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	trei	joy	0.553
closeness	Proximitéit	joy	0.552
eagerness	Wuess	joy	0.552
comfy	gemittlech	joy	0.551
sunshine	Sonn	joy	0.551
confidence	Vertrauen	joy	0.547
mistletoe	Mëspel	joy	0.547
elite	Elite	joy	0.547
celestial	Himmelskierper	joy	0.547
heart	Häerz	joy	0.547
completion	ofgeschloss	joy	0.547
good	gutt	joy	0.547
daughter	Duechter	joy	0.547
gifts	Kaddoen	joy	0.547
astonishment	verwonnert	joy	0.547
bonus	Bonus	joy	0.547
goodmorning	Gudde Moien	joy	0.547
lifted	geännert	joy	0.547
zeal	Äifer	joy	0.547
illuminate	ze beliichten	joy	0.547
gift	Geschenk	joy	0.547
vacation	Vakanz	joy	0.547
charmed	iwwerrascht	joy	0.546
recreation	Fräizäitaktivitéiten	joy	0.545
encouragement	Encouragement	joy	0.545
gush	zou	joy	0.545
sublime	sublime	joy	0.545
dance	Danz	joy	0.545
god	Gott	joy	0.545
free	gratis ass	joy	0.544
freshstart	frëschen	joy	0.544
savior	Retter	joy	0.543
sanctuary	geheescht	joy	0.541
grandchildren	Enkelkanner	joy	0.540
wellness	Wellness	joy	0.537
revel	léif	joy	0.534
inspirational	inspiréiert	joy	0.531
savor	genéissen	joy	0.531
matrimony	eng Eegeschaft	joy	0.531
money	Suen	joy	0.531
rainbow	Reebou	joy	0.531
confident	zouversiichtlech	joy	0.531
bridal	Braut	joy	0.531
music	Musek	joy	0.531
fab	fab	joy	0.531
serene	onbeschwéiert	joy	0.531
alive	lieweg	joy	0.531
holiness	Hellegkeet	joy	0.531
vitality	Vitalitéit	joy	0.531
liberation	Befreiung	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	berouegt	joy	0.531
soar	ernimmt	joy	0.531
firstborn	als éischt	joy	0.531
elegant	elegant	joy	0.530
mastery	Meeschterhand	joy	0.530
illumination	Beleidegung	joy	0.530
welcomed	begréisst	joy	0.530
warmth	Hëtzt	joy	0.530
blossom	Bléien	joy	0.530
glimmer	glimmer	joy	0.530
faithful	trei war	joy	0.529
treat	ze behandelen	joy	0.529
snuggles	Snuggles	joy	0.522
laurels	Lorbeer	joy	0.521
commendable	Pracht	joy	0.519
powerful	staark	joy	0.516
silly	alen	joy	0.516
zest	zest	joy	0.516
presents	presentéiert	joy	0.516
succeed	geléngt	joy	0.516
jingle	jingle	joy	0.516
remarkable	bemierkenswäert	joy	0.516
greeted	begréissen	joy	0.516
brotherly	Brudder	joy	0.516
pride	Stolz	joy	0.516
strengthening	ze verstäerken	joy	0.516
aspire	ophalen	joy	0.516
abundant	reich	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	beandrockt	joy	0.516
almighty	all Muecht	joy	0.516
fancy	Loscht	joy	0.516
zen	zen	joy	0.515
coronation	Kréinung	joy	0.515
kudos	Kudos	joy	0.515
vivid	lieweg	joy	0.515
leisure	Fräizäit	joy	0.515
complete	fäerdeg sinn	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	Familljen	joy	0.515
animated	animéiert	joy	0.515
spirit	Geescht	joy	0.515
thanking	Merci	joy	0.515
kid	Kand	joy	0.515
shining	schéngt	joy	0.515
payday	payday	joy	0.515
princely	Prinzessin	joy	0.515
reunited	erwaart	joy	0.515
therapeutic	therapeutesch	joy	0.515
comfort	bequem	joy	0.515
godly	Gottes	joy	0.514
marriage	bestueden	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	Bezéiung	joy	0.514
spouse	Fra	joy	0.507
intimately	intim	joy	0.507
accomplish	erreechen	joy	0.500
excel	excel	joy	0.500
inviting	invitéiert	joy	0.500
meritorious	verdéngschtlech sinn	joy	0.500
diamond	Diamanten	joy	0.500
nature	Natur	joy	0.500
dignity	Dignitéit	joy	0.500
family	Famill	joy	0.500
soulful	Séileg	joy	0.500
charitable	Wëllkomm	joy	0.500
encourage	encouragéieren	joy	0.500
friends	Frënn	joy	0.500
satisfied	zefridden sidd	joy	0.500
welcoming	wëllkomm	joy	0.500
healthy	gesond	joy	0.500
surreal	surreal	joy	0.500
refreshed	erfrëscht ze sinn	joy	0.500
beach	Plage	joy	0.500
motherhood	Mammesprooch	joy	0.500
respect	respektéieren	joy	0.500
gem	gem	joy	0.500
erotic	erotesch sinn	joy	0.500
visionary	visionär	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	erreecht gëtt	joy	0.500
christ	Chrëscht	joy	0.500
memorable	onverständlech	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	Puppelchen	joy	0.500
purr	Pär	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	Richtegkeet	joy	0.500
bloom	Bléi	joy	0.500
carefree	et egal	joy	0.500
aura	Aura maachen	joy	0.493
health	Gesondheet	joy	0.493
liberty	Fräiheet	joy	0.486
approved	guttgeheescht huet	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	Oasis	joy	0.486
rapture	ophale kënnt	joy	0.485
engaging	ze berouegen	joy	0.485
crowning	Kréinung	joy	0.485
aspiration	Aspiratioun	joy	0.485
prestige	Prestige	joy	0.485
