word	Dutch-nl	emotion	emotion-intensity-score
heathen	heidenen	fear	0.422
prowl	rondsluipen	fear	0.422
troll	trol	fear	0.422
infamous	berucht	fear	0.422
disappear	verdwijnen	fear	0.422
depress	deprimeren	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	onnatuurlijk	fear	0.422
usurped	toegeëigend	fear	0.422
steal	stelen	fear	0.422
anathema	anathema	fear	0.422
fainting	flauwte	fear	0.422
alien	vreemdeling	fear	0.422
extrajudicial	buitengerechtelijke	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	tegenslag	fear	0.418
ineptitude	onzinnigheid	fear	0.417
outsider	buitenstaander	fear	0.413
ugliness	lelijkheid	fear	0.410
vulture	gier	fear	0.410
immoral	onzedelijk	fear	0.410
scar	litteken	fear	0.406
stressful	stressvolle	fear	0.406
screech	krijsen	fear	0.406
wary	omzichtig	fear	0.406
disgust	walg	fear	0.406
stressing	benadrukkend	fear	0.406
deport	deporteren	fear	0.406
nausea	misselijkheid	fear	0.406
resection	resectie	fear	0.406
blackout	Black Out	fear	0.406
disallowed	afgekeurd	fear	0.406
insolvent	insolvent	fear	0.406
dismissal	ontslag	fear	0.406
omnipotence	almacht	fear	0.406
possession	bezit	fear	0.406
tearful	betraand	fear	0.406
disorder	wanorde	fear	0.406
squall	bui	fear	0.406
dominant	dominant	fear	0.406
disabled	invalide	fear	0.406
drones	drones	fear	0.406
recklessness	roekeloosheid	fear	0.406
escape	ontsnappen	fear	0.406
distressed	distressed	fear	0.406
claw	klauw	fear	0.406
stretcher	brancard	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	boetedoening	fear	0.406
weakly	zwak	fear	0.406
rubble	puin	fear	0.406
whimper	janken	fear	0.406
ghetto	getto	fear	0.406
socialism	socialisme	fear	0.405
conspiracy	samenzwering	fear	0.400
toughness	taaiheid	fear	0.400
defection	afvalligheid	fear	0.398
absence	afwezigheid	fear	0.396
moan	kreunen	fear	0.394
crusade	kruistocht	fear	0.392
radon	radon	fear	0.391
lose	verliezen	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	twijfelachtig	fear	0.391
unemployed	werkloos	fear	0.391
reject	afwijzen	fear	0.391
excitation	opwinding	fear	0.391
xanax	xanax	fear	0.391
stifled	verstikt	fear	0.391
scarecrow	vogelverschrikker	fear	0.391
concealment	verborgenheid	fear	0.391
conquer	veroveren	fear	0.391
discrimination	discriminatie	fear	0.391
diagnosis	diagnose	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	strik	fear	0.391
separation	scheiding	fear	0.391
overt	openlijk	fear	0.391
urgency	urgentie	fear	0.391
musket	musket	fear	0.391
unrest	onrust	fear	0.391
descent	afdaling	fear	0.391
avoiding	vermijden	fear	0.391
cyst	cyste	fear	0.391
gulp	slok	fear	0.391
procedure	procedure	fear	0.391
submission	voorlegging	fear	0.391
hardened	gehard	fear	0.391
refutation	weerlegging	fear	0.391
repellent	afstotend	fear	0.391
cleave	klieven	fear	0.391
suspicion	achterdocht	fear	0.391
poverty	armoede	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolventie	fear	0.391
mental	geestelijk	fear	0.391
theocratic	theocratisch	fear	0.391
spaz	spaz	fear	0.391
brimstone	zwavel	fear	0.391
throb	kloppen	fear	0.388
outcast	verschoppeling	fear	0.388
orc	orc	fear	0.388
disapprove	afkeuren	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	pleiten	fear	0.377
withdrawals	intrekkingen	fear	0.377
pressure	druk	fear	0.375
grieve	treuren	fear	0.375
frigate	fregat	fear	0.375
kerosene	kerosine	fear	0.375
nauseous	misselijk	fear	0.375
khan	khan	fear	0.375
expose	blootstellen	fear	0.375
ocd	ocd	fear	0.375
sneaking	sluipen	fear	0.375
embarrassment	verlegenheid	fear	0.375
bankrupt	bankroet	fear	0.375
dissolution	ontbinding	fear	0.375
dentistry	tandheelkunde	fear	0.375
edict	edict	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	kloof	fear	0.375
escaped	ontsnapt	fear	0.375
whirlpool	draaikolk	fear	0.375
interrogate	ondervragen	fear	0.375
psychological	psychologisch	fear	0.375
obligor	schuldenaar	fear	0.375
misconception	misvatting	fear	0.375
military	leger	fear	0.375
suspected	vermoedelijke	fear	0.375
locust	sprinkhaan	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	slecht	fear	0.375
coldness	koude	fear	0.375
taunt	beschimpen	fear	0.375
obi	obi	fear	0.375
flu	griep	fear	0.375
barricade	barricade	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	afweermiddel	fear	0.373
unknown	onbekend	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	jaloezie	fear	0.365
mug	mok	fear	0.359
consternation	consternatie	fear	0.359
rebel	rebel	fear	0.359
conquest	verovering	fear	0.359
mournful	treurig	fear	0.359
concerned	bezorgd	fear	0.359
mandamus	mandamus	fear	0.359
onedge	op de rand	fear	0.359
recurring	terugkerend	fear	0.359
jaundice	geelzucht	fear	0.359
sectarian	sektarisch	fear	0.359
desert	woestijn	fear	0.359
cur	cur	fear	0.359
difficult	moeilijk	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	pijl	fear	0.359
spike	aar	fear	0.359
timid	timide	fear	0.359
wasting	verspilling	fear	0.359
bottomless	bodemloos	fear	0.359
warned	gewaarschuwd	fear	0.359
protestant	Protestant	fear	0.359
contempt	minachting	fear	0.359
exam	tentamen	fear	0.359
depreciation	waardevermindering	fear	0.359
anomaly	afwijking	fear	0.359
rejects	verwerpt	fear	0.359
pessimism	pessimisme	fear	0.359
revolution	revolutie	fear	0.359
formidable	formidabel	fear	0.359
burke	Burke	fear	0.359
cautionary	waarschuwend	fear	0.359
headaches	hoofdpijn	fear	0.359
bankruptcy	faillissement	fear	0.359
government	regering	fear	0.359
measles	mazelen	fear	0.359
languishing	kwijnend	fear	0.358
constrain	beperken	fear	0.358
bane	verderf	fear	0.356
impeach	beschuldigen	fear	0.354
warden	bewaker	fear	0.354
adverse	nadelige	fear	0.352
lawyer	advocaat	fear	0.349
libel	smaad	fear	0.348
retrenchment	bezuiniging	fear	0.345
imminent	dreigend	fear	0.345
unjustifiable	niet te rechtvaardigen	fear	0.344
knell	doodsklok	fear	0.344
contentious	omstreden	fear	0.344
opposed	gekant tegen	fear	0.344
shame	schaamte	fear	0.344
avoidance	vermijding	fear	0.344
resistant	resistant	fear	0.344
discipline	discipline	fear	0.344
defy	trotseren	fear	0.344
belittle	kleineren	fear	0.344
fanaticism	fanatisme	fear	0.344
bearish	nors	fear	0.344
opium	opium	fear	0.344
sorrow	leed	fear	0.344
mri	mri	fear	0.344
shaky	wankel	fear	0.344
hiss	fluiten	fear	0.344
loneliness	eenzaamheid	fear	0.344
swerve	zwenken	fear	0.344
taboo	taboe	fear	0.344
reckless	roekeloos	fear	0.344
obstacle	hindernis	fear	0.344
launches	lanceringen	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	vonnis	fear	0.344
servile	slaafs-	fear	0.344
hesitation	aarzeling	fear	0.344
evade	ontwijken	fear	0.344
recession	recessie	fear	0.344
eel	paling	fear	0.344
shortage	tekort	fear	0.344
pest	plaag	fear	0.344
cutter	snijder	fear	0.344
psych	psych	fear	0.344
parachute	parachute	fear	0.344
disrespectful	oneerbiedig	fear	0.343
phalanx	vingerkootje	fear	0.342
creature	schepsel	fear	0.340
mortgage	hypotheek	fear	0.331
specter	spook	fear	0.331
enigmatic	raadselachtig	fear	0.329
caution	voorzichtigheid	fear	0.328
police	Politie	fear	0.328
shank	schacht	fear	0.328
undesirable	ongewenst	fear	0.328
shutdown	afsluiten	fear	0.328
dike	dijk	fear	0.328
subordinate	ondergeschikt	fear	0.328
gametime	game tijd	fear	0.328
remove	verwijderen	fear	0.328
smut	roetvlek	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	ongeluk	fear	0.328
loom	weefgetouw	fear	0.328
supremacy	suprematie	fear	0.328
unlucky	ongelukkig	fear	0.328
quash	vernietigen	fear	0.328
hives	netelroos	fear	0.328
wimp	watje	fear	0.328
gladiator	gladiator	fear	0.328
feeling	gevoel	fear	0.328
dominion	heerschappij	fear	0.328
encumbrance	last	fear	0.328
adrift	drijvend	fear	0.328
defendant	verweerder	fear	0.328
outpost	buitenpost	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	zinloos	fear	0.328
wrongly	ten onrechte	fear	0.328
bugaboo	boeman	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	etherisch	fear	0.328
scarce	schaars	fear	0.327
unsettled	onbestendig	fear	0.327
antisocial	antisociaal	fear	0.324
astray	op een dwaalspoor	fear	0.320
vigilant	waakzaam	fear	0.319
socialist	socialist	fear	0.318
halter	halster	fear	0.318
pessimist	pessimist	fear	0.317
pacing	pacing	fear	0.316
opponent	tegenstander	fear	0.312
discontinuity	discontinuïteit	fear	0.312
conspire	samenzweren	fear	0.312
trickery	bedriegerij	fear	0.312
obsessing	geobsedeerd	fear	0.312
seclusion	afzondering	fear	0.312
whirlwind	wervelwind	fear	0.312
unexpected	niet verwacht	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	volproppen	fear	0.312
collusion	geheime verstandhouding	fear	0.312
muzzle	snuit	fear	0.312
blight	meeldauw	fear	0.312
foreigner	buitenlander	fear	0.312
chargeable	laste	fear	0.312
laxative	laxeermiddel	fear	0.312
clinical	klinisch	fear	0.312
dentist	tandarts	fear	0.312
therapist	arts	fear	0.312
deadline	deadline	fear	0.312
bewilderment	verbijstering	fear	0.312
litigate	procederen	fear	0.312
nether	onderwereld	fear	0.312
thorny	netelig	fear	0.312
valium	valium	fear	0.312
powerful	krachtig	fear	0.312
uneasy	ongemakkelijk	fear	0.312
unkind	onaardig	fear	0.312
ordnance	geschut	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	over analyseren	fear	0.309
doubts	twijfels	fear	0.308
seriousness	ernst	fear	0.305
irrational	irrationeel	fear	0.305
erase	wissen	fear	0.303
teasing	plagen	fear	0.303
razor	scheermes	fear	0.303
sweating	zweten	fear	0.298
reluctant	onwillig	fear	0.297
mage	tovenaar	fear	0.297
crouching	hurken	fear	0.297
warning	waarschuwing	fear	0.297
endless	eindeloos	fear	0.297
adjudicate	berechten	fear	0.297
bale	baal	fear	0.297
inflation	inflatie	fear	0.297
giant	reusachtig	fear	0.297
auditor	revisor	fear	0.297
medical	medisch	fear	0.297
swamp	moeras	fear	0.297
bitch	teef	fear	0.297
mislead	misleiden	fear	0.297
weighty	gewichtig	fear	0.297
avoid	vermijden	fear	0.297
depreciated	afgeschreven	fear	0.297
flounder	bot	fear	0.297
deflation	deflatie	fear	0.297
unsurpassed	onovertroffen	fear	0.297
dashed	gestippelde	fear	0.297
hide	verbergen	fear	0.297
timidity	schroom	fear	0.297
deluge	zondvloed	fear	0.287
disinformation	disinformatie	fear	0.286
court	rechtbank	fear	0.284
aversion	afkeer	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	onvriendelijk	fear	0.281
remains	stoffelijk overschot	fear	0.281
discourage	ontmoedigen	fear	0.281
cautious	voorzichtig	fear	0.281
oncoming	aanstaande	fear	0.281
flying	vliegend	fear	0.281
mistaken	verkeerd	fear	0.281
swelling	zwelling	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	toezicht	fear	0.281
apache	apache	fear	0.281
rush	stormloop	fear	0.281
yelp	gekef	fear	0.281
cartridge	patroon	fear	0.281
fortress	vesting	fear	0.281
bigoted	kwezelachtig	fear	0.281
notready	Niet klaar	fear	0.281
challenge	uitdaging	fear	0.281
submitting	indienen	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	verwarring	fear	0.281
unruly	onhandelbaar	fear	0.281
intense	intens	fear	0.279
noncompliance	niet-naleving	fear	0.276
alerts	waarschuwingen	fear	0.276
planes	vliegtuigen	fear	0.274
displeased	niet tevreden	fear	0.273
cop	politieagent	fear	0.273
unbridled	tomeloos	fear	0.271
regiment	regiment	fear	0.266
crowds	menigten	fear	0.266
sentence	zin	fear	0.266
blindfold	geblinddoekt	fear	0.266
crouch	hurken	fear	0.266
belt	riem	fear	0.266
hooded	hooded	fear	0.266
uncanny	geheimzinnig	fear	0.266
cupping	cupping	fear	0.266
sneak	sluipen	fear	0.266
cloak	mantel	fear	0.266
banger	worstje	fear	0.266
affront	belediging	fear	0.266
confession	bekentenis	fear	0.266
blemish	smet	fear	0.266
posse	troep	fear	0.266
auditions	audities	fear	0.266
forgotten	vergeten	fear	0.266
immerse	onderdompelen	fear	0.266
operation	operatie	fear	0.266
elevation	verhoging	fear	0.266
shanghai	Sjanghai	fear	0.266
hood	kap	fear	0.266
problem	probleem	fear	0.266
skid	slippen	fear	0.266
insomnia	slapeloosheid	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobaat	fear	0.266
flurries	vlagen	fear	0.266
force	dwingen	fear	0.266
spur	uitloper	fear	0.262
defense	verdediging	fear	0.258
mortgagor	hypotheekgever	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	rennen	fear	0.250
rascal	deugniet	fear	0.250
standstill	blijf staan	fear	0.250
doubt	twijfel	fear	0.250
cataract	staar	fear	0.250
repent	berouwen	fear	0.250
unfamiliar	onbekend	fear	0.250
delusional	waanvoorstellingen	fear	0.250
obliging	bereidwillig	fear	0.250
hag	heks	fear	0.250
defend	verdedigen	fear	0.250
guard	bewaker	fear	0.250
scapegoat	zondebok	fear	0.250
swampy	moerassig	fear	0.250
react	Reageer	fear	0.250
breakingnews	belangrijk nieuws	fear	0.250
foul	vals	fear	0.250
spinster	oude vrijster	fear	0.250
indifference	onverschilligheid	fear	0.250
sunk	gezonken	fear	0.250
picket	piket	fear	0.250
insect	insect	fear	0.250
rating	beoordeling	fear	0.250
forewarned	gewaarschuwd	fear	0.250
indecisive	besluiteloos	fear	0.250
stealthy	heimelijk	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	geaard	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	hoogst	fear	0.236
inequality	ongelijkheid	fear	0.234
rekindle	weer op te rakelen	fear	0.234
shrink	krimpen	fear	0.234
scaffold	steiger	fear	0.234
discontent	ontevredenheid	fear	0.234
verge	berm	fear	0.234
psychiatrist	psychiater	fear	0.234
overdrive	afbeulen	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	tussenbeide komen	fear	0.234
pinion	rondsel	fear	0.234
finalized	afgerond	fear	0.234
shelters	schuilplaatsen	fear	0.234
sleepless	slapeloos	fear	0.234
dependence	afhankelijkheid	fear	0.234
chicken	kip	fear	0.234
instinctive	instinctief	fear	0.234
buzz	gezoem	fear	0.234
difficulty	moeilijkheid	fear	0.234
bee	bij	fear	0.234
insomniac	slapeloze	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	reebok	fear	0.234
rushing	haasten	fear	0.233
overslept	verslapen	fear	0.226
default	standaard	fear	0.226
confessional	biechtstoel	fear	0.225
impatient	ongeduldig	fear	0.224
immigrant	immigrant	fear	0.219
heft	gewicht	fear	0.219
sweat	zweet	fear	0.219
waver	wankelen	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	gierig	fear	0.219
thrill	sensatie	fear	0.219
cane	riet	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	wat als	fear	0.219
tactics	tactiek	fear	0.219
veer	veer	fear	0.219
unequal	ongelijk	fear	0.219
lastminute	laatste minuut	fear	0.219
jungle	oerwoud	fear	0.219
bait	aas	fear	0.219
revelations	onthullingen	fear	0.219
blues	blues	fear	0.219
overtired	oververmoeid	fear	0.218
prognosis	prognose	fear	0.217
alertness	waakzaamheid	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wens me geluk	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	schommeling	fear	0.204
restless	rusteloos	fear	0.204
examination	examen	fear	0.204
intimacy	vertrouwelijkheid	fear	0.203
phew	foei	fear	0.203
quail	kwartel	fear	0.203
hurry	haast je	fear	0.203
uphill	bergopwaarts	fear	0.203
mighty	machtig	fear	0.203
birth	geboorte	fear	0.203
cross	kruis	fear	0.203
help	helpen	fear	0.203
overcome	overwinnen	fear	0.203
recesses	uitsparingen	fear	0.203
acceptances	aanvaardingen	fear	0.203
fearless	onbevreesd	fear	0.200
ware	aardewerk	fear	0.198
change	verandering	fear	0.198
withstand	weerstaan	fear	0.197
asap	zsm	fear	0.191
owing	onder meer omdat	fear	0.188
gnome	kabouter	fear	0.188
cautiously	behoedzaam	fear	0.188
tract	streek	fear	0.188
deadlines	deadlines	fear	0.188
heighten	verhogen	fear	0.188
attorney	advocaat	fear	0.188
bug	kever	fear	0.188
knots	knopen	fear	0.188
fragile	breekbaar	fear	0.188
rule	regel	fear	0.188
advance	van te voren	fear	0.188
intrigue	intrigeren	fear	0.188
overcoming	overwinnen	fear	0.188
stillness	stilte	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	kijk maar	fear	0.188
unorganised	ongeorganiseerde	fear	0.188
elf	elf	fear	0.185
stillwaiting	nog steeds aan het wachten	fear	0.184
lonely	eenzaam	fear	0.183
slippery	glad	fear	0.181
interview	interview	fear	0.180
everyman	iedereen	fear	0.178
speculation	speculatie	fear	0.176
needtoknow	moet weten	fear	0.173
assessment	beoordeling	fear	0.172
competition	wedstrijd	fear	0.172
settlor	settlor	fear	0.172
rod	hengel	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	regelgevende	fear	0.172
worship	aanbidden	fear	0.172
shell	schelp	fear	0.172
readytogo	klaar om te gaan	fear	0.172
uncertain	onzeker	fear	0.172
unsure	onzeker	fear	0.172
birch	berk	fear	0.172
surprise	verrassing	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	kaf	fear	0.172
composure	kalmte	fear	0.172
interviewer	interviewer	fear	0.172
less	minder	fear	0.167
coy	bedeesd	fear	0.162
iris	iris	fear	0.160
audition	auditie	fear	0.156
sly	sluw	fear	0.156
legalized	gelegaliseerd	fear	0.156
intimately	intiem	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	countdown	fear	0.156
hearing	gehoor	fear	0.156
bases	bases	fear	0.156
medication	geneesmiddel	fear	0.156
ceasefire	wapenstilstand	fear	0.156
retirement	pensioen	fear	0.156
courageous	moedig	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	breken met	fear	0.151
dawned	aangebroken	fear	0.150
censor	censor	fear	0.149
bailiff	deurwaarder	fear	0.147
syllabus	syllabus	fear	0.147
gent	gent	fear	0.141
caricature	karikatuur	fear	0.141
rationality	rationaliteit	fear	0.141
cove	inham	fear	0.141
newcomer	nieuweling	fear	0.141
eventuality	eventualiteit	fear	0.141
imagination	verbeelding	fear	0.141
validity	deugdelijkheid	fear	0.141
waiting	aan het wachten	fear	0.141
delay	vertraging	fear	0.141
shy	verlegen	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	symptoom	fear	0.133
excite	prikkelen	fear	0.132
raccoon	wasbeer	fear	0.127
prevent	voorkomen	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	havik	fear	0.125
campaigning	campagne voeren	fear	0.125
soready	zo klaar	fear	0.125
tryout	probeer	fear	0.125
marry	trouwen	fear	0.125
sprite	sprite	fear	0.125
swim	zwemmen	fear	0.125
gameday	dag van de wedstrijd	fear	0.125
sag	doorzakken	fear	0.123
pharmacy	apotheek	fear	0.123
policeman	politieagent	fear	0.121
lace	kant	fear	0.111
dreamt	gedroomd	fear	0.111
holiness	heiligheid	fear	0.109
pray	bidden	fear	0.109
weight	gewicht	fear	0.109
incase	in geval dat	fear	0.109
knot	knoop	fear	0.109
confidence	vertrouwen	fear	0.109
notoriety	bekendheid	fear	0.109
homework	huiswerk	fear	0.109
destination	bestemming	fear	0.109
bigday	grote dag	fear	0.109
slender	slank	fear	0.100
undecided	onbeslist	fear	0.098
sympathetic	sympathiek	fear	0.097
god	god	fear	0.094
grades	kwaliteiten	fear	0.094
loyal	loyaal	fear	0.094
poise	evenwicht	fear	0.094
treat	traktatie	fear	0.094
confident	zelfverzekerd	fear	0.094
counsellor	raadgever	fear	0.094
helmet	helm	fear	0.094
case	geval	fear	0.094
locate	bevind zich	fear	0.094
northeast	noordoosten	fear	0.088
compassion	mededogen	fear	0.078
nurture	koesteren	fear	0.078
graduation	diploma uitreiking	fear	0.078
graded	graded	fear	0.075
mum	mamma	fear	0.070
infant	zuigeling	fear	0.067
civilians	burgers	fear	0.062
soulmate	zielsverwant	fear	0.062
civilian	civiel	fear	0.062
cloudiness	bewolking	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parade	fear	0.062
cash	contant geld	fear	0.062
journey	reis	fear	0.062
guidelines	richtlijnen	fear	0.062
youth	jeugd	fear	0.062
opera	opera	fear	0.057
synonymous	synoniem	fear	0.056
praying	bidden	fear	0.047
honest	eerlijk	fear	0.047
intelligence	intelligentie-	fear	0.038
romance	romance	fear	0.031
lines	lijnen	fear	0.031
volunteer	vrijwilliger	fear	0.031
obey	gehoorzamen	fear	0.016
happiest	gelukkigste	joy	0.986
happiness	geluk	joy	0.984
bliss	geluk	joy	0.971
celebrating	vieren	joy	0.970
jubilant	jubelend	joy	0.969
ecstatic	extatisch	joy	0.954
elation	opgetogenheid	joy	0.944
bestdayever	beste dag ooit	joy	0.938
beaming	stralend	joy	0.938
loveee	loveee	joy	0.932
celebration	viering	joy	0.929
awesomeness	geweldigheid	joy	0.926
joy	vreugde	joy	0.924
happily	gelukkig	joy	0.922
excitement	opwinding	joy	0.922
euphoria	euforie	joy	0.922
fabulous	fabelachtig	joy	0.922
joyous	vreugdevol	joy	0.922
exuberance	uitbundigheid	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	dankbaarheid	joy	0.914
spectacular	spectaculaire	joy	0.912
merriment	vreugde	joy	0.912
happydance	vrolijke dans	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	dolblij	joy	0.909
triumphant	triomfantelijk	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	extase	joy	0.906
cheerful	vrolijk	joy	0.906
cheer	juichen	joy	0.897
elated	opgetogen	joy	0.894
lovethis	lovethis	joy	0.891
laugh	lach	joy	0.891
jolly	vrolijk	joy	0.891
pleasures	genoegens	joy	0.891
excitation	opwinding	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	verrukt	joy	0.891
exhilaration	opvrolijking	joy	0.891
marvelously	verbazend	joy	0.881
loving	liefhebbend	joy	0.879
joyful	blijde	joy	0.879
outstanding	voortreffelijk	joy	0.879
blissful	zalig	joy	0.879
pleasurable	plezierig	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	enthousiast	joy	0.875
lovinglife	houden van het leven	joy	0.875
glee	vrolijkheid	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	zo blij	joy	0.868
woohoo	woohoo	joy	0.864
laughing	lachend	joy	0.864
superb	prachtig	joy	0.864
wonderful	prachtig	joy	0.863
brilliant	briljant	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	cheering	joy	0.859
hooray	Hoera	joy	0.859
glory	heerlijkheid	joy	0.859
celebrated	beroemd	joy	0.859
loved	geliefde	joy	0.859
magnificent	prachtig	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	opwindend	joy	0.853
heavenly	hemels	joy	0.853
thrilled	blij	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	vieren	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	zegen	joy	0.844
wonderfully	wonderlijk	joy	0.844
sweetness	zoetheid	joy	0.833
marvellous	wonderbaar	joy	0.833
festive	feestelijk	joy	0.833
blessed	gezegend	joy	0.833
paradise	paradijs	joy	0.833
celebrations	vieringen	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	glimlachen	joy	0.828
enchanting	betoverend	joy	0.828
love	liefde	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Oost West Thuis Best	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	gelach	joy	0.824
marvelous	wonderbaar	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	feestelijke	joy	0.818
sensational	sensationeel	joy	0.818
delightful	verrukkelijk	joy	0.818
happyheart	blij hart	joy	0.818
rejoicing	vreugdebetoon	joy	0.818
joys	vreugden	joy	0.818
goodness	goedheid	joy	0.818
excited	opgewonden	joy	0.818
excellence	uitmuntendheid	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	joviaal	joy	0.814
glorious	glorieus	joy	0.812
lovemaking	vrijen	joy	0.812
rejoice	verheugen	joy	0.812
victorious	zegevierend	joy	0.812
excellent	uitstekend	joy	0.812
bonanza	welvaart	joy	0.812
smiley	smiley	joy	0.812
enjoy	genieten	joy	0.812
splendid	geweldig	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goede Tijden	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	vrolijke dag	joy	0.809
myfavorite	mijn favoriet	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	genoegen	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	blijdschap	joy	0.803
giggle	giechelen	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	succes	joy	0.797
happier	gelukkiger	joy	0.797
dancing	dansen	joy	0.797
lovinlife	LovinLife	joy	0.797
magnificence	pracht	joy	0.797
lovemylife	hou van mijn leven	joy	0.797
grateful	dankbaar	joy	0.789
splendor	pracht	joy	0.788
amuse	amuseren	joy	0.788
fun	pret	joy	0.788
happy	gelukkig	joy	0.788
enchanted	betoverde	joy	0.781
glorify	verheerlijken	joy	0.781
glad	blij	joy	0.781
beautiful	mooi	joy	0.781
solucky	zoveel geluk	joy	0.781
giggling	giechelen	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	stralend	joy	0.781
heavens	hemelen	joy	0.779
perfection	perfectie	joy	0.779
christmassy	Kerst-	joy	0.779
romance	romance	joy	0.779
thrilling	opwindend	joy	0.776
miraculous	wonderbaarlijk	joy	0.773
fiesta	feest	joy	0.773
entertain	vermaken	joy	0.773
congrats	Proficiat	joy	0.773
cheers	proost	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positiviteit	joy	0.773
lovable	lief	joy	0.773
cheered	juichten	joy	0.773
funday	leuke dag	joy	0.772
enjoying	genieten van	joy	0.771
cuddling	knuffelen	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	geamuseerd	joy	0.766
lifeisgood	het leven is goed	joy	0.766
thebest	het beste	joy	0.766
sosweet	zo lief	joy	0.766
smiles	glimlacht	joy	0.766
delight	genot	joy	0.765
orgasm	orgasme	joy	0.765
party	feest	joy	0.765
positive	positief	joy	0.761
cheerfulness	opgewektheid	joy	0.758
miracles	wonderen	joy	0.758
