word	Kyrgyz-ky	emotion	emotion-intensity-score
everyman	ар бир киши	fear	0.178
speculation	ойлонуу	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	аныктоо	fear	0.172
competition	мелдеш	fear	0.172
settlor	settlor	fear	0.172
rod	чыбык	fear	0.172
checkpoint	контролдук чекит	fear	0.172
regulatory	ченемдик-укуктук	fear	0.172
worship	сыйынуу	fear	0.172
shell	жумуртканын кабыгы	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	так белгилүү эмес	fear	0.172
unsure	туруксуз	fear	0.172
birch	кайын	fear	0.172
surprise	күтүлбөстүк	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	саманды	fear	0.172
composure	токтуулук	fear	0.172
interviewer	берүүчү	fear	0.172
less	азыраак	fear	0.167
coy	Кой	fear	0.162
iris	Iris	fear	0.160
audition	угуу	fear	0.156
sly	куу	fear	0.156
legalized	мыйзамдаштырылган	fear	0.156
intimately	жакшы	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	санак	fear	0.156
hearing	угуу	fear	0.156
bases	негиздери	fear	0.156
medication	дары	fear	0.156
ceasefire	ок атпоо	fear	0.156
retirement	кетүү	fear	0.156
courageous	эр жүрөк	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	түшүндүм	fear	0.150
censor	цензор	fear	0.149
bailiff	сот аткаруучу аял	fear	0.147
syllabus	дарс программасы	fear	0.147
gent	Гент	fear	0.141
caricature	Карикатура	fear	0.141
rationality	акылды	fear	0.141
cove	бухта	fear	0.141
newcomer	жолоочу	fear	0.141
eventuality	уурда-	fear	0.141
imagination	элес.	fear	0.141
validity	аракет кылуу	fear	0.141
waiting	күтүү	fear	0.141
delay	кармоо	fear	0.141
shy	коркок	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	белги	fear	0.133
excite	козгоо	fear	0.132
raccoon	енот	fear	0.127
prevent	алдын алуу	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	маскарапос	fear	0.125
ahhh	экобуз	fear	0.125
hawk	шумкар	fear	0.125
campaigning	алдындагы үгүт	fear	0.125
soready	soready	fear	0.125
tryout	tryout	fear	0.125
marry	үйлөнүү	fear	0.125
sprite	Sprite	fear	0.125
swim	сүзүү	fear	0.125
gameday	оюн күнү	fear	0.125
sag	Саг	fear	0.123
pharmacy	фармация	fear	0.123
policeman	полицияда иштеген эркек	fear	0.121
lace	тартма	fear	0.111
dreamt	түш	fear	0.111
holiness	олуялык	fear	0.109
pray	жалбаруу	fear	0.109
weight	салмак	fear	0.109
incase	учурда	fear	0.109
knot	бант	fear	0.109
confidence	ишенич	fear	0.109
notoriety	кара чайыр	fear	0.109
homework	үй иш	fear	0.109
destination	көздөлгөн	fear	0.109
bigday	чоң күн	fear	0.109
slender	келбеттүү	fear	0.100
undecided	жооп бере	fear	0.098
sympathetic	санаалаш	fear	0.097
god	Кудай	fear	0.094
grades	Баалар	fear	0.094
loyal	ишенимдүү	fear	0.094
poise	бил	fear	0.094
treat	мамиле кылуу	fear	0.094
confident	ишенимдүү	fear	0.094
counsellor	кеңешчи	fear	0.094
helmet	шлем	fear	0.094
case	окуя	fear	0.094
locate	жайгаштыруу	fear	0.094
northeast	түндүк-чыгыш	fear	0.088
compassion	кайрымдуулук	fear	0.078
nurture	тарбиялоо	fear	0.078
graduation	окуу жайын бүтүрүү	fear	0.078
graded	түздөлүп	fear	0.075
mum	апа	fear	0.070
infant	наристе бала	fear	0.067
civilians	карапайым	fear	0.062
soulmate	биринин рух эгизи	fear	0.062
civilian	жарандык	fear	0.062
cloudiness	жезди	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	парад	fear	0.062
cash	накталай акча	fear	0.062
journey	саякат	fear	0.062
guidelines	жоболор	fear	0.062
youth	жаштар	fear	0.062
opera	опера	fear	0.057
synonymous	синоним	fear	0.056
praying	тиленип	fear	0.047
honest	чын	fear	0.047
intelligence	маалымат	fear	0.038
romance	романс	fear	0.031
lines	сызыктар	fear	0.031
volunteer	ыктыярдуу аял	fear	0.031
obey	баш ийүү	fear	0.016
happiest	бактылуу	joy	0.986
happiness	бакыт	joy	0.984
bliss	бакыт	joy	0.971
celebrating	майрамдоодо	joy	0.970
jubilant	тебишти	joy	0.969
ecstatic	Дал ушул	joy	0.954
elation	сарсанаага	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	каректери	joy	0.938
loveee	эзесинер	joy	0.932
celebration	салтанат	joy	0.929
awesomeness	кудуреттүүлүгүнүн	joy	0.926
joy	кубаныч	joy	0.924
happily	бактылуу	joy	0.922
excitement	толкундануу	joy	0.922
euphoria	балкыткан	joy	0.922
fabulous	укмуштуу	joy	0.922
joyous	кубанычтуу	joy	0.922
exuberance	сүйүнүү	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	Кронштадт	joy	0.920
gratitude	алкыш	joy	0.914
spectacular	таңкалтырган	joy	0.912
merriment	Шаан-	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	кубанган	joy	0.909
triumphant	өлөр	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	махабаты	joy	0.906
cheerful	көңүлдүү	joy	0.906
cheer	жактоо	joy	0.897
elated	чечти	joy	0.894
lovethis	lovethis	joy	0.891
laugh	күлүү	joy	0.891
jolly	Jolly	joy	0.891
pleasures	ыракатты	joy	0.891
excitation	козголгондо	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	кубанычтабыз	joy	0.891
exhilaration	кызуу кандуулук	joy	0.891
marvelously	укмуштуудай	joy	0.881
loving	сүйүктүү	joy	0.879
joyful	кубанычтуу	joy	0.879
outstanding	төлөнбөгөн	joy	0.879
blissful	жыргаган	joy	0.879
pleasurable	жагымдуу	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	кубанычтуу	joy	0.875
lovinglife	жашоону сүйүү	joy	0.875
glee	шаттануу	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	Ураа	joy	0.864
laughing	күлүү	joy	0.864
superb	мыкты	joy	0.864
wonderful	укмуштуу	joy	0.863
brilliant	жалтыраган	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	Реджеп	joy	0.859
hooray	Жашасын	joy	0.859
glory	даңк	joy	0.859
celebrated	атактуу	joy	0.859
loved	жакшы	joy	0.859
magnificent	сонун	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Hallelujah	joy	0.859
exciting	кызыктуу	joy	0.853
heavenly	асмандагы	joy	0.853
thrilled	сүйүнөбүз	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	майрамдоо	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	батасы	joy	0.844
wonderfully	сонун	joy	0.844
sweetness	таттуу	joy	0.833
marvellous	сонун	joy	0.833
festive	майрамдык	joy	0.833
blessed	бата	joy	0.833
paradise	бейиш	joy	0.833
celebrations	майрамдар	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	жылмайган	joy	0.828
enchanting	Кызыктырчу	joy	0.828
love	сүйүү	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	өз үй	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	күлкү	joy	0.824
marvelous	сонун	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	майрамдык	joy	0.818
sensational	укмуштуу	joy	0.818
delightful	таң калаарлык	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	кубаныч	joy	0.818
joys	кубанычтар	joy	0.818
goodness	кең пейилдүүлүк	joy	0.818
excited	козголгон	joy	0.818
excellence	артыкчылык	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	каткы	joy	0.814
glorious	сонун	joy	0.812
lovemaking	ашыктык	joy	0.812
rejoice	кубанат	joy	0.812
victorious	үстөм	joy	0.812
excellent	эң жакшы	joy	0.812
bonanza	гүлдөп	joy	0.812
smiley	Которуу	joy	0.812
enjoy	ыракаттануу	joy	0.812
splendid	жалтырак	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	жакшылыкта	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	бактылуу күн	joy	0.809
myfavorite	Менин Сүйүктүү	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ыракат	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	кубаныч	joy	0.803
giggle	ыкшып күлүү	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ийгилик	joy	0.797
happier	бактылуу	joy	0.797
dancing	бийлөө	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	сулуулук	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ыраазычылык	joy	0.789
splendor	көркү	joy	0.788
amuse	ойнотуу	joy	0.788
fun	тамаша	joy	0.788
happy	бактылуу	joy	0.788
enchanted	Enchanted	joy	0.781
glorify	даңктоо	joy	0.781
glad	бактылуу	joy	0.781
beautiful	сулуу	joy	0.781
solucky	solucky	joy	0.781
giggling	кыткылыктап	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	жарык	joy	0.781
heavens	асман	joy	0.779
perfection	мыктылык	joy	0.779
christmassy	christmassy	joy	0.779
romance	романс	joy	0.779
thrilling	толкуткан	joy	0.776
miraculous	керемет	joy	0.773
fiesta	майрам	joy	0.773
entertain	кабыл алуу	joy	0.773
congrats	Куттуктайбыз	joy	0.773
cheers	Ура	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	жумушка болгон	joy	0.773
lovable	жакшынакай	joy	0.773
cheered	кайраттанып	joy	0.773
funday	funday	joy	0.772
enjoying	кубаныч	joy	0.771
cuddling	күлүп	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	туудурду	joy	0.766
lifeisgood	жашоо керемет	joy	0.766
thebest	мыкты	joy	0.766
sosweet	мынча таттуу	joy	0.766
smiles	жылмаюуулар	joy	0.766
delight	кубаныч	joy	0.765
orgasm	Скайп	joy	0.765
party	партия	joy	0.765
positive	оң	joy	0.761
cheerfulness	жайдары	joy	0.758
miracles	керемет	joy	0.758
sweetheart	Жылдыз	joy	0.758
enlighten	жарык	joy	0.758
christmastime	Көптөр	joy	0.757
giddy	шайыр	joy	0.757
romantic	романтикалуу	joy	0.750
gratify	коп	joy	0.750
friendliness	достук	joy	0.750
laughs	күлгөн	joy	0.750
greatness	сыйымдуулук	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	жагымдуу	joy	0.750
blessings	баталар	joy	0.750
smile	жылмаюу	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	жыргабаса	joy	0.748
jubilee	юбилей	joy	0.742
enthusiasm	чоң кубаныч	joy	0.742
triumph	үстөмдүк	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	сыйкырдуу	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	керемет	joy	0.742
rewarding	пайдалуу	joy	0.742
feelgood	Feelgood	joy	0.736
prosperity	жагымдуулук	joy	0.735
luxurious	кооз	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	тирүү	joy	0.734
goodday	жакшы күн	joy	0.734
passionate	дилгерлүү	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	сыйкырлоо	joy	0.734
victory	жеңиш	joy	0.734
admiration	суктануу	joy	0.734
tgif	TGiF	joy	0.734
glorification	тасбих	joy	0.733
sing	ырдоо	joy	0.729
glowing	нурдана	joy	0.729
breathtaking	укмуш	joy	0.728
fulfillment	аткаруу	joy	0.728
yessss	Yessss	joy	0.728
cheery	адатынча	joy	0.727
thankful	ыраазы	joy	0.727
hurrah	Питердин	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	санта	joy	0.727
award	сыйлык	joy	0.727
atpeace	тынчтыкта	joy	0.727
win	жеңүү	joy	0.727
merry	шайырлуу	joy	0.727
pleased	ыраазы	joy	0.725
radiance	жаркыратып,	joy	0.725
inspiration	дем алуу	joy	0.725
uplift	көтөрүлүүнүн	joy	0.723
optimistic	көңүлдүү	joy	0.723
heaven	асман	joy	0.721
lucky	бактылуу	joy	0.721
thrill	жыргал	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	эс алуу	joy	0.721
harmony	гармония	joy	0.719
brighten	жарык	joy	0.719
lover	сүйгөн	joy	0.719
heartfelt	чын жүрөктөн	joy	0.719
utopian	утопиялык	joy	0.719
xmas	Xmas	joy	0.719
lovely	жакшынакай	joy	0.719
amusement	оюн зоока	joy	0.719
congratulatory	куттуктоо	joy	0.719
praising	мактоо	joy	0.719
thriving	гүлдөп	joy	0.719
perfect	кемчиликсиз	joy	0.719
magic	сыйкыр	joy	0.712
luckiest	КАСИ	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	байлык	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	байлык	joy	0.712
achievement	жетишкендик	joy	0.712
yay	ура	joy	0.712
holiday	майрам	joy	0.712
intimate	эскертүү	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	Бейк	joy	0.706
rave	мактаса	joy	0.706
proud	сыймыктануу	joy	0.704
truelove	Чыныгы сүйүү	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	өзгөчө	joy	0.703
goodnews	Гуднес	joy	0.703
optimism	оптимизм	joy	0.703
satisfying	канааттандырарлык	joy	0.703
gooood	gooood	joy	0.703
sweetest	таттуу	joy	0.703
cherish	баалайбыз	joy	0.703
goodlife	жакшы жашоо	joy	0.703
beautification	көрктөндүрүү	joy	0.703
appreciates	баалайт	joy	0.703
winning	утуп	joy	0.703
cuddled	алдейлеп	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	коноктошкон	joy	0.700
excite	козгоо	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	туулган күн	joy	0.691
metime	мага убакыт	joy	0.688
favorite	сүйүктүү	joy	0.688
honored	урмат	joy	0.688
content	ыраазы	joy	0.688
godsend	элчиси	joy	0.688
entertaining	кызыктуу	joy	0.688
angelic	периштелердин	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	болушу	joy	0.688
exquisite	ибараттуу:	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	баалуу	joy	0.682
majestic	улуу	joy	0.682
appreciated	ыраазы	joy	0.682
luscious	чүйгүн	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	жылмайып	joy	0.682
bestfriends	мыкты достор	joy	0.682
exaltation	коёмбу	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	чачып жарык	joy	0.682
tranquility	тынчтык	joy	0.679
marry	үйлөнүү	joy	0.676
embrace	кучактоо	joy	0.676
positively	жакшы	joy	0.676
dearest	кымбат	joy	0.672
relaxation	жумшартуу	joy	0.672
accomplished	Аткарылды	joy	0.672
hug	кучактоо	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	күлүү	joy	0.672
enliven	жандуу	joy	0.672
contentment	ыраазы	joy	0.672
hilarious	жакшылесинби	joy	0.672
giggles	Күлкүлөр	joy	0.672
bountiful	эстетика	joy	0.667
victor	Victor	joy	0.667
adore	жакшы көрүү	joy	0.667
boisterous	туйгу	joy	0.667
fulfilled	аткарылышы	joy	0.667
fulfill	аткаруу	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	жагымдуу	joy	0.660
romanticism	Романтизм	joy	0.656
humor	көңул	joy	0.656
glow	жалындоо	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	жагымдуу	joy	0.656
appreciation	түшүнүү	joy	0.656
encouraged	үндөдүм	joy	0.656
satisfy	канааттандыруу	joy	0.656
serenity	илим	joy	0.656
captivate	туткун	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	канааттануу	joy	0.652
treasure	кенч	joy	0.652
engaged	жүргүзгөн	joy	0.652
praises	мактоолор	joy	0.652
abundance	кенч	joy	0.652
fortunes	келечеги	joy	0.652
relaxing	жумшак	joy	0.652
praised	мактаган	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	толуктап	joy	0.647
affection	көнүп алгандык	joy	0.647
relieved	бошотуу	joy	0.647
carnival	карнавал	joy	0.643
divine	Кудай	joy	0.641
saintly	олуя	joy	0.641
harmoniously	шайкеш	joy	0.641
achieve	жетүү	joy	0.641
thanksgiving	ыраазычылык	joy	0.641
jackpot	Jackpot	joy	0.641
priceless	баасыз	joy	0.641
sensuality	турум	joy	0.641
champion	жеңүүчү аял	joy	0.641
wedding	үйлөнүү	joy	0.641
uplifting	кубанычтуу	joy	0.641
climax	жогорку чекити	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	тынч	joy	0.636
twinkle	жайнап	joy	0.636
reverie	жайы	joy	0.636
exalt	чечүүчү	joy	0.636
winner	лауреаты	joy	0.636
felicity	Алек	joy	0.636
cuddle	шакылдап	joy	0.636
comforting	жубатарлык	joy	0.636
honeymoon	ысыкчылык айы	joy	0.636
xoxo	тарыхы	joy	0.634
amusing	оюн тамашалуу	joy	0.625
reward	сыйлык	joy	0.625
fondness	сүйүү өрчүтүү	joy	0.625
hearts	жүрөктөр	joy	0.625
brighter	жарык	joy	0.625
sweet	таттуу	joy	0.625
stargazing	жылдыздарга	joy	0.625
festival	майрам	joy	0.625
snuggling	ыктады	joy	0.625
generosity	айкөлдүк	joy	0.625
gorgeous	сонун	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	жыныс	joy	0.622
parade	парад	joy	0.621
applause	кол чабуулар	joy	0.621
genial	басыгы	joy	0.621
beauty	сулуулук	joy	0.621
kind	түр	joy	0.621
newlife	жаңы жашоо	joy	0.618
aspiring	түркчө	joy	0.618
fulfilling	аткаруу	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	жакшы	joy	0.613
kiss	өбүү	joy	0.610
winnings	утушу	joy	0.609
praiseworthy	мактоого татыктуу	joy	0.609
rainbows	желесинин	joy	0.609
generous	кең пейил	joy	0.609
enlightenment	агартуу	joy	0.609
playful	ойноок	joy	0.609
christmas	Нартууган	joy	0.609
super	супер	joy	0.609
elegance	элеганттуулук	joy	0.609
rekindle	жандандырууга	joy	0.609
awards	сыйлыктар	joy	0.609
adorable	укмуштуу	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	көз карандысыздык	joy	0.607
successful	ийгиликтүү	joy	0.606
onelove	бир СҮЙҮҮ	joy	0.606
kindness	жакшылык	joy	0.606
freely	эркин	joy	0.606
surprises	күтүлгөндөй	joy	0.606
inspired	Рухтун жетеги менен жазылган	joy	0.606
hilarity	hilarity	joy	0.606
wonder	суроо	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	оюн-зоок	joy	0.603
whimsical	кубантпай	joy	0.603
passion	дилгерленүү	joy	0.603
beautify	жасалгалоого	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	күндүн чыгышы	joy	0.600
godisgood	godisgood	joy	0.597
whoo	Whoo	joy	0.594
angel	периште	joy	0.594
thankgod	Кудайга ыраазычылык	joy	0.594
accomplishment	оорундоо	joy	0.594
flirt	тийишүү	joy	0.594
goodmusic	жакшы музыка	joy	0.594
snuggled	жатышчу	joy	0.594
revere	урматтаган	joy	0.594
inspire	дем алуу	joy	0.594
fanfare	дуу	joy	0.594
peacefully	тынчтык жолу менен	joy	0.594
jesus	Ыйсанын	joy	0.594
goodies	келчүбүз	joy	0.594
heroic	баатырдык	joy	0.591
fortune	жолу болуу	joy	0.591
friendship	дос болуу	joy	0.591
singing	ырдоо	joy	0.591
exalted	жогорку	joy	0.591
summer	жай	joy	0.591
highest	жогорку	joy	0.591
overflowing	Ташкындаган	joy	0.588
contented	ыраазы	joy	0.588
woot	Комментарии never.be.alone	joy	0.588
rollicking	бейкапар топ	joy	0.588
hope	үмүт	joy	0.586
accolade	ТААНУУ	joy	0.586
cozy	ыңгайлуу	joy	0.583
delicious	эң эле сонун	joy	0.579
friendly	достук	joy	0.578
sensuous	ырчыдай	joy	0.578
darling	чырагым	joy	0.578
picturesque	кооз	joy	0.578
raving	тийиптир	joy	0.578
praise	мактоо	joy	0.578
everlasting	түбөлүк	joy	0.578
ambition	мансапкордук	joy	0.578
thelife	жашоо	joy	0.578
sparkle	Sparkle	joy	0.577
yeahhh	Эстелик	joy	0.576
luckygirl	бактылуу кыз	joy	0.576
flattering	кошоматчы	joy	0.576
sensual	сезгич	joy	0.576
heroism	баатырдык	joy	0.576
succeeding	кийинки	joy	0.576
grace	ырайым	joy	0.576
peace	тынчтык	joy	0.576
livelife	livelife	joy	0.574
special	атайын	joy	0.574
tantalizing	тийерлик	joy	0.572
pumped	айдалат	joy	0.567
worthwhile	арзырлык	joy	0.562
revels	тамаксоолукка	joy	0.562
prevail	үстөмдүк	joy	0.562
liking	оратордун	joy	0.562
sunny	ачык	joy	0.562
relax	жумшартуу	joy	0.562
surprise	күтүлбөстүк	joy	0.562
hugs	кучакташып	joy	0.562
admirable	укмуштуу	joy	0.562
hero	баатыр	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	күлкүлүү	joy	0.562
sweets	таттуу	joy	0.562
prosper	жагымдуу мамиле кылуу	joy	0.562
superstar	Superstar	joy	0.562
favorable	жагымдуу	joy	0.561
bless	бата берүү	joy	0.561
tenderness	Боорукердик	joy	0.561
freedom	эркиндик	joy	0.561
masterpiece	чеберлигиниз	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	кыялдар	joy	0.559
hopeful	үмүттөнгөн	joy	0.559
home	үй	joy	0.559
cruising	крейсердик	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ишенимдүүлүк	joy	0.553
closeness	жакындык	joy	0.552
eagerness	ынталуулукту	joy	0.552
comfy	иштебейт	joy	0.551
sunshine	күндүн нуру	joy	0.551
confidence	ишенич	joy	0.547
mistletoe	Рэп	joy	0.547
elite	элита	joy	0.547
celestial	асман	joy	0.547
heart	жүрөк	joy	0.547
completion	айактоо	joy	0.547
good	жакшы	joy	0.547
daughter	кыз	joy	0.547
gifts	белектер	joy	0.547
astonishment	таң калтыруу	joy	0.547
bonus	премия	joy	0.547
goodmorning	кутмандуу таң	joy	0.547
lifted	көтөрдү	joy	0.547
zeal	ынталуу	joy	0.547
illuminate	жарык берүү	joy	0.547
gift	белек	joy	0.547
vacation	эс алуу	joy	0.547
charmed	эткени	joy	0.546
recreation	көңүл ачуу	joy	0.545
encouragement	сыйруу	joy	0.545
gush	жутум	joy	0.545
sublime	улуу	joy	0.545
dance	бий	joy	0.545
god	Кудай	joy	0.545
free	бекер	joy	0.544
freshstart	freshstart	joy	0.544
savior	куткаруучу	joy	0.543
sanctuary	ыйык	joy	0.541
grandchildren	неберелери	joy	0.540
wellness	сулуулук	joy	0.537
revel	ырахат	joy	0.534
inspirational	шыктандырат	joy	0.531
savor	даам	joy	0.531
matrimony	узы	joy	0.531
money	акча	joy	0.531
rainbow	күндүн жебеси	joy	0.531
confident	ишенимдүү	joy	0.531
bridal	уктаган	joy	0.531
music	музыка	joy	0.531
fab	Fab	joy	0.531
serene	сыртыбыздан	joy	0.531
alive	жандуу	joy	0.531
holiness	олуялык	joy	0.531
vitality	жигердүүлүгү	joy	0.531
liberation	бошотуу	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	жыпар жыттуу	joy	0.531
soar	талап кылынууда	joy	0.531
firstborn	тун	joy	0.531
elegant	элеганттуу	joy	0.530
mastery	билүү	joy	0.530
illumination	жарык	joy	0.530
welcomed	тосуп алды	joy	0.530
warmth	жылуулук	joy	0.530
blossom	гүл чачуу	joy	0.530
glimmer	бүлбүлдөгөн	joy	0.530
faithful	ишенимдүү	joy	0.529
treat	мамиле кылуу	joy	0.529
snuggles	snuggles	joy	0.522
laurels	манчыркап	joy	0.521
commendable	мактаарлык	joy	0.519
powerful	күчтүү	joy	0.516
silly	жас	joy	0.516
zest	жагымдуу	joy	0.516
presents	белектер	joy	0.516
succeed	ээрчүү	joy	0.516
jingle	Jingle	joy	0.516
remarkable	сонун	joy	0.516
greeted	салам	joy	0.516
brotherly	бир тууган	joy	0.516
pride	сыймык	joy	0.516
strengthening	күчөтүү	joy	0.516
aspire	умтулуп	joy	0.516
abundant	мол	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ылайдай	joy	0.516
almighty	кудуреттүү	joy	0.516
fancy	кооз	joy	0.516
zen	Zen	joy	0.515
coronation	такка олтуруу	joy	0.515
kudos	Ардак	joy	0.515
vivid	тирүү	joy	0.515
leisure	эс алуу	joy	0.515
complete	бүткөн	joy	0.515
cutie	сүйкүмдүү	joy	0.515
newme	newme	joy	0.515
familytime	familytime	joy	0.515
animated	уму	joy	0.515
spirit	рух	joy	0.515
thanking	Шyгyр кылган	joy	0.515
kid	теке,	joy	0.515
shining	жаркыраган	joy	0.515
payday	айлыгы	joy	0.515
princely	Анын	joy	0.515
reunited	кайрадан	joy	0.515
therapeutic	дарылоо	joy	0.515
comfort	комфорт	joy	0.515
godly	Кудайга	joy	0.514
marriage	нике	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	байланыш	joy	0.514
spouse	жубай	joy	0.507
intimately	жакшы	joy	0.507
accomplish	аткаруу	joy	0.500
excel	Excel	joy	0.500
inviting	кызыктуу	joy	0.500
meritorious	мактаарлык	joy	0.500
diamond	алмаз	joy	0.500
nature	жаратылыш	joy	0.500
dignity	кадыр я	joy	0.500
family	үй-бүлө	joy	0.500
soulful	закым	joy	0.500
charitable	кайрымдуулук	joy	0.500
encourage	түрткү	joy	0.500
friends	достор	joy	0.500
satisfied	ыраазы	joy	0.500
welcoming	куттуктоо	joy	0.500
healthy	дени сак	joy	0.500
surreal	сюрреализм	joy	0.500
refreshed	сергип	joy	0.500
beach	пляж	joy	0.500
motherhood	эне	joy	0.500
respect	сый	joy	0.500
gem	кымбат баалуу таш	joy	0.500
erotic	эротика	joy	0.500
visionary	көрөгөч	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	жетишилди	joy	0.500
christ	Христос	joy	0.500
memorable	унутулгус	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	бала	joy	0.500
purr	Purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	аныктыгын	joy	0.500
bloom	гүлдөө	joy	0.500
carefree	санаасыз	joy	0.500
aura	аурасын	joy	0.493
health	ден соолук	joy	0.493
liberty	боштондук	joy	0.486
approved	бекитилген	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	жай	joy	0.486
rapture	чоң кубаныч	joy	0.485
engaging	кызыктуу	joy	0.485
crowning	Анын Рухунун	joy	0.485
aspiration	умтулуу	joy	0.485
prestige	бедел	joy	0.485
crescendo	гайсыз	joy	0.485
gentle	тектүү	joy	0.485
liberate	бошотуу	joy	0.485
