word	Khmer-km	emotion	emotion-intensity-score
mortgage	ប្រាក់កម្ចី	fear	0.331
specter	ស្រមោល	fear	0.331
enigmatic	ចម្លែក	fear	0.329
caution	ការប្រុងប្រយ័ត្ន	fear	0.328
police	ប៉ូលីស	fear	0.328
shank	shank	fear	0.328
undesirable	មិនចង់បាន	fear	0.328
shutdown	បិទ	fear	0.328
dike	មិច	fear	0.328
subordinate	ក្រោម	fear	0.328
gametime	ពេល​លែង​ហ្គេម	fear	0.328
remove	ដកចេញ	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	ខូច	fear	0.328
loom	រុំ	fear	0.328
supremacy	កំពូល	fear	0.328
unlucky	សំណាងអាក្រក់	fear	0.328
quash	បំផ្លាញ	fear	0.328
hives	កន្ទួលកហម	fear	0.328
wimp	wimp	fear	0.328
gladiator	អ្នកប្រយុទ្ធ	fear	0.328
feeling	អារម្មណ៍	fear	0.328
dominion	អំណាច	fear	0.328
encumbrance	encumbrance	fear	0.328
adrift	លះបង់	fear	0.328
defendant	ចុងចោទ	fear	0.328
outpost	ផ្នែកខាងមុខ	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	ល្ងង់ខ្លៅ	fear	0.328
wrongly	ខុស	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ethereal	fear	0.328
scarce	ខ្វះខាត	fear	0.327
unsettled	unsettled	fear	0.327
antisocial	ប្រឆាំងសង្គម	fear	0.324
astray	វង្វេង	fear	0.320
vigilant	ប្រុងប្រយ័ត្ន	fear	0.319
socialist	សង្គមនិយម	fear	0.318
halter	halter	fear	0.318
pessimist	ទុទិដ្ឋិនិយម	fear	0.317
pacing	pacing	fear	0.316
opponent	គូប្រជែង	fear	0.312
discontinuity	ឈប់	fear	0.312
conspire	conspire	fear	0.312
trickery	ល្បិចកល	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	seclusion	fear	0.312
whirlwind	ខ្យល់កួច	fear	0.312
unexpected	មិននឹកស្មានដល់	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	ឆក់	fear	0.312
collusion	ឃោសនា	fear	0.312
muzzle	muzzle	fear	0.312
blight	blight	fear	0.312
foreigner	ជនបរទេស	fear	0.312
chargeable	បន្ទុក	fear	0.312
laxative	laxative	fear	0.312
clinical	គ្លីនិក	fear	0.312
dentist	ទន្តពេទ្យ	fear	0.312
therapist	អ្នកព្យាបាលរោគ	fear	0.312
deadline	ផុតកំណត់	fear	0.312
bewilderment	អារម្មណ៍ច្របូកច្របល់	fear	0.312
litigate	ចោទប្រកាន់	fear	0.312
nether	nether	fear	0.312
thorny	ថ្ពាល់	fear	0.312
valium	valium	fear	0.312
powerful	ដ៏មានឥទ្ធិពល	fear	0.312
uneasy	មិនស្រួល	fear	0.312
unkind	មិនល្អ	fear	0.312
ordnance	យុទ្ធភ័ណ្ឌ	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	គិត​ច្រើនពេក	fear	0.309
doubts	ការសង្ស័យ	fear	0.308
seriousness	ធ្ងន់ធ្ងរ	fear	0.305
irrational	មិនសមហេតុផល	fear	0.305
erase	លុប	fear	0.303
teasing	កំប្លែង	fear	0.303
razor	ឡា​ម	fear	0.303
sweating	ញើស	fear	0.298
reluctant	ស្ទាក់ស្ទើរ	fear	0.297
mage	ម៉ាយ	fear	0.297
crouching	crouching	fear	0.297
warning	ព្រមាន	fear	0.297
endless	គ្មានទីបញ្ចប់	fear	0.297
adjudicate	វិនិច្ឆ័យ	fear	0.297
bale	បាល់	fear	0.297
inflation	អតិផរណា	fear	0.297
giant	យក្ស	fear	0.297
auditor	សវនករ	fear	0.297
medical	វេជ្ជសាស្រ្ត	fear	0.297
swamp	swamp	fear	0.297
bitch	ឆ្កេញី	fear	0.297
mislead	បំភាន់	fear	0.297
weighty	weighty	fear	0.297
avoid	ជៀសវាង	fear	0.297
depreciated	បានធ្លាក់ចុះ	fear	0.297
flounder	flounder	fear	0.297
deflation	បរិត្តផរណា	fear	0.297
unsurpassed	unsurpassed	fear	0.297
dashed	ដាច់	fear	0.297
hide	លាក់	fear	0.297
timidity	ភាពខ្មាសអៀន	fear	0.297
deluge	ទឹកជំនន់	fear	0.287
disinformation	ព័ត៌មានមិនពិត	fear	0.286
court	តុលាការ	fear	0.284
aversion	ការជៀងវាង	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	មិនរាក់ទាក់	fear	0.281
remains	នៅសល់	fear	0.281
discourage	បំបាក់ទឹកចិត្ត	fear	0.281
cautious	ប្រុងប្រយ័ត្ន	fear	0.281
oncoming	oncoming	fear	0.281
flying	ហោះ	fear	0.281
mistaken	ច្រឡំ	fear	0.281
swelling	ហើម	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	ការឃ្លាំមើល	fear	0.281
apache	apache	fear	0.281
rush	ប្រញាប់	fear	0.281
yelp	yelp	fear	0.281
cartridge	cartridge	fear	0.281
fortress	បន្ទាយ	fear	0.281
bigoted	bigoted	fear	0.281
notready	មិនទាន់​រួចរាល់	fear	0.281
challenge	បញ្ហាប្រឈម	fear	0.281
submitting	ដាក់ស្នើ	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ការយល់ច្រឡំ	fear	0.281
unruly	មិនរឹងរូស	fear	0.281
intense	ខ្លាំង	fear	0.279
noncompliance	ការមិនអនុលោម	fear	0.276
alerts	ការជូនដំណឹង	fear	0.276
planes	យន្តហោះ	fear	0.274
displeased	មិនសប្បាយចិត្ត	fear	0.273
cop	ប៉ូលិស	fear	0.273
unbridled	unbridled	fear	0.271
regiment	កងវរសេនាធំ	fear	0.266
crowds	ហ្វូងមនុស្ស	fear	0.266
sentence	ទោស	fear	0.266
blindfold	blindfold	fear	0.266
crouch	crouch	fear	0.266
belt	ខ្សែក្រវ៉ាត់	fear	0.266
hooded	ក្រណាត់	fear	0.266
uncanny	ភាពអាថ៌កំបាំង	fear	0.266
cupping	វាយ	fear	0.266
sneak	ជ្រៀតចូល	fear	0.266
cloak	សម្លៀកបំពាក់	fear	0.266
banger	អ្នកនេសាទ	fear	0.266
affront	ការប្រមាថ	fear	0.266
confession	សារភាព	fear	0.266
blemish	ជម្ងឺ	fear	0.266
posse	posse	fear	0.266
auditions	សវនកម្ម	fear	0.266
forgotten	បំភ្លេចចោល	fear	0.266
immerse	ជ្រមុជ	fear	0.266
operation	ប្រតិបត្តិការ	fear	0.266
elevation	ការកាត់បន្ថយ	fear	0.266
shanghai	សៀងហៃ	fear	0.266
hood	ក្រណាត់	fear	0.266
problem	បញ្ហា	fear	0.266
skid	skid	fear	0.266
insomnia	ការគេងមិនលក់	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	រញ្ជួយ	fear	0.266
force	កម្លាំង	fear	0.266
spur	ជំរុញ	fear	0.262
defense	មេធាវីការពារក្តី	fear	0.258
mortgagor	ប្រាក់កម្ចី	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	រត់	fear	0.250
rascal	rascal	fear	0.250
standstill	ជាប់គាំង	fear	0.250
doubt	សង្ស័យ	fear	0.250
cataract	ជំងឺភ្នែកឡើងបាយ	fear	0.250
repent	ប្រែចិត្ត	fear	0.250
unfamiliar	មិនច្បាស់	fear	0.250
delusional	delusional	fear	0.250
obliging	obliging	fear	0.250
hag	ហាហា	fear	0.250
defend	ការពារ	fear	0.250
guard	យាម	fear	0.250
scapegoat	ឧក្រិដ្ឋកម្ម	fear	0.250
swampy	swampy	fear	0.250
react	ប្រតិកម្ម	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	អាក្រក់	fear	0.250
spinster	spinster	fear	0.250
indifference	ការព្រងើយកន្តើយ	fear	0.250
sunk	លិច	fear	0.250
picket	picket	fear	0.250
insect	សត្វល្អិត	fear	0.250
rating	ចំណាត់ថ្នាក់	fear	0.250
forewarned	បានព្រមានទុកជាមុន	fear	0.250
indecisive	មិនសម្រេច	fear	0.250
stealthy	លាក់បាំង	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	ដី	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ខ្ពស់បំផុត	fear	0.236
inequality	វិសមភាព	fear	0.234
rekindle	rekindle	fear	0.234
shrink	បង្រួញ	fear	0.234
scaffold	អេក	fear	0.234
discontent	ការមិនសប្បាយចិត្ត	fear	0.234
verge	ជិត	fear	0.234
psychiatrist	ចិត្តសាស្រ្ត	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	pinion	fear	0.234
finalized	បញ្ចប់	fear	0.234
shelters	ជម្រក	fear	0.234
sleepless	មិនដេក	fear	0.234
dependence	ការពឹងផ្អែក	fear	0.234
chicken	សាច់​មាន់	fear	0.234
instinctive	សភាវគតិ	fear	0.234
buzz	buzz	fear	0.234
difficulty	ការលំបាក	fear	0.234
bee	សត្វឃ្មុំ	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	ប្រាក់	fear	0.234
rushing	ប្រញាប់ប្រញាល់	fear	0.233
overslept	overslept	fear	0.226
default	លំនាំដើម	fear	0.226
confessional	confessional	fear	0.225
impatient	អត់ធ្មត់	fear	0.224
immigrant	ជនអន្តោប្រវេសន៍	fear	0.219
heft	ហិកតា	fear	0.219
sweat	ញើស	fear	0.219
waver	ងងឹត	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	ខឹង	fear	0.219
thrill	រំភើប	fear	0.219
cane	អំពៅ	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ចុះបើ	fear	0.219
tactics	យុទ្ធសាស្ត្រ	fear	0.219
veer	veer	fear	0.219
unequal	មិនស្មើភាព	fear	0.219
lastminute	នាទី​ចុងក្រោយ	fear	0.219
jungle	ព្រៃ	fear	0.219
bait	នុយ	fear	0.219
revelations	វិវរណៈ	fear	0.219
blues	ពណ៌ខៀវ	fear	0.219
overtired	ហួសចិត្ត	fear	0.218
prognosis	ការព្យាករណ៍	fear	0.217
alertness	ការប្រុងប្រយ័ត្ន	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ជួន​ពរ​ខ្ញុំ​ឱ្យ​មានសំណាង	fear	0.212
tryouts	ព្យាយាម	fear	0.210
clowns	ត្លុក	fear	0.207
fluctuation	ប្រែប្រួល	fear	0.204
restless	ឡះឡះ	fear	0.204
examination	ការពិនិត្យ	fear	0.204
intimacy	ភាពស្និទ្ធស្នាល	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	ប្រញាប់	fear	0.203
uphill	uphill	fear	0.203
mighty	ដ៏អស្ចារ្យ	fear	0.203
birth	កំណើត	fear	0.203
cross	ឆ្លង	fear	0.203
help	ជួយ	fear	0.203
overcome	យកឈ្នះ	fear	0.203
recesses	សម្រាក	fear	0.203
acceptances	ការទទួលយក	fear	0.203
fearless	មិនខ្លាច	fear	0.200
ware	សម្លៀកបំពាក់	fear	0.198
change	ផ្លាស់ប្តូរ	fear	0.198
withstand	withstand	fear	0.197
asap	ជា​ស្រេច	fear	0.191
owing	ជំពាក់	fear	0.188
gnome	gnome	fear	0.188
cautiously	ប្រយ័ត្ន	fear	0.188
tract	ខិត្ត	fear	0.188
deadlines	កាលកំណត់	fear	0.188
heighten	heighten	fear	0.188
attorney	មេធាវី	fear	0.188
bug	កំហុស	fear	0.188
knots	នាឡិកា	fear	0.188
fragile	ផុយស្រួយ	fear	0.188
rule	ច្បាប់	fear	0.188
advance	ជាមុន	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	យកឈ្នះ	fear	0.188
stillness	ភាពស្ងប់ស្ងាត់	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	មើល	fear	0.188
unorganised	មិនបានរៀបចំ	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	ឯកកោ	fear	0.183
slippery	រអិល	fear	0.181
interview	សំភាសន៍	fear	0.180
everyman	មនុស្សគ្រប់គ្នា	fear	0.178
speculation	ការរំពឹងទុក	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	ការវាយតំលៃ	fear	0.172
competition	ការប្រកួតប្រជែង	fear	0.172
settlor	settlor	fear	0.172
rod	ដំបង	fear	0.172
checkpoint	ប៉ុស្តិ៍ត្រួតពិនិត្យ	fear	0.172
regulatory	និយ័តករ	fear	0.172
worship	គោរពបូជា	fear	0.172
shell	សែល	fear	0.172
readytogo	អាច​ទៅ​បាន​ហើយ	fear	0.172
uncertain	មិនប្រាកដ	fear	0.172
unsure	មិនច្បាស់	fear	0.172
birch	birch	fear	0.172
surprise	ភ្ញាក់ផ្អើល	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ចំបើង	fear	0.172
composure	ស្ងប់	fear	0.172
interviewer	អ្នកសំភាសន៏	fear	0.172
less	តិច	fear	0.167
coy	coy	fear	0.162
iris	អ៊ឹរីស	fear	0.160
audition	សវនករ	fear	0.156
sly	ឆ្កួត	fear	0.156
legalized	ស្របច្បាប់	fear	0.156
intimately	យ៉ាងជិតស្និទ្ធ	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	រាប់ថយក្រោយ	fear	0.156
hearing	សវនាការ	fear	0.156
bases	មូលដ្ឋាន	fear	0.156
medication	ថ្នាំ	fear	0.156
ceasefire	បទឈប់បាញ់	fear	0.156
retirement	ចូលនិវត្តន៍	fear	0.156
courageous	ក្លាហាន	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	ភ្លឺ	fear	0.150
censor	censor	fear	0.149
bailiff	អាជ្ញាសាលា	fear	0.147
syllabus	គរុកោសល្យ	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	ហេតុផល	fear	0.141
cove	cove	fear	0.141
newcomer	អ្នកចំណូលថ្មី	fear	0.141
eventuality	ចុងក្រោយ	fear	0.141
imagination	ការស្រមើលស្រមៃ	fear	0.141
validity	សុពលភាព	fear	0.141
waiting	រង់ចាំ	fear	0.141
delay	ពន្យាពេល	fear	0.141
shy	ខ្មាស់អៀន	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	រោគសញ្ញា	fear	0.133
excite	រំភើប	fear	0.132
raccoon	ភេសជ្ជៈ	fear	0.127
prevent	ការពារ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	ត្លុក	fear	0.125
ahhh	មែន	fear	0.125
hawk	ស្ទាមង	fear	0.125
campaigning	យុទ្ធនាការ	fear	0.125
soready	ឈឺចាប់	fear	0.125
tryout	សាកល្បង	fear	0.125
marry	រៀបការ	fear	0.125
sprite	sprite	fear	0.125
swim	ហែល	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	ឱសថស្ថាន	fear	0.123
policeman	ប៉ូលីស	fear	0.121
lace	ចរ	fear	0.111
dreamt	សុបិន	fear	0.111
holiness	បរិសុទ្ធ	fear	0.109
pray	អធិស្ឋាន	fear	0.109
weight	ទម្ងន់	fear	0.109
incase	ក្រែងលោ​រ	fear	0.109
knot	ចំណង	fear	0.109
confidence	ទំនុកចិត្ត	fear	0.109
notoriety	ភាពល្បីល្បាញ	fear	0.109
homework	កិច្ចការ​ផ្ទះ	fear	0.109
destination	គោលដៅ	fear	0.109
bigday	ថ្ងៃ​ពិសេស	fear	0.109
slender	ស្ដើង	fear	0.100
undecided	មិនបានសម្រេច	fear	0.098
sympathetic	អាណិតអាសូរ	fear	0.097
god	ព្រះ	fear	0.094
grades	ថ្នាក់	fear	0.094
loyal	ស្មោះត្រង់	fear	0.094
poise	poise	fear	0.094
treat	ព្យាបាល	fear	0.094
confident	ទំនុកចិត្ត	fear	0.094
counsellor	ទីប្រឹក្សា	fear	0.094
helmet	មួកសុវត្ថិភាព	fear	0.094
case	ករណី	fear	0.094
locate	រកទីតាំង	fear	0.094
northeast	ភាគឦសាន	fear	0.088
compassion	មេត្តាធម៌	fear	0.078
nurture	ចិញ្ចឹមបីបាច់	fear	0.078
graduation	បញ្ចប់ការសិក្សា	fear	0.078
graded	ដាក់ពិន្ទុ	fear	0.075
mum	ម្តាយ	fear	0.070
infant	ទារក	fear	0.067
civilians	ស៊ីវិល	fear	0.062
soulmate	soulmate	fear	0.062
civilian	ស៊ីវិល	fear	0.062
cloudiness	ពពក	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	ក្បួនដង្ហែរ	fear	0.062
cash	សាច់ប្រាក់	fear	0.062
journey	ការ​ធ្វើ​ដំណើរ	fear	0.062
guidelines	គោលការណ៍ណែនាំ	fear	0.062
youth	យុវវ័យ	fear	0.062
opera	ល្ខោនអូប៉េរ៉ា	fear	0.057
synonymous	មានន័យដូច	fear	0.056
praying	អធិស្ឋាន	fear	0.047
honest	ស្មោះត្រង់	fear	0.047
intelligence	ចារកម្ម	fear	0.038
romance	មនោសញ្ចេតនា	fear	0.031
lines	បន្ទាត់	fear	0.031
volunteer	អ្នកស្ម័គ្រចិត្ត	fear	0.031
obey	គោរព	fear	0.016
happiest	សប្បាយបំផុត	joy	0.986
happiness	សុភមង្គល	joy	0.984
bliss	រីករាយ	joy	0.971
celebrating	អបអរសាទរ	joy	0.970
jubilant	រីករាយ	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	រីករាយ	joy	0.944
bestdayever	ល្អបំផុត	joy	0.938
beaming	ញញឹម	joy	0.938
loveee	ស្រឡាញ់	joy	0.932
celebration	ការប្រារព្ធពិធី	joy	0.929
awesomeness	អស្ចារ្យ	joy	0.926
joy	សេចក្តីអំណរ	joy	0.924
happily	សប្បាយរីករាយ	joy	0.922
excitement	រំភើប	joy	0.922
euphoria	ស្រណុកស្រួល	joy	0.922
fabulous	អស្ចារ្យ	joy	0.922
joyous	រីករាយ	joy	0.922
exuberance	ការត្រេកអរ	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ស្នេហា	joy	0.920
gratitude	ការដឹងគុណ	joy	0.914
spectacular	អស្ចារ្យ	joy	0.912
merriment	រីករាយ	joy	0.912
happydance	សប្បាយរីករាយ	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	រីករាយខ្លាំងណាស់	joy	0.909
triumphant	ជ័យជំនះ	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	ដោយ​ចិត្ដ​រីករាយ	joy	0.906
cheer	រីករាយ	joy	0.897
elated	រីករាយ	joy	0.894
lovethis	ស្រលាញ់​របស់​នេះ	joy	0.891
laugh	សើច	joy	0.891
jolly	រីករាយ	joy	0.891
pleasures	ការសប្បាយ	joy	0.891
excitation	រំភើប	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	រីករាយ	joy	0.891
exhilaration	ភាពរំជើបរំជួល	joy	0.891
marvelously	អស្ចារ្យណាស់	joy	0.881
loving	ស្រឡាញ់	joy	0.879
joyful	រីករាយ	joy	0.879
outstanding	ឆ្នើម	joy	0.879
blissful	រីករាយ	joy	0.879
pleasurable	រីករាយ	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	មានចំណង់ខ្លាំង	joy	0.875
lovinglife	ស្រឡាញ់	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	សប្បាយ​ណាស់	joy	0.868
woohoo	woohoo	joy	0.864
laughing	សើច	joy	0.864
superb	ល្អ	joy	0.864
wonderful	ដ៏អស្ចារ្យ	joy	0.863
brilliant	អស្ចារ្យ	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	រីករាយ	joy	0.859
hooray	អូន	joy	0.859
glory	សិរីល្អ	joy	0.859
celebrated	បានប្រារព្ធ	joy	0.859
loved	ស្រឡាញ់	joy	0.859
magnificent	អស្ចារ្យ	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	ហាលេលូយ៉ា	joy	0.859
exciting	គួរឱ្យរំភើប	joy	0.853
heavenly	ស្ថានសួគ៌	joy	0.853
thrilled	រំភើប	joy	0.851
mademyday	ថ្ងៃអង្គារ	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	អបអរ	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ពរជ័យ	joy	0.844
wonderfully	អស្ចារ្យ	joy	0.844
sweetness	ផ្អែម	joy	0.833
marvellous	អស្ចារ្យណាស់	joy	0.833
festive	ពិធីបុណ្យ	joy	0.833
blessed	ប្រទានពរ	joy	0.833
paradise	ឋានសួគ៌	joy	0.833
celebrations	ការប្រារព្ធពិធី	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ញញឹម	joy	0.828
enchanting	enchanting	joy	0.828
love	ស្នេហា	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homeweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	សើច	joy	0.824
marvelous	អស្ចារ្យណាស់	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ពិធីបុណ្យ	joy	0.818
sensational	អារម្មណ៍	joy	0.818
delightful	រីករាយ	joy	0.818
happyheart	រីករាយ	joy	0.818
rejoicing	រីករាយ	joy	0.818
joys	សេចក្តីអំណរ	joy	0.818
goodness	សេចក្តីល្អ	joy	0.818
excited	រំភើប	joy	0.818
excellence	ប្រសើរ	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	រីករាយ	joy	0.814
glorious	ដ៏រុងរឿង	joy	0.812
lovemaking	ស្នេហា	joy	0.812
rejoice	រីករាយ	joy	0.812
victorious	ទទួលជ័យជម្នះ	joy	0.812
excellent	ល្អឥតខ្ចោះ	joy	0.812
bonanza	bonanza	joy	0.812
smiley	ញញឹម	joy	0.812
enjoy	រីករាយ	joy	0.812
splendid	ដ៏ស្អាតអស្ចារ្យ	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	ថ្ងៃ​ដែល​សប្បាយ​រីក​រាយ	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	សេចក្តីរីករាយ	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	រីករាយ	joy	0.803
giggle	សើច	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ជោគជ័យ	joy	0.797
happier	រីករាយជាង	joy	0.797
dancing	រាំ	joy	0.797
lovinlife	ស្រឡាញ់	joy	0.797
magnificence	ភាពអស្ចារ្យ	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ដឹងគុណ	joy	0.789
splendor	ភាពត្រចះត្រចង់	joy	0.788
amuse	កំសត់	joy	0.788
fun	សប្បាយ	joy	0.788
happy	រីករាយ	joy	0.788
enchanted	enchanted	joy	0.781
glorify	សរសើរដំកើង	joy	0.781
glad	រីករាយ	joy	0.781
beautiful	ស្រស់ស្អាត	joy	0.781
solucky	សំណាង	joy	0.781
giggling	សើច	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	រស្មី	joy	0.781
heavens	មេឃ	joy	0.779
perfection	ភាពឥតខ្ចោះ	joy	0.779
christmassy	christmassy	joy	0.779
romance	មនោសញ្ចេតនា	joy	0.779
thrilling	រំភើប	joy	0.776
miraculous	អព្ភូតហេតុ	joy	0.773
fiesta	fiesta	joy	0.773
entertain	កំសាន្ត	joy	0.773
congrats	អបអរសាទរ	joy	0.773
cheers	អបអរសាទរ	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	វិជ្ជមាន	joy	0.773
lovable	គួរឱ្យស្រឡាញ់	joy	0.773
cheered	អបអរសាទរ	joy	0.773
funday	ថ្ងៃបុណ្យ	joy	0.772
enjoying	រីករាយ	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	រីករាយ	joy	0.766
lifeisgood	ជីវិត​ប្រសើរ	joy	0.766
thebest	ល្អ​បំផុត	joy	0.766
sosweet	ស្នេហា	joy	0.766
smiles	ញញឹម	joy	0.766
delight	រីករាយ	joy	0.765
orgasm	ការឈានដល់ចំណុចកំពូល	joy	0.765
party	គណបក្ស	joy	0.765
positive	វិជ្ជមាន	joy	0.761
cheerfulness	រីករាយ	joy	0.758
miracles	អព្ភូតហេតុ	joy	0.758
sweetheart	ស្នេហ៍	joy	0.758
enlighten	បំភ្លឺ	joy	0.758
christmastime	christmastime	joy	0.757
giddy	ហ្គីឌី	joy	0.757
romantic	ស្នេហា	joy	0.750
gratify	gratify	joy	0.750
friendliness	ភាពស្និទ្ធស្នាល	joy	0.750
laughs	សើច	joy	0.750
greatness	អស្ចារ្យ	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ពេញចិត្ត	joy	0.750
blessings	ពរជ័យ	joy	0.750
smile	ញញឹម	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	រីករាយ	joy	0.742
triumph	ជ័យជំនះ	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	វេទមន្ត	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	អស្ចារ្យ	joy	0.742
rewarding	រង្វាន់	joy	0.742
feelgood	អារម្មណ៍​ល្អ	joy	0.736
prosperity	ភាពរុងរឿង	joy	0.735
luxurious	ប្រណិត	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ស្រទន់	joy	0.734
goodday	ថ្ងៃ​ល្អ	joy	0.734
passionate	ងប់ងល់	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	ជ័យជម្នះ	joy	0.734
admiration	ការកោតសរសើរ	joy	0.734
tgif	tgif	joy	0.734
glorification	ការលើកដំកើង	joy	0.733
sing	ច្រៀង	joy	0.729
glowing	បញ្ចេញពន្លឺ	joy	0.729
breathtaking	អស្ចារ្យ	joy	0.728
fulfillment	ការបំពេញ	joy	0.728
yessss	yessss	joy	0.728
cheery	រីករាយ	joy	0.727
thankful	អរគុណ	joy	0.727
hurrah	ហើរ	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	សានតា	joy	0.727
award	រង្វាន់	joy	0.727
atpeace	atpeace	joy	0.727
win	ឈ្នះ	joy	0.727
merry	រីករាយ	joy	0.727
pleased	រីករាយ	joy	0.725
radiance	រស្មី	joy	0.725
inspiration	ការបំផុសគំនិត	joy	0.725
uplift	ការលើកកម្ពស់	joy	0.723
optimistic	សុទិដ្ឋិនិយម	joy	0.723
heaven	ស្ថានសួគ៌	joy	0.721
lucky	សំណាង	joy	0.721
thrill	រំភើប	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	ថ្ងៃបុណ្យ	joy	0.721
harmony	ភាព​សុខដុម	joy	0.719
brighten	បំភ្លឺ	joy	0.719
lover	ស្រឡាញ់	joy	0.719
heartfelt	អស់ពីដួងចិត្ត	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	គួរឱ្យស្រឡាញ់	joy	0.719
amusement	កម្សាន្ត	joy	0.719
