word	Myanmar (Burmese)-my	emotion	emotion-intensity-score
prick	ဖောက်ရာ	fear	0.438
entangled	ချည်နှောင်ခြင်းကို	fear	0.438
atrophy	ကျုံ့	fear	0.438
asp	ASP	fear	0.438
perverse	ကောက်သော	fear	0.438
cabal	cabal	fear	0.438
yell	အော်ဟစ်	fear	0.438
gasping	gasping	fear	0.438
probation	အစမ်းထား	fear	0.438
accuser	ဘက်	fear	0.438
insulting	စော်ကားချက်ပါသော	fear	0.435
mysterious	နကျနဲသိမျမှေ့သော	fear	0.435
halting	ရပ်ဆိုင်းခဲ့ခြင်း	fear	0.435
rebels	သူပုန်များ	fear	0.435
repulsion	ရှံမု	fear	0.431
glare	တောက်ပခြင်း	fear	0.430
punitive	ပြစ်ဒဏ်ခတ်	fear	0.425
sordid	ညစ်ညမ်းပေစွန်း	fear	0.425
stake	ရှယ်ယာ	fear	0.423
tempest	မိုဃ်းသက်မုန်တိုင်း	fear	0.423
ultimatum	ရာဇသံကို	fear	0.422
reticent	နှုတ်ဆိတ်နေမှုနဲ့ပတ်သက်ပြီး	fear	0.422
bayonet	လှံစွပ်	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	ရပ်ဆိုင်းထားခြင်း	fear	0.422
lament	ငိုကြွေး	fear	0.422
burdensome	ခဲ	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	thumping	fear	0.422
coyote	ဝံပုလှေ	fear	0.422
deleterious	deleterious	fear	0.422
dissident	အတိုက်အခံ	fear	0.422
varicella	ရေကျောက်	fear	0.422
wilderness	တောအရပ်	fear	0.422
delusion	မောဟ	fear	0.422
bigot	bigot	fear	0.422
unsteady	unsteady	fear	0.422
stresses	ဖိစီး	fear	0.422
offense	ထိုးစစ်	fear	0.422
heathen	တပါးအမြိုးသား	fear	0.422
prowl	ပါ၏	fear	0.422
troll	trolls	fear	0.422
infamous	မကောငျးသတငျးကျြောစောသော	fear	0.422
disappear	ကှယျပြောကျ	fear	0.422
depress	စိတ်ကျရောဂါ	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	သဘာဝမကျသော	fear	0.422
usurped	usurped	fear	0.422
steal	ခိုး	fear	0.422
anathema	ကျိန်ဆဲနိုင်သည်	fear	0.422
fainting	နေခြင်းဖြင့်သတိလစ်	fear	0.422
alien	ဂြိုလ်သား	fear	0.422
extrajudicial	ဥပဒေမဲ့	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	ဒုက္ခ	fear	0.418
ineptitude	ineptitude	fear	0.417
outsider	အပြင်လူ	fear	0.413
ugliness	အရုပ်ဆိုးသော	fear	0.410
vulture	လင်းတ	fear	0.410
immoral	အကျင့်ပျက်	fear	0.410
scar	အနာရွတ်	fear	0.406
stressful	စိတ်ဖိစီးမှု	fear	0.406
screech	screech	fear	0.406
wary	သတိထား	fear	0.406
disgust	စက်ဆုတ်ခြင်း	fear	0.406
stressing	စိတ်ဖိစီး	fear	0.406
deport	နှင်ထား	fear	0.406
nausea	အော်ကလီဆန်ခြင်း	fear	0.406
resection	ဆိုင်ရာပါရဂူကျမ်းပြုစု	fear	0.406
blackout	လျှပ်စစ်ဓါတ်အားများပြတ်တောက်	fear	0.406
disallowed	မြစ်တား	fear	0.406
insolvent	ကွှေးမွီမဆပျနိုငျသော	fear	0.406
dismissal	ထုတ်ပစ်ခြင်း	fear	0.406
omnipotence	omnipotence	fear	0.406
possession	အပိုင်	fear	0.406
tearful	မျက်ရည်တွေကျရင်းငိုသံ	fear	0.406
disorder	အစီအစဉ်ပျက်သော	fear	0.406
squall	အကြိုမိုးသက်မုန်တိုင်းများ	fear	0.406
dominant	အုပ်သော	fear	0.406
disabled	မသန်စွမ်း	fear	0.406
drones	မောင်းသူမဲ့လေယာဉ်များ	fear	0.406
recklessness	ရူး	fear	0.406
escape	ထှကျပွေး	fear	0.406
distressed	ဒုက္ခရောက်နေ	fear	0.406
claw	ခြစ်	fear	0.406
stretcher	သူနာတင်ကပ်	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penance	fear	0.406
weakly	ကိုအားနည်းစွာ	fear	0.406
rubble	အကျိုးအပဲ့	fear	0.406
whimper	whimper	fear	0.406
ghetto	စုရုံးနေထိုင်ရာ	fear	0.406
socialism	ဆိုရှယ်လစ်စံနစ်	fear	0.405
conspiracy	အကြံ	fear	0.400
toughness	ခိုင်မာခြင်း	fear	0.400
defection	ဘက်ပြောင်း	fear	0.398
absence	မရှိခြင်း	fear	0.396
moan	ညည်းညူ	fear	0.394
crusade	ဘာသာရေးစစျပှဲ	fear	0.392
radon	ရေဒွန်	fear	0.391
lose	ပြောကျသှား	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	သံသယရှိ	fear	0.391
unemployed	အလုပ်လက်မဲ့သော	fear	0.391
reject	ပယ်ချ	fear	0.391
excitation	စိတ်လှုပ်ရှားဖွယ်	fear	0.391
xanax	xanax	fear	0.391
stifled	ဖိနှိပ်ပိတ်ပင်	fear	0.391
scarecrow	scarecrow	fear	0.391
concealment	ဆိ	fear	0.391
conquer	အောင်မြင်	fear	0.391
discrimination	ခွဲခြားဆက်ဆံခံရမှု	fear	0.391
diagnosis	ရောဂါအမည်ဖေါ်ခြင်း	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	ကျော့ကွင်း	fear	0.391
separation	ခှဲခွားခွငျး	fear	0.391
overt	ပေးခြင်း	fear	0.391
urgency	အရေးတကြီး	fear	0.391
musket	များသည်သေနတ်ကိုင်တပ်သား	fear	0.391
unrest	မငြိမ်မသက်	fear	0.391
descent	နွယ်ဖွား	fear	0.391
avoiding	ရှောင်ကြဉ်ခြင်း	fear	0.391
cyst	ဖေါင်း	fear	0.391
gulp	မရှင်းပြသည်	fear	0.391
procedure	လုပ်ထုံးလုပ်နည်း	fear	0.391
submission	နားထောင်ခြင်း	fear	0.391
hardened	သင်တို့စိတ်နှလုံးမခိုင်မာ	fear	0.391
refutation	ချေပချက်	fear	0.391
repellent	တွန်းလှန်သော	fear	0.391
cleave	၌မှီဝဲ	fear	0.391
suspicion	မယုံသင်္ကာရှိခြင်း	fear	0.391
poverty	ဆင်းရဲခြင်း	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	ကွှေးမွီမဆပျနိုငျသော	fear	0.391
mental	စိတ်ကျန်းမာရေး	fear	0.391
theocratic	သီအို	fear	0.391
spaz	spaz	fear	0.391
brimstone	ကနျ့	fear	0.391
throb	ခုန်	fear	0.388
outcast	အပယ်ခံ	fear	0.388
orc	orc	fear	0.388
disapprove	သဘောမကျဖြစ်	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	အသနားခံ	fear	0.377
withdrawals	ထုတ်ယူ	fear	0.377
pressure	ဖိအား	fear	0.375
grieve	စိတ်နာကြည်းစေ	fear	0.375
frigate	တိုက်သငေ်္ဘာ	fear	0.375
kerosene	ရေနံဆီ	fear	0.375
nauseous	nauseous	fear	0.375
khan	khan	fear	0.375
expose	ကျရောက်စေ	fear	0.375
ocd	ocd	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	အနှောငျ့အယှကျ	fear	0.375
bankrupt	ဒေဝါလီခံရသူ	fear	0.375
dissolution	ဖျက်သိမ်းခြင်း	fear	0.375
dentistry	သွားဘက်ဆိုင်ရာ	fear	0.375
edict	အမိန့်ပြန်တမ်း	fear	0.375
bunker	ကတုတ်	fear	0.375
antsy	antsy	fear	0.375
chasm	တွင်းနက်	fear	0.375
escaped	ထွက်ပြေးလွတ်မြောက်	fear	0.375
whirlpool	whirlpool	fear	0.375
interrogate	မွေးမွနျး	fear	0.375
psychological	စိတ်ဓါတ်	fear	0.375
obligor	obligor	fear	0.375
misconception	အထငျမှား	fear	0.375
military	စစ်ရေး	fear	0.375
suspected	သံသယရှိ	fear	0.375
locust	ကျိုင်းကောင်	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	ဆိုးသော	fear	0.375
coldness	အအေး	fear	0.375
taunt	ကဲ့ရဲ့	fear	0.375
obi	Obi	fear	0.375
flu	တုတျကှေးနာ	fear	0.375
barricade	ခံကတုတ်	fear	0.375
chimera	Chimera	fear	0.375
sultan	Sultan	fear	0.375
repellant	တွန်းလှန်	fear	0.373
unknown	အမည်မသိ	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	မနာလိုမှု	fear	0.365
mug	ခွက်	fear	0.359
consternation	consternation	fear	0.359
rebel	သူပုန်	fear	0.359
conquest	အောင်မြင်ခြင်း	fear	0.359
mournful	စိတ်မသာညည်းတွား	fear	0.359
concerned	စိုးရိမ်ပူပန်	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	ထပ်တလဲလဲ	fear	0.359
jaundice	အသားဝါ	fear	0.359
sectarian	ဂိုဏ်းဂဏစွဲ	fear	0.359
desert	ကန္တာရ	fear	0.359
cur	cur	fear	0.359
difficult	ခက်ခဲ	fear	0.359
stint	စစ်မှုထမ်း	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	DART	fear	0.359
spike	ဆူး	fear	0.359
timid	ကွောကျတတျသော	fear	0.359
wasting	ဖြုန်း	fear	0.359
bottomless	အဆုံးမရှိသော	fear	0.359
warned	သတိပေးခဲ့သည်	fear	0.359
protestant	ပရိုတက်စတ	fear	0.359
contempt	မထီမဲ့မြင်	fear	0.359
exam	စာမေးပွဲ	fear	0.359
depreciation	တန်ဖိုး	fear	0.359
anomaly	Anomaly	fear	0.359
rejects	ငြင်းပယ်	fear	0.359
pessimism	အဆိုးမြင်	fear	0.359
revolution	တော်လှန်ရေး	fear	0.359
formidable	ကြောက်မက်ဖွယ်	fear	0.359
burke	Burke	fear	0.359
cautionary	သတိပေး	fear	0.359
headaches	ခေါင်းကိုက်ခြင်း	fear	0.359
bankruptcy	ခြှတျခွုံကမြှု	fear	0.359
government	အစိုးရ	fear	0.359
measles	ဝက်သက်	fear	0.359
languishing	နေရပ်ရင်း	fear	0.358
constrain	ကျပ်	fear	0.358
bane	bane	fear	0.356
impeach	စွပ်စွဲပြစ်တင်	fear	0.354
warden	အမှူး	fear	0.354
adverse	ဆန့်ကျင့်ဘက်ဖြစ်သော	fear	0.352
lawyer	ရှေ့နေ	fear	0.349
libel	အသရေဖျက်	fear	0.348
retrenchment	retrenchment	fear	0.345
imminent	မလှဲနိုငျသော	fear	0.345
unjustifiable	အမှန်အတိုင်းဖြစ်စေခြင်းမရှိနိုင်သော	fear	0.344
knell	knell	fear	0.344
contentious	အငြင်းပွားဖွယ်	fear	0.344
opposed	ဆန့်ကျင်	fear	0.344
shame	အရှက်ကွဲခြင်း	fear	0.344
avoidance	ရှောငျးရှားခွငျး	fear	0.344
resistant	ခံနိုင်ရည်	fear	0.344
discipline	စည်းကမ်း	fear	0.344
defy	အန်တု	fear	0.344
belittle	သေးငယ်စေ	fear	0.344
fanaticism	တယူသန်	fear	0.344
bearish	bearish	fear	0.344
opium	ဘိန်း	fear	0.344
sorrow	ဝမ်းနည်းခြင်း	fear	0.344
mri	MRI	fear	0.344
shaky	မတည်ငြိမ်သော	fear	0.344
hiss	လေချွန်	fear	0.344
loneliness	အထီးထီးနေခြင်း	fear	0.344
swerve	swerve	fear	0.344
taboo	မညီကြောင်း	fear	0.344
reckless	သတိမထားသော	fear	0.344
obstacle	အဆီးအတား	fear	0.344
launches	ပစ်လွှတ်	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	ဆုံးဖြတ်ချက်	fear	0.344
servile	servile	fear	0.344
hesitation	ယုံမှားသံသယရှိခြင်း	fear	0.344
evade	ရှောငျ	fear	0.344
recession	ဆုတ်ခြင်း	fear	0.344
eel	ငါးရှဉ့်	fear	0.344
shortage	ပြတ်လပ်မှု	fear	0.344
pest	ကပ်ရောဂါ	fear	0.344
cutter	ရှုး	fear	0.344
psych	psyche	fear	0.344
parachute	လေထီး	fear	0.344
disrespectful	မယဉျကြေးသော	fear	0.343
phalanx	phalanx	fear	0.342
creature	ဖန်တီးထားသောအရာ	fear	0.340
mortgage	ပေါင်နှံစာချုပ်	fear	0.331
specter	ကိစ္စများကလည်းကဏ္ဍ	fear	0.331
enigmatic	ထူးခြားတဲ့	fear	0.329
caution	သတိ	fear	0.328
police	ရဲတပ်ဖွဲ့	fear	0.328
shank	Shanks	fear	0.328
undesirable	မလိုလားသော	fear	0.328
shutdown	အပြီးပိတ်လိုက်သည်	fear	0.328
dike	သေားကို	fear	0.328
subordinate	လက်အောက်ခံ	fear	0.328
gametime	gametime	fear	0.328
remove	ကိုဖယ်ရှား	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	လိပ်	fear	0.328
loom	ရက်ကန်းစင်	fear	0.328
supremacy	သာလွန်ချက်	fear	0.328
unlucky	မအောင်မြင်သော	fear	0.328
quash	နှိပ်ကွပ်	fear	0.328
hives	အသင်းအဖွဲ့ချုပ်	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	ခံစားချက်	fear	0.328
dominion	အစွမ်းသတ္တိ	fear	0.328
encumbrance	encumbrance	fear	0.328
adrift	မြောပါသော	fear	0.328
defendant	ကာကွယ်သူ	fear	0.328
outpost	တပ်စခန်း	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	အာရုံကင်းသော	fear	0.328
wrongly	မမှန်မကန်	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	အီ	fear	0.328
scarce	နည်းပါးသော	fear	0.327
unsettled	မတည်မငြိမ်	fear	0.327
antisocial	antisocial	fear	0.324
astray	လမျးလှဲ။	fear	0.320
vigilant	နိုးနိုးကြားကြား	fear	0.319
socialist	ဆိုရှယ်လစ်ဝါဒီ	fear	0.318
halter	ဇက်	fear	0.318
pessimist	အဆိုးမြင်	fear	0.317
pacing	PACE	fear	0.316
opponent	ဆန့်ကျင်သူ	fear	0.312
discontinuity	အဆက်ဖြတ်	fear	0.312
conspire	ကြံစည်	fear	0.312
trickery	ပရိယာယ်	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	ကိန်းအောင်းရာ	fear	0.312
whirlwind	လေဘွေ	fear	0.312
unexpected	မမျှော်လင့်ဘဲ	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	CRAM	fear	0.312
collusion	collusion	fear	0.312
muzzle	နှုတျသီး	fear	0.312
blight	လယ်ယာ	fear	0.312
foreigner	နိုင်ငံခြားသား	fear	0.312
chargeable	နှော	fear	0.312
laxative	laxative	fear	0.312
clinical	နာ။ တုံးလုံးနေရသော	fear	0.312
dentist	သွားကုဆရာ	fear	0.312
therapist	ကုထုံး	fear	0.312
deadline	သတ်မှတ်နောက်ဆုံးအချိန်	fear	0.312
bewilderment	တုန်လှုပ်စေသော	fear	0.312
litigate	ရုံးတက်	fear	0.312
nether	မြေအောက်	fear	0.312
thorny	ဆူး	fear	0.312
valium	valium	fear	0.312
powerful	အစွမ်းထက်	fear	0.312
uneasy	မချမ်းသာသော	fear	0.312
unkind	ရန်ငြိုးထားသော	fear	0.312
ordnance	အမြောက်တပ်ဖွဲ့	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	စဥ်းစားလွန်နေခြင်း	fear	0.309
doubts	သံသယ	fear	0.308
seriousness	လေး	fear	0.305
irrational	အဓိပ်ပါယျမရှိသော	fear	0.305
erase	ဖြောကျဖကျြ	fear	0.303
teasing	လှော	fear	0.303
razor	သင်တုန်း	fear	0.303
sweating	ချွေး	fear	0.298
reluctant	တွန့်ဆုတ်	fear	0.297
mage	မာဂုပညာရှိ	fear	0.297
crouching	ဝပျ	fear	0.297
warning	သတိပေး	fear	0.297
endless	အဆုံးမရှိသော	fear	0.297
adjudicate	စီရင်	fear	0.297
bale	Bale	fear	0.297
inflation	ငွေကြေးဖောင်းပွမှု	fear	0.297
giant	ဘီလူး	fear	0.297
auditor	စာရင်းစစ်	fear	0.297
medical	ဆေးဘက်	fear	0.297
swamp	စိမျ့မွေ	fear	0.297
bitch	ခှေးမ	fear	0.297
mislead	လှည့်ဖြား	fear	0.297
weighty	လေး	fear	0.297
avoid	ကိုရှောင်ကြဉ်	fear	0.297
depreciated	တန်ဖိုးလျော့ကျ	fear	0.297
flounder	ငါးခွေးလျှာ	fear	0.297
deflation	ငွေကြေးကျုံ့	fear	0.297
unsurpassed	တုနှိုငျး	fear	0.297
dashed	dashed	fear	0.297
hide	ဝှက်ထား	fear	0.297
timidity	ကွောကျတတျသော	fear	0.297
deluge	လွှမ်းမိုး	fear	0.287
disinformation	disinformation ဆိုတဲ့စကားလုံး	fear	0.286
court	ရုံး	fear	0.284
aversion	မနှစ်သက်မှု	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	မိတျဆှေသဘောမရှိသော	fear	0.281
remains	အကြွင်း	fear	0.281
discourage	စိတျအားလြော့စေ	fear	0.281
cautious	သတိရှိသော	fear	0.281
oncoming	လမ်းကွေ့များသည်မျက်နှာချင်းဆိုင်	fear	0.281
flying	ပျံ	fear	0.281
mistaken	မှား	fear	0.281
swelling	ဖူးရောင်ခြင်း	fear	0.281
dwarfed	ထောင်ပြီး	fear	0.281
surveillance	စောင့်ကြပ်ခြင်း	fear	0.281
apache	apache	fear	0.281
rush	ကျူပင်	fear	0.281
yelp	Yelp	fear	0.281
cartridge	ကျည်တောင့်	fear	0.281
fortress	ခံတပ်	fear	0.281
bigoted	bigoted	fear	0.281
notready	notready	fear	0.281
challenge	စိန်ခေါ်မှု	fear	0.281
submitting	တင်သွင်းခြင်း	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ရှုပျထှေးခွငျး	fear	0.281
unruly	သရမ်း	fear	0.281
intense	ပြင်းထန်သော	fear	0.279
noncompliance	noncompliance	fear	0.276
alerts	သတိပေးချက်	fear	0.276
planes	လေယာဉ်	fear	0.274
displeased	ညှိုး	fear	0.273
cop	ရဲ	fear	0.273
unbridled	ထိနျးခြုပျ	fear	0.271
regiment	တပ်မဟာ	fear	0.266
crowds	လူအစုအဝေး	fear	0.266
sentence	ဝါကျ	fear	0.266
blindfold	စဉ်းလဲဉာဏ်	fear	0.266
crouch	ဝပ်တွား	fear	0.266
belt	ခါးပတ်	fear	0.266
hooded	အမိုး	fear	0.266
uncanny	uncanny	fear	0.266
cupping	cupping	fear	0.266
sneak	လြှို့ဝှကျထှကျသှား	fear	0.266
cloak	ရင်ခွင်	fear	0.266
banger	အို	fear	0.266
affront	စျော	fear	0.266
confession	ဝန်ခံခြင်း	fear	0.266
blemish	အသွင်ပျက်ချက်	fear	0.266
posse	posse	fear	0.266
auditions	နားထောင်ခြင်း	fear	0.266
forgotten	မေ့လျော့	fear	0.266
immerse	နှစ်မြှုပ်	fear	0.266
operation	စစ်ဆင်ရေး	fear	0.266
elevation	မွှောကျခွငျး	fear	0.266
shanghai	ရှန်ဟိုင်း	fear	0.266
hood	အမိုး	fear	0.266
problem	ပြဿနာ	fear	0.266
skid	နှစ်စီးမတော်တဆဖြစ်	fear	0.266
insomnia	အိပ်ပျက်ခြင်း	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ဘားဂျွမ်းမယ်	fear	0.266
flurries	လေရူး	fear	0.266
force	အင်အား	fear	0.266
spur	စွယ်	fear	0.262
defense	ကာကွယ်မှု	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	ပွေးသှား	fear	0.250
rascal	rascal	fear	0.250
standstill	ရပ်တ	fear	0.250
doubt	ယုံမှား	fear	0.250
cataract	အတွင်းတိမ်	fear	0.250
repent	နောင်တရ	fear	0.250
unfamiliar	မသိမကျွမ်းသော	fear	0.250
delusional	လှညျ့	fear	0.250
obliging	သူတစ်ပါးကိုကူညီရိုင်းပင်း	fear	0.250
hag	hag	fear	0.250
defend	ကာကွယ်	fear	0.250
guard	အစောင့်	fear	0.250
scapegoat	ကိုခုတုံး လုပ်.	fear	0.250
swampy	swampy	fear	0.250
react	တုံ့ပြန်	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	ပုပ်	fear	0.250
spinster	ဖြစ်နေသည်ဟုဆိုခဲ့သည်	fear	0.250
indifference	လျစ်လျူ	fear	0.250
sunk	နစ်မြုပ်	fear	0.250
picket	picket	fear	0.250
insect	ပိုးမွှား	fear	0.250
rating	အဆင့်သတ်မှတ်ချက်	fear	0.250
forewarned	ကြိုတင်သတိပေးမှုမရှိ	fear	0.250
indecisive	ကွေ	fear	0.250
stealthy	မသိမသာပါ	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	grounded	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	အမြင့်ဆုံး	fear	0.236
inequality	မညီမျှမှု	fear	0.234
rekindle	ပွနျလညျရှငျသ	fear	0.234
shrink	သေးငယ်လိုက်	fear	0.234
scaffold	ငြမ်း	fear	0.234
discontent	မကျေနပ်မှု	fear	0.234
verge	လုနီးနီး	fear	0.234
psychiatrist	စိတ္တဇရောဂါဆရာဝန်	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	ဆုတောင်းမေတ္တာ	fear	0.234
pinion	တောင်တော်အမွေး	fear	0.234
finalized	အပြီးသတ်	fear	0.234
shelters	အမိုးအကာ	fear	0.234
sleepless	အတှကျအိပျ	fear	0.234
dependence	မှီခိုမှု	fear	0.234
chicken	ကြက်သား	fear	0.234
instinctive	ပင်ကိုယ်သိအတိုင်းဖြစ်သော	fear	0.234
buzz	ဆူညံသံ	fear	0.234
difficulty	အခက်	fear	0.234
bee	ပျား	fear	0.234
insomniac	အိပ်မပျော်	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	ခေါ	fear	0.234
rushing	အပြေးအလွှား	fear	0.233
overslept	overslept	fear	0.226
default	ပျက်ကွက်	fear	0.226
confessional	ဝန်ခံချက်	fear	0.225
impatient	စိတ်မရှည်နိုင်သော	fear	0.224
immigrant	ဝင်နေသူ	fear	0.219
heft	heft	fear	0.219
sweat	ခြှေးထှကျ	fear	0.219
waver	ယိမျးယိုငျ	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	မနာလိုသော	fear	0.219
thrill	စိတ်လှုပ်ရှား	fear	0.219
cane	ကြိမ်	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	တကယ်လို့ ... ဘာဖြစ်မလဲ	fear	0.219
tactics	နည်းပရိယာယ်	fear	0.219
veer	veer	fear	0.219
unequal	မညီမျှမှု	fear	0.219
lastminute	နောက်ဆုံးမိနစ်	fear	0.219
jungle	ခြုံတော	fear	0.219
bait	ငါးစာ	fear	0.219
revelations	ဗျာဒိတ်တော်များ	fear	0.219
blues	ဘလူး	fear	0.219
overtired	overtired	fear	0.218
prognosis	ဟောကိန်း	fear	0.217
alertness	ရွှင်လန်း	fear	0.216
hyped	ဖောင်းပွ	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	tryouts	fear	0.210
clowns	ဆပ်ကပ်လူပြက်	fear	0.207
fluctuation	ပွောငျးခွငျး	fear	0.204
restless	မငြိမ်မသက်သော	fear	0.204
examination	စာမေးပှဲ	fear	0.204
intimacy	ရင်းနှီးမှု	fear	0.203
phew	phew	fear	0.203
quail	ငုံး	fear	0.203
hurry	အလျင်အမြန်လုပ်	fear	0.203
uphill	ကုန်းတက်	fear	0.203
mighty	အားကြီးသော	fear	0.203
birth	ကလေးမွေးဖွား	fear	0.203
cross	လက်ဝါးကပ်တိုင်	fear	0.203
help	ကူညီပါ	fear	0.203
overcome	ကျော်လွှား	fear	0.203
recesses	အောက်ဆုံး	fear	0.203
acceptances	လက်ခံခြင်း	fear	0.203
fearless	ရဲရင့်သော	fear	0.200
ware	ထည်	fear	0.198
change	ပွောငျးလဲခွငျး	fear	0.198
withstand	ခုခံ	fear	0.197
asap	အမြန်ဆုံး	fear	0.191
owing	မရှိစေရန်	fear	0.188
gnome	gnome	fear	0.188
cautiously	သတိ	fear	0.188
tract	ကျေးရွာအုပ်စု	fear	0.188
deadlines	သတ်မှတ်ရက်	fear	0.188
heighten	အရှိန်မြင့်	fear	0.188
attorney	ဉပဒေကိုယ်စားပြုမှူး	fear	0.188
bug	ကြမ်းပိုး	fear	0.188
knots	မိုင်	fear	0.188
fragile	ကျိုးလွယ်သော	fear	0.188
rule	အုပ်ချုပ်	fear	0.188
advance	ကြိုတင်မဲ	fear	0.188
intrigue	ပယောဂ	fear	0.188
overcoming	ကျော်လွှား	fear	0.188
stillness	ဆိတျနတေဲ့အခြိနျ	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	စောင့်ကြည့်	fear	0.188
unorganised	unorganized	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	တယောက်တည်းသော	fear	0.183
slippery	ချြောသော	fear	0.181
interview	အင်တာဗျူး	fear	0.180
everyman	everyman	fear	0.178
speculation	ချင့်ချိန်ခြင်း	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	အကဲဖြတ်	fear	0.172
competition	ယှဉ်ပြိုင်မှု	fear	0.172
settlor	settlor	fear	0.172
rod	လှံတံ	fear	0.172
checkpoint	စစ်ဆေးရေးဂိတ်	fear	0.172
regulatory	စည်းမျဉ်း	fear	0.172
worship	ရှိခိုး	fear	0.172
shell	အခွံ	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	စိတ်မချရသော	fear	0.172
unsure	စိတ်မချသော	fear	0.172
birch	ဘုစပတ်သစ်သား	fear	0.172
surprise	အံ့သြစရာ	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ဖွဲ	fear	0.172
composure	ငြိမ်သက်ခြင်း	fear	0.172
interviewer	အင်တာဗျူး	fear	0.172
less	နည်းသော	fear	0.167
coy	coy	fear	0.162
iris	မျက်ဝန်း	fear	0.160
audition	နားထောင်ခြင်း	fear	0.156
sly	လိမ်မာသော	fear	0.156
legalized	တရားဝင်	fear	0.156
intimately	တရင်းတနှီး	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	နှစ်သစ်ကြိုဆိုပွဲ	fear	0.156
hearing	ကြားနာ	fear	0.156
bases	ဘေ့စ	fear	0.156
medication	ဆေးဝါး	fear	0.156
ceasefire	အပစ်အခတ်ရပ်စဲရေး	fear	0.156
retirement	ဆုတ်ခွါခြင်း	fear	0.156
courageous	ရဲရင့်	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	Backtrack	fear	0.151
dawned	နေထွက်	fear	0.150
censor	ဆင်ဆာလူကြီး	fear	0.149
bailiff	ဘီးလစ်	fear	0.147
syllabus	သင်ရိုးညွှန်းတမ်း	fear	0.147
gent	Genting	fear	0.141
caricature	ရုပ်ပြောင်	fear	0.141
rationality	ကမ္ဘာ၏ကျိုးကြောင်း	fear	0.141
cove	cove	fear	0.141
newcomer	မျက်နှာသစ်	fear	0.141
eventuality	နောက်ဆုံးမှာ	fear	0.141
imagination	စိတ်ကူးဉာဏ်	fear	0.141
validity	တရားဝင်မှု	fear	0.141
waiting	စောင့်ဆိုင်းနေ	fear	0.141
delay	နှောငျ့နှေး	fear	0.141
shy	အလှနျရှကျကွောကျတတျသော	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	လက္ခဏာ	fear	0.133
excite	နှိုးဆျော	fear	0.132
raccoon	ရက်ကွန်းဝံ	fear	0.127
prevent	တားဆီး	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	လူရွှင်တော်	fear	0.125
ahhh	ahhh	fear	0.125
hawk	သိမ်းငှက်	fear	0.125
