word	Catalan-ca	emotion	emotion-intensity-score
antisocial	antisocial	fear	0.324
astray	per mal camí	fear	0.320
vigilant	vigilant	fear	0.319
socialist	socialista	fear	0.318
halter	halter	fear	0.318
pessimist	pessimista	fear	0.317
pacing	ritme	fear	0.316
opponent	oponent	fear	0.312
discontinuity	discontinuïtat	fear	0.312
conspire	conspié	fear	0.312
trickery	trucs	fear	0.312
obsessing	obsessiu	fear	0.312
seclusion	reclusió	fear	0.312
whirlwind	torbellino	fear	0.312
unexpected	inesperat	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	col · lusió	fear	0.312
muzzle	musell	fear	0.312
blight	taca	fear	0.312
foreigner	estranger	fear	0.312
chargeable	cobrable	fear	0.312
laxative	laxant	fear	0.312
clinical	clínic	fear	0.312
dentist	dentista	fear	0.312
therapist	terapeuta	fear	0.312
deadline	data límit	fear	0.312
bewilderment	desconcert	fear	0.312
litigate	litigar	fear	0.312
nether	no més	fear	0.312
thorny	espinós	fear	0.312
valium	valium	fear	0.312
powerful	potent	fear	0.312
uneasy	incòmode	fear	0.312
unkind	desconsiderat	fear	0.312
ordnance	artilleria	fear	0.312
wimpy	boig	fear	0.312
overthinking	enderrocar	fear	0.309
doubts	dubtes	fear	0.308
seriousness	serietat	fear	0.305
irrational	irracional	fear	0.305
erase	esborrar	fear	0.303
teasing	burlar	fear	0.303
razor	maquinilla d'afaitar	fear	0.303
sweating	suar	fear	0.298
reluctant	reticent	fear	0.297
mage	mage	fear	0.297
crouching	ajupit	fear	0.297
warning	advertència	fear	0.297
endless	interminable	fear	0.297
adjudicate	adjudicat	fear	0.297
bale	bala	fear	0.297
inflation	inflació	fear	0.297
giant	gegant	fear	0.297
auditor	auditor	fear	0.297
medical	mèdic	fear	0.297
swamp	pantà	fear	0.297
bitch	puta	fear	0.297
mislead	enganyar	fear	0.297
weighty	pesant	fear	0.297
avoid	evitar	fear	0.297
depreciated	depreciat	fear	0.297
flounder	llistó	fear	0.297
deflation	deflació	fear	0.297
unsurpassed	sense igual	fear	0.297
dashed	va trencar	fear	0.297
hide	ocultar	fear	0.297
timidity	timidesa	fear	0.297
deluge	diluvi	fear	0.287
disinformation	desinformació	fear	0.286
court	tribunal	fear	0.284
aversion	aversió	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	hostil	fear	0.281
remains	queda	fear	0.281
discourage	descoratjar	fear	0.281
cautious	cautelós	fear	0.281
oncoming	proper	fear	0.281
flying	volant	fear	0.281
mistaken	equivocat	fear	0.281
swelling	inflor	fear	0.281
dwarfed	enana	fear	0.281
surveillance	vigilància	fear	0.281
apache	apache	fear	0.281
rush	corren	fear	0.281
yelp	yelp	fear	0.281
cartridge	cartutx	fear	0.281
fortress	fortalesa	fear	0.281
bigoted	granat	fear	0.281
notready	no està llest	fear	0.281
challenge	desafiament	fear	0.281
submitting	enviant	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	confusió	fear	0.281
unruly	indisciplinat	fear	0.281
intense	intens	fear	0.279
noncompliance	incompliment	fear	0.276
alerts	alertes	fear	0.276
planes	avions	fear	0.274
displeased	descontent	fear	0.273
cop	policia	fear	0.273
unbridled	desenfrenat	fear	0.271
regiment	regiment	fear	0.266
crowds	multituds	fear	0.266
sentence	frase	fear	0.266
blindfold	amb els ulls embenats	fear	0.266
crouch	agachar	fear	0.266
belt	cinturó	fear	0.266
hooded	encaputxats	fear	0.266
uncanny	increïble	fear	0.266
cupping	cupping	fear	0.266
sneak	colar-se	fear	0.266
cloak	capa	fear	0.266
banger	banger	fear	0.266
affront	afrontament	fear	0.266
confession	confessió	fear	0.266
blemish	taques	fear	0.266
posse	posse	fear	0.266
auditions	audicions	fear	0.266
forgotten	oblidat	fear	0.266
immerse	submergir	fear	0.266
operation	operació	fear	0.266
elevation	elevació	fear	0.266
shanghai	shanghai	fear	0.266
hood	caputxa	fear	0.266
problem	problema	fear	0.266
skid	skid	fear	0.266
insomnia	insomni	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	Acrobat	fear	0.266
flurries	flures	fear	0.266
force	força	fear	0.266
spur	impuls	fear	0.262
defense	defensa	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	correr	fear	0.250
rascal	malvat	fear	0.250
standstill	parada	fear	0.250
doubt	dubte	fear	0.250
cataract	cataracta	fear	0.250
repent	penedit	fear	0.250
unfamiliar	desconegut	fear	0.250
delusional	delirant	fear	0.250
obliging	obligant	fear	0.250
hag	Hag	fear	0.250
defend	defensar	fear	0.250
guard	guàrdia	fear	0.250
scapegoat	chivo expiatorio	fear	0.250
swampy	pantà	fear	0.250
react	reacciona	fear	0.250
breakingnews	notícies d'última hora	fear	0.250
foul	falta	fear	0.250
spinster	spinster	fear	0.250
indifference	indiferència	fear	0.250
sunk	enfonsat	fear	0.250
picket	piquet	fear	0.250
insect	insecte	fear	0.250
rating	qualificació	fear	0.250
forewarned	avís previ	fear	0.250
indecisive	indecís	fear	0.250
stealthy	sigil	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	connectat a terra	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	el més alt	fear	0.236
inequality	desigualtat	fear	0.234
rekindle	torna a créixer	fear	0.234
shrink	encongir-se	fear	0.234
scaffold	bastida	fear	0.234
discontent	descontentament	fear	0.234
verge	verge	fear	0.234
psychiatrist	psiquiatre	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	pinyó	fear	0.234
finalized	finalitzat	fear	0.234
shelters	refugis	fear	0.234
sleepless	sense son	fear	0.234
dependence	dependència	fear	0.234
chicken	pollastre	fear	0.234
instinctive	instintiva	fear	0.234
buzz	brunzit	fear	0.234
difficulty	dificultat	fear	0.234
bee	abella	fear	0.234
insomniac	insomne	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	Buck	fear	0.234
rushing	corrent	fear	0.233
overslept	overslept	fear	0.226
default	per defecte	fear	0.226
confessional	confessional	fear	0.225
impatient	impacient	fear	0.224
immigrant	immigrant	fear	0.219
heft	heft	fear	0.219
sweat	suor	fear	0.219
waver	buidar	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	taca	fear	0.219
thrill	emoció	fear	0.219
cane	canya	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	tàctiques	fear	0.219
veer	veer	fear	0.219
unequal	desigual	fear	0.219
lastminute	últim minut	fear	0.219
jungle	jungla	fear	0.219
bait	esquer	fear	0.219
revelations	revelacions	fear	0.219
blues	blues	fear	0.219
overtired	superposat	fear	0.218
prognosis	pronòstic	fear	0.217
alertness	vigilància	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	desitja'm sort	fear	0.212
tryouts	proves	fear	0.210
clowns	pallassos	fear	0.207
fluctuation	fluctuació	fear	0.204
restless	inquiet	fear	0.204
examination	examen	fear	0.204
intimacy	intimitat	fear	0.203
phew	Phew	fear	0.203
quail	codony	fear	0.203
hurry	pressa	fear	0.203
uphill	pujant	fear	0.203
mighty	poderós	fear	0.203
birth	naixement	fear	0.203
cross	creu	fear	0.203
help	ajuda	fear	0.203
overcome	superar	fear	0.203
recesses	recessos	fear	0.203
acceptances	acceptacions	fear	0.203
fearless	sense por	fear	0.200
ware	articles de consum	fear	0.198
change	canviar	fear	0.198
withstand	suportar	fear	0.197
asap	el més aviat possible	fear	0.191
owing	degut	fear	0.188
gnome	gnome	fear	0.188
cautiously	amb cautela	fear	0.188
tract	tracte	fear	0.188
deadlines	terminis	fear	0.188
heighten	augmentar	fear	0.188
attorney	advocat	fear	0.188
bug	error	fear	0.188
knots	nusos	fear	0.188
fragile	fràgil	fear	0.188
rule	regla	fear	0.188
advance	avance	fear	0.188
intrigue	intriga	fear	0.188
overcoming	superació	fear	0.188
stillness	quietud	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	veure	fear	0.188
unorganised	sense organitzar	fear	0.188
elf	elf	fear	0.185
stillwaiting	segueix esperant	fear	0.184
lonely	solitari	fear	0.183
slippery	relliscós	fear	0.181
interview	entrevista	fear	0.180
everyman	cada home	fear	0.178
speculation	especulacions	fear	0.176
needtoknow	necessito	fear	0.173
assessment	avaluació	fear	0.172
competition	competició	fear	0.172
settlor	settlor	fear	0.172
rod	barra	fear	0.172
checkpoint	punt de control	fear	0.172
regulatory	regulador	fear	0.172
worship	adoració	fear	0.172
shell	closca	fear	0.172
readytogo	llest per anar	fear	0.172
uncertain	incert	fear	0.172
unsure	insegura	fear	0.172
birch	bedoll	fear	0.172
surprise	sorpresa	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	palla	fear	0.172
composure	compost	fear	0.172
interviewer	entrevistador	fear	0.172
less	menys	fear	0.167
coy	boig	fear	0.162
iris	iris	fear	0.160
audition	audició	fear	0.156
sly	astut	fear	0.156
legalized	legalitzat	fear	0.156
intimately	íntimament	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	compte enrere	fear	0.156
hearing	audició	fear	0.156
bases	bases	fear	0.156
medication	medicació	fear	0.156
ceasefire	alto el foc	fear	0.156
retirement	jubilació	fear	0.156
courageous	valent	fear	0.154
overthinker	enderrocat	fear	0.153
backtrack	backtrack	fear	0.151
dawned	amenaça	fear	0.150
censor	censurar	fear	0.149
bailiff	agutzil	fear	0.147
syllabus	pla d'estudis	fear	0.147
gent	gent	fear	0.141
caricature	caricatura	fear	0.141
rationality	racionalitat	fear	0.141
cove	Cala	fear	0.141
newcomer	nouvingut	fear	0.141
eventuality	eventualitat	fear	0.141
imagination	imaginació	fear	0.141
validity	validesa	fear	0.141
waiting	esperant	fear	0.141
delay	retard	fear	0.141
shy	tímid	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	símptoma	fear	0.133
excite	excitar	fear	0.132
raccoon	mapache	fear	0.127
prevent	prevenir	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	pallasso	fear	0.125
ahhh	ahhh	fear	0.125
hawk	falcó	fear	0.125
campaigning	campanyes	fear	0.125
soready	dolorós	fear	0.125
tryout	prova	fear	0.125
marry	casar-se	fear	0.125
sprite	Sprite	fear	0.125
swim	nedar	fear	0.125
gameday	gameday	fear	0.125
sag	caure	fear	0.123
pharmacy	farmàcia	fear	0.123
policeman	policia	fear	0.121
lace	encaix	fear	0.111
dreamt	somiava	fear	0.111
holiness	santedat	fear	0.109
pray	pregueu	fear	0.109
weight	pes	fear	0.109
incase	en cas de	fear	0.109
knot	nus	fear	0.109
confidence	confiança	fear	0.109
notoriety	notorietat	fear	0.109
homework	deures	fear	0.109
destination	destinació	fear	0.109
bigday	gran dia	fear	0.109
slender	esvelta	fear	0.100
undecided	indecisos	fear	0.098
sympathetic	simpàtic	fear	0.097
god	Déu	fear	0.094
grades	graus	fear	0.094
loyal	lleial	fear	0.094
poise	poise	fear	0.094
treat	tractar	fear	0.094
confident	confiat	fear	0.094
counsellor	conseller	fear	0.094
helmet	casc	fear	0.094
case	cas	fear	0.094
locate	localitzar	fear	0.094
northeast	noreste	fear	0.088
compassion	compassió	fear	0.078
nurture	nodrir	fear	0.078
graduation	graduació	fear	0.078
graded	classificat	fear	0.075
mum	mare	fear	0.070
infant	infant	fear	0.067
civilians	civils	fear	0.062
soulmate	ànima bessona	fear	0.062
civilian	civil	fear	0.062
cloudiness	núvols	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	desfilada	fear	0.062
cash	efectiu	fear	0.062
journey	viatge	fear	0.062
guidelines	directrius	fear	0.062
youth	joves	fear	0.062
opera	òpera	fear	0.057
synonymous	sinònim	fear	0.056
praying	pregant	fear	0.047
honest	honesta	fear	0.047
intelligence	intel·ligència	fear	0.038
romance	romanç	fear	0.031
lines	línies	fear	0.031
volunteer	voluntari	fear	0.031
obey	obeir	fear	0.016
happiest	el més feliç	joy	0.986
happiness	felicitat	joy	0.984
bliss	felicitat	joy	0.971
celebrating	celebrant	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstàtic	joy	0.954
elation	elació	joy	0.944
bestdayever	millor dia	joy	0.938
beaming	beaming	joy	0.938
loveee	amorós	joy	0.932
celebration	celebració	joy	0.929
awesomeness	increïble	joy	0.926
joy	alegria	joy	0.924
happily	feliçment	joy	0.922
excitement	emoció	joy	0.922
euphoria	eufòria	joy	0.922
fabulous	fabulós	joy	0.922
joyous	alegre	joy	0.922
exuberance	exuberància	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	gratitud	joy	0.914
spectacular	espectacular	joy	0.912
merriment	alegria	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	alegre	joy	0.909
triumphant	triomfant	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	Èxtasi	joy	0.906
cheerful	alegre	joy	0.906
cheer	alegria	joy	0.897
elated	ansiós	joy	0.894
lovethis	lovethis	joy	0.891
laugh	riure	joy	0.891
jolly	alegre	joy	0.891
pleasures	plaers	joy	0.891
excitation	excitació	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	encantat	joy	0.891
exhilaration	alegria	joy	0.891
marvelously	de meravella	joy	0.881
loving	estimant	joy	0.879
joyful	alegre	joy	0.879
outstanding	excepcional	joy	0.879
blissful	feliç	joy	0.879
pleasurable	plaent	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiasta	joy	0.875
lovinglife	amorosa vida	joy	0.875
glee	alegria	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tan feliç	joy	0.868
woohoo	woohoo	joy	0.864
laughing	rient	joy	0.864
superb	excel·lent	joy	0.864
wonderful	meravellós	joy	0.863
brilliant	genial	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	animant	joy	0.859
hooray	hooray	joy	0.859
glory	glòria	joy	0.859
celebrated	celebrat	joy	0.859
loved	estimat	joy	0.859
magnificent	magnífic	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	emocionant	joy	0.853
heavenly	celestial	joy	0.853
thrilled	emocionat	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	celebrar	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	benedicció	joy	0.844
wonderfully	meravellosament	joy	0.844
sweetness	dolçor	joy	0.833
marvellous	meravellós	joy	0.833
festive	festiu	joy	0.833
blessed	beneït	joy	0.833
paradise	paradís	joy	0.833
celebrations	celebracions	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	somrient	joy	0.828
enchanting	encantador	joy	0.828
love	amor	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	llar dolça llar	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	riure	joy	0.824
marvelous	meravellós	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebració	joy	0.818
sensational	sensacional	joy	0.818
delightful	deliciós	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	alegria	joy	0.818
joys	alegries	joy	0.818
goodness	bondat	joy	0.818
excited	emocionat	joy	0.818
excellence	excel·lència	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	gloriós	joy	0.812
lovemaking	fer l'amor	joy	0.812
rejoice	alegra't	joy	0.812
victorious	victoriós	joy	0.812
excellent	excel · lent	joy	0.812
bonanza	Bonança	joy	0.812
smiley	somrient	joy	0.812
enjoy	gaudir	joy	0.812
splendid	esplèndida	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	bons moments	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	dia feliç	joy	0.809
myfavorite	el meu preferit	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	plaer	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	alegria	joy	0.803
giggle	riureu	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	èxit	joy	0.797
happier	més feliç	joy	0.797
dancing	ballar	joy	0.797
lovinlife	Lovinlife	joy	0.797
magnificence	magnificència	joy	0.797
lovemylife	estimo la meva vida	joy	0.797
grateful	agraït	joy	0.789
splendor	esplendor	joy	0.788
amuse	divertir	joy	0.788
fun	diversió	joy	0.788
happy	feliç	joy	0.788
enchanted	encantat	joy	0.781
glorify	glorificar	joy	0.781
glad	alegre	joy	0.781
beautiful	bonic	joy	0.781
solucky	força afortunat	joy	0.781
giggling	riure	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	cels	joy	0.779
perfection	perfecció	joy	0.779
christmassy	christmassy	joy	0.779
romance	romanç	joy	0.779
thrilling	emocionant	joy	0.776
miraculous	miraculós	joy	0.773
fiesta	festa	joy	0.773
entertain	entretenir	joy	0.773
congrats	Felicitats	joy	0.773
cheers	alegres	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivitat	joy	0.773
lovable	amable	joy	0.773
cheered	animat	joy	0.773
funday	dia divertit	joy	0.772
enjoying	gaudint	joy	0.771
cuddling	abraçant	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	divertit	joy	0.766
lifeisgood	la vida és bona	joy	0.766
thebest	el millor	joy	0.766
sosweet	molt dolç	joy	0.766
smiles	somriu	joy	0.766
delight	delícia	joy	0.765
orgasm	orgasme	joy	0.765
party	festa	joy	0.765
positive	positiu	joy	0.761
cheerfulness	alegria	joy	0.758
miracles	miracles	joy	0.758
sweetheart	amor	joy	0.758
enlighten	il·luminar	joy	0.758
christmastime	hora de nadal	joy	0.757
giddy	giddy	joy	0.757
romantic	romàntic	joy	0.750
gratify	gratificar	joy	0.750
friendliness	amabilitat	joy	0.750
laughs	riu	joy	0.750
greatness	grandesa	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	agradable	joy	0.750
blessings	benediccions	joy	0.750
smile	somriure	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	esgarrifós	joy	0.748
jubilee	jubileu	joy	0.742
enthusiasm	entusiasme	joy	0.742
triumph	triomf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	màgic	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miracle	joy	0.742
rewarding	gratificant	joy	0.742
feelgood	sentir-se bé	joy	0.736
prosperity	prosperitat	joy	0.735
luxurious	luxós	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivaz	joy	0.734
goodday	bon dia	joy	0.734
passionate	apassionat	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	encantar	joy	0.734
victory	victòria	joy	0.734
admiration	admiració	joy	0.734
tgif	tgif	joy	0.734
glorification	glorificació	joy	0.733
sing	cantar	joy	0.729
glowing	brillant	joy	0.729
breathtaking	impressionant	joy	0.728
fulfillment	realització	joy	0.728
yessss	yessss	joy	0.728
cheery	alegre	joy	0.727
thankful	agraït	joy	0.727
hurrah	hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	premi	joy	0.727
atpeace	Atpeace	joy	0.727
win	guanyar	joy	0.727
merry	alegre	joy	0.727
pleased	satisfet	joy	0.725
radiance	resplendor	joy	0.725
inspiration	inspiració	joy	0.725
uplift	aixecament	joy	0.723
optimistic	optimista	joy	0.723
heaven	cel	joy	0.721
lucky	afortunat	joy	0.721
thrill	emoció	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vacances	joy	0.721
harmony	harmonia	joy	0.719
brighten	alegre	joy	0.719
lover	amant	joy	0.719
heartfelt	sincera	joy	0.719
utopian	utòpic	joy	0.719
xmas	xmas	joy	0.719
lovely	preciosa	joy	0.719
amusement	diversió	joy	0.719
congratulatory	felicitacions	joy	0.719
praising	lloant	joy	0.719
thriving	prosperant	joy	0.719
perfect	perfecte	joy	0.719
magic	màgia	joy	0.712
luckiest	més afortunat	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxe	joy	0.712
bestfeeling	millor sentiment	joy	0.712
treasures	tresors	joy	0.712
achievement	assoliment	joy	0.712
yay	Visca	joy	0.712
holiday	festa	joy	0.712
intimate	íntim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	riure	joy	0.706
rave	deliri	joy	0.706
proud	orgullós	joy	0.704
truelove	amor vertader	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	sorprenentment	joy	0.703
goodnews	bones notícies	joy	0.703
optimism	optimisme	joy	0.703
satisfying	satisfacció	joy	0.703
gooood	gooood	joy	0.703
sweetest	més dolç	joy	0.703
cherish	estimar	joy	0.703
goodlife	bona vida	joy	0.703
beautification	embelliment	joy	0.703
appreciates	s'aprecia	joy	0.703
winning	guanyador	joy	0.703
cuddled	abraçat	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entretingut	joy	0.700
excite	excitar	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	aniversari	joy	0.691
metime	metme	joy	0.688
favorite	favorit	joy	0.688
honored	honrat	joy	0.688
content	contingut	joy	0.688
godsend	godsend	joy	0.688
entertaining	entretingut	joy	0.688
angelic	angelical	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoració	joy	0.688
exquisite	exquisit	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	preciós	joy	0.682
majestic	majestuós	joy	0.682
appreciated	apreciat	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	somreia	joy	0.682
bestfriends	millors amics	joy	0.682
exaltation	exaltació	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	aclareix	joy	0.682
tranquility	tranquilitat	joy	0.679
marry	casar-se	joy	0.676
embrace	abraçada	joy	0.676
positively	de manera positiva	joy	0.676
dearest	estimat	joy	0.672
relaxation	relaxació	joy	0.672
accomplished	realitzat	joy	0.672
hug	abraçada	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	sonrisa	joy	0.672
enliven	animat	joy	0.672
contentment	alegria	joy	0.672
hilarious	hilarant	joy	0.672
giggles	rialles	joy	0.672
bountiful	abundant	joy	0.667
victor	vencedor	joy	0.667
adore	adorar	joy	0.667
boisterous	boig	joy	0.667
fulfilled	complert	joy	0.667
fulfill	complir	joy	0.664
cuddles	abraçades	joy	0.662
prosperous	pròsper	joy	0.660
romanticism	romanticisme	joy	0.656
humor	humor	joy	0.656
glow	brillar	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agradable	joy	0.656
appreciation	apreciació	joy	0.656
encouraged	encoratjat	joy	0.656
satisfy	satisfacció	joy	0.656
serenity	serenitat	joy	0.656
captivate	cautivar	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfacció	joy	0.652
treasure	tresor	joy	0.652
engaged	compromesos	joy	0.652
praises	lloances	joy	0.652
abundance	abundància	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	relaxant	joy	0.652
praised	elogiat	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	complement	joy	0.647
affection	afecte	joy	0.647
relieved	alleujat	joy	0.647
carnival	carnaval	joy	0.643
divine	diví	joy	0.641
saintly	sant	joy	0.641
harmoniously	harmoniosament	joy	0.641
achieve	aconseguir	joy	0.641
thanksgiving	acció de gràcies	joy	0.641
jackpot	jackpot	joy	0.641
priceless	invalorable	joy	0.641
sensuality	sensualitat	joy	0.641
champion	campió	joy	0.641
wedding	casament	joy	0.641
uplifting	augmentant	joy	0.641
climax	clímax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	Pacífic	joy	0.636
twinkle	parpellejar	joy	0.636
reverie	reverie	joy	0.636
exalt	exaltar	joy	0.636
winner	guanyador	joy	0.636
felicity	felicitat	joy	0.636
cuddle	abraçar	joy	0.636
comforting	reconfortant	joy	0.636
honeymoon	lluna de mel	joy	0.636
xoxo	xoxo	joy	0.634
amusing	divertit	joy	0.625
reward	recompensa	joy	0.625
fondness	afecte	joy	0.625
hearts	cors	joy	0.625
brighter	més brillant	joy	0.625
sweet	dolç	joy	0.625
stargazing	observació d'estels	joy	0.625
festival	Festival	joy	0.625
snuggling	barrejar-se	joy	0.625
generosity	generositat	joy	0.625
gorgeous	preciosa	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sexe	joy	0.622
parade	desfilada	joy	0.621
applause	aplaudiments	joy	0.621
genial	genial	joy	0.621
beauty	bellesa	joy	0.621
kind	amable	joy	0.621
newlife	newlife	joy	0.618
aspiring	aspirant	joy	0.618
fulfilling	complint	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuós	joy	0.613
kiss	besar	joy	0.610
winnings	guanys	joy	0.609
praiseworthy	lloable	joy	0.609
rainbows	arc de Sant Martí	joy	0.609
generous	generós	joy	0.609
enlightenment	il·luminació	joy	0.609
playful	juganer	joy	0.609
christmas	nadal	joy	0.609
super	super	joy	0.609
elegance	elegància	joy	0.609
rekindle	torna a créixer	joy	0.609
awards	premis	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	independència	joy	0.607
successful	reeixit	joy	0.606
onelove	Onelove	joy	0.606
kindness	bondat	joy	0.606
freely	lliurement	joy	0.606
surprises	sorpreses	joy	0.606
inspired	inspirat	joy	0.606
hilarity	hilaritat	joy	0.606
wonder	meravella	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	entreteniment	joy	0.603
whimsical	capritxós	joy	0.603
passion	passió	joy	0.603
beautify	embellir	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	alba	joy	0.600
godisgood	Déu és bo	joy	0.597
whoo	whoo	joy	0.594
angel	àngel	joy	0.594
thankgod	gràcies a Déu	joy	0.594
accomplishment	realització	joy	0.594
flirt	coquetejar	joy	0.594
goodmusic	bona música	joy	0.594
snuggled	arreglat	joy	0.594
revere	revere	joy	0.594
inspire	inspirar	joy	0.594
fanfare	fanfàrria	joy	0.594
peacefully	pacíficament	joy	0.594
jesus	jesus	joy	0.594
goodies	llaminadures	joy	0.594
heroic	heroic	joy	0.591
fortune	fortuna	joy	0.591
friendship	amistat	joy	0.591
singing	cantant	joy	0.591
exalted	exaltada	joy	0.591
summer	estiu	joy	0.591
highest	el més alt	joy	0.591
overflowing	desbordant	joy	0.588
contented	content	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	esperança	joy	0.586
accolade	acolliment	joy	0.586
cozy	acollidor	joy	0.583
delicious	deliciós	joy	0.579
friendly	amable	joy	0.578
sensuous	sensual	joy	0.578
darling	estimat	joy	0.578
picturesque	pintoresc	joy	0.578
raving	fastigós	joy	0.578
praise	lloança	joy	0.578
everlasting	etern	joy	0.578
