word	Hebrew-iw	emotion	emotion-intensity-score
jumpy	עַצבָּנִי	fear	0.484
hallucination	הֲזָיָה	fear	0.484
poaching	ציד	fear	0.484
dishonor	חֶרפָּה	fear	0.484
dismay	תַדְהֵמָה	fear	0.484
accusing	מאשים	fear	0.484
ambulance	אַמבּוּלַנס	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	לְהִתְגַרֵשׁ	fear	0.484
ravenous	מוּרעָב	fear	0.484
disgusting	מגעיל	fear	0.484
rabble	אֲסַפסוּף	fear	0.484
slam	לִטרוֹק	fear	0.484
hospital	בית חולים	fear	0.484
coerce	לִכפּוֹת	fear	0.484
endemic	אֶנדֵמִי	fear	0.484
prejudiced	מְשׁוּחָד	fear	0.484
blackness	שְׁחוֹר	fear	0.484
armor	שִׁריוֹן	fear	0.484
worrying	מדאיגה	fear	0.484
indictment	כתב אישום	fear	0.484
hate	שִׂנאָה	fear	0.484
freakish	משונה	fear	0.484
hearse	קְרוֹן הַמֵת	fear	0.484
intrusion	הִתעָרְבוּת	fear	0.484
inspection	בְּדִיקָה	fear	0.483
sinner	חוֹטֵא	fear	0.483
averse	מִתנַגֵד	fear	0.483
missing	חָסֵר	fear	0.474
despairing	נואש	fear	0.474
darken	לְהַכּהוֹת	fear	0.471
austere	חָמוּר	fear	0.470
animosity	אֵיבָה	fear	0.469
fret	לִדאוֹג	fear	0.469
fever	קַדַחַת	fear	0.469
illegality	אִי חוּקִיוּת	fear	0.469
accused	מואשם	fear	0.469
criticize	לְבַקֵר	fear	0.469
scrapie	שטויות	fear	0.469
jaws	מלתעות	fear	0.469
depressed	מְדוּכָּא	fear	0.469
armored	משוריין	fear	0.469
indict	לְהַאֲשִׁים	fear	0.469
aftermath	אחרי	fear	0.469
precipice	צוּק תָלוּל	fear	0.469
regime	מִשׁטָר	fear	0.469
fierce	עַז	fear	0.469
breakdown	התקלקל	fear	0.469
quiver	רֶטֶט	fear	0.469
admonition	תוֹכֵחָה	fear	0.469
foreclose	לְחַלֵט	fear	0.469
revoke	לְבַטֵל	fear	0.469
superstition	אֱמוּנָה טְפֵלָה	fear	0.469
overwhelmed	המום	fear	0.469
subversion	חַתרָנוּת	fear	0.469
idolatry	עבודת אלילים	fear	0.469
asteroid	אַסטֵרוֹאִיד	fear	0.469
toothache	כְּאֵב שִׁנַיִם	fear	0.469
inmate	אָסִיר	fear	0.469
decomposition	הִתפָּרְקוּת	fear	0.469
sinking	שוקע	fear	0.469
intrusive	פולשני	fear	0.469
soulless	חסר נשמה	fear	0.469
infidelity	בְּגִידָה	fear	0.469
nervous	עַצבָּנִי	fear	0.469
thresh	לָדוּשׁ	fear	0.469
startle	לְהַבהִיל	fear	0.469
unhealthy	חוֹלָנִי	fear	0.469
spear	חנית	fear	0.468
nasty	מַגְעִיל	fear	0.466
worried	מוּדְאָג	fear	0.466
puma	פּוּמָה	fear	0.465
thirteenth	שְׁלוֹשׁ עֶשׂרֵה	fear	0.465
contraband	סְחוֹרָה מוּברָחָת	fear	0.464
insecure	לֹא בָּטוּחַ	fear	0.461
disturbance	הפרעה	fear	0.459
denunciation	הוֹקָעָה	fear	0.456
stigma	סטִיגמָה	fear	0.455
destitute	חֲסַר כֹּל	fear	0.455
powerfully	בעוצמה	fear	0.454
penalty	עוֹנֶשׁ	fear	0.453
derogatory	פּוֹגֵעַ	fear	0.453
spasm	הֶתקֵף	fear	0.453
illicit	לֹא חוּקִי	fear	0.453
dinosaur	דינוזאור	fear	0.453
disruption	הפרעה	fear	0.453
lockup	נעל	fear	0.453
restrain	לְרַסֵן	fear	0.453
rifle	רובה	fear	0.453
disreputable	לֹא מְכוּבָּד	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	לְהַזהִיר	fear	0.453
quandary	מְבוּכָה	fear	0.453
resisting	התנגדות	fear	0.453
rigor	הַקפָּדָה	fear	0.453
stranger	זָר	fear	0.453
penal	פְּלִילִי	fear	0.453
grope	לְגַשֵׁשׁ	fear	0.453
scold	לִנְזוֹף	fear	0.453
orphan	יָתוֹם	fear	0.453
resign	לְהִתְפַּטֵר	fear	0.453
hydrocephalus	הידרוצפלוס	fear	0.453
shrill	צַרחָנִי	fear	0.453
howl	יְלָלָה	fear	0.453
unspeakable	לא ייאמן	fear	0.453
wail	לְקוֹנֵן	fear	0.453
straits	מְצוּקָה	fear	0.453
indoctrination	אינדוקטרינציה	fear	0.453
apprehension	חֲשָׁשׁ	fear	0.453
batter	חמאה	fear	0.453
arraignment	עיצום	fear	0.450
urgent	דחוף	fear	0.450
tramp	לִנְדוֹד	fear	0.440
stress	לחץ	fear	0.439
behemoth	בהמות	fear	0.439
dominate	לִשְׁלוֹט	fear	0.438
targeting	מיקוד	fear	0.438
broke	חסר פרוטה	fear	0.438
looming	הַשׁחָלָה	fear	0.438
tribunal	בֵּית דִין	fear	0.438
debacle	debacle	fear	0.438
forfeiture	חילוט	fear	0.438
dislocated	נקע	fear	0.438
infirmity	חוּלשָׁה	fear	0.438
impermeable	בִּלתִי חָדִיר	fear	0.438
predicament	מַצָב קָשֶׁה	fear	0.438
falter	לְהַסֵס	fear	0.438
displaced	עָקוּר	fear	0.438
concealed	הסתיר	fear	0.438
illegitimate	לֹא חוּקִי	fear	0.438
unprepared	לא מוכן	fear	0.438
scarcity	מַחְסוֹר	fear	0.438
wince	להתכווץ	fear	0.438
mace	שַׁרבִּיט	fear	0.438
expel	לְגַרֵשׁ	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	לחסום	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	חָשׂוּף	fear	0.438
dentists	רופאי שיניים	fear	0.438
irreconcilable	בִּלתִי מִתפַּשֵׁר	fear	0.438
bewildered	נָבוֹך	fear	0.438
indomitable	לְלֹא חַת	fear	0.438
rheumatism	שִׁגָרוֹן	fear	0.438
accidental	מִקרִי	fear	0.438
prick	לִדקוֹר	fear	0.438
entangled	סָבוּך	fear	0.438
atrophy	לְהִתְנַוֵן	fear	0.438
asp	אֶפעֶה	fear	0.438
perverse	סוֹטֶה	fear	0.438
cabal	קְנוּנִיָה	fear	0.438
yell	לִצְעוֹק	fear	0.438
gasping	מתנשף	fear	0.438
probation	על תנאי	fear	0.438
accuser	מַאֲשִׁים	fear	0.438
insulting	מַעֲלִיב	fear	0.435
mysterious	מסתורי	fear	0.435
halting	צְלִיעָה	fear	0.435
rebels	מורדים	fear	0.435
repulsion	דְחִיָה	fear	0.431
glare	מַבָּט נוֹקֵב	fear	0.430
punitive	מַעֲנִישׁ	fear	0.425
sordid	מוּשׁחָת	fear	0.425
stake	לְהַמֵר	fear	0.423
tempest	סְעָרָה	fear	0.423
ultimatum	אוּלְטִימָטוּם	fear	0.422
reticent	מְאוּפָּק	fear	0.422
bayonet	כִּידוֹן	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	הַשׁעָיָה	fear	0.422
lament	קִינָה	fear	0.422
burdensome	כָּבֵד	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	חבטות	fear	0.422
coyote	זְאֵב עֲרָבוֹת	fear	0.422
deleterious	מזיק	fear	0.422
dissident	פּוֹרֵשׁ	fear	0.422
varicella	אֲבַעְבּוּעוֹת רוּחַ	fear	0.422
wilderness	מִדבָּר	fear	0.422
delusion	אשליה	fear	0.422
bigot	גדול	fear	0.422
unsteady	מִתנוֹדֵד	fear	0.422
stresses	מדגיש	fear	0.422
offense	עבירה	fear	0.422
heathen	עוֹבֵד אֵלִילִים	fear	0.422
prowl	לְשׁוֹטֵט	fear	0.422
troll	גַמָד	fear	0.422
infamous	מְתוֹעָב	fear	0.422
disappear	לְהֵעָלֵם	fear	0.422
depress	לְדַכֵּא	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	לֹא טִבעִי	fear	0.422
usurped	גוזלים	fear	0.422
steal	לִגנוֹב	fear	0.422
anathema	חֵרֶם	fear	0.422
fainting	הִתעַלְפוּת	fear	0.422
alien	חייזר	fear	0.422
extrajudicial	מיותר	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	הידרה	fear	0.422
adversity	מְצוּקָה	fear	0.418
ineptitude	חוסר אונים	fear	0.417
outsider	זָר	fear	0.413
ugliness	מְכוֹעָרוּת	fear	0.410
vulture	עיט	fear	0.410
immoral	לֹא מוּסָרִי	fear	0.410
scar	צַלֶקֶת	fear	0.406
stressful	מלחיץ	fear	0.406
screech	לִצווֹחַ	fear	0.406
wary	זָהִיר	fear	0.406
disgust	גועל	fear	0.406
stressing	מדגיש	fear	0.406
deport	לְגַרֵשׁ	fear	0.406
nausea	בחילה	fear	0.406
resection	כְּרִיתָה	fear	0.406
blackout	הַאֲפָלָה	fear	0.406
disallowed	אסור	fear	0.406
insolvent	פּוֹשֵׁט רֶגֶל	fear	0.406
dismissal	הֲדָחָה	fear	0.406
omnipotence	יְכוֹלֶת הַכֹּל	fear	0.406
possession	רְשׁוּת	fear	0.406
tearful	דוֹמֵעַ	fear	0.406
disorder	הפרעה	fear	0.406
squall	תְזָזִית	fear	0.406
dominant	דוֹמִינָנטִי	fear	0.406
disabled	נָכֶה	fear	0.406
drones	מזל"ט	fear	0.406
recklessness	פזיזות	fear	0.406
escape	בריחה	fear	0.406
distressed	מצוקה	fear	0.406
claw	טוֹפֶר	fear	0.406
stretcher	אֲלוּנקָה	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	תְשׁוּבָה	fear	0.406
weakly	חָלוּשׁ	fear	0.406
rubble	שִׁברֵי אָבָנִים	fear	0.406
whimper	יְבָבָה	fear	0.406
ghetto	גֶטוֹ	fear	0.406
socialism	סוֹצִיאָלִיזם	fear	0.405
conspiracy	קֶשֶׁר	fear	0.400
toughness	קשיחות	fear	0.400
defection	עָרִיקָה	fear	0.398
absence	הֶעְדֵר	fear	0.396
moan	לִגנוֹחַ	fear	0.394
crusade	מַסָע צְלָב	fear	0.392
radon	ראדון	fear	0.391
lose	לאבד	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	מפוקפק	fear	0.391
unemployed	מובטלים	fear	0.391
reject	לִדחוֹת	fear	0.391
excitation	עִירוּר	fear	0.391
xanax	xanax	fear	0.391
stifled	חָנוּק	fear	0.391
scarecrow	דַחלִיל	fear	0.391
concealment	הַסתָרָה	fear	0.391
conquer	לִכבּוֹשׁ	fear	0.391
discrimination	אַפלָיָה	fear	0.391
diagnosis	אִבחוּן	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	מַלכּוֹדֶת	fear	0.391
separation	הַפרָדָה	fear	0.391
overt	גָלוּי	fear	0.391
urgency	דְחִיפוּת	fear	0.391
musket	מוּסקֶט	fear	0.391
unrest	אִי שָׁקֵט	fear	0.391
descent	מוֹצָא	fear	0.391
avoiding	הימנעות	fear	0.391
cyst	כִּיס	fear	0.391
gulp	לִבלוֹעַ	fear	0.391
procedure	תהליך	fear	0.391
submission	הגשה	fear	0.391
hardened	מוּקשֶׁה	fear	0.391
refutation	הַפרָכָה	fear	0.391
repellent	דוֹחֶה	fear	0.391
cleave	לִדבּוֹק	fear	0.391
suspicion	חֲשָׁד	fear	0.391
poverty	עוני	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	פְּשִׁיטַת רֶגֶל	fear	0.391
mental	נַפשִׁי	fear	0.391
theocratic	תיאוקרטית	fear	0.391
spaz	spaz	fear	0.391
brimstone	גופרית	fear	0.391
throb	פְּעִימָה	fear	0.388
outcast	מְנוּדֶה	fear	0.388
orc	orc	fear	0.388
disapprove	לא לאשר	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	טַעֲנָה	fear	0.377
withdrawals	משיכות	fear	0.377
pressure	לַחַץ	fear	0.375
grieve	לְהִתְאַבֵּל	fear	0.375
frigate	פְרִיגָטָה	fear	0.375
kerosene	נֵפט	fear	0.375
nauseous	מַבְחִיל	fear	0.375
khan	חַאן	fear	0.375
expose	לַחשׂוֹף	fear	0.375
ocd	ocd	fear	0.375
sneaking	מתגנבת	fear	0.375
embarrassment	מְבוּכָה	fear	0.375
bankrupt	פשיטת רגל	fear	0.375
dissolution	התפרקות	fear	0.375
dentistry	רפואת שיניים	fear	0.375
edict	צַו	fear	0.375
bunker	בּוּנקֶר	fear	0.375
antsy	נמרץ	fear	0.375
chasm	תְהוֹם	fear	0.375
escaped	ברח	fear	0.375
whirlpool	מְעַרבּוֹלֶת	fear	0.375
interrogate	לַחקוֹר	fear	0.375
psychological	פְּסִיכוֹלוֹגִי	fear	0.375
obligor	חובה	fear	0.375
misconception	תפיסה מוטעית	fear	0.375
military	צבאי	fear	0.375
suspected	חשוד	fear	0.375
locust	אַרְבֶּה	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	רַע	fear	0.375
coldness	קְרִירוּת	fear	0.375
taunt	לְהִתְגַרוֹת	fear	0.375
obi	אובי	fear	0.375
flu	שַׁפַעַת	fear	0.375
barricade	מִתרָס	fear	0.375
chimera	חֲזוֹן תַעתוּעִים	fear	0.375
sultan	סולטן	fear	0.375
repellant	דוחה	fear	0.373
unknown	לא ידוע	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	קנאה	fear	0.365
mug	ספל	fear	0.359
consternation	תַדְהֵמָה	fear	0.359
rebel	לִמְרוֹד	fear	0.359
conquest	כיבוש	fear	0.359
mournful	עָגוּם	fear	0.359
concerned	מודאג	fear	0.359
mandamus	מנדמוס	fear	0.359
onedge	על הקצה	fear	0.359
recurring	מַחזוֹרִי	fear	0.359
jaundice	צַהֶבֶת	fear	0.359
sectarian	כַּת	fear	0.359
desert	מִדבָּר	fear	0.359
cur	cur	fear	0.359
difficult	קָשֶׁה	fear	0.359
stint	לְקַמֵץ	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	חץ	fear	0.359
spike	דָרְבָּן	fear	0.359
timid	נחבא אל הכלים	fear	0.359
wasting	מְבַזבֵּז	fear	0.359
bottomless	לְלֹא תַחתִית	fear	0.359
warned	הזהיר	fear	0.359
protestant	פְּרוֹטֶסטָנט	fear	0.359
contempt	בּוּז	fear	0.359
exam	בְּחִינָה	fear	0.359
depreciation	פְּחָת	fear	0.359
anomaly	אֲנוֹמַלִיָה	fear	0.359
rejects	דוחה	fear	0.359
pessimism	פֶּסִימִיוּת	fear	0.359
revolution	מַהְפֵּכָה	fear	0.359
formidable	אדיר	fear	0.359
burke	בורקה	fear	0.359
cautionary	מַזהִיר	fear	0.359
headaches	כאבי ראש	fear	0.359
bankruptcy	פְּשִׁיטַת רֶגֶל	fear	0.359
government	מֶמְשָׁלָה	fear	0.359
measles	חַצֶבֶת	fear	0.359
languishing	מתנודד	fear	0.358
constrain	לְהַכרִיחַ	fear	0.358
bane	רַעַל	fear	0.356
impeach	impeach	fear	0.354
warden	סוֹהֵר	fear	0.354
adverse	שְׁלִילִי	fear	0.352
lawyer	עורך דין	fear	0.349
libel	עֲלִילָה	fear	0.348
retrenchment	חַסְכָנוּת	fear	0.345
imminent	מְמַשׁמֵשׁ וּבָא	fear	0.345
unjustifiable	לא מוצדק	fear	0.344
knell	צִלצוּל	fear	0.344
contentious	שנוי במחלוקת	fear	0.344
opposed	מִתנַגֵד	fear	0.344
shame	בושה	fear	0.344
avoidance	הימנעות	fear	0.344
resistant	עָמִיד בִּפְנֵי	fear	0.344
discipline	משמעת	fear	0.344
defy	לְהַתְרִיס	fear	0.344
belittle	לִזַלזֵל בְּעֵרכּוֹ	fear	0.344
fanaticism	קַנָאוּת	fear	0.344
bearish	דוּבִּי	fear	0.344
opium	אוֹפִּיוּם	fear	0.344
sorrow	צַעַר	fear	0.344
mri	מרי	fear	0.344
shaky	רָעוּעַ	fear	0.344
hiss	לִלְחוֹשׁ	fear	0.344
loneliness	בְּדִידוּת	fear	0.344
swerve	לִסְטוֹת	fear	0.344
taboo	טאבו	fear	0.344
reckless	לֹא זָהִיר	fear	0.344
obstacle	מִכשׁוֹל	fear	0.344
launches	משיקה	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	פְּסַק דִין	fear	0.344
servile	מִתרַפֵּס	fear	0.344
hesitation	היסוס	fear	0.344
evade	לְהִתְחַמֵק	fear	0.344
recession	שֵׁפֶל	fear	0.344
eel	צְלוֹפָּח	fear	0.344
shortage	מחסור	fear	0.344
pest	טַרדָן	fear	0.344
cutter	מַחתֵך	fear	0.344
psych	פסיכולוג	fear	0.344
parachute	מַצנֵחַ	fear	0.344
disrespectful	חסר כבוד	fear	0.343
phalanx	פלנקס	fear	0.342
creature	יְצוּר	fear	0.340
mortgage	משכנתא	fear	0.331
specter	רוּחַ	fear	0.331
enigmatic	תָמוּהַ	fear	0.329
caution	זְהִירוּת	fear	0.328
police	מִשׁטָרָה	fear	0.328
shank	שאנק	fear	0.328
undesirable	בִּלתִי רָצוּי	fear	0.328
shutdown	לכבות	fear	0.328
dike	סוֹלְלָה	fear	0.328
subordinate	כָּפוּף	fear	0.328
gametime	זמן משחק	fear	0.328
remove	לְהַסִיר	fear	0.328
smut	סמוט	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	תַקָלָה	fear	0.328
loom	נוֹל	fear	0.328
supremacy	עֶליוֹנוּת	fear	0.328
unlucky	חסר מזל	fear	0.328
quash	לְבַטֵל פְּסַק דִין	fear	0.328
hives	כוורות	fear	0.328
wimp	חֲלָשׁלוּשׁ	fear	0.328
gladiator	גלָדִיאָטוֹר	fear	0.328
feeling	מַרגִישׁ	fear	0.328
dominion	שְׁלִיטָה	fear	0.328
encumbrance	מַעֲמָסָה	fear	0.328
adrift	נִסחָף	fear	0.328
defendant	נֶאְשָׁם	fear	0.328
outpost	מאחז	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	חֲסַר טַעַם	fear	0.328
wrongly	בטעות	fear	0.328
bugaboo	בוגבו	fear	0.328
weirdo	תִמהוֹנִי	fear	0.328
ethereal	שְׁמֵימִי	fear	0.328
scarce	נָדִיר	fear	0.327
unsettled	לֹא יַצִיב	fear	0.327
antisocial	אַנְטִי חֵבְרָתִי	fear	0.324
astray	שולל	fear	0.320
vigilant	דָרוּך	fear	0.319
socialist	סוֹצִיאָלִיסט	fear	0.318
halter	לוּלָאַת תְלִיָה	fear	0.318
pessimist	פֶּסִימִיסט	fear	0.317
pacing	צְעָדָה	fear	0.316
opponent	יָרִיב	fear	0.312
discontinuity	אִי רְצִיפוּת	fear	0.312
conspire	לִקְשׁוֹר קֶשֶׁר	fear	0.312
trickery	רַמָאוּת	fear	0.312
obsessing	אובססיבי	fear	0.312
seclusion	הִסתַגְרוּת	fear	0.312
whirlwind	סוּפָה	fear	0.312
unexpected	בלתי צפוי	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	לִדחוֹס	fear	0.312
collusion	קְנוּנִיָה	fear	0.312
muzzle	לוֹעַ	fear	0.312
blight	כִּמשׁוֹן	fear	0.312
foreigner	זָר	fear	0.312
chargeable	ניתן לחיוב	fear	0.312
laxative	חומר משלשל	fear	0.312
clinical	קליני	fear	0.312
dentist	רופא שיניים	fear	0.312
therapist	מְרַפֵּא	fear	0.312
deadline	מועד אחרון	fear	0.312
bewilderment	מְבוּכָה	fear	0.312
litigate	Lit מצ	fear	0.312
nether	תַחתִי	fear	0.312
thorny	קוֹצָנִי	fear	0.312
valium	ואליום	fear	0.312
powerful	חָזָק	fear	0.312
uneasy	לֹא נוֹחַ	fear	0.312
unkind	רַע	fear	0.312
ordnance	תוֹתָחִים	fear	0.312
wimpy	זאבי	fear	0.312
overthinking	חשיבה מיותרת	fear	0.309
doubts	ספקות	fear	0.308
seriousness	רְצִינוּת	fear	0.305
irrational	לא הגיוני	fear	0.305
erase	לִמְחוֹק	fear	0.303
teasing	מתגרה	fear	0.303
razor	סכין גילוח	fear	0.303
sweating	מְיוֹזָע	fear	0.298
reluctant	מסרב	fear	0.297
mage	קוסם	fear	0.297
crouching	שְׁפִיפָה	fear	0.297
warning	אַזהָרָה	fear	0.297
endless	אינסופי	fear	0.297
adjudicate	לִפְסוֹק	fear	0.297
bale	חֲבִילָה	fear	0.297
inflation	אִינפלַצִיָה	fear	0.297
giant	עֲנָק	fear	0.297
auditor	מבקר	fear	0.297
medical	רְפוּאִי	fear	0.297
swamp	לְהַצִיף	fear	0.297
bitch	כַּלבָּה	fear	0.297
mislead	להוליך שולל	fear	0.297
weighty	כָּבֵד	fear	0.297
avoid	לְהִמָנַע	fear	0.297
depreciated	פוחת	fear	0.297
flounder	דָג סַנְדָּל	fear	0.297
deflation	דפלציה	fear	0.297
unsurpassed	ללא תחרות	fear	0.297
dashed	מקווקו	fear	0.297
hide	להתחבא	fear	0.297
timidity	הַסְסָנוּת	fear	0.297
deluge	מַבּוּל	fear	0.287
disinformation	מֵידָע מַטעֶה	fear	0.286
court	בית משפט	fear	0.284
aversion	סְלִידָה	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	לֹא יְדִידוּתִי	fear	0.281
remains	שְׂרִידִים	fear	0.281
discourage	לדכא	fear	0.281
cautious	זָהִיר	fear	0.281
oncoming	מִתקַרֵב	fear	0.281
flying	עַף	fear	0.281
mistaken	טוֹעֶה	fear	0.281
swelling	נְפִיחוּת	fear	0.281
dwarfed	גמד	fear	0.281
surveillance	הַשׁגָחָה	fear	0.281
apache	אפאצ'י	fear	0.281
rush	לְמַהֵר	fear	0.281
yelp	לְיַלֵל	fear	0.281
cartridge	מַחסָנִית	fear	0.281
fortress	מִבצָר	fear	0.281
bigoted	גדול	fear	0.281
notready	לא מוכן	fear	0.281
challenge	אתגר	fear	0.281
submitting	הַגָשָׁה	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	בִּלבּוּל	fear	0.281
unruly	פָּרוּעַ	fear	0.281
intense	אִינטֶנסִיבִי	fear	0.279
noncompliance	אי - ציות	fear	0.276
alerts	התראות	fear	0.276
planes	מטוסים	fear	0.274
displeased	לא מרוצה	fear	0.273
cop	שׁוֹטֵר	fear	0.273
unbridled	לֹא מְרוּסָן	fear	0.271
regiment	גְדוּד	fear	0.266
crowds	קהלים	fear	0.266
sentence	משפט	fear	0.266
blindfold	כיסוי עיניים	fear	0.266
crouch	לִכרוֹעַ	fear	0.266
belt	חֲגוֹרָה	fear	0.266
hooded	מְכוּסֶה	fear	0.266
uncanny	מִסתוֹרִי	fear	0.266
cupping	הַקָזַת דָם	fear	0.266
sneak	לְהִתְגַנֵב	fear	0.266
cloak	גְלִימָה	fear	0.266
banger	באנגר	fear	0.266
affront	עֶלבּוֹן	fear	0.266
confession	הוֹדָאָה	fear	0.266
blemish	פְּגָם	fear	0.266
posse	חבורה	fear	0.266
auditions	אודישנים	fear	0.266
forgotten	שָׁכוּחַ	fear	0.266
immerse	לִטבּוֹל	fear	0.266
operation	מבצע	fear	0.266
elevation	גוֹבַה	fear	0.266
shanghai	שנחאי	fear	0.266
hood	בַּרדָס	fear	0.266
problem	בְּעָיָה	fear	0.266
skid	הַחלָקָה	fear	0.266
insomnia	נדודי שינה	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	אַקרוֹבָּט	fear	0.266
flurries	התפרצויות	fear	0.266
force	כּוֹחַ	fear	0.266
spur	שְׁלוּחָה	fear	0.262
defense	הֲגָנָה	fear	0.258
mortgagor	מטורף	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	לָרוּץ	fear	0.250
rascal	שׁוֹבָב	fear	0.250
standstill	עמוד דום	fear	0.250
doubt	ספק	fear	0.250
cataract	קָטָרַקט	fear	0.250
repent	לְהִתְחַרֵט	fear	0.250
unfamiliar	זָר	fear	0.250
delusional	הוזה	fear	0.250
obliging	אָדִיב	fear	0.250
hag	מְכַשֵׁפָה	fear	0.250
defend	לְהַגֵן	fear	0.250
guard	שומר	fear	0.250
scapegoat	שָׂעִיר לַעֲזָאזֵל	fear	0.250
swampy	טוֹבְעָנִי	fear	0.250
react	לְהָגִיב	fear	0.250
breakingnews	חדשות מרעישות	fear	0.250
foul	מְגוּנֶה	fear	0.250
spinster	רווקה	fear	0.250
indifference	אֲדִישׁוּת	fear	0.250
sunk	שקע	fear	0.250
picket	משמרת	fear	0.250
insect	חֶרֶק	fear	0.250
rating	דֵרוּג	fear	0.250
forewarned	מוזהרת	fear	0.250
indecisive	הססני	fear	0.250
stealthy	חֲשָׁאִי	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	מקורקע	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	הֲכִי גָבוֹהַ	fear	0.236
inequality	אי שיוויון	fear	0.234
rekindle	להצית מחדש	fear	0.234
shrink	לצמק	fear	0.234
scaffold	גַרדוֹם	fear	0.234
discontent	אִי שְׂבִיעוּת רָצוֹן	fear	0.234
verge	לִגבּוֹל	fear	0.234
psychiatrist	פסיכיאטר	fear	0.234
overdrive	אוברדרייב	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	להתערב	fear	0.234
pinion	אֶבְרָה	fear	0.234
finalized	סופית	fear	0.234
shelters	מקלטים	fear	0.234
sleepless	ללא שינה	fear	0.234
dependence	תלות	fear	0.234
chicken	עוף	fear	0.234
instinctive	אינסטינקטיבית	fear	0.234
buzz	זִמזוּם	fear	0.234
difficulty	קושי	fear	0.234
bee	דבורה	fear	0.234
insomniac	נדודי שינה	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	דוֹלָר	fear	0.234
rushing	רץ	fear	0.233
overslept	מופרז	fear	0.226
default	בְּרִירַת מֶחדָל	fear	0.226
confessional	וידוי	fear	0.225
impatient	חסר סבלנות	fear	0.224
immigrant	מְהַגֵר	fear	0.219
heft	ממשקלן	fear	0.219
sweat	לְהָזִיעַ	fear	0.219
waver	לְהַסֵס	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	קַמצָן	fear	0.219
thrill	רֶטֶט	fear	0.219
cane	מקל	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	מה אם	fear	0.219
tactics	טַקטִיקָה	fear	0.219
veer	לִסְטוֹת	fear	0.219
unequal	לא שוויונית	fear	0.219
lastminute	ברגע אחרון	fear	0.219
jungle	ג'וּנגֶל	fear	0.219
bait	פְּתָיוֹן	fear	0.219
revelations	גילויים	fear	0.219
blues	בלוז	fear	0.219
overtired	יתר על המידה	fear	0.218
prognosis	פּרוֹגנוֹזָה	fear	0.217
alertness	עֵרָנוּת	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	תאחל לי בהצלחה	fear	0.212
tryouts	ניסיונות	fear	0.210
clowns	ליצנים	fear	0.207
fluctuation	תְנוּדָה	fear	0.204
restless	חֲסַר מְנוּחָה	fear	0.204
examination	בְּדִיקָה	fear	0.204
intimacy	אִינטִימִיוּת	fear	0.203
phew	אוף	fear	0.203
quail	שליו	fear	0.203
hurry	לְמַהֵר	fear	0.203
uphill	בְּמַעֲלֶה הַהַר	fear	0.203
mighty	אדיר	fear	0.203
birth	הוּלֶדֶת	fear	0.203
cross	לַחֲצוֹת	fear	0.203
help	עֶזרָה	fear	0.203
overcome	לְהִתְגַבֵּר	fear	0.203
recesses	נסוג	fear	0.203
acceptances	קבלה	fear	0.203
fearless	חסר פחד	fear	0.200
ware	כלי	fear	0.198
change	שינוי	fear	0.198
withstand	לעמוד	fear	0.197
asap	בהקדם האפשרי	fear	0.191
owing	חַיָב	fear	0.188
gnome	גַמָד	fear	0.188
cautiously	בִּזְהִירוּת	fear	0.188
tract	דרכי	fear	0.188
deadlines	מועדים	fear	0.188
heighten	לְהַגבִּיר	fear	0.188
attorney	עו"ד	fear	0.188
bug	חרק	fear	0.188
