word	Amharic-am	emotion	emotion-intensity-score
protestant	አጥባቂ	fear	0.359
contempt	ንቀትን	fear	0.359
exam	ፈተና	fear	0.359
depreciation	መቀነስ	fear	0.359
anomaly	ኢነማል	fear	0.359
rejects	ይቀበላል	fear	0.359
pessimism	አሉታዊ አመለካከት	fear	0.359
revolution	አብዮት	fear	0.359
formidable	በጣም ከባድ	fear	0.359
burke	burke	fear	0.359
cautionary	ጥንቃቄ	fear	0.359
headaches	ራስ ምታት	fear	0.359
bankruptcy	ኪሳራ	fear	0.359
government	መንግስታዊ	fear	0.359
measles	ኩፍኝ	fear	0.359
languishing	ድካም	fear	0.358
constrain	መገደብ	fear	0.358
bane	ቡን	fear	0.356
impeach	መዘዝ	fear	0.354
warden	ጠባቂ	fear	0.354
adverse	ተቃራኒ	fear	0.352
lawyer	ነገረፈጅ	fear	0.349
libel	ስም ማጥፋት	fear	0.348
retrenchment	መቀነስ	fear	0.345
imminent	በጣም ቅርብ ይሆናል	fear	0.345
unjustifiable	ሊስተካከል የማይችል	fear	0.344
knell	ተጣራ	fear	0.344
contentious	ተከራካሪ	fear	0.344
opposed	ተቃዋሚ	fear	0.344
shame	እፍረትን	fear	0.344
avoidance	መወገድ	fear	0.344
resistant	ተከላካይ	fear	0.344
discipline	ተግሣጽ	fear	0.344
defy	ተከላካይ	fear	0.344
belittle	ታዋቂነት	fear	0.344
fanaticism	አክራሪነት	fear	0.344
bearish	ደካማ	fear	0.344
opium	ቢፒየም	fear	0.344
sorrow	ሐዘን	fear	0.344
mri	ሜሪ	fear	0.344
shaky	ተንቀጠቀጠ	fear	0.344
hiss	ሳም	fear	0.344
loneliness	ብቸኝነት	fear	0.344
swerve	ዘወነ	fear	0.344
taboo	ጥብቅ	fear	0.344
reckless	ያለቀለለ	fear	0.344
obstacle	እንቅፋት	fear	0.344
launches	ይጀምራል	fear	0.344
aaaaaaah	yeaaaaahah	fear	0.344
verdict	ፍርዶች	fear	0.344
servile	አገልጋይነት	fear	0.344
hesitation	ማመንታት	fear	0.344
evade	ተንሸራታ	fear	0.344
recession	የኢኮኖሚ ድቀት	fear	0.344
eel	ዳባ	fear	0.344
shortage	እጥረት	fear	0.344
pest	ተባይ	fear	0.344
cutter	መቆለፊያ	fear	0.344
psych	ሳይ	fear	0.344
parachute	ፓራሹት	fear	0.344
disrespectful	አክብሮት የጎደለው	fear	0.343
phalanx	ነሐስ	fear	0.342
creature	ፍጥረት	fear	0.340
mortgage	ሞርጌጅ	fear	0.331
specter	የከረረ	fear	0.331
enigmatic	እብሪተኛ	fear	0.329
caution	ጥንቃቄ	fear	0.328
police	ፖሊስ	fear	0.328
shank	እግር	fear	0.328
undesirable	የማይፈለግ	fear	0.328
shutdown	ዝጋው	fear	0.328
dike	መትከያ	fear	0.328
subordinate	ተቆጣጣሪ	fear	0.328
gametime	ግርግር	fear	0.328
remove	አስወግድ	fear	0.328
smut	መትፋት	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	ተጎድቷል	fear	0.328
loom	መያዣ	fear	0.328
supremacy	የበላይነት	fear	0.328
unlucky	መጥፎ እድል	fear	0.328
quash	እፉኝ	fear	0.328
hives	ቁስል	fear	0.328
wimp	wimp	fear	0.328
gladiator	ግላዲያተር	fear	0.328
feeling	ስሜት	fear	0.328
dominion	የበላይነት	fear	0.328
encumbrance	ጉድለት	fear	0.328
adrift	ወደፊትም	fear	0.328
defendant	ለተከሳሽ	fear	0.328
outpost	የጦር ሰፈሩ	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	ትርጉም የለሽ	fear	0.328
wrongly	በስህተት	fear	0.328
bugaboo	ሳንባባቦ	fear	0.328
weirdo	እንግዳ	fear	0.328
ethereal	ምሰሶ	fear	0.328
scarce	አስቸጋሪ	fear	0.327
unsettled	ተበላሽቷል	fear	0.327
antisocial	ፀረ-ማህበረሰብ	fear	0.324
astray	ጠፋ	fear	0.320
vigilant	ንቁ	fear	0.319
socialist	ሶሻሊስት	fear	0.318
halter	ቁም	fear	0.318
pessimist	ተስፋ ሰጪ	fear	0.317
pacing	መራመጃ	fear	0.316
opponent	ተቃዋሚ	fear	0.312
discontinuity	የማያቋርጥ	fear	0.312
conspire	አተመ	fear	0.312
trickery	ማታለል	fear	0.312
obsessing	አስጨናቂ	fear	0.312
seclusion	መራቅ	fear	0.312
whirlwind	አውሎ ነፋስ	fear	0.312
unexpected	ያልተጠበቀ	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	ቆርቆሮ	fear	0.312
collusion	ግጭት	fear	0.312
muzzle	ዘለላ	fear	0.312
blight	ሽፍታ	fear	0.312
foreigner	የውጭ አገር ሰው	fear	0.312
chargeable	ሊጠየቅ የሚችል	fear	0.312
laxative	ልፍስ	fear	0.312
clinical	ክሊኒክ	fear	0.312
dentist	የጥርስ ሐኪም	fear	0.312
therapist	ሐኪም	fear	0.312
deadline	ማለቂያ ሰአት	fear	0.312
bewilderment	ተከፋፍል	fear	0.312
litigate	ሙግት	fear	0.312
nether	በጣም	fear	0.312
thorny	እሾህ	fear	0.312
valium	ቫለሪየም	fear	0.312
powerful	ኃይለኛ	fear	0.312
uneasy	አስቸጋሪ	fear	0.312
unkind	ክፉኛ	fear	0.312
ordnance	ቅጣቱ	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	በሀሳብ መዋጥ	fear	0.309
doubts	ጥርጣሬዎች	fear	0.308
seriousness	ክብደት	fear	0.305
irrational	ምክንያታዊ ያልሆነ	fear	0.305
erase	ተደምስሱ	fear	0.303
teasing	ተኩስ	fear	0.303
razor	ምላጭ	fear	0.303
sweating	እብጠት	fear	0.298
reluctant	እምቢተኛ	fear	0.297
mage	ሞጂ	fear	0.297
crouching	ድብደባ	fear	0.297
warning	ማስጠንቀቂያ	fear	0.297
endless	ማለቂያ የሌለው	fear	0.297
adjudicate	ፍርዱ	fear	0.297
bale	ቤል	fear	0.297
inflation	የዋጋ ግሽበት	fear	0.297
giant	ግዙፍ	fear	0.297
auditor	ኦዲተር	fear	0.297
medical	ሕክምና	fear	0.297
swamp	ሞገድ	fear	0.297
bitch	ጩኽት	fear	0.297
mislead	አሳሳች	fear	0.297
weighty	ከባድ	fear	0.297
avoid	አስወግድ	fear	0.297
depreciated	ተቀነሰ	fear	0.297
flounder	ዘጋቢ	fear	0.297
deflation	መበከል	fear	0.297
unsurpassed	ያልተገደበ	fear	0.297
dashed	ተሰበረ	fear	0.297
hide	ደብቅ	fear	0.297
timidity	እርማትና	fear	0.297
deluge	የጥፋት ውኃ	fear	0.287
disinformation	የተሳሳተ መረጃ	fear	0.286
court	ፍርድ ቤት	fear	0.284
aversion	ጥላቻ	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	ጥሩ ያልሆነ	fear	0.281
remains	የቀረው	fear	0.281
discourage	ተስፋ ቆረጠ	fear	0.281
cautious	ጥንቃቄ	fear	0.281
oncoming	መጪ	fear	0.281
flying	እየበረረ ነው	fear	0.281
mistaken	የተሳሳተ	fear	0.281
swelling	እብጠት	fear	0.281
dwarfed	ዳውድ	fear	0.281
surveillance	ክትትል	fear	0.281
apache	apache	fear	0.281
rush	ፍጥነት	fear	0.281
yelp	ዮቴል	fear	0.281
cartridge	ካርቶፕ	fear	0.281
fortress	ምሽግ	fear	0.281
bigoted	ትልቅ	fear	0.281
notready	አይደለም	fear	0.281
challenge	ግጥሚያ	fear	0.281
submitting	ማስገባት	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ግራ መጋባት	fear	0.281
unruly	ያልተገራ	fear	0.281
intense	ኃይለኛ	fear	0.279
noncompliance	አለመታዘዝ	fear	0.276
alerts	ማንቂያዎች	fear	0.276
planes	አውሮፕላኖች	fear	0.274
displeased	አልሰደደም	fear	0.273
cop	ፖሊስ	fear	0.273
unbridled	ያልተደባለቀ	fear	0.271
regiment	መኮንኖች	fear	0.266
crowds	ብዙ ሰዎች	fear	0.266
sentence	ዓረፍተ ነገር	fear	0.266
blindfold	ዓይነ ስውር	fear	0.266
crouch	ተኩስ	fear	0.266
belt	ቀበቶ	fear	0.266
hooded	የተኮነነ	fear	0.266
uncanny	አስቂኝ	fear	0.266
cupping	መቁረጥ	fear	0.266
sneak	ተንሸራተት	fear	0.266
cloak	መደረቢያ	fear	0.266
banger	ወሬ ጠባቂ	fear	0.266
affront	ማስፈራራት	fear	0.266
confession	መናዘዝ	fear	0.266
blemish	እንከን	fear	0.266
posse	ምጥ	fear	0.266
auditions	ድምፆች	fear	0.266
forgotten	ተረሳ	fear	0.266
immerse	ሞልቶ	fear	0.266
operation	ቀዶ ጥገና	fear	0.266
elevation	ከፍታ	fear	0.266
shanghai	shanghai	fear	0.266
hood	መከለያ	fear	0.266
problem	ችግር	fear	0.266
skid	ተዘግቷል	fear	0.266
insomnia	እንቅልፍ ማጣት	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	አውሎ ነፋስ	fear	0.266
force	ኃይል	fear	0.266
spur	ፈሰሰ	fear	0.262
defense	መከላከያ	fear	0.258
mortgagor	ሞርጌጅ	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	አሂድ	fear	0.250
rascal	ተስፈኛ	fear	0.250
standstill	መቆሙ	fear	0.250
doubt	ጥርጣሬ	fear	0.250
cataract	የዓይን ሞራ	fear	0.250
repent	ንስሀ ግባ	fear	0.250
unfamiliar	ያልተለመደ	fear	0.250
delusional	ፍርሀት	fear	0.250
obliging	ግዴታ	fear	0.250
hag	ኸረኛ	fear	0.250
defend	ተከላካይ	fear	0.250
guard	ጠባቂ	fear	0.250
scapegoat	ስካለሽ	fear	0.250
swampy	ረግረጋማ	fear	0.250
react	ምላሽ ይሰጣል	fear	0.250
breakingnews	መስበር	fear	0.250
foul	ርኩስ	fear	0.250
spinster	spinster	fear	0.250
indifference	ግዴለሽነት	fear	0.250
sunk	ተገደለ	fear	0.250
picket	መረጣ	fear	0.250
insect	ነፍሳት	fear	0.250
rating	ደረጃ አሰጣጥ	fear	0.250
forewarned	አስቀድሞ የተነገረው	fear	0.250
indecisive	እምቢታ	fear	0.250
stealthy	ስጋት	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	በመሬት ላይ	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ከፍተኛ	fear	0.236
inequality	እኩልነት	fear	0.234
rekindle	ድጋሜ	fear	0.234
shrink	ተሰብስቦ	fear	0.234
scaffold	ጭፌል	fear	0.234
discontent	ቅሬታ	fear	0.234
verge	ግባ	fear	0.234
psychiatrist	ሳይካትሪ	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	ጣልቃ ገብቷል	fear	0.234
pinion	ላባ	fear	0.234
finalized	ተጠናቋል	fear	0.234
shelters	መጠለያዎች	fear	0.234
sleepless	እንቅልፍ	fear	0.234
dependence	ጥገኝነት	fear	0.234
chicken	ዶሮ	fear	0.234
instinctive	በደመ ነፍስ	fear	0.234
buzz	buzz	fear	0.234
difficulty	ችግር	fear	0.234
bee	ንብ	fear	0.234
insomniac	ኢሚኦኒያ	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	ገንዘብ	fear	0.234
rushing	ሩጫ	fear	0.233
overslept	የተትረፈረፈ	fear	0.226
default	ነባሪ	fear	0.226
confessional	እምነት	fear	0.225
impatient	ትዕግስት የሌለባቸው	fear	0.224
immigrant	ስደተኛ	fear	0.219
heft	ዶሮ	fear	0.219
sweat	ላብ	fear	0.219
waver	ተውሷል	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	ተንኮለኛ	fear	0.219
thrill	ደስተኛ	fear	0.219
cane	ዋን	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ቢሆንስ	fear	0.219
tactics	ዘዴዎች	fear	0.219
veer	ፈዘዝ	fear	0.219
unequal	እኩል ያልሆነ	fear	0.219
lastminute	የመጨረሻ ደቂቃ	fear	0.219
jungle	ጫካ	fear	0.219
bait	ማታ	fear	0.219
revelations	መገለጦች	fear	0.219
blues	ሰማያዊ	fear	0.219
overtired	በጣም ፈጣን	fear	0.218
prognosis	የበለፀገ	fear	0.217
alertness	ጥንቃቄ	fear	0.216
hyped	ግትር	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	መልካም ተመኝልኝ	fear	0.212
tryouts	ሙከራዎች	fear	0.210
clowns	ቀልዶች	fear	0.207
fluctuation	ጭማሬ	fear	0.204
restless	እፎይታ	fear	0.204
examination	ምርመራ	fear	0.204
intimacy	ቅርበት	fear	0.203
phew	እፉኝ	fear	0.203
quail	ድርብ	fear	0.203
hurry	ፈጠሪ	fear	0.203
uphill	ወደ ላይ የሚወጣ	fear	0.203
mighty	ኃይለኛ	fear	0.203
birth	ልደት	fear	0.203
cross	መስቀል	fear	0.203
help	እገዛ	fear	0.203
overcome	ድል	fear	0.203
recesses	መጸዳጃ ቤቶች	fear	0.203
acceptances	ተቀባይነት	fear	0.203
fearless	ያለፍርሃት	fear	0.200
ware	ሸክላ	fear	0.198
change	ለውጥ	fear	0.198
withstand	መቋቋም	fear	0.197
asap	ጓድ	fear	0.191
owing	እዳ	fear	0.188
gnome	gnome	fear	0.188
cautiously	ጥንቃቄ	fear	0.188
tract	ትራክት	fear	0.188
deadlines	የጊዜ ገደቦች	fear	0.188
heighten	ከፍ ያለ	fear	0.188
attorney	ጠበቃ	fear	0.188
bug	ሳንካ	fear	0.188
knots	ክታች	fear	0.188
fragile	ተበላሽቷል	fear	0.188
rule	ደንብ	fear	0.188
advance	እድገት	fear	0.188
intrigue	ድብቅነት	fear	0.188
overcoming	ማሸነፍ	fear	0.188
stillness	ድካም	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ይመልከቱ	fear	0.188
unorganised	ያልተደራጀ	fear	0.188
elf	elf	fear	0.185
stillwaiting	አሁንም ድረስ	fear	0.184
lonely	ብቸኛ	fear	0.183
slippery	የሚያንሸራትት	fear	0.181
interview	ቃለመጠይቅ	fear	0.180
everyman	ሁሉም ሰው	fear	0.178
speculation	ግምቶች	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	ግምገማ	fear	0.172
competition	ውድድር	fear	0.172
settlor	ሰፋሪዎች	fear	0.172
rod	ዘንግ	fear	0.172
checkpoint	ቼክ	fear	0.172
regulatory	ተቆጣጣሪ	fear	0.172
worship	አምልኮ	fear	0.172
shell	ሼል	fear	0.172
readytogo	ለመሔድ ዝግጁ	fear	0.172
uncertain	እርግጠኛ አይደለሁም	fear	0.172
unsure	እርግጠኛ አይደለህም	fear	0.172
birch	ብርጭቆ	fear	0.172
surprise	አስገረመ	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ገለባ	fear	0.172
composure	ጸጥታ	fear	0.172
interviewer	ቃለ መጠይቅ አድራጊ	fear	0.172
less	ያነሰ	fear	0.167
coy	coy	fear	0.162
iris	አይሪስ	fear	0.160
audition	መፈተን	fear	0.156
sly	ተንኮል	fear	0.156
legalized	ሕጋዊነት	fear	0.156
intimately	በቅርበት	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	ቆጣሪ	fear	0.156
hearing	መስማት	fear	0.156
bases	መሠረቶች	fear	0.156
medication	መድሃኒት	fear	0.156
ceasefire	የኦፕሬሽን	fear	0.156
retirement	ጡረታ	fear	0.156
courageous	ደፋር	fear	0.154
overthinker	በላይ አጥፋ	fear	0.153
backtrack	የኋላ ትራክ	fear	0.151
dawned	ተኛ	fear	0.150
censor	ሳንሱር	fear	0.149
bailiff	አበዳሪ	fear	0.147
syllabus	ስርዓተ ትምህርት	fear	0.147
gent	ረጋ	fear	0.141
caricature	መፅሃፍ	fear	0.141
rationality	ምክንያታዊነት	fear	0.141
cove	ጎጆ	fear	0.141
newcomer	አዲስ መጤ	fear	0.141
eventuality	ወቅታዊነት	fear	0.141
imagination	ሐሳብ	fear	0.141
validity	ትክክለኛነት	fear	0.141
waiting	በመጠበቅ ላይ	fear	0.141
delay	መዘግየት	fear	0.141
shy	ዓይን አፋጣኝ	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	ምልክት	fear	0.133
excite	አስደሰተ	fear	0.132
raccoon	ሩኖ	fear	0.127
prevent	አግድ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	ቀላ ያለ	fear	0.125
ahhh	አሃህ	fear	0.125
hawk	እምብርት	fear	0.125
campaigning	ዘመቻ	fear	0.125
soready	ከባድ ችግር	fear	0.125
tryout	ሞክረው	fear	0.125
marry	ጋብቻ	fear	0.125
sprite	ስፌራ	fear	0.125
swim	ዋኛ	fear	0.125
gameday	ጋሜታ	fear	0.125
sag	sag	fear	0.123
pharmacy	ፋርማሲ	fear	0.123
policeman	ፖሊስ	fear	0.121
lace	ልኬት	fear	0.111
dreamt	ህልም	fear	0.111
holiness	ቅድስና	fear	0.109
pray	ጸልዩ	fear	0.109
weight	ክብደት	fear	0.109
incase	ምናልባት	fear	0.109
knot	ቋጠሮ	fear	0.109
confidence	በራስ መተማመን	fear	0.109
notoriety	ታዋቂነት	fear	0.109
homework	የቤት ስራ	fear	0.109
destination	መድረሻ	fear	0.109
bigday	ትልቅ ቀን	fear	0.109
slender	ቀጭን	fear	0.100
undecided	ያልተመረጠ	fear	0.098
sympathetic	ርህሩህ	fear	0.097
god	አምላክ	fear	0.094
grades	ውጤቶች	fear	0.094
loyal	ታማኝ	fear	0.094
poise	ምሰሶ	fear	0.094
treat	ተመገብን	fear	0.094
confident	እርግጠኛ ነኝ	fear	0.094
counsellor	አማካሪ	fear	0.094
helmet	የራስ ቁር	fear	0.094
case	ጉዳይ	fear	0.094
locate	ፈልግ	fear	0.094
northeast	ሰሜን ምስራቅ	fear	0.088
compassion	ርኅራኄ	fear	0.078
nurture	መንከባከብ	fear	0.078
graduation	ምረቃ	fear	0.078
graded	ተመድቧል	fear	0.075
mum	እማዬ	fear	0.070
infant	ሕፃን	fear	0.067
civilians	ሲቪሎች	fear	0.062
soulmate	ነፍስ ነሺ	fear	0.062
civilian	ሲቪል	fear	0.062
cloudiness	ደመና	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	ሰልፍ	fear	0.062
cash	ጥሬ ገንዘብ	fear	0.062
journey	ጉዞ	fear	0.062
guidelines	መመሪያዎች	fear	0.062
youth	ወጣት	fear	0.062
opera	ኦፔራ	fear	0.057
synonymous	ተመሳሳይ ቃል	fear	0.056
praying	መጸለይ	fear	0.047
honest	ሐቀኛ	fear	0.047
intelligence	እውቀት	fear	0.038
romance	የፍቅር	fear	0.031
lines	መስመሮች	fear	0.031
volunteer	በፈቃደኝነት	fear	0.031
obey	ታዘዙ	fear	0.016
happiest	በጣም ደስተኛ ነው	joy	0.986
happiness	ደስታ	joy	0.984
bliss	ደስ ይላል	joy	0.971
celebrating	ማክበር	joy	0.970
jubilant	ጉልበት	joy	0.969
ecstatic	ደስ የማይል	joy	0.954
elation	ሞገስ	joy	0.944
bestdayever	ምርጥ ቀን	joy	0.938
beaming	ድብልቅ	joy	0.938
loveee	ፍቅር	joy	0.932
celebration	በዓላት	joy	0.929
awesomeness	ድንቅ	joy	0.926
joy	ደስታ	joy	0.924
happily	በደስታ	joy	0.922
excitement	ስሜት	joy	0.922
euphoria	ጓጉዝ	joy	0.922
fabulous	እጅግ በጣም ጥሩ	joy	0.922
joyous	ደስተኛ	joy	0.922
exuberance	ተለወጠ	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ፍቅር	joy	0.920
gratitude	ምስጋና	joy	0.914
spectacular	አስደናቂ	joy	0.912
merriment	ደስታ	joy	0.912
happydance	ደስታ	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	እጅግ በጣም ደስ ብሎኛል	joy	0.909
triumphant	ድል ​​አድራጊ	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ኤክስታሲ	joy	0.906
cheerful	ደስተኛ	joy	0.906
cheer	በደስታ	joy	0.897
elated	ተደስቷል	joy	0.894
lovethis	ወደዋለሁ	joy	0.891
laugh	ይስቁ	joy	0.891
jolly	ፈገግታ	joy	0.891
pleasures	ደስታን	joy	0.891
excitation	መነቃቃት	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ተደስቷል	joy	0.891
exhilaration	ብስጭት	joy	0.891
marvelously	ድንቅ	joy	0.881
loving	አፍቃሪ	joy	0.879
joyful	ደስተኛ	joy	0.879
outstanding	በጣም ጥሩ	joy	0.879
blissful	ደስ ይላል	joy	0.879
pleasurable	ደስ የሚል	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	በጣም የሚያስደስት	joy	0.875
lovinglife	የፍቅር ሕይወት	joy	0.875
glee	ይደሰቱ	joy	0.875
happyplace	ደስተኛ ቦታ	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	በጣም ደስተኛ	joy	0.868
woohoo	woohoo	joy	0.864
laughing	መሳቅ	joy	0.864
superb	በጣም ጥሩ	joy	0.864
wonderful	ግሩም	joy	0.863
brilliant	ድንቅ	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	ድብደባ	joy	0.859
hooray	እሰይ	joy	0.859
glory	ክብር	joy	0.859
celebrated	ተከበረ	joy	0.859
loved	የተወደደ	joy	0.859
magnificent	ድንቅ	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	ሃሌሉያህ	joy	0.859
exciting	አስደሳች	joy	0.853
heavenly	ሰማያዊ	joy	0.853
thrilled	በደስታ	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	አመሰግናለሁ	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	በረከት	joy	0.844
wonderfully	ድንቅ	joy	0.844
sweetness	ጣፋጭነት	joy	0.833
marvellous	ድንቅ	joy	0.833
festive	አስደሳች	joy	0.833
blessed	ብሩክ	joy	0.833
paradise	ገነት	joy	0.833
celebrations	በዓላት	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ፈገግታ	joy	0.828
enchanting	የሚያስደስት	joy	0.828
love	ፍቅር	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ውዱ ቤቴ	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ሳቅ	joy	0.824
marvelous	ድንቅ	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	የገና በዓል	joy	0.818
sensational	ስሜታዊነት	joy	0.818
delightful	አስደሳች	joy	0.818
happyheart	ደስተኛ ልብ	joy	0.818
rejoicing	ደስ ብሎ	joy	0.818
joys	ደስታዎች	joy	0.818
goodness	ጥሩነት	joy	0.818
excited	ተደስቷል	joy	0.818
excellence	ጥራት ያለው	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ቀልዶች	joy	0.814
glorious	ክቡር	joy	0.812
lovemaking	ፍቅርን መስራት	joy	0.812
rejoice	ደስ ይበላችሁ	joy	0.812
victorious	አሸናፊ	joy	0.812
excellent	በጣም ጥሩ	joy	0.812
bonanza	ቡናዛ	joy	0.812
smiley	ፈገግታ	joy	0.812
enjoy	ይደሰቱ	joy	0.812
splendid	ውበት	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	ጥሩ ጊዜያት	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	መልካም ቀን	joy	0.809
myfavorite	የማዘወትረው	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ደስታ	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ደስታ	joy	0.803
giggle	ጩኸት	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ስኬት	joy	0.797
happier	ደስተኛ	joy	0.797
dancing	ዳንስ	joy	0.797
lovinlife	ተወዳጅነት	joy	0.797
magnificence	ድንቅነት	joy	0.797
lovemylife	ፍቅር	joy	0.797
grateful	አመስጋኝ	joy	0.789
splendor	ግርማ ሞገስ	joy	0.788
amuse	ሞገስ	joy	0.788
fun	አዝናኝ	joy	0.788
happy	ደስተኛ	joy	0.788
enchanted	የተማረከ	joy	0.781
glorify	አክብሩ	joy	0.781
glad	ደስተኛ	joy	0.781
beautiful	ቆንጆ	joy	0.781
solucky	ዕድለኛ	joy	0.781
giggling	ጩኸት	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	የሚወደድ	joy	0.781
heavens	ሰማያት	joy	0.779
perfection	ፍጽምና	joy	0.779
christmassy	ክሪስማስ	joy	0.779
romance	የፍቅር	joy	0.779
thrilling	አስደሳች	joy	0.776
miraculous	ተአምራዊ	joy	0.773
fiesta	Fiesta	joy	0.773
entertain	መዝናኛ	joy	0.773
congrats	እንኳን ደስ አለዎት	joy	0.773
cheers	ቺርስ	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	አዎንታዊነት	joy	0.773
lovable	የሚወደድ	joy	0.773
cheered	ተደስቷል	joy	0.773
funday	አዝናኝ ቀን	joy	0.772
enjoying	እየተደሰቱ	joy	0.771
cuddling	ድብዳብ	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ሞቅ ያለ	joy	0.766
lifeisgood	ህይወት መልካም ነው	joy	0.766
thebest	ከሁሉም ምርጥ	joy	0.766
sosweet	በጣም ጣፋጭ	joy	0.766
smiles	ፈገግታ	joy	0.766
delight	ደስታ	joy	0.765
orgasm	መድረክ	joy	0.765
party	ድግስ	joy	0.765
positive	አዎንታዊ	joy	0.761
cheerfulness	ደስታ	joy	0.758
miracles	ተዓምራት	joy	0.758
sweetheart	ውዴም	joy	0.758
enlighten	ብርሃን ሁን	joy	0.758
christmastime	ክርስትያንኛ	joy	0.757
giddy	ጉድፍ	joy	0.757
romantic	የፍቅር	joy	0.750
gratify	አርክ	joy	0.750
friendliness	ሞገስ	joy	0.750
laughs	ይስቃል	joy	0.750
greatness	ታላቅነት	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ደስ የሚያሰኝ	joy	0.750
blessings	በረከቶች	joy	0.750
smile	ፈገግታ	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ቅዥት	joy	0.748
jubilee	ኢዮቤልዩ	joy	0.742
enthusiasm	ጉጉት	joy	0.742
triumph	ድል	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	አስማታዊ	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ተአምር	joy	0.742
rewarding	በጣም የሚክስ	joy	0.742
feelgood	ስሜት	joy	0.736
prosperity	ብልጽግና	joy	0.735
luxurious	ምቾት	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ዘፋኝ	joy	0.734
goodday	መልካም ቀን	joy	0.734
passionate	ሞቅ ያለ	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	አስቂኝ	joy	0.734
victory	ድል	joy	0.734
admiration	አድናቆት	joy	0.734
tgif	tgif	joy	0.734
glorification	ክብር	joy	0.733
sing	ዘፈን	joy	0.729
glowing	ብሩህ	joy	0.729
breathtaking	እስትንፋስ	joy	0.728
fulfillment	መሟላት	joy	0.728
yessss	yessss	joy	0.728
cheery	ማረፊያ	joy	0.727
thankful	አመስጋኝ ነኝ	joy	0.727
hurrah	ጮክ ብሎ	joy	0.727
