word	German-de	emotion	emotion-intensity-score
buzz	summen	fear	0.234
difficulty	Schwierigkeit	fear	0.234
bee	Biene	fear	0.234
insomniac	schlaflos	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	Bock	fear	0.234
rushing	rauschen	fear	0.233
overslept	verschlafen	fear	0.226
default	Standard	fear	0.226
confessional	Beichtstuhl	fear	0.225
impatient	ungeduldig	fear	0.224
immigrant	Immigrant	fear	0.219
heft	Gewicht	fear	0.219
sweat	Schweiß	fear	0.219
waver	wanken	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	geizig	fear	0.219
thrill	Nervenkitzel	fear	0.219
cane	Stock	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	Was wäre wenn	fear	0.219
tactics	Taktik	fear	0.219
veer	veer	fear	0.219
unequal	ungleich	fear	0.219
lastminute	letzte Minute	fear	0.219
jungle	Dschungel	fear	0.219
bait	Köder	fear	0.219
revelations	Offenbarungen	fear	0.219
blues	Blues	fear	0.219
overtired	übermüdet	fear	0.218
prognosis	Prognose	fear	0.217
alertness	Wachsamkeit	fear	0.216
hyped	gehypt	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wünsch mir Glück	fear	0.212
tryouts	Tryouts	fear	0.210
clowns	Clowns	fear	0.207
fluctuation	Fluktuation	fear	0.204
restless	unruhig	fear	0.204
examination	Untersuchung	fear	0.204
intimacy	Intimität	fear	0.203
phew	Puh	fear	0.203
quail	Wachtel	fear	0.203
hurry	Eile	fear	0.203
uphill	bergauf	fear	0.203
mighty	mächtig	fear	0.203
birth	Geburt	fear	0.203
cross	Kreuz	fear	0.203
help	Hilfe	fear	0.203
overcome	überwinden	fear	0.203
recesses	Vertiefungen	fear	0.203
acceptances	Annahmen	fear	0.203
fearless	furchtlos	fear	0.200
ware	Ware	fear	0.198
change	Veränderung	fear	0.198
withstand	standhalten	fear	0.197
asap	schnellstmöglich	fear	0.191
owing	geschuldet	fear	0.188
gnome	Gnom	fear	0.188
cautiously	vorsichtig	fear	0.188
tract	Traktat	fear	0.188
deadlines	Fristen	fear	0.188
heighten	erhöhen	fear	0.188
attorney	Rechtsanwalt	fear	0.188
bug	Fehler	fear	0.188
knots	Knoten	fear	0.188
fragile	zerbrechlich	fear	0.188
rule	Regel	fear	0.188
advance	voraus	fear	0.188
intrigue	Intrigen	fear	0.188
overcoming	Überwindung	fear	0.188
stillness	Stille	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	Uhr	fear	0.188
unorganised	unorganisiert	fear	0.188
elf	Elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	einsam	fear	0.183
slippery	rutschig	fear	0.181
interview	Interview	fear	0.180
everyman	jeder Mann	fear	0.178
speculation	Spekulation	fear	0.176
needtoknow	mussbekannt sein	fear	0.173
assessment	Bewertung	fear	0.172
competition	Wettbewerb	fear	0.172
settlor	Settlor	fear	0.172
rod	Stange	fear	0.172
checkpoint	Kontrollpunkt	fear	0.172
regulatory	regulierend	fear	0.172
worship	Anbetung	fear	0.172
shell	Schale	fear	0.172
readytogo	bereit	fear	0.172
uncertain	unsicher	fear	0.172
unsure	unsicher	fear	0.172
birch	Birke	fear	0.172
surprise	Überraschung	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	Spreu	fear	0.172
composure	Gelassenheit	fear	0.172
interviewer	Interviewer	fear	0.172
less	Weniger	fear	0.167
coy	schüchtern	fear	0.162
iris	Iris	fear	0.160
audition	Vorsprechen	fear	0.156
sly	schlau	fear	0.156
legalized	legalisiert	fear	0.156
intimately	innig	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Countdown	fear	0.156
hearing	Hören	fear	0.156
bases	Basen	fear	0.156
medication	Medikation	fear	0.156
ceasefire	Waffenstillstand	fear	0.156
retirement	Pensionierung	fear	0.156
courageous	mutig	fear	0.154
overthinker	Übertreibender	fear	0.153
backtrack	Zurückverfolgen	fear	0.151
dawned	dämmerte	fear	0.150
censor	zensieren	fear	0.149
bailiff	Gerichtsvollzieher	fear	0.147
syllabus	Lehrplan	fear	0.147
gent	Herr	fear	0.141
caricature	Karikatur	fear	0.141
rationality	Rationalität	fear	0.141
cove	Bucht	fear	0.141
newcomer	Neuling	fear	0.141
eventuality	Fall	fear	0.141
imagination	Phantasie	fear	0.141
validity	Gültigkeit	fear	0.141
waiting	warten	fear	0.141
delay	verzögern	fear	0.141
shy	schüchtern	fear	0.140
alreadyyyyy	jajajaja	fear	0.140
symptom	Symptom	fear	0.133
excite	anregen	fear	0.132
raccoon	Waschbär	fear	0.127
prevent	verhindern	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	Clown	fear	0.125
ahhh	ähhh	fear	0.125
hawk	Falke	fear	0.125
campaigning	Kampagnen	fear	0.125
soready	so bereit	fear	0.125
tryout	ausprobieren	fear	0.125
marry	heiraten	fear	0.125
sprite	Sprite	fear	0.125
swim	schwimmen	fear	0.125
gameday	Spieltag	fear	0.125
sag	durchhängen	fear	0.123
pharmacy	Apotheke	fear	0.123
policeman	Polizist	fear	0.121
lace	Spitze	fear	0.111
dreamt	träumte	fear	0.111
holiness	Heiligkeit	fear	0.109
pray	beten	fear	0.109
weight	Gewicht	fear	0.109
incase	im Fall	fear	0.109
knot	Knoten	fear	0.109
confidence	Vertrauen	fear	0.109
notoriety	Bekanntheit	fear	0.109
homework	Hausaufgaben	fear	0.109
destination	Ziel	fear	0.109
bigday	großer Tag	fear	0.109
slender	schlank	fear	0.100
undecided	unentschieden	fear	0.098
sympathetic	sympathisch	fear	0.097
god	Gott	fear	0.094
grades	Noten	fear	0.094
loyal	treu	fear	0.094
poise	Haltung	fear	0.094
treat	behandeln	fear	0.094
confident	zuversichtlich	fear	0.094
counsellor	Berater	fear	0.094
helmet	Helm	fear	0.094
case	Fall	fear	0.094
locate	Lokalisieren	fear	0.094
northeast	Nordost-	fear	0.088
compassion	Barmherzigkeit	fear	0.078
nurture	nähren	fear	0.078
graduation	Abschluss	fear	0.078
graded	benotet	fear	0.075
mum	Mama	fear	0.070
infant	Säugling	fear	0.067
civilians	Zivilisten	fear	0.062
soulmate	Seelenverwandte	fear	0.062
civilian	Zivilist	fear	0.062
cloudiness	Trübung	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	Parade	fear	0.062
cash	Kasse	fear	0.062
journey	Reise	fear	0.062
guidelines	Richtlinien	fear	0.062
youth	Jugend	fear	0.062
opera	Oper	fear	0.057
synonymous	gleichbedeutend	fear	0.056
praying	Beten	fear	0.047
honest	ehrlich	fear	0.047
intelligence	Intelligenz	fear	0.038
romance	Romantik	fear	0.031
lines	Linien	fear	0.031
volunteer	Freiwillige	fear	0.031
obey	gehorchen	fear	0.016
happiest	am glücklichsten	joy	0.986
happiness	Glück	joy	0.984
bliss	Glückseligkeit	joy	0.971
celebrating	Feiern	joy	0.970
jubilant	jubelnd	joy	0.969
ecstatic	begeistert	joy	0.954
elation	Begeisterung	joy	0.944
bestdayever	bester Tag überhaupt	joy	0.938
beaming	strahlend	joy	0.938
loveee	Lieber	joy	0.932
celebration	Feier	joy	0.929
awesomeness	Großartigkeit	joy	0.926
joy	Freude	joy	0.924
happily	glücklich	joy	0.922
excitement	Aufregung	joy	0.922
euphoria	Euphorie	joy	0.922
fabulous	fabelhaft	joy	0.922
joyous	fröhlich	joy	0.922
exuberance	Überschwang	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	Liebe	joy	0.920
gratitude	Dankbarkeit	joy	0.914
spectacular	spektakulär	joy	0.912
merriment	Heiterkeit	joy	0.912
happydance	Freudentanz	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	überglücklich	joy	0.909
triumphant	triumphierend	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	Ekstase	joy	0.906
cheerful	heiter	joy	0.906
cheer	jubeln	joy	0.897
elated	begeistert	joy	0.894
lovethis	Liebe	joy	0.891
laugh	Lachen	joy	0.891
jolly	lustig	joy	0.891
pleasures	Vergnügen	joy	0.891
excitation	Erregung	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Erfreut	joy	0.891
exhilaration	Hochgefühl	joy	0.891
marvelously	wunderbar	joy	0.881
loving	liebend	joy	0.879
joyful	froh	joy	0.879
outstanding	hervorragend	joy	0.879
blissful	glückselig	joy	0.879
pleasurable	angenehm	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	begeistert	joy	0.875
lovinglife	liebevolles Leben	joy	0.875
glee	Freude	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	so glücklich	joy	0.868
woohoo	woohoo	joy	0.864
laughing	Lachen	joy	0.864
superb	hervorragend	joy	0.864
wonderful	wunderbar	joy	0.863
brilliant	brillant	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	Jubel	joy	0.859
hooray	Hurra	joy	0.859
glory	Ruhm	joy	0.859
celebrated	gefeiert	joy	0.859
loved	geliebt	joy	0.859
magnificent	großartig	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Halleluja	joy	0.859
exciting	aufregend	joy	0.853
heavenly	paradiesisch	joy	0.853
thrilled	begeistert	joy	0.851
mademyday	meinen Tag gerettet	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	feiern	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	Segen	joy	0.844
wonderfully	wunderbar	joy	0.844
sweetness	Süße	joy	0.833
marvellous	fabelhaft	joy	0.833
festive	festlich	joy	0.833
blessed	gesegnet	joy	0.833
paradise	Paradies	joy	0.833
celebrations	Feierlichkeiten	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	lächelnd	joy	0.828
enchanting	zauberhaft	joy	0.828
love	Liebe	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Trautes Heim, Glück allein	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	Lachen	joy	0.824
marvelous	fabelhaft	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	feierlich	joy	0.818
sensational	sensationell	joy	0.818
delightful	herrlich	joy	0.818
happyheart	glückliches Herz	joy	0.818
rejoicing	Jubel	joy	0.818
joys	Freuden	joy	0.818
goodness	Güte	joy	0.818
excited	aufgeregt	joy	0.818
excellence	Exzellenz	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	herrlich	joy	0.812
lovemaking	Liebe machen	joy	0.812
rejoice	jubeln	joy	0.812
victorious	siegreich	joy	0.812
excellent	Ausgezeichnet	joy	0.812
bonanza	Goldgrube	joy	0.812
smiley	Smiley	joy	0.812
enjoy	genießen	joy	0.812
splendid	herrlich	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	gute Zeiten	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	mein Liebling	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	Vergnügen	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	Freude	joy	0.803
giggle	kichern	joy	0.802
yesss	Jaaa	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	Erfolg	joy	0.797
happier	glücklicher	joy	0.797
dancing	Tanzen	joy	0.797
lovinlife	Lebensfreude	joy	0.797
magnificence	Pracht	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	dankbar	joy	0.789
splendor	Pracht	joy	0.788
amuse	amüsieren	joy	0.788
fun	Spaß	joy	0.788
happy	glücklich	joy	0.788
enchanted	verzaubert	joy	0.781
glorify	verherrlichen	joy	0.781
glad	froh	joy	0.781
beautiful	schön	joy	0.781
solucky	so glücklich	joy	0.781
giggling	kichernd	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	strahlend	joy	0.781
heavens	Himmel	joy	0.779
perfection	Perfektion	joy	0.779
christmassy	weihnachtlich	joy	0.779
romance	Romantik	joy	0.779
thrilling	spannend	joy	0.776
miraculous	Wunder-	joy	0.773
fiesta	Fiesta	joy	0.773
entertain	unterhalten	joy	0.773
congrats	Glückwunsch	joy	0.773
cheers	Prost	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	Positivität	joy	0.773
lovable	liebenswert	joy	0.773
cheered	jubelte	joy	0.773
funday	unterhaltsamen Tag	joy	0.772
enjoying	genießen	joy	0.771
cuddling	kuscheln	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amüsiert	joy	0.766
lifeisgood	Das leben ist gut	joy	0.766
thebest	das beste	joy	0.766
sosweet	so süß	joy	0.766
smiles	lächelt	joy	0.766
delight	Freude	joy	0.765
orgasm	Orgasmus	joy	0.765
party	Party	joy	0.765
positive	positiv	joy	0.761
cheerfulness	Fröhlichkeit	joy	0.758
miracles	Wunder	joy	0.758
sweetheart	Schatz	joy	0.758
enlighten	erleuchten	joy	0.758
christmastime	Weihnachtszeit	joy	0.757
giddy	schwindlig	joy	0.757
romantic	romantisch	joy	0.750
gratify	befriedigen	joy	0.750
friendliness	Freundlichkeit	joy	0.750
laughs	lacht	joy	0.750
greatness	Größe	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	erfreulich	joy	0.750
blessings	Segen	joy	0.750
smile	Lächeln	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	Scherz	joy	0.748
jubilee	Jubiläum	joy	0.742
enthusiasm	Begeisterung	joy	0.742
triumph	Triumph	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magisch	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	Wunder	joy	0.742
rewarding	lohnend	joy	0.742
feelgood	gut fühlen	joy	0.736
prosperity	der Wohlstand	joy	0.735
luxurious	luxuriös	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	lebhaft	joy	0.734
goodday	Schönen Tag	joy	0.734
passionate	leidenschaftlich	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	verzaubern	joy	0.734
victory	Sieg	joy	0.734
admiration	Bewunderung	joy	0.734
tgif	tgif	joy	0.734
glorification	Verherrlichung	joy	0.733
sing	singen	joy	0.729
glowing	glühend	joy	0.729
breathtaking	atemberaubend	joy	0.728
fulfillment	Erfüllung	joy	0.728
yessss	Ja	joy	0.728
cheery	heiter	joy	0.727
thankful	dankbar	joy	0.727
hurrah	Hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Sankt	joy	0.727
award	vergeben	joy	0.727
atpeace	atpeace	joy	0.727
win	Sieg	joy	0.727
merry	fröhlich	joy	0.727
pleased	zufrieden	joy	0.725
radiance	Glanz	joy	0.725
inspiration	Inspiration	joy	0.725
uplift	erheben	joy	0.723
optimistic	optimistisch	joy	0.723
heaven	Himmel	joy	0.721
lucky	Glücklich	joy	0.721
thrill	Nervenkitzel	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	Ferien	joy	0.721
harmony	Harmonie	joy	0.719
brighten	aufhellen	joy	0.719
lover	Liebhaber	joy	0.719
heartfelt	herzlich	joy	0.719
utopian	utopisch	joy	0.719
xmas	Weihnachten	joy	0.719
lovely	schön	joy	0.719
amusement	Amüsement	joy	0.719
congratulatory	Glückwunsch	joy	0.719
praising	loben	joy	0.719
thriving	blühend	joy	0.719
perfect	perfekt	joy	0.719
magic	Zauber	joy	0.712
luckiest	am glücklichsten	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	Luxus	joy	0.712
bestfeeling	bestes Gefühl	joy	0.712
treasures	Schätze	joy	0.712
achievement	Leistung	joy	0.712
yay	Yay	joy	0.712
holiday	Urlaub	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	Kichern	joy	0.706
rave	Rave	joy	0.706
proud	stolz	joy	0.704
truelove	wahre Liebe	joy	0.703
fuckyeah	Fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	erstaunlich	joy	0.703
goodnews	gute Nachrichten	joy	0.703
optimism	Optimismus	joy	0.703
satisfying	befriedigend	joy	0.703
gooood	Gut	joy	0.703
sweetest	am süßesten	joy	0.703
cherish	hegen	joy	0.703
goodlife	gutes Leben	joy	0.703
beautification	Verschönerung	joy	0.703
appreciates	schätzt	joy	0.703
winning	gewinnen	joy	0.703
cuddled	gekuschelt	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	unterhalten	joy	0.700
excite	anregen	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	Geburtstag	joy	0.691
metime	meine Zeit	joy	0.688
favorite	Favorit	joy	0.688
honored	geehrt	joy	0.688
content	Inhalt	joy	0.688
godsend	Geschenk des Himmels	joy	0.688
entertaining	unterhaltsam	joy	0.688
angelic	engelhaft	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	Anbetung	joy	0.688
exquisite	exquisit	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	kostbar	joy	0.682
majestic	majestätisch	joy	0.682
appreciated	geschätzt	joy	0.682
luscious	lecker	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	lächelte	joy	0.682
bestfriends	beste Freunde	joy	0.682
exaltation	Erhöhung	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	hellt auf	joy	0.682
tranquility	Ruhe	joy	0.679
marry	heiraten	joy	0.676
embrace	Umarmung	joy	0.676
positively	positiv	joy	0.676
dearest	Liebste	joy	0.672
relaxation	Entspannung	joy	0.672
accomplished	erreicht	joy	0.672
hug	Umarmung	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	Geburtstag	joy	0.672
grin	Grinsen	joy	0.672
enliven	beleben	joy	0.672
contentment	Zufriedenheit	joy	0.672
hilarious	urkomisch	joy	0.672
giggles	kichert	joy	0.672
bountiful	freigebig	joy	0.667
victor	Sieger	joy	0.667
adore	verehren	joy	0.667
boisterous	ausgelassen	joy	0.667
fulfilled	erfüllt	joy	0.667
fulfill	erfüllen	joy	0.664
cuddles	Streicheleinheiten	joy	0.662
prosperous	wohlhabend	joy	0.660
romanticism	Romantik	joy	0.656
humor	Humor	joy	0.656
glow	glühen	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	angenehm	joy	0.656
appreciation	Anerkennung	joy	0.656
encouraged	ermutigt	joy	0.656
satisfy	erfüllen	joy	0.656
serenity	Gelassenheit	joy	0.656
captivate	bestechen	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	Befriedigung	joy	0.652
treasure	Schatz	joy	0.652
engaged	beschäftigt, verlobt	joy	0.652
praises	lobt	joy	0.652
abundance	Fülle	joy	0.652
fortunes	Vermögen	joy	0.652
relaxing	entspannend	joy	0.652
praised	gelobt	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ergänzen	joy	0.647
affection	Zuneigung	joy	0.647
relieved	erleichtert	joy	0.647
carnival	Karneval	joy	0.643
divine	göttlich	joy	0.641
saintly	heilig	joy	0.641
harmoniously	harmonisch	joy	0.641
achieve	leisten	joy	0.641
thanksgiving	das Erntedankfest	joy	0.641
jackpot	Jackpot	joy	0.641
priceless	unbezahlbar	joy	0.641
sensuality	Sinnlichkeit	joy	0.641
champion	Champion	joy	0.641
wedding	Hochzeit	joy	0.641
uplifting	erhebend	joy	0.641
climax	Höhepunkt	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	friedlich	joy	0.636
twinkle	funkeln	joy	0.636
reverie	Träumereien	joy	0.636
exalt	erhöhen	joy	0.636
winner	Gewinner	joy	0.636
felicity	Glückseligkeit	joy	0.636
cuddle	kuscheln	joy	0.636
comforting	tröstlich	joy	0.636
honeymoon	Flitterwochen	joy	0.636
xoxo	xoxo	joy	0.634
amusing	lustig	joy	0.625
reward	Belohnung	joy	0.625
fondness	Vorliebe	joy	0.625
hearts	Herzen	joy	0.625
brighter	heller	joy	0.625
sweet	Süss	joy	0.625
stargazing	Sterne beobachten	joy	0.625
festival	Festival	joy	0.625
snuggling	kuscheln	joy	0.625
generosity	Großzügigkeit	joy	0.625
gorgeous	Herrlich	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	Sex	joy	0.622
parade	Parade	joy	0.621
applause	Beifall	joy	0.621
genial	genial	joy	0.621
beauty	Schönheit	joy	0.621
kind	nett	joy	0.621
newlife	neues Leben	joy	0.618
aspiring	aufstrebend	joy	0.618
fulfilling	erfüllend	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	tugendhaft	joy	0.613
kiss	Kuss	joy	0.610
winnings	Gewinn	joy	0.609
praiseworthy	lobenswert	joy	0.609
rainbows	Regenbögen	joy	0.609
generous	großzügig	joy	0.609
enlightenment	Aufklärung	joy	0.609
playful	spielerisch	joy	0.609
christmas	Weihnachten	joy	0.609
super	Super	joy	0.609
elegance	Eleganz	joy	0.609
rekindle	neu anzünden	joy	0.609
awards	Auszeichnungen	joy	0.609
adorable	bezaubernd	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	Unabhängigkeit	joy	0.607
successful	erfolgreich	joy	0.606
onelove	eine Liebe	joy	0.606
kindness	Freundlichkeit	joy	0.606
freely	frei	joy	0.606
surprises	Überraschungen	joy	0.606
inspired	inspiriert	joy	0.606
hilarity	Heiterkeit	joy	0.606
wonder	Wunder	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	Unterhaltung	joy	0.603
whimsical	wunderlich	joy	0.603
passion	Leidenschaft	joy	0.603
beautify	verschönern	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	Sonnenaufgang	joy	0.600
godisgood	Gott ist gut	joy	0.597
whoo	Whoo	joy	0.594
angel	Engel	joy	0.594
thankgod	Danke Gott	joy	0.594
accomplishment	Leistung	joy	0.594
flirt	Flirt	joy	0.594
goodmusic	gute Musik	joy	0.594
snuggled	gekuschelt	joy	0.594
revere	verehren	joy	0.594
inspire	inspirieren	joy	0.594
fanfare	Fanfare	joy	0.594
peacefully	friedlich	joy	0.594
jesus	Jesus	joy	0.594
goodies	Leckereien	joy	0.594
heroic	heroisch	joy	0.591
fortune	Vermögen	joy	0.591
friendship	Freundschaft	joy	0.591
singing	Singen	joy	0.591
exalted	erhaben	joy	0.591
summer	Sommer-	joy	0.591
highest	höchste	joy	0.591
overflowing	überfüllt	joy	0.588
contented	zufrieden	joy	0.588
woot	woot	joy	0.588
rollicking	ausgelassen	joy	0.588
hope	Hoffnung	joy	0.586
accolade	Akkolade	joy	0.586
cozy	gemütlich	joy	0.583
delicious	köstlich	joy	0.579
friendly	freundlich	joy	0.578
sensuous	sinnlich	joy	0.578
darling	Liebling	joy	0.578
picturesque	malerisch	joy	0.578
raving	tobend	joy	0.578
praise	loben	joy	0.578
everlasting	ewig	joy	0.578
ambition	Ambition	joy	0.578
thelife	das Leben	joy	0.578
sparkle	funkeln	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	glückliches Mädchen	joy	0.576
flattering	schmeichelhaft	joy	0.576
sensual	sinnlich	joy	0.576
heroism	Heldentum	joy	0.576
succeeding	Erfolg	joy	0.576
grace	Anmut	joy	0.576
peace	Frieden	joy	0.576
livelife	lebe das Leben	joy	0.574
special	Besondere	joy	0.574
tantalizing	verlockend	joy	0.572
pumped	gepumpt	joy	0.567
worthwhile	lohnend	joy	0.562
revels	schwelgt	joy	0.562
prevail	herrschen	joy	0.562
liking	Geschmack	joy	0.562
sunny	sonnig	joy	0.562
relax	Entspannen Sie Sich	joy	0.562
surprise	Überraschung	joy	0.562
hugs	Umarmungen	joy	0.562
admirable	bewundernswert	joy	0.562
hero	Held	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorvoll	joy	0.562
sweets	Süßigkeiten	joy	0.562
prosper	gedeihen	joy	0.562
superstar	Superstar	joy	0.562
favorable	günstig	joy	0.561
bless	segnen	joy	0.561
tenderness	Zärtlichkeit	joy	0.561
freedom	Freiheit	joy	0.561
masterpiece	Meisterstück	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	Träume	joy	0.559
hopeful	hoffnungsvoll	joy	0.559
home	Zuhause	joy	0.559
cruising	Kreuzfahrt	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	Treue	joy	0.553
closeness	Nähe	joy	0.552
eagerness	Eifer	joy	0.552
comfy	gemütlich	joy	0.551
sunshine	Sonnenschein	joy	0.551
confidence	Vertrauen	joy	0.547
mistletoe	Mistel	joy	0.547
elite	Elite	joy	0.547
celestial	himmlisch	joy	0.547
heart	Herz	joy	0.547
completion	Fertigstellung	joy	0.547
good	gut	joy	0.547
daughter	Tochter	joy	0.547
gifts	Geschenke	joy	0.547
astonishment	Erstaunen	joy	0.547
bonus	Bonus	joy	0.547
goodmorning	guten Morgen	joy	0.547
lifted	aufgehoben	joy	0.547
zeal	Eifer	joy	0.547
illuminate	erleuchten	joy	0.547
gift	Geschenk	joy	0.547
vacation	Ferien	joy	0.547
charmed	Fasziniert	joy	0.546
recreation	Erholung	joy	0.545
encouragement	Förderung	joy	0.545
gush	Schwall	joy	0.545
sublime	sublimieren	joy	0.545
dance	tanzen	joy	0.545
god	Gott	joy	0.545
free	frei	joy	0.544
freshstart	Neuanfang	joy	0.544
savior	Retter	joy	0.543
sanctuary	Heiligtum	joy	0.541
grandchildren	Enkelkinder	joy	0.540
wellness	Wellness	joy	0.537
revel	schwelgen	joy	0.534
inspirational	inspirierend	joy	0.531
savor	genießen	joy	0.531
matrimony	Ehe	joy	0.531
money	Geld	joy	0.531
rainbow	Regenbogen	joy	0.531
confident	zuversichtlich	joy	0.531
bridal	Braut-	joy	0.531
music	Musik-	joy	0.531
fab	fabelhaft	joy	0.531
serene	heiter	joy	0.531
alive	am Leben	joy	0.531
holiness	Heiligkeit	joy	0.531
vitality	Vitalität	joy	0.531
liberation	Befreiung	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	beruhigend	joy	0.531
soar	steigen	joy	0.531
firstborn	Erstgeborene	joy	0.531
elegant	elegant	joy	0.530
mastery	Meisterschaft	joy	0.530
illumination	Erleuchtung	joy	0.530
welcomed	willkommen	joy	0.530
warmth	Wärme	joy	0.530
blossom	blühen	joy	0.530
glimmer	Glimmer	joy	0.530
faithful	treu	joy	0.529
treat	behandeln	joy	0.529
snuggles	schmiegt sich an	joy	0.522
laurels	Lorbeeren	joy	0.521
commendable	lobenswert	joy	0.519
powerful	mächtig	joy	0.516
silly	dumm	joy	0.516
zest	Zitrusschale	joy	0.516
presents	die Geschenke	joy	0.516
succeed	gelingen	joy	0.516
jingle	klimpern	joy	0.516
remarkable	bemerkenswert	joy	0.516
greeted	begrüßt	joy	0.516
brotherly	brüderlich	joy	0.516
pride	Stolz	joy	0.516
strengthening	Stärkung	joy	0.516
aspire	streben	joy	0.516
abundant	reichlich	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	strahlend	joy	0.516
almighty	allmächtig	joy	0.516
fancy	schick	joy	0.516
zen	Zen	joy	0.515
coronation	Krönung	joy	0.515
kudos	Kudos	joy	0.515
