word	Telugu-te	emotion	emotion-intensity-score
celebrate	జరుపుకుంటారు	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	వరం	joy	0.844
wonderfully	అద్భుతంగా	joy	0.844
sweetness	తీయగా	joy	0.833
marvellous	అద్భుతమైన	joy	0.833
festive	పండుగ	joy	0.833
blessed	దీవించిన	joy	0.833
paradise	స్వర్గం	joy	0.833
celebrations	వేడుకలు	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	నవ్వుతూ	joy	0.828
enchanting	మంత్రముగ్ధులను	joy	0.828
love	ప్రేమ	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homesweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	నవ్వు	joy	0.824
marvelous	అద్భుతమైన	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	వేడుక	joy	0.818
sensational	సంచలన	joy	0.818
delightful	చూడముచ్చటగా	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	సంతోషపడ్డాడు	joy	0.818
joys	జొయ్స్	joy	0.818
goodness	మంచితనం	joy	0.818
excited	సంతోషిస్తున్నాము	joy	0.818
excellence	సమర్థత	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	అద్భుతమైన	joy	0.812
lovemaking	రాస క్రీడ	joy	0.812
rejoice	సంతోషించండి	joy	0.812
victorious	విజయం	joy	0.812
excellent	అద్భుతమైన	joy	0.812
bonanza	బొనంజా	joy	0.812
smiley	స్మైలీ	joy	0.812
enjoy	ఆనందించండి	joy	0.812
splendid	అద్భుతమైన	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	మంచి రోజులు	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	మంచి రోజు	joy	0.809
myfavorite	అభిమాన	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ఆనందం	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	ఆనందము	joy	0.803
giggle	హాస్యానికి	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	విజయం	joy	0.797
happier	సంతోషముగా	joy	0.797
dancing	డ్యాన్స్	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	వైభవం	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	కృతజ్ఞత	joy	0.789
splendor	శోభ	joy	0.788
amuse	వినోదం	joy	0.788
fun	సరదాగా	joy	0.788
happy	సంతోషంగా	joy	0.788
enchanted	వశీకరణ	joy	0.781
glorify	కీర్తిస్తూ	joy	0.781
glad	ఆనందంగా	joy	0.781
beautiful	అందమైన	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	ముసిముసి నవ్వులు	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	రేడియంట్	joy	0.781
heavens	స్వర్గాలను	joy	0.779
perfection	పరిపూర్ణత	joy	0.779
christmassy	christmassy	joy	0.779
romance	శృంగారం	joy	0.779
thrilling	థ్రిల్లింగ్	joy	0.776
miraculous	మానవాతీతమైన	joy	0.773
fiesta	ఫియస్టా	joy	0.773
entertain	వినోదాన్ని	joy	0.773
congrats	అభినందనలు	joy	0.773
cheers	చీర్స్	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	అనుకూలత	joy	0.773
lovable	lovable	joy	0.773
cheered	cheered	joy	0.773
funday	సరదా గా గడిపిన రోజు	joy	0.772
enjoying	ఆనందించే	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ఆశ్చర్యపరస్తుంది	joy	0.766
lifeisgood	జీవితం చాల బాగుంది	joy	0.766
thebest	అత్యుత్తమమైన	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	నవ్వి	joy	0.766
delight	ఆనందం	joy	0.765
orgasm	స్కలనం	joy	0.765
party	పార్టీ	joy	0.765
positive	అనుకూల	joy	0.761
cheerfulness	ఉల్లాసం	joy	0.758
miracles	అద్భుతాలు	joy	0.758
sweetheart	స్వీట్హార్ట్	joy	0.758
enlighten	జ్ఞానాన్ని	joy	0.758
christmastime	క్రిస్మస్ సమయం	joy	0.757
giddy	తల తిరుగుతున్నట్లు	joy	0.757
romantic	శృంగార	joy	0.750
gratify	ఆనందం కలిగించు	joy	0.750
friendliness	అనుకూలతలు	joy	0.750
laughs	నవ్విన	joy	0.750
greatness	గొప్పతనాన్ని	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ఆనందము	joy	0.750
blessings	దీవెనలు	joy	0.750
smile	స్మైల్	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ఉల్లాసంగా	joy	0.748
jubilee	జూబిలీ	joy	0.742
enthusiasm	అత్యుత్సాహం	joy	0.742
triumph	విజయం	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	మాయా	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	అద్భుతం	joy	0.742
rewarding	బహుమతిగా	joy	0.742
feelgood	మంచి అనుభూతి	joy	0.736
prosperity	శ్రేయస్సు	joy	0.735
luxurious	విలాసవంతమైన	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	సచేతన	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	మక్కువ	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	మంత్రించు	joy	0.734
victory	విజయం	joy	0.734
admiration	ప్రశంస	joy	0.734
tgif	TGIF	joy	0.734
glorification	స్తవము	joy	0.733
sing	పాడే	joy	0.729
glowing	ప్రకాశిస్తూ	joy	0.729
breathtaking	ఉత్కంఠభరితమైన	joy	0.728
fulfillment	సఫలీకృతం	joy	0.728
yessss	yessss	joy	0.728
cheery	ముచ్చటైన	joy	0.727
thankful	కృతజ్ఞత	joy	0.727
hurrah	హుర్రే	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	శాంటా	joy	0.727
award	అవార్డు	joy	0.727
atpeace	ప్రశాంతతో	joy	0.727
win	విజయం	joy	0.727
merry	మెర్రీ	joy	0.727
pleased	గర్వంగా	joy	0.725
radiance	ప్రకాశించే	joy	0.725
inspiration	ప్రేరణ	joy	0.725
uplift	ఉన్నతి	joy	0.723
optimistic	ఆశావాద	joy	0.723
heaven	స్వర్గం	joy	0.721
lucky	అదృష్ట	joy	0.721
thrill	థ్రిల్	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	సెలవులు	joy	0.721
harmony	సామరస్యం	joy	0.719
brighten	ప్రకాశవంతం	joy	0.719
lover	ప్రేమికుడు	joy	0.719
heartfelt	హృదయపూర్వక	joy	0.719
utopian	ఆదర్శధామ	joy	0.719
xmas	క్రిస్మస్	joy	0.719
lovely	సుందరమైన	joy	0.719
amusement	వినోద	joy	0.719
congratulatory	అభినందిస్తూ	joy	0.719
praising	పొగుడుతూ	joy	0.719
thriving	అభివృద్ధి చెందుతున్న	joy	0.719
perfect	పరిపూర్ణ	joy	0.719
magic	మేజిక్	joy	0.712
luckiest	అదృష్టవంతమైన	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	లగ్జరీ	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	సంపద	joy	0.712
achievement	ఘనకార్యం	joy	0.712
yay	అవును	joy	0.712
holiday	సెలవు	joy	0.712
intimate	సన్నిహిత	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	లోలోపల నవ్వుకొను	joy	0.706
rave	రావే	joy	0.706
proud	గర్వంగా	joy	0.704
truelove	నిజమైన ప్రేమ	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	అద్భుతంగా	joy	0.703
goodnews	శుభవార్త	joy	0.703
optimism	ఆశావాదంతో	joy	0.703
satisfying	సంతృప్తికరంగా	joy	0.703
gooood	gooood	joy	0.703
sweetest	తియ్యగా	joy	0.703
cherish	రక్షిస్తున్న	joy	0.703
goodlife	మంచి జీవితం	joy	0.703
beautification	సుందరీకరణ	joy	0.703
appreciates	ప్రశంసించింది	joy	0.703
winning	గెలిచిన	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	వినోదం	joy	0.700
excite	ఉత్తేజపర్చడానికి	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	పుట్టినరోజు	joy	0.691
metime	metime	joy	0.688
favorite	ఇష్టమైన	joy	0.688
honored	సన్మానించారు	joy	0.688
content	కంటెంట్	joy	0.688
godsend	వరము	joy	0.688
entertaining	వినోదాత్మక	joy	0.688
angelic	దేవదూతల	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ఆరాధన	joy	0.688
exquisite	సున్నితమైన	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	విలువైన	joy	0.682
majestic	మనోహరంగా	joy	0.682
appreciated	ప్రశంసలు	joy	0.682
luscious	తియ్యని	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	నవ్వి	joy	0.682
bestfriends	గాఢ స్నేహితులు	joy	0.682
exaltation	ఘనత	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	Brightens	joy	0.682
tranquility	ప్రశాంతతను	joy	0.679
marry	వివాహం	joy	0.676
embrace	ఆలింగనం	joy	0.676
positively	సానుకూలంగా	joy	0.676
dearest	ప్రియమైన	joy	0.672
relaxation	సడలింపు	joy	0.672
accomplished	సాధించవచ్చు	joy	0.672
hug	కౌగిలింత	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	శుభాకాంక్షలు	joy	0.672
grin	నవ్వు	joy	0.672
enliven	enliven	joy	0.672
contentment	కంటెంట్మెంట్	joy	0.672
hilarious	ఉల్లాసంగా	joy	0.672
giggles	ముసిముసి	joy	0.672
bountiful	ఔదార్యాన్ని	joy	0.667
victor	విక్టర్	joy	0.667
adore	ఆరాధించు	joy	0.667
boisterous	అట్టహాసమైన	joy	0.667
fulfilled	నెరవేరింది	joy	0.667
fulfill	పూర్తి	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	సంపన్న	joy	0.660
romanticism	కాల్పనికవాదం	joy	0.656
humor	హాస్యం	joy	0.656
glow	మిణుగురు	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	ఆహ్లాదకరమైన	joy	0.656
appreciation	ప్రశంసతో	joy	0.656
encouraged	రకమయిన	joy	0.656
satisfy	సంతృప్తి	joy	0.656
serenity	ప్రశాంతత	joy	0.656
captivate	దోచుకోవడానికి	joy	0.656
besties	ప్రాణ స్నేహితులు	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	సంతృప్తి	joy	0.652
treasure	ట్రెజర్	joy	0.652
engaged	నిశ్చితార్థం	joy	0.652
praises	పొగడ్తలు	joy	0.652
abundance	సమృద్ధి	joy	0.652
fortunes	అదృష్టం	joy	0.652
relaxing	సడలించడం	joy	0.652
praised	ప్రశంసించారు	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	పూరక	joy	0.647
affection	ఆప్యాయత	joy	0.647
relieved	ఉపశమనం	joy	0.647
carnival	కార్నివాల్	joy	0.643
divine	దైవ సంబంధమైన	joy	0.641
saintly	పావన	joy	0.641
harmoniously	శాంతియుతంగా	joy	0.641
achieve	సాధించడానికి	joy	0.641
thanksgiving	థాంక్స్	joy	0.641
jackpot	జాక్పాట్	joy	0.641
priceless	వెలకట్టలేని	joy	0.641
sensuality	శృంగారం	joy	0.641
champion	ఛాంపియన్	joy	0.641
wedding	పెండ్లి	joy	0.641
uplifting	అప్ లిఫ్టింగ్	joy	0.641
climax	అంతిమ ఘట్టం	joy	0.636
yayy	yayy	joy	0.636
peaceful	శాంతియుత	joy	0.636
twinkle	ట్వింకిల్	joy	0.636
reverie	స్వప్నావస్థ	joy	0.636
exalt	పొగడు	joy	0.636
winner	విజేత	joy	0.636
felicity	ఆనందము	joy	0.636
cuddle	గట్టిగా కౌగిలించుకొనుట	joy	0.636
comforting	మభ్యపెట్టే	joy	0.636
honeymoon	హనీమూన్	joy	0.636
xoxo	xoxo	joy	0.634
amusing	వినోదాత్మక	joy	0.625
reward	బహుమతి	joy	0.625
fondness	అభిమానానికి	joy	0.625
hearts	హృదయాలను	joy	0.625
brighter	ప్రకాశవంతంగా	joy	0.625
sweet	తీపి	joy	0.625
stargazing	stargazing	joy	0.625
festival	పండుగ	joy	0.625
snuggling	snuggling	joy	0.625
generosity	దాతృత్వం	joy	0.625
gorgeous	అందమైన	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	సెక్స్	joy	0.622
parade	కవాతు	joy	0.621
applause	ప్రశంసలను	joy	0.621
genial	ఉత్సాహవంతుడని	joy	0.621
beauty	అందం	joy	0.621
kind	రకం	joy	0.621
newlife	కొత్త జీవితం	joy	0.618
aspiring	వర్ధమాన	joy	0.618
fulfilling	నిర్వర్తించారు	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ధర్మపరులుగా	joy	0.613
kiss	ముద్దు	joy	0.610
winnings	విజయాల	joy	0.609
praiseworthy	praiseworthy	joy	0.609
rainbows	రైన్బోవ్స్	joy	0.609
generous	ఉదారంగా	joy	0.609
enlightenment	జ్ఞానోదయ	joy	0.609
playful	సరదా	joy	0.609
christmas	క్రిస్మస్	joy	0.609
super	సూపర్	joy	0.609
elegance	చక్కదనం	joy	0.609
rekindle	rekindle	joy	0.609
awards	అవార్డులు	joy	0.609
adorable	పూజ్యమైన	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	స్వాతంత్య్రం	joy	0.607
successful	విజయవంతమైన	joy	0.606
onelove	ఒక ప్రేమ	joy	0.606
kindness	దయ	joy	0.606
freely	ఉచితంగా	joy	0.606
surprises	ఆశ్చర్యకరమైన	joy	0.606
inspired	ప్రేరేపిత	joy	0.606
hilarity	ఆనందము	joy	0.606
wonder	ఆశ్చర్యానికి	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	వినోదం	joy	0.603
whimsical	విచిత్రమైన	joy	0.603
passion	అభిరుచి	joy	0.603
beautify	అందంగా	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	సూర్యోదయం	joy	0.600
godisgood	భగవంతుడు మంచివాడు	joy	0.597
whoo	చూడమ్మా	joy	0.594
angel	దూత	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	సాఫల్యం	joy	0.594
flirt	పరిహసముచేయు	joy	0.594
goodmusic	మంచి సంగీతం	joy	0.594
snuggled	snuggled	joy	0.594
revere	గౌరవిస్తారు	joy	0.594
inspire	స్ఫూర్తి	joy	0.594
fanfare	శోభాయమానంగా	joy	0.594
peacefully	శాంతియుతంగా	joy	0.594
jesus	jesus	joy	0.594
goodies	గూడీస్	joy	0.594
heroic	వీరోచిత	joy	0.591
fortune	అదృష్టం	joy	0.591
friendship	స్నేహం	joy	0.591
singing	గానం	joy	0.591
exalted	అత్యున్నత	joy	0.591
summer	వేసవి	joy	0.591
highest	అత్యధిక	joy	0.591
overflowing	పొంగిప్రవహిస్తున్న	joy	0.588
contented	తృప్తిగా	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	ఆశిస్తున్నాము	joy	0.586
accolade	పురస్కారం	joy	0.586
cozy	హాయిగా	joy	0.583
delicious	రుచికరమైన	joy	0.579
friendly	స్నేహపూర్వక	joy	0.578
sensuous	ఇంద్రియ	joy	0.578
darling	డార్లింగ్	joy	0.578
picturesque	సుందరమైన	joy	0.578
raving	రావింగ్	joy	0.578
praise	ప్రశంసలు	joy	0.578
everlasting	నిత్య	joy	0.578
ambition	ఆశయం	joy	0.578
thelife	జీవితం	joy	0.578
sparkle	మరుపు	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	ప్రశంసా	joy	0.576
sensual	ఇంద్రియాలకు	joy	0.576
heroism	హీరోయిజం	joy	0.576
succeeding	విజయవంతమయ్యారు	joy	0.576
grace	దయ	joy	0.576
peace	శాంతి	joy	0.576
livelife	జీవితాని జీవించండి	joy	0.574
special	ప్రత్యేక	joy	0.574
tantalizing	భాధించే	joy	0.572
pumped	పంప్	joy	0.567
worthwhile	విలువైనదే	joy	0.562
revels	రేవేల్స్	joy	0.562
prevail	వ్యాప్తి చెందడం	joy	0.562
liking	రుచించలేదు	joy	0.562
sunny	ఎండ	joy	0.562
relax	విశ్రాంతి	joy	0.562
surprise	ఆశ్చర్యం	joy	0.562
hugs	కౌగిలింతల	joy	0.562
admirable	ప్రశంసనీయం	joy	0.562
hero	హీరో	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	హాస్య	joy	0.562
sweets	స్వీట్లు	joy	0.562
prosper	సంపన్నుడవుతాను	joy	0.562
superstar	సూపర్స్టార్	joy	0.562
favorable	అనుకూలమైన	joy	0.561
bless	దీవించమని	joy	0.561
tenderness	సున్నితత్వం	joy	0.561
freedom	స్వేచ్ఛ	joy	0.561
masterpiece	రచన	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	కలలు	joy	0.559
hopeful	ఆశాజనకంగా	joy	0.559
home	హోమ్	joy	0.559
cruising	క్రూజింగ్	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	నిజము	joy	0.553
closeness	సాన్నిహిత్యం	joy	0.552
eagerness	ఆత్రుతను	joy	0.552
comfy	comfy	joy	0.551
sunshine	సూర్యరశ్మి	joy	0.551
confidence	విశ్వాసం	joy	0.547
mistletoe	మిస్టేల్టోయ్	joy	0.547
elite	ఉన్నత	joy	0.547
celestial	ఖగోళ	joy	0.547
heart	గుండె	joy	0.547
completion	పూర్తి	joy	0.547
good	మంచి	joy	0.547
daughter	కుమార్తె	joy	0.547
gifts	బహుమతులు	joy	0.547
astonishment	ఆశర్యం	joy	0.547
bonus	అదనపు	joy	0.547
goodmorning	శుభోదయం	joy	0.547
lifted	ఎత్తివేసింది	joy	0.547
zeal	ఉత్సాహాన్ని	joy	0.547
illuminate	ప్రకాశించే	joy	0.547
gift	గిఫ్ట్	joy	0.547
vacation	సెలవు	joy	0.547
charmed	ఆకర్షణీయమైన	joy	0.546
recreation	వినోదం	joy	0.545
encouragement	ప్రోత్సాహంతో	joy	0.545
gush	అల్లరిచిల్లరిగా	joy	0.545
sublime	ఉత్కృష్టమైన	joy	0.545
dance	నృత్య	joy	0.545
god	దేవుడు	joy	0.545
free	ఉచిత	joy	0.544
freshstart	తాజాగా మొదలుపెట్టు	joy	0.544
savior	రక్షకుని	joy	0.543
sanctuary	అభయారణ్యం	joy	0.541
grandchildren	మునుమనవళ్లను	joy	0.540
wellness	వెల్నెస్	joy	0.537
revel	ఆనందించు	joy	0.534
inspirational	ప్రేరణా	joy	0.531
savor	సువాసన కలుగునట్లు	joy	0.531
matrimony	వివాహం	joy	0.531
money	డబ్బు	joy	0.531
rainbow	ఇంద్రధనస్సు	joy	0.531
confident	నమ్మకంగా	joy	0.531
bridal	పెళ్లి	joy	0.531
music	సంగీతం	joy	0.531
fab	ఫ్యాబ్	joy	0.531
serene	నిర్మలమైన	joy	0.531
alive	సజీవంగా	joy	0.531
holiness	పవిత్రమైన	joy	0.531
vitality	తేజము	joy	0.531
liberation	విముక్తి	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	ఓదార్పు	joy	0.531
soar	ఎగురుతుంది	joy	0.531
firstborn	జ్యేష్ఠ	joy	0.531
elegant	సొగసైన	joy	0.530
mastery	పాండిత్యం	joy	0.530
illumination	ప్రకాశం	joy	0.530
welcomed	స్వాగతించారు	joy	0.530
warmth	వెచ్చదనం	joy	0.530
blossom	వికసించాడు	joy	0.530
glimmer	గ్లిమ్మెర్	joy	0.530
faithful	విశ్వాసకులు	joy	0.529
treat	చికిత్స	joy	0.529
snuggles	snuggles	joy	0.522
laurels	దానితో	joy	0.521
commendable	ఇంతటి	joy	0.519
powerful	శక్తివంతమైన	joy	0.516
silly	వెర్రి	joy	0.516
zest	అభిరుచి	joy	0.516
presents	బహుమతుల	joy	0.516
succeed	విజయవంతం	joy	0.516
jingle	జింగిల్	joy	0.516
remarkable	చెప్పుకోదగిన	joy	0.516
greeted	పలకరించింది	joy	0.516
brotherly	సోదర	joy	0.516
pride	అహంకారం	joy	0.516
strengthening	బలపరిచేటటువంటి	joy	0.516
aspire	ఆస్పైర్	joy	0.516
abundant	సమృద్ధిగా	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ఎంతో	joy	0.516
almighty	దేవుడు	joy	0.516
fancy	ఫాన్సీ	joy	0.516
zen	జెన్	joy	0.515
coronation	పట్టాభిషేక	joy	0.515
kudos	వైభవము	joy	0.515
vivid	స్పష్టమైన	joy	0.515
leisure	విశ్రాంతి	joy	0.515
complete	పూర్తి	joy	0.515
cutie	అందమైన పడుచుపిల్ల	joy	0.515
newme	newme	joy	0.515
familytime	familytime	joy	0.515
animated	యానిమేటెడ్	joy	0.515
spirit	ఆత్మ	joy	0.515
thanking	కృతజ్ఞతలు	joy	0.515
kid	పిల్లవాడిని	joy	0.515
shining	మెరుస్తూ	joy	0.515
payday	పేడే	joy	0.515
princely	రాచరిక	joy	0.515
reunited	నటించడం	joy	0.515
therapeutic	చికిత్సా	joy	0.515
comfort	సౌకర్యం	joy	0.515
godly	దైవిక	joy	0.514
marriage	వివాహ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	సంబంధం	joy	0.514
spouse	జీవిత భాగస్వామి	joy	0.507
intimately	రాధతో	joy	0.507
accomplish	సాధనకు	joy	0.500
excel	Excel	joy	0.500
inviting	ఆహ్వానించకుండా	joy	0.500
meritorious	ప్రతిభావంతులైన	joy	0.500
diamond	వజ్రం	joy	0.500
nature	ప్రకృతి	joy	0.500
dignity	గౌరవం	joy	0.500
family	కుటుంబం	joy	0.500
soulful	భావాలను	joy	0.500
charitable	స్వచ్ఛంద	joy	0.500
encourage	ప్రోత్సహిస్తున్నాము	joy	0.500
friends	స్నేహితులు	joy	0.500
satisfied	సంతృప్తి	joy	0.500
welcoming	స్వాగతించే	joy	0.500
healthy	ఆరోగ్యకరమైన	joy	0.500
surreal	అధివాస్తవిక	joy	0.500
refreshed	రిఫ్రెష్	joy	0.500
beach	బీచ్	joy	0.500
motherhood	మాతృత్వం	joy	0.500
respect	గౌరవం	joy	0.500
gem	రత్నం	joy	0.500
erotic	శృంగార	joy	0.500
visionary	అధ్బుతమైన	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	సాధించవచ్చు	joy	0.500
christ	క్రీస్తు	joy	0.500
memorable	చిరస్మరణీయ	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	బేబీ	joy	0.500
purr	గురక	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	కచ్చితత్వాన్ని	joy	0.500
bloom	వికసించిన	joy	0.500
carefree	నిర్లక్ష్య	joy	0.500
aura	సౌరభం	joy	0.493
health	ఆరోగ్య	joy	0.493
liberty	స్వేచ్ఛ	joy	0.486
approved	ఆమోదం	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	ఒయాసిస్	joy	0.486
rapture	రప్చర్	joy	0.485
engaging	మనసుకు	joy	0.485
crowning	పట్టాభిషేకం	joy	0.485
aspiration	ఆశించిన	joy	0.485
prestige	ప్రతిష్ట	joy	0.485
crescendo	పతాక సన్నివేశానికి	joy	0.485
gentle	సాధువైన	joy	0.485
liberate	విముక్తి	joy	0.485
betrothed	నిశ్చితార్దం	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	నేరస్థుల	joy	0.485
privileged	విశేష	joy	0.485
loyal	నమ్మకమైన	joy	0.485
inseparable	విడదీయరాని	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	దాస	joy	0.484
trophy	ట్రోఫీ	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	అదృష్టం	joy	0.484
creativity	సృజనాత్మకత	joy	0.484
destiny	గమ్యం	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	అధిగమించడం	joy	0.484
bouquet	గుత్తి	joy	0.484
chocolate	చాక్లెట్	joy	0.484
aloha	Aloha	joy	0.484
yummy	పరిమళం	joy	0.484
dream	కావాలని	joy	0.484
desire	కోరిక	joy	0.484
boyfriend	ప్రియుడు	joy	0.480
commemoration	సంస్మరణ	joy	0.479
intelligence	మేధస్సు	joy	0.477
readiness	సంసిద్ధతను	joy	0.473
friend	స్నేహితుడు	joy	0.471
enthusiast	ఔత్సాహికుల	joy	0.471
bride	వధువు	joy	0.471
lush	లష్	joy	0.470
calming	calming	joy	0.470
inheritance	వారసత్వ	joy	0.470
kiddo	kiddo	joy	0.470
massage	మర్దన	joy	0.470
tickle	చక్కిలిగింత	joy	0.470
adventure	సాహస	joy	0.470
nostalgia	నోస్టాల్జియా	joy	0.470
soothe	ఉపశమనానికి	joy	0.470
goals	గోల్స్	joy	0.469
luster	మెరుపులో	joy	0.469
giving	ఇవ్వడం	joy	0.469
princess	యువరాణి	joy	0.469
heartily	ఆశతో	joy	0.469
benevolence	దయ	joy	0.469
nurture	పెంపకం	joy	0.469
bridegroom	పెళ్ళికొడుకు	joy	0.469
eternal	శాశ్వత	joy	0.469
pray	ప్రే	joy	0.469
getaway	తప్పించుకొనుట	joy	0.469
humanitarian	మానవతా	joy	0.469
bonding	బంధం	joy	0.469
rest	మిగిలిన	joy	0.469
amicable	స్నేహపూర్వకమైన	joy	0.469
purring	మూలిగే	joy	0.469
pretty	చక్కని	joy	0.469
child	పిల్లల	joy	0.466
salutary	పరిస్థితి	joy	0.465
invite	ఆహ్వానిస్తున్నాము	joy	0.457
reminiscing	రెమినిస్కింగ్	joy	0.456
beam	పుంజం	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ఉష్ణమండల	joy	0.455
aesthetics	సౌందర్యానికి	joy	0.455
friday	శుక్రవారం	joy	0.455
elevation	ఎత్తు	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	వేడుక	joy	0.455
mindfulness	ఆనాపానసతి	joy	0.455
hee	హీ	joy	0.455
kindred	కిండ్రెడ్	joy	0.455
scholarship	స్కాలర్షిప్	joy	0.455
befriend	స్నేహంగా	joy	0.455
commemorate	జ్ఞాపకార్ధం	joy	0.453
allure	ఆకర్షణ	joy	0.453
faith	విశ్వాసం	joy	0.453
forgiveness	క్షమాపణ	joy	0.453
scenery	దృశ్యం	joy	0.453
vindication	నిర్మూలన	joy	0.453
waterfall	జలపాతం	joy	0.453
birth	పుట్టిన	joy	0.453
noworries	కంగారుపడవద్దు	joy	0.453
approve	ఆమోదించడానికి	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	ప్రయాణం	joy	0.447
meditation	ధ్యానం	joy	0.446
relaxed	రిలాక్స్డ్	joy	0.442
tranquil	ప్రశాంత	joy	0.441
weekend	వారాంతంలో	joy	0.441
present	ప్రస్తుతం	joy	0.441
tender	టెండర్	joy	0.441
nostalgic	వ్యామోహం	joy	0.439
prayer	ప్రార్థన	joy	0.439
sharing	భాగస్వామ్య	joy	0.439
esteem	గౌరవం	joy	0.439
lyrical	లిరికల్	joy	0.439
righteousness	ధర్మానికి	joy	0.439
share	వాటా	joy	0.438
husband	భర్త	joy	0.438
life	జీవితం	joy	0.438
sonnet	సొనెట్	joy	0.438
