word	Armenian-hy	emotion	emotion-intensity-score
goblin	գոբլին	fear	0.594
infidel	անհավատարիմ	fear	0.594
sepsis	sepsis	fear	0.594
paranoia	paranoia	fear	0.594
euthanasia	էվթանազիա	fear	0.594
ominous	վնասակար	fear	0.594
hypertrophy	հիպերտրոֆիա	fear	0.594
deceit	խաբեություն	fear	0.594
tremor	ցնցում	fear	0.594
belligerent	ռազմատենչ	fear	0.594
torrent	հեղեղ	fear	0.594
sickness	հիվանդություն	fear	0.594
wounded	վիրավորվել	fear	0.592
elimination	վերացնելը	fear	0.588
lava	լավա	fear	0.588
spank	սպանդ	fear	0.587
hostilities	ռազմական գործողությունները	fear	0.586
dismal	չարագուշակ	fear	0.584
blockade	շրջափակումը	fear	0.582
punch	դակիչ	fear	0.580
demoralized	բարորակեցված	fear	0.578
coward	վախկոտ	fear	0.578
sostressed	NO TRANSLATION	fear	0.578
forbidding	արգելում է	fear	0.578
shady	ստվերոտ	fear	0.578
dispossessed	տիրապետված	fear	0.578
clashing	ծեծկռտուք	fear	0.578
stealing	գողանալը	fear	0.578
parasite	պարազիտ	fear	0.578
volatility	անկայունություն	fear	0.578
deprivation	զրկանք	fear	0.578
apprehensive	անհանգստացած	fear	0.578
eatingdisorders	NO TRANSLATION	fear	0.578
shudder	ցնցող	fear	0.578
loss	կորուստը	fear	0.578
tumultuous	աղմկոտ	fear	0.578
assail	հարձակման	fear	0.578
grizzly	grizzly	fear	0.578
worry	անհանգստացեք	fear	0.578
hateful	ատելություն	fear	0.578
confined	սահմանափակված	fear	0.578
evacuate	հեռացնել	fear	0.578
quarantine	կարանտին	fear	0.578
dire	NO TRANSLATION	fear	0.578
jeopardy	վտանգը	fear	0.578
failure	ձախողում	fear	0.578
bacteria	բակտերիաներ	fear	0.578
pained	ցավալի	fear	0.578
curse	անիծել	fear	0.578
abyss	անդունդ	fear	0.578
haunted	հորինված	fear	0.578
surgery	վիրահատություն	fear	0.578
jail	բանտ	fear	0.578
desecration	նսեմացում	fear	0.578
infliction	վնասը	fear	0.578
cringe	cringe	fear	0.578
angina	անգինա	fear	0.578
mob	ամբոխը	fear	0.577
perdition	կորուստը	fear	0.577
comatose	կոմբինատը	fear	0.575
unholy	անթույլատրելի	fear	0.575
toxin	տոքսին	fear	0.575
pillage	թալան	fear	0.574
incest	անզգայացում	fear	0.571
wound	վերքը	fear	0.571
forced	հարկադրաբար	fear	0.569
cowardice	վախկոտություն	fear	0.567
crypt	գաղտնի	fear	0.566
domination	տիրապետություն	fear	0.566
witch	կախարդ	fear	0.565
smuggle	մաքսանենգություն	fear	0.565
martyrdom	նահատակությունը	fear	0.562
martyr	նահատակ	fear	0.562
impending	առաջիկա օրերին	fear	0.562
turbulence	ցնցումներ	fear	0.562
risk	ռիսկը	fear	0.562
polio	պոլիոյին	fear	0.562
prisoner	բանտարկյալ	fear	0.562
ulcer	խոցը	fear	0.562
worries	մտահոգություններ	fear	0.562
powerless	անզոր	fear	0.562
overpowering	գերակշռում	fear	0.562
mange	NO TRANSLATION	fear	0.562
corrupting	կոռումպացված	fear	0.562
confine	սահմանափակել	fear	0.562
appalling	սարսափելի	fear	0.562
eeek	NO TRANSLATION	fear	0.562
distressing	ցնցող	fear	0.562
deterioration	վատթարացում	fear	0.562
duel	մենամարտ	fear	0.562
banished	հեռացվեց	fear	0.562
syncope	սինկոֆը	fear	0.562
evasion	խուսափելը	fear	0.562
grave	գերեզման	fear	0.562
vanished	անհետացավ	fear	0.562
purge	մաքրում	fear	0.562
hunter	որսորդ	fear	0.562
inflict	պատճառել	fear	0.562
thrash	բախվելով	fear	0.562
afflict	տառապանք	fear	0.562
masks	դիմակներ	fear	0.562
punishing	պատժելու համար	fear	0.562
incubus	incubus	fear	0.562
sacrifices	զոհեր	fear	0.562
freak	կատաղություն	fear	0.562
jitters	ջուրը	fear	0.562
incrimination	խարդախություն	fear	0.562
gunpowder	վառոդ	fear	0.562
degrading	դաժանություն	fear	0.562
pitfall	խայծ	fear	0.562
lawsuit	դատական ​​գործը	fear	0.562
misfortune	դժբախտություն	fear	0.562
apprehend	հասկանալ	fear	0.562
risky	ռիսկային	fear	0.562
travesty	տրավերտեսություն	fear	0.562
unsafe	վտանգավոր	fear	0.561
perpetrator	հանցագործը	fear	0.560
worstfeeling	NO TRANSLATION	fear	0.560
sin	NO TRANSLATION	fear	0.560
intimidation	ահաբեկում	fear	0.559
occult	գաղտնի	fear	0.559
disable	անջատել	fear	0.558
decay	անկում	fear	0.557
affliction	տառապանք	fear	0.557
autopsy	դիահերձում	fear	0.557
vulnerability	խոցելիություն	fear	0.548
outburst	պայթյուն	fear	0.547
deformity	դեֆորմացիան	fear	0.547
defenseless	անպաշտպան	fear	0.547
appendicitis	հավելված	fear	0.547
siren	siren	fear	0.547
ailing	հիվանդ	fear	0.547
brigade	բրիգադ	fear	0.547
scandal	սկանդալ	fear	0.547
talons	NO TRANSLATION	fear	0.547
mad	խելագար	fear	0.547
outcry	աղաղակ	fear	0.547
needles	ասեղներ	fear	0.547
expulsion	արտաքսումը	fear	0.547
scorpion	կարիճ	fear	0.547
cannon	թնդանոթը	fear	0.547
overthrow	տապալել	fear	0.547
communism	կոմունիզմ	fear	0.547
enmity	թշնամություն	fear	0.547
flood	ջրհեղեղ	fear	0.547
beware	զգուշացեք	fear	0.547
bondage	ստրուկը	fear	0.547
asylum	ապաստարան	fear	0.547
coercion	հարկադրանքը	fear	0.547
plunge	սուզվելը	fear	0.547
apparition	տեսլականը	fear	0.547
thief	գող	fear	0.547
growling	հուզիչ	fear	0.547
noxious	վնասակար	fear	0.547
insanity	խելագարություն	fear	0.547
derogation	շեղում	fear	0.547
samurai	ՍԱՄՈՒՐԱՅ	fear	0.547
abhor	զզվելի	fear	0.547
gonorrhea	գոնորիա	fear	0.547
neuralgia	նեվրալգիա	fear	0.547
precarious	վտանգավոր	fear	0.547
senile	սեքսուալ	fear	0.547
jeopardize	վտանգավոր է	fear	0.547
adder	հագեցած	fear	0.547
retribution	պատիժը	fear	0.545
uprising	ապստամբություն	fear	0.545
cemetery	գերեզմանոց	fear	0.541
badness	վատություն	fear	0.539
phantom	ֆանտոմ	fear	0.538
fled	փախել	fear	0.534
abandoned	լքված	fear	0.534
rejection	մերժումը	fear	0.533
theft	գողությունը	fear	0.531
hopelessness	հուսահատություն	fear	0.531
frenzied	բախվելով	fear	0.531
buried	թաղված	fear	0.531
eek	eek	fear	0.531
subjugation	ենթադրություն	fear	0.531
wrangling	վախկոտություն	fear	0.531
bacterium	մանրէներ	fear	0.531
cowardly	վախկոտ	fear	0.531
stalk	ցողուն	fear	0.531
helpless	անօգնական	fear	0.531
incursion	ներխուժում	fear	0.531
stressed	ընդգծեց	fear	0.531
deserted	անապատում	fear	0.531
manifestation	դրսեւորում	fear	0.531
abandon	լքել	fear	0.531
slave	ստրուկ	fear	0.531
failing	ձախողում	fear	0.531
freakout	բախում	fear	0.531
saber	NO TRANSLATION	fear	0.531
leeches	լեչեր	fear	0.531
manipulation	մանիպուլյացիա	fear	0.531
impotence	իմպոտենցիա	fear	0.531
broken	կոտրված	fear	0.531
atherosclerosis	աթերոսկլերոզ	fear	0.531
lawlessness	անօրինականություն	fear	0.531
swastika	սվաստիկա	fear	0.531
captor	կապիտան	fear	0.531
penetration	ներթափանցումը	fear	0.531
harbinger	հովանավոր	fear	0.531
jarring	խայտառակություն	fear	0.531
rebellion	ապստամբություն	fear	0.531
distrust	անվստահություն, կասկած	fear	0.531
endocarditis	էնդոկարդիտը	fear	0.531
carnivorous	անասուն	fear	0.531
punish	պատժել	fear	0.531
disembodied	անջատված	fear	0.531
superstitious	սնահավատ	fear	0.531
stormy	բուռն	fear	0.531
shaking	թափահարում	fear	0.531
unstable	անկայուն	fear	0.531
suspense	անորոշություն	fear	0.529
blood	արյունը	fear	0.525
hiding	թաքցնելով	fear	0.524
bear	արջ	fear	0.524
unlawful	անօրինական	fear	0.519
crazy	խելագար	fear	0.519
cult	պաշտամունք	fear	0.518
anxious	մտահոգիչ	fear	0.518
deportation	արտաքսումը	fear	0.517
captive	գերիներին	fear	0.517
shriek	շռայլություն	fear	0.516
sorcery	կախարդություն	fear	0.516
grievous	ծանր	fear	0.516
chased	հալածված	fear	0.516
detainee	ձերբակալվածը	fear	0.516
palsy	կաթվածահարություն	fear	0.516
intolerance	անհանդուրժողականություն	fear	0.516
growl	աճել	fear	0.516
sting	սթինգ	fear	0.516
plunder	թալանը	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	անհավատալի	fear	0.516
smite	հարվածել	fear	0.516
suspect	կասկածյալը	fear	0.516
pernicious	վնասակար	fear	0.516
enforce	կիրառել	fear	0.516
embolism	էմոլիզմը	fear	0.516
helplessness	անօգնականություն	fear	0.516
harshness	կոպիտություն	fear	0.516
oppress	ճնշել	fear	0.516
exile	աքսոր	fear	0.516
foreboding	նախազգուշացում	fear	0.516
relapse	կրկնությունը	fear	0.516
robber	գող	fear	0.516
biopsy	բիոպսիա	fear	0.516
emaciated	զզվելի	fear	0.516
incite	հորդորել	fear	0.516
troublesome	դժգոհ	fear	0.516
busted	բորբոքված	fear	0.516
darkness	խավարը	fear	0.516
insidious	նողկալի	fear	0.516
plight	վիճակը	fear	0.516
exacerbation	ալեկոծություն	fear	0.516
revulsion	վերադարձը	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	դավադիրը	fear	0.516
depression	դեպրեսիա	fear	0.508
confinement	ազատազրկում	fear	0.507
downfall	անկումը	fear	0.500
alcoholism	ալկոհոլիզմը	fear	0.500
towering	ուժեղացում	fear	0.500
blob	blob	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	անկայունություն	fear	0.500
prohibited	արգելված է	fear	0.500
brute	կոպիտ	fear	0.500
suppress	ճնշել	fear	0.500
infarct	ինֆարկտ	fear	0.500
snowmageddon	ձնագաղիդոն	fear	0.500
hunting	որսորդություն	fear	0.500
wasp	քացախ	fear	0.500
cliff	ժայռը	fear	0.500
frenetic	գարշահոտ	fear	0.500
squeamish	սահնակ	fear	0.500
mistrust	անվստահությունը	fear	0.500
raving	գայթակղություն	fear	0.500
premeditated	կանխամտածված	fear	0.500
intolerant	անհանդուրժող	fear	0.500
subvert	ենթարկվել	fear	0.500
illegal	անօրինական	fear	0.500
scalpel	գլխապտույտ	fear	0.500
vertigo	ուղղաձիգ	fear	0.500
madden	madden	fear	0.500
odious	կոպիտ	fear	0.500
ruined	ավերված	fear	0.500
constraint	սահմանափակում	fear	0.500
suppression	ճնշումը	fear	0.500
defiance	դավաճանություն	fear	0.500
prayforme	աղոթիր ինձ համար	fear	0.500
surrender	հանձնում	fear	0.500
sinful	մեղավոր	fear	0.500
woe	Վայ	fear	0.491
perjury	անհեթեթություն	fear	0.484
worse	ավելի վատ	fear	0.484
syringe	ներարկիչ	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	զրպարտություն	fear	0.484
cutting	կտրում	fear	0.484
warrior	մարտիկ	fear	0.484
restriction	սահմանափակում	fear	0.484
indefensible	անհերքելի	fear	0.484
palpitations	շնչափողներ	fear	0.484
retard	ուշացումով	fear	0.484
lash	ծածկոց	fear	0.484
flinch	շնչառություն	fear	0.484
lion	առյուծը	fear	0.484
ravine	կիրճ	fear	0.484
cracked	ճեղքված	fear	0.484
shiver	ցնցում	fear	0.484
insecurity	անապահովություն	fear	0.484
rat	առնետ	fear	0.484
ohno	Օ ոչ	fear	0.484
fiend	ջահել	fear	0.484
jumpy	ցնցող	fear	0.484
hallucination	հալյուցինացիա	fear	0.484
poaching	որսագողությունը	fear	0.484
dishonor	անպատվիրություն	fear	0.484
dismay	անհանգստություն	fear	0.484
accusing	մեղադրելով	fear	0.484
ambulance	շտապօգնությունը	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	ամուսնալուծությունը	fear	0.484
ravenous	գարշելի	fear	0.484
disgusting	զզվելի	fear	0.484
rabble	խռովություն	fear	0.484
slam	slam	fear	0.484
hospital	հիվանդանոցում	fear	0.484
coerce	պարտադրել	fear	0.484
endemic	էնդեմիկ	fear	0.484
prejudiced	նախապաշարվել	fear	0.484
blackness	սեւամորթություն	fear	0.484
armor	սպառազինություն	fear	0.484
worrying	մտահոգիչ	fear	0.484
indictment	մեղադրական եզրակացություն	fear	0.484
hate	ատելություն	fear	0.484
freakish	հուզիչ	fear	0.484
hearse	լսել	fear	0.484
intrusion	ներխուժում	fear	0.484
inspection	ստուգում	fear	0.483
sinner	մեղավոր	fear	0.483
averse	հակառակ դեպքում	fear	0.483
missing	անհայտ կորած	fear	0.474
despairing	հուսահատություն	fear	0.474
darken	darken	fear	0.471
austere	խիստ	fear	0.470
animosity	թշնամություն	fear	0.469
fret	խորտիկ	fear	0.469
fever	ջերմություն	fear	0.469
illegality	անօրինականություն	fear	0.469
accused	մեղադրյալը	fear	0.469
criticize	քննադատել	fear	0.469
scrapie	scrapie	fear	0.469
jaws	ծնոտներ	fear	0.469
depressed	ճնշված	fear	0.469
armored	զրահապատ	fear	0.469
indict	մեղադրանք	fear	0.469
aftermath	հետո	fear	0.469
precipice	ցրտահարություն	fear	0.469
regime	ռեժիմը	fear	0.469
fierce	կատաղի	fear	0.469
breakdown	կոտրել	fear	0.469
quiver	ցնցող	fear	0.469
admonition	հորդոր	fear	0.469
foreclose	կանխարգելել	fear	0.469
revoke	անջատել	fear	0.469
superstition	սնահավատություն	fear	0.469
overwhelmed	ճնշված	fear	0.469
subversion	սպանություն	fear	0.469
idolatry	կռապաշտություն	fear	0.469
asteroid	աստերոիդներ	fear	0.469
toothache	ատամնաբույժ	fear	0.469
inmate	կալանավոր	fear	0.469
decomposition	անջատում	fear	0.469
sinking	սուզվելը	fear	0.469
intrusive	միջամտող	fear	0.469
soulless	անմարդկային	fear	0.469
infidelity	անհավատարմություն	fear	0.469
nervous	նյարդային	fear	0.469
thresh	Թրեշ	fear	0.469
startle	զարմանալիորեն	fear	0.469
unhealthy	անառողջ	fear	0.469
spear	նիզակ	fear	0.468
nasty	կոպիտ	fear	0.466
worried	անհանգստացած	fear	0.466
puma	puma	fear	0.465
thirteenth	տասներեքերորդ	fear	0.465
contraband	մաքսանենգություն	fear	0.464
insecure	անապահով	fear	0.461
disturbance	խանգարում	fear	0.459
denunciation	չեղյալ հայտարարություն	fear	0.456
stigma	սիգիգմա	fear	0.455
destitute	անպիտան	fear	0.455
powerfully	հզորորեն	fear	0.454
penalty	տուգանք	fear	0.453
derogatory	հերքող	fear	0.453
spasm	սպազմ	fear	0.453
illicit	անօրինական	fear	0.453
dinosaur	dinosaur	fear	0.453
disruption	խախտում	fear	0.453
lockup	կախվածություն	fear	0.453
restrain	սահմանափակել	fear	0.453
rifle	հրացան	fear	0.453
disreputable	անվիճելի	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	զգուշացրեք	fear	0.453
quandary	աղմուկը	fear	0.453
resisting	դիմակայելու համար	fear	0.453
rigor	խստություն	fear	0.453
stranger	օտարական	fear	0.453
penal	տուգանք	fear	0.453
grope	grope	fear	0.453
scold	խաբեություն	fear	0.453
orphan	որդին	fear	0.453
resign	հրաժարականը	fear	0.453
hydrocephalus	հիդրոֆրալուս	fear	0.453
shrill	շրիլ	fear	0.453
howl	երգում	fear	0.453
unspeakable	անբացատրելի	fear	0.453
wail	հալածանք	fear	0.453
straits	նեղուցներ	fear	0.453
indoctrination	ինվոկրինացիա	fear	0.453
apprehension	մտավախություն	fear	0.453
batter	խառնուրդը	fear	0.453
arraignment	հանձնարարություն	fear	0.450
urgent	հրատապ	fear	0.450
tramp	թափառաշրջիկ	fear	0.440
stress	սթրեսը	fear	0.439
behemoth	Բեգեմոտը	fear	0.439
dominate	գերիշխող	fear	0.438
targeting	նպատակակետին	fear	0.438
broke	կոտրվեց	fear	0.438
looming	մխիթարելով	fear	0.438
tribunal	տրիբունալ	fear	0.438
debacle	խաբեություն	fear	0.438
forfeiture	բռնագանձում	fear	0.438
dislocated	տեղահանված	fear	0.438
infirmity	անբավարարություն	fear	0.438
impermeable	անթափանց	fear	0.438
predicament	դժբախտություն	fear	0.438
falter	տխուր	fear	0.438
displaced	տեղահանվածները	fear	0.438
concealed	թաքցրել	fear	0.438
illegitimate	անօրինական	fear	0.438
unprepared	անպատրաստ	fear	0.438
scarcity	սակավություն	fear	0.438
wince	wince	fear	0.438
mace	մսից	fear	0.438
expel	հեռացնել	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	խանգարել	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	գողանալ	fear	0.438
dentists	ստոմատոլոգներ	fear	0.438
irreconcilable	անհաշտ	fear	0.438
bewildered	զարմանալիորեն	fear	0.438
indomitable	անխախտ	fear	0.438
rheumatism	ռեւմատիզմը	fear	0.438
accidental	պատահական	fear	0.438
prick	հեգնանքով	fear	0.438
entangled	խճճված	fear	0.438
atrophy	ատրոֆիա	fear	0.438
asp	asp	fear	0.438
perverse	խեղաթյուրված	fear	0.438
cabal	կախաղան	fear	0.438
yell	գոռալ	fear	0.438
gasping	գազատրանսպորտ	fear	0.438
probation	փորձաշրջան	fear	0.438
accuser	մեղադրող	fear	0.438
insulting	վիրավորական	fear	0.435
mysterious	խորհրդավոր	fear	0.435
halting	դադարեցումը	fear	0.435
rebels	ապստամբները	fear	0.435
repulsion	ցնցում	fear	0.431
glare	շողալ	fear	0.430
punitive	պատիժը	fear	0.425
sordid	խայտառակ	fear	0.425
stake	ցցի	fear	0.423
tempest	շոգին	fear	0.423
ultimatum	վերջնագիր	fear	0.422
reticent	չբացահայտված	fear	0.422
bayonet	սվին	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	կասեցումը	fear	0.422
lament	աղաղակող	fear	0.422
burdensome	ծանրաբեռնված	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	բախվելով	fear	0.422
coyote	կովինտե	fear	0.422
deleterious	վնասակար	fear	0.422
dissident	դավաճան	fear	0.422
varicella	varicella	fear	0.422
wilderness	անապատ	fear	0.422
delusion	կեղծիք	fear	0.422
bigot	բլոկ	fear	0.422
unsteady	անկայուն	fear	0.422
stresses	սթրեսները	fear	0.422
offense	հանցագործություն	fear	0.422
heathen	հեթանոսական	fear	0.422
prowl	ողորմություն	fear	0.422
troll	տրիոլ	fear	0.422
infamous	տխրահռչակ	fear	0.422
disappear	անհետանում	fear	0.422
depress	ցնցում	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	անբնական	fear	0.422
usurped	առեւանգել	fear	0.422
steal	գողանալ	fear	0.422
anathema	անատեման	fear	0.422
fainting	անհանգստությունը	fear	0.422
alien	օտար	fear	0.422
extrajudicial	արտադատական	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	հիդրան	fear	0.422
adversity	դժբախտություն	fear	0.418
ineptitude	անբարեխղճություն	fear	0.417
outsider	օտարական	fear	0.413
ugliness	չարչարանք	fear	0.410
vulture	անգղ	fear	0.410
immoral	անբարոյական	fear	0.410
scar	scar	fear	0.406
stressful	սթրեսային	fear	0.406
screech	ցրտահարություն	fear	0.406
wary	զգուշանալով	fear	0.406
disgust	ցնցում	fear	0.406
stressing	ընդգծելով	fear	0.406
deport	արտաքսում	fear	0.406
nausea	սրտխառնոց	fear	0.406
resection	ռեզերվություն	fear	0.406
blackout	արբեցողություն	fear	0.406
disallowed	արգելված է	fear	0.406
insolvent	անվճարունակ	fear	0.406
dismissal	հեռացումից	fear	0.406
omnipotence	հզորությունը	fear	0.406
possession	տիրապետում	fear	0.406
tearful	լարված	fear	0.406
disorder	խանգարում	fear	0.406
squall	բախվելով	fear	0.406
dominant	գերիշխող	fear	0.406
disabled	անաշխատունակ	fear	0.406
drones	դռներ	fear	0.406
recklessness	անխոհեմություն	fear	0.406
escape	փախուստը	fear	0.406
distressed	ցնցված	fear	0.406
claw	պատռել	fear	0.406
stretcher	սալիկապատ	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	տխրություն	fear	0.406
weakly	թույլ	fear	0.406
rubble	կեղտոտ	fear	0.406
whimper	բղավեց	fear	0.406
ghetto	գետտո	fear	0.406
socialism	սոցիալիզմը	fear	0.405
conspiracy	Դավադրություն	fear	0.400
toughness	կոշտություն	fear	0.400
defection	խանգարում	fear	0.398
absence	բացակայություն	fear	0.396
moan	խոնավություն	fear	0.394
crusade	խաչակրաց արշավանք	fear	0.392
radon	Ռադոն	fear	0.391
lose	կորցնել	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	կասկածելի	fear	0.391
unemployed	գործազուրկ	fear	0.391
reject	մերժել	fear	0.391
excitation	հուզմունք	fear	0.391
xanax	xanax	fear	0.391
stifled	բռունցքներով	fear	0.391
scarecrow	խրտվիլակ	fear	0.391
concealment	թաքցնում	fear	0.391
conquer	նվաճել	fear	0.391
discrimination	խտրականություն	fear	0.391
diagnosis	ախտորոշում	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	թակարդը	fear	0.391
separation	բաժանումը	fear	0.391
overt	բաց	fear	0.391
urgency	հրատապություն	fear	0.391
musket	մկնիկը	fear	0.391
unrest	անկարգություններ	fear	0.391
descent	ծագումնաբանություն	fear	0.391
avoiding	խուսափելով	fear	0.391
cyst	ցիստ	fear	0.391
gulp	գուլպ	fear	0.391
procedure	ընթացակարգը	fear	0.391
submission	ներկայացում	fear	0.391
hardened	կարծրացած	fear	0.391
refutation	հերքումը	fear	0.391
repellent	հովանավոր	fear	0.391
cleave	փակել	fear	0.391
suspicion	կասկածում	fear	0.391
poverty	աղքատությունը	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	անվճարունակություն	fear	0.391
mental	մտավոր	fear	0.391
theocratic	աստվածապետական	fear	0.391
spaz	սպազ	fear	0.391
brimstone	խնձոր	fear	0.391
throb	քիթը	fear	0.388
outcast	հեռացվեց	fear	0.388
orc	orc	fear	0.388
disapprove	չընդունեց	fear	0.380
dontpanic	դոնպանիկ	fear	0.378
plea	խնդրեմ	fear	0.377
withdrawals	դուրս գալուց	fear	0.377
pressure	ճնշումը	fear	0.375
grieve	ցավը	fear	0.375
frigate	ֆրագաթ	fear	0.375
kerosene	կերոսին	fear	0.375
nauseous	սրտխառնոց	fear	0.375
khan	խան	fear	0.375
expose	բացահայտում	fear	0.375
ocd	ocd	fear	0.375
sneaking	սողացող	fear	0.375
embarrassment	անհանգստություն	fear	0.375
bankrupt	սնանկ	fear	0.375
dissolution	լուծարումը	fear	0.375
dentistry	ստոմատոլոգիա	fear	0.375
edict	հրամանագիր	fear	0.375
bunker	բունկեր	fear	0.375
antsy	Antsy	fear	0.375
chasm	ցնցում	fear	0.375
escaped	փախել	fear	0.375
whirlpool	հորձանուտ	fear	0.375
interrogate	հարցաքննել	fear	0.375
psychological	հոգեբանական	fear	0.375
obligor	պարտապան	fear	0.375
misconception	սխալ պատկերացում	fear	0.375
military	ռազմական	fear	0.375
suspected	կասկածյալը	fear	0.375
locust	մորեխ	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	վատ	fear	0.375
coldness	սառնություն	fear	0.375
taunt	խայտառակություն	fear	0.375
obi	obi	fear	0.375
flu	գրիպը	fear	0.375
barricade	բարիկադ	fear	0.375
chimera	քիմերա	fear	0.375
sultan	սուլթան	fear	0.375
repellant	հակառակորդը	fear	0.373
unknown	անհայտ	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	խանդը	fear	0.365
mug	ժապավեն	fear	0.359
consternation	ցնծություն	fear	0.359
rebel	ապստամբություն	fear	0.359
conquest	նվաճում	fear	0.359
mournful	ցնցող	fear	0.359
concerned	մտահոգված	fear	0.359
mandamus	մանդամուս	fear	0.359
onedge	բ)	fear	0.359
recurring	կրկնվող	fear	0.359
jaundice	ջղայնություն	fear	0.359
sectarian	աղանդավորական	fear	0.359
desert	անապատ	fear	0.359
cur	ք	fear	0.359
difficult	դժվար է	fear	0.359
stint	կանգնեց	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dart	fear	0.359
spike	ցրտահարություն	fear	0.359
timid	տխուր	fear	0.359
wasting	վատնում	fear	0.359
bottomless	անսահման	fear	0.359
warned	զգուշացրեց	fear	0.359
protestant	բողոքական	fear	0.359
contempt	արհամարհանք	fear	0.359
exam	քննություն	fear	0.359
depreciation	ամորտիզացիա	fear	0.359
anomaly	անոմալիա	fear	0.359
rejects	մերժում է	fear	0.359
pessimism	հոռետեսություն	fear	0.359
revolution	հեղափոխություն	fear	0.359
formidable	հսկայական	fear	0.359
burke	Բիրկե	fear	0.359
cautionary	զգուշությամբ	fear	0.359
headaches	գլխացավերը	fear	0.359
bankruptcy	սնանկություն	fear	0.359
government	կառավարությունը	fear	0.359
measles	կարմրուկը	fear	0.359
languishing	languishing	fear	0.358
constrain	սահմանափակել	fear	0.358
bane	գողանալ	fear	0.356
impeach	impeach	fear	0.354
warden	պահակ	fear	0.354
adverse	անբարենպաստ	fear	0.352
lawyer	իրավաբան	fear	0.349
libel	զրպարտություն	fear	0.348
retrenchment	նվազեցում	fear	0.345
imminent	անմիջապես	fear	0.345
unjustifiable	անհիմն	fear	0.344
knell	բախվելով	fear	0.344
contentious	վիճելի	fear	0.344
opposed	դեմ	fear	0.344
shame	ամոթ	fear	0.344
avoidance	խուսափում	fear	0.344
resistant	դիմացկուն	fear	0.344
discipline	կարգապահությունը	fear	0.344
defy	դեֆի	fear	0.344
belittle	գայթակղիչ	fear	0.344
fanaticism	ֆանատիզմը	fear	0.344
bearish	կրծքավանդակը	fear	0.344
opium	ափիոն	fear	0.344
sorrow	ցավ	fear	0.344
mri	mri	fear	0.344
shaky	անկայուն	fear	0.344
hiss	ֆշշոց	fear	0.344
loneliness	մենակություն	fear	0.344
swerve	շեղում	fear	0.344
taboo	տաբու	fear	0.344
reckless	անխոհեմ	fear	0.344
obstacle	խոչընդոտ	fear	0.344
launches	մեկնարկում է	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	դատավճիռը	fear	0.344
servile	ծառայել	fear	0.344
hesitation	տատանվում է	fear	0.344
evade	խուսափել	fear	0.344
recession	անկումը	fear	0.344
eel	էլ	fear	0.344
shortage	պակասը	fear	0.344
pest	վնասատու	fear	0.344
cutter	դանակ	fear	0.344
psych	հոգին	fear	0.344
parachute	պարաշյուտ	fear	0.344
disrespectful	անհարգալից վերաբերմունք	fear	0.343
phalanx	phalanx	fear	0.342
creature	արարածը	fear	0.340
mortgage	հիփոթեք	fear	0.331
specter	սպեկտրը	fear	0.331
enigmatic	գաղտնի	fear	0.329
caution	զգուշություն	fear	0.328
police	ոստիկանություն	fear	0.328
shank	կախված	fear	0.328
undesirable	անցանկալի	fear	0.328
shutdown	անջատել	fear	0.328
dike	հեծանիվ	fear	0.328
subordinate	ենթակայության տակ	fear	0.328
gametime	gametime- ը	fear	0.328
remove	հեռացնել	fear	0.328
smut	սուտ է	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	խռովություն	fear	0.328
loom	Հանգստացեք	fear	0.328
supremacy	գերակայություն	fear	0.328
unlucky	անհաջող	fear	0.328
quash	վակուում	fear	0.328
hives	հիվեր	fear	0.328
wimp	wimp	fear	0.328
gladiator	գլադիատոր	fear	0.328
feeling	Զգացմունք	fear	0.328
dominion	տիրապետություն	fear	0.328
encumbrance	ծանրաբեռնվածություն	fear	0.328
adrift	անպիտան	fear	0.328
defendant	պատասխանողը	fear	0.328
outpost	ֆորպոստ	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	անիմաստ	fear	0.328
wrongly	սխալմամբ	fear	0.328
bugaboo	բուդդիզմ	fear	0.328
weirdo	տարօրինակ	fear	0.328
