word	Sinhala (Sinhalese)-si	emotion	emotion-intensity-score
pleasurable	ප්රසන්නයි	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	උද්යෝගිමත් ය	joy	0.875
lovinglife	ආදරය	joy	0.875
glee	හිනාවුනා	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	සොනාමියි	joy	0.868
woohoo	හරිද?	joy	0.864
laughing	හිනැහුණි	joy	0.864
superb	සුපිරියි	joy	0.864
wonderful	පුදුමයි	joy	0.863
brilliant	දක්ෂයි	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	ආඩම්බරයෙනි	joy	0.859
hooray	හුරෙයිරා	joy	0.859
glory	මහිමය	joy	0.859
celebrated	සමරනු ලැබීය	joy	0.859
loved	ආදරණීයයි	joy	0.859
magnificent	විශිෂ්ටයි	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	හෙලලූජා	joy	0.859
exciting	ආකර්ෂණීය	joy	0.853
heavenly	ස්වර්ගික	joy	0.853
thrilled	සතුටුයි	joy	0.851
mademyday	මැඩීඩ්ඩේ	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	සැමරීමයි	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ආශීර්වාදයක්	joy	0.844
wonderfully	පුදුමයි	joy	0.844
sweetness	පැණි රසයක්	joy	0.833
marvellous	පුදුමාකාරයි	joy	0.833
festive	උත්සව පැවැත්වීම	joy	0.833
blessed	ආශීර්වාද කරමි	joy	0.833
paradise	පාරාදීසය	joy	0.833
celebrations	සැමරීමයි	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	සිනහවෙන්	joy	0.828
enchanting	සුන්දරයි	joy	0.828
love	ආදරය	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	සුන්දර නිවස	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	සිනහව	joy	0.824
marvelous	පුදුමාකාරයි	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	උත්සවයකි	joy	0.818
sensational	සංවේදීයි	joy	0.818
delightful	ප්රසන්නයි	joy	0.818
happyheart	සුභ පැතුම්	joy	0.818
rejoicing	ප්රීතියෙන් සිටියි	joy	0.818
joys	සතුටක්	joy	0.818
goodness	යහපත්කම	joy	0.818
excited	උද්වේගකරයි	joy	0.818
excellence	විශිෂ්ටත්වයයි	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ජුවල්	joy	0.814
glorious	තේජවත් ය	joy	0.812
lovemaking	ආදරයයි	joy	0.812
rejoice	ප්රීති වන්න	joy	0.812
victorious	ජයග්රාහකයා විය	joy	0.812
excellent	විශිෂ්ටයි	joy	0.812
bonanza	බොනන්සාව	joy	0.812
smiley	සිනහවක්	joy	0.812
enjoy	රසවිඳින්න	joy	0.812
splendid	පුදුමාකාරයි	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	හොඳ කාලයන්	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	ප්රීතිමත් අවස්ථාවක්	joy	0.809
myfavorite	මගේ ප්රියතම	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	සතුටක්	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ප්රීතිය	joy	0.803
giggle	ගිහින්	joy	0.802
yesss	යාගය	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	සාර්ථකත්වය	joy	0.797
happier	සතුටින්	joy	0.797
dancing	නර්තනය	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	අති විශිෂ්ටයි	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	කෘතඥ වෙනවා	joy	0.789
splendor	අලංකාරය	joy	0.788
amuse	විනෝද වෙන්න	joy	0.788
fun	විනෝද	joy	0.788
happy	සතුටු	joy	0.788
enchanted	ඇල්මැරුනි	joy	0.781
glorify	මහිමයට පත්	joy	0.781
glad	සතුටුයි	joy	0.781
beautiful	සුන්දරයි	joy	0.781
solucky	ගොඩක් වාසනාවන්තයි	joy	0.781
giggling	ගිහින්	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	විකාරයකි	joy	0.781
heavens	ස්වර්ගයයි	joy	0.779
perfection	පරිපූර්ණත්වය	joy	0.779
christmassy	ක්රිස්ටස්සි	joy	0.779
romance	ආදර කතා	joy	0.779
thrilling	විස්මයජනක	joy	0.776
miraculous	ආශ්චර්යමත්	joy	0.773
fiesta	ෆියෙස්ටා	joy	0.773
entertain	විනෝද වෙන්න	joy	0.773
congrats	සුභ පැතුම්	joy	0.773
cheers	සතුටුයි	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	ධනාත්මක බව	joy	0.773
lovable	ආදරණීයයි	joy	0.773
cheered	හිනාවුනා	joy	0.773
funday	විනෝද දවස	joy	0.772
enjoying	භුක්ති විඳිනවා	joy	0.771
cuddling	ඇඬුවා	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	විනෝදජනකයි	joy	0.766
lifeisgood	ජීවිතය හොඳයි	joy	0.766
thebest	විශිෂ්ටම	joy	0.766
sosweet	ඉතා මිහිරියි	joy	0.766
smiles	සිනහවක්	joy	0.766
delight	සතුටට කරුණක්	joy	0.765
orgasm	අවයවයකි	joy	0.765
party	පක්ෂය	joy	0.765
positive	ධනාත්මක	joy	0.761
cheerfulness	හිනාවුනා	joy	0.758
miracles	හාස්කම්	joy	0.758
sweetheart	පැටියෝ	joy	0.758
enlighten	ප්රබෝධමත් කරමි	joy	0.758
christmastime	ක්රි.පූ	joy	0.757
giddy	නිහඬයි	joy	0.757
romantic	ආදර හැඟීමක්	joy	0.750
gratify	ස්තුතියි	joy	0.750
friendliness	කදිමයි	joy	0.750
laughs	සිනාසෙනවා	joy	0.750
greatness	ශ්රේෂ්ඨත්වය	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ප්රසන්නය	joy	0.750
blessings	ආශීර්වාද	joy	0.750
smile	සිනහව	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	පෙරළෙන සුළුය	joy	0.748
jubilee	ජුබිලිය	joy	0.742
enthusiasm	උද්යෝගයක්	joy	0.742
triumph	ජයග්රහනයකි	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ඉන්ද්රජාලික	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ආශ්චර්යයකි	joy	0.742
rewarding	විපාකයකි	joy	0.742
feelgood	හැඟීම්බරයි	joy	0.736
prosperity	සෞභාග්යය	joy	0.735
luxurious	සුවඳයි	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ජේ	joy	0.734
goodday	සුබ දවසක්	joy	0.734
passionate	උද්වේගකරයි	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	චිත්ත ධෛර්යය	joy	0.734
victory	ජයග්රහණයකි	joy	0.734
admiration	ප්රශංසා කිරීම	joy	0.734
tgif	tgif	joy	0.734
glorification	උත්කර්ෂයට නැංවීමයි	joy	0.733
sing	ගායනා කරන්න	joy	0.729
glowing	දිදුලන	joy	0.729
breathtaking	හුස්ම ගැනීම	joy	0.728
fulfillment	ඉටුවීමකි	joy	0.728
yessss	යිස්සයි	joy	0.728
cheery	සතුටුයි	joy	0.727
thankful	ස්තූතියි	joy	0.727
hurrah	හුරෙයිරා	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	සාන්ත	joy	0.727
award	සම්මානය	joy	0.727
atpeace	සාමය දී	joy	0.727
win	දිනා ගන්නවා	joy	0.727
merry	ප්රීතිමත් ය	joy	0.727
pleased	සතුටු වෙනවා	joy	0.725
radiance	සිනහව	joy	0.725
inspiration	ආශ්වාදනයයි	joy	0.725
uplift	නංවාලීම	joy	0.723
optimistic	ශුභවාදීය	joy	0.723
heaven	ස්වර්ගයයි	joy	0.721
lucky	වාසනාවන්තයි	joy	0.721
thrill	ප්රීතිමත් අවස්ථාවක්	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	නිවාඩු	joy	0.721
harmony	සංහිඳියාව	joy	0.719
brighten	දීප්තිමත් කරන්න	joy	0.719
lover	පෙම්වතා	joy	0.719
heartfelt	හෘදයාංගම ය	joy	0.719
utopian	යුතෝපියාවකි	joy	0.719
xmas	xmas	joy	0.719
lovely	සුන්දරයි	joy	0.719
amusement	විනෝදය	joy	0.719
congratulatory	ප්රශංසනීයයි	joy	0.719
praising	ප්රශංසා	joy	0.719
thriving	දියුණු වෙමින් පවතී	joy	0.719
perfect	පරිපූර්ණ	joy	0.719
magic	මැජික්	joy	0.712
luckiest	වඩාත් රසවත්	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	සුඛෝපභෝගී	joy	0.712
bestfeeling	ඉමහත් ආතතියකින්	joy	0.712
treasures	නිධානයක්	joy	0.712
achievement	ජයග්රහණයකි	joy	0.712
yay	yay	joy	0.712
holiday	නිවාඩු දිනයක්	joy	0.712
intimate	කිට්ටු	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	හකීම්	joy	0.706
rave	කතාවයි	joy	0.706
proud	ආඩම්බරයි	joy	0.704
truelove	සැබෑ ආදරය	joy	0.703
fuckyeah	කට්ටිය	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	පුදුම සහගතයි	joy	0.703
goodnews	ශුභාරංචිය	joy	0.703
optimism	සුභවාදී හැඟීමක්	joy	0.703
satisfying	තෘප්තිමත් විය	joy	0.703
gooood	ගොරෝසු	joy	0.703
sweetest	පැණි රසින්	joy	0.703
cherish	ආදරයෙන් රැකබලා ගන්න	joy	0.703
goodlife	හොඳ ජීවිතය	joy	0.703
beautification	අලංකාර කිරීමයි	joy	0.703
appreciates	අගය කරනවා	joy	0.703
winning	ජයග්රහණයකි	joy	0.703
cuddled	පැටවෙනවා	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	විනෝද විය	joy	0.700
excite	උද්වේගකරයි	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	උපන් දිනයයි	joy	0.691
metime	සිනාව	joy	0.688
favorite	ප්රියතම	joy	0.688
honored	ගෞරවාන්විතයි	joy	0.688
content	අන්තර්ගතය	joy	0.688
godsend	දෙවියන් වහන්සේගෙන්ය	joy	0.688
entertaining	විනෝදජනකයි	joy	0.688
angelic	දේවදූතයෙක්	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ප්රශංසා	joy	0.688
exquisite	විශිෂ්ටයි	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	වටිනා	joy	0.682
majestic	දැවැන්තය	joy	0.682
appreciated	අගය කළා	joy	0.682
luscious	පුදුමාකාරයි	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	සිනාසුණේය	joy	0.682
bestfriends	හොඳම මිතුරන්	joy	0.682
exaltation	එසවීම	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	දීප්තිමත් වේ	joy	0.682
tranquility	නිස්කලංකාරී	joy	0.679
marry	විවාහ කරගන්න	joy	0.676
embrace	වැලඳගන්න	joy	0.676
positively	ධනාත්මකව	joy	0.676
dearest	ආදරණීයයි	joy	0.672
relaxation	ලිහිල් කිරීම	joy	0.672
accomplished	ඉෂ්ට විය	joy	0.672
hug	බට්	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	බාජ්	joy	0.672
grin	ගිහින්	joy	0.672
enliven	පණගන්වයි	joy	0.672
contentment	සෑහීමකට පත්වේ	joy	0.672
hilarious	හාස්යයට කරුණකි	joy	0.672
giggles	ගිල්බල්	joy	0.672
bountiful	සරු සාරධර්මයකි	joy	0.667
victor	ජයග්රාහකයා විය	joy	0.667
adore	ආදරණීයයි	joy	0.667
boisterous	නරකයි	joy	0.667
fulfilled	ඉටු වේ	joy	0.667
fulfill	ඉටුකරන්න	joy	0.664
cuddles	කිවුවා	joy	0.662
prosperous	සමෘද්ධිමත්	joy	0.660
romanticism	රොමැන්තවාදය	joy	0.656
humor	හාස්යය	joy	0.656
glow	අඳුරුය	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	ප්රසන්නයි	joy	0.656
appreciation	අගය කිරීමක්	joy	0.656
encouraged	දිරිගන්වනු ලැබේ	joy	0.656
satisfy	තෘප්තියට පැමිණේ	joy	0.656
serenity	සුන්දරත්වය	joy	0.656
captivate	සැනසීමක්	joy	0.656
besties	හොඳයි	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	තෘප්තිය	joy	0.652
treasure	නිධානයක්	joy	0.652
engaged	නිරතව සිටී	joy	0.652
praises	ප්රශංසා	joy	0.652
abundance	බහුලත්වය	joy	0.652
fortunes	වාසනාවකි	joy	0.652
relaxing	සැහැල්ලුයි	joy	0.652
praised	ප්රශංසා කළා	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	අනුපූරකය වේ	joy	0.647
affection	සෙනෙහස	joy	0.647
relieved	සැනසුමක්	joy	0.647
carnival	කානිවල්	joy	0.643
divine	දිව්යමය	joy	0.641
saintly	ශාන්තුවරයයි	joy	0.641
harmoniously	එකඟව ඇත	joy	0.641
achieve	සාක්ෂාත් කර ගන්න	joy	0.641
thanksgiving	ස්තුති දීම	joy	0.641
jackpot	ජැක්පොට්	joy	0.641
priceless	මිල කළ නොහැකි	joy	0.641
sensuality	හැඟීමක්	joy	0.641
champion	ශූරතාවය	joy	0.641
wedding	විවාහ	joy	0.641
uplifting	නඟාසිටුවීම	joy	0.641
climax	උච්චතම අවස්ථාවයි	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	සාමකාමී	joy	0.636
twinkle	අන්ධකාරය	joy	0.636
reverie	කණගාටුදායකයි	joy	0.636
exalt	ප්රශංසා කිරීම	joy	0.636
winner	ජයග්රාහකයා විය	joy	0.636
felicity	ප්රණාමය	joy	0.636
cuddle	අඳුරේ	joy	0.636
comforting	සැනසිලිදායකය	joy	0.636
honeymoon	මධුසමය	joy	0.636
xoxo	xoxo	joy	0.634
amusing	විනෝදජනකයි	joy	0.625
reward	ත්යාගය	joy	0.625
fondness	ආදරයක්	joy	0.625
hearts	හදවත්	joy	0.625
brighter	දීප්තිමත්ව	joy	0.625
sweet	මිහිරි	joy	0.625
stargazing	තරහෙන්	joy	0.625
festival	උත්සවය	joy	0.625
snuggling	ස්පයිග්	joy	0.625
generosity	ත්යාගශීලීත්වය	joy	0.625
gorgeous	අලංකාරය	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ලිංගික කාරණා	joy	0.622
parade	පෙළපාලිය	joy	0.621
applause	අත්පොලසන්	joy	0.621
genial	ජෙනරාල්	joy	0.621
beauty	අලංකාරය	joy	0.621
kind	කරුණාවන්තයි	joy	0.621
newlife	නව ජීවිතය	joy	0.618
aspiring	අපේක්ෂා කරනවා	joy	0.618
fulfilling	සපුරාලයි	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ධාර්මික ය	joy	0.613
kiss	හාදුවක්	joy	0.610
winnings	ජයග්රහණ	joy	0.609
praiseworthy	ප්රශංසනීයයි	joy	0.609
rainbows	වැසි	joy	0.609
generous	ත්යාගශීලීයි	joy	0.609
enlightenment	බුදුවීම	joy	0.609
playful	සෙල්ලක්කාර	joy	0.609
christmas	නත්තල්	joy	0.609
super	සුපිරි	joy	0.609
elegance	අලංකාරය	joy	0.609
rekindle	පිබිදීමක් ඇත	joy	0.609
awards	සම්මාන	joy	0.609
adorable	සුන්දරයි	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	නිදහස	joy	0.607
successful	සාර්ථක	joy	0.606
onelove	එක ආදරයක්	joy	0.606
kindness	කරුණාව	joy	0.606
freely	නිදහසේ	joy	0.606
surprises	පුදුමයි	joy	0.606
inspired	දේවානුභාවයෙන් විය	joy	0.606
hilarity	කාව්ය	joy	0.606
wonder	පුදුමයි	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	විනෝදය	joy	0.603
whimsical	පුදුමයි	joy	0.603
passion	ආශාවයි	joy	0.603
beautify	අලංකාරය	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	හිරුඑළිය	joy	0.600
godisgood	දේවතාවිය	joy	0.597
whoo	කව්ද?	joy	0.594
angel	දේවදූතයෙක්	joy	0.594
thankgod	දෙවියන්ට ස්තූතිවන්න	joy	0.594
accomplishment	ඉටු	joy	0.594
flirt	අසරණයි	joy	0.594
goodmusic	හොද සංගීතයක්	joy	0.594
snuggled	බ්ලොග්	joy	0.594
revere	ආමෙන්	joy	0.594
inspire	ආස්වාදය	joy	0.594
fanfare	සද්දයක්	joy	0.594
peacefully	සාමකාමීව	joy	0.594
jesus	යේසුස් වහන්සේ	joy	0.594
goodies	හොඳයි	joy	0.594
heroic	වීරෝදාර ය	joy	0.591
fortune	වාසනාවකි	joy	0.591
friendship	මිත්රත්වය	joy	0.591
singing	ගායනා කිරීමයි	joy	0.591
exalted	බලසම්පන්ය	joy	0.591
summer	ගිම්හානය	joy	0.591
highest	ඉහළම	joy	0.591
overflowing	පිටාර ගැලීම	joy	0.588
contented	සෑහීමකට පත් විය	joy	0.588
woot	විහිලුවක්	joy	0.588
rollicking	රනිල්	joy	0.588
hope	බලාපොරොත්තුව	joy	0.586
accolade	සම්මානයට පාත්ර විය	joy	0.586
cozy	සනීප	joy	0.583
delicious	රසවත්	joy	0.579
friendly	මිත්රශීලීයි	joy	0.578
sensuous	සංවේදීයි	joy	0.578
darling	ඩේලිං	joy	0.578
picturesque	සුන්දරයි	joy	0.578
raving	හිසරදයකි	joy	0.578
praise	ප්රශංසා	joy	0.578
everlasting	සදාකාලිකයි	joy	0.578
ambition	අභිලාෂය යි	joy	0.578
thelife	ජීවිතය	joy	0.578
sparkle	සුදුමැලි	joy	0.577
yeahhh	ඔව්	joy	0.576
luckygirl	වාසනාවන්ත කෙල්ල	joy	0.576
flattering	ලැජ්ජාව	joy	0.576
sensual	සංවේදීයි	joy	0.576
heroism	වීරත්වය	joy	0.576
succeeding	අනුප්රාප්තිකය	joy	0.576
grace	කරුණාව	joy	0.576
peace	සාම	joy	0.576
livelife	ජීවිකාවයි	joy	0.574
special	විශේෂ	joy	0.574
tantalizing	භයංකරයි	joy	0.572
pumped	පොම්ප කළා	joy	0.567
worthwhile	වටිනවා	joy	0.562
revels	නරකයි	joy	0.562
prevail	වාසිදායකයි	joy	0.562
liking	කැමතියි	joy	0.562
sunny	හිරු	joy	0.562
relax	සන්සුන් වන්න	joy	0.562
surprise	පුදුමයට කරුණකි	joy	0.562
hugs	වැළඳ ගැනීම්	joy	0.562
admirable	ප්රශංසාත්මකයි	joy	0.562
hero	වීරයා	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	ආශ්චර්යමත්	joy	0.562
sweets	රසකැවිලි	joy	0.562
prosper	සමෘද්ධිමත් විය	joy	0.562
superstar	සුපිරි තරුව	joy	0.562
favorable	හිතකරයි	joy	0.561
bless	ආශීර්වාදයක්	joy	0.561
tenderness	නොඉවසිල්ලයි	joy	0.561
freedom	නිදහස	joy	0.561
masterpiece	විශිෂ්ඨ නිර්මාණය	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	සිහින	joy	0.559
hopeful	බලාපොරොත්තුවෙනවා	joy	0.559
home	ගෙදර	joy	0.559
cruising	සමත්විය	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	විශ්වාසවන්තකම	joy	0.553
closeness	කිට්ටු	joy	0.552
eagerness	මහත් ආශාවකින්	joy	0.552
comfy	සැපපහසුයි	joy	0.551
sunshine	හිරු එළිය	joy	0.551
confidence	විශ්වාසය	joy	0.547
mistletoe	මෝස්තරයකි	joy	0.547
elite	ප්රභූව	joy	0.547
celestial	ආකාශ වස්තුවකි	joy	0.547
heart	හදවත	joy	0.547
completion	සම්පූර්ණවීම	joy	0.547
good	යහපත	joy	0.547
daughter	දියණිය	joy	0.547
gifts	තෑගි	joy	0.547
astonishment	පුදුමයට කරුණකි	joy	0.547
bonus	බෝනස්	joy	0.547
goodmorning	සුභ උදෑසනක්	joy	0.547
lifted	ඉවත් කර ඇත	joy	0.547
zeal	ජ්වලිතය	joy	0.547
illuminate	ආලෝකය සපයයි	joy	0.547
gift	තෑග්ගක්	joy	0.547
vacation	නිවාඩු	joy	0.547
charmed	ආකර්ශනය වුනා	joy	0.546
recreation	විනෝදය	joy	0.545
encouragement	දිරිගැන්වීමක්	joy	0.545
gush	ගෑවෙනුවෙන්	joy	0.545
sublime	උතුම් වේ	joy	0.545
dance	නටන්න	joy	0.545
god	දෙවි	joy	0.545
free	නිදහස්	joy	0.544
freshstart	අලුත් ඇරඹුමක්	joy	0.544
savior	ගැලවුම්කරුවා	joy	0.543
sanctuary	අභය භූමියක්	joy	0.541
grandchildren	මිණිබිරියන්	joy	0.540
wellness	සුවතාවය	joy	0.537
revel	බඩගිනි	joy	0.534
inspirational	උද්යෝගිමත් ය	joy	0.531
savor	රසවිඳිනවා	joy	0.531
matrimony	විවාහ විය	joy	0.531
money	මුදල	joy	0.531
rainbow	දේදුම්බු	joy	0.531
confident	විශ්වාසයි	joy	0.531
bridal	මනාලියන්	joy	0.531
music	සංගීත	joy	0.531
fab	ෆැ	joy	0.531
serene	සන්සුන් විය	joy	0.531
alive	ජීවත් වෙනවා	joy	0.531
holiness	ශුද්ධකම	joy	0.531
vitality	ජවය	joy	0.531
liberation	විමුක්ති	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	සනසනු ඇත	joy	0.531
soar	ඉහල නැගේ	joy	0.531
firstborn	කුලුඳුලා	joy	0.531
elegant	අලංකාරය	joy	0.530
mastery	ව්යාකූලත්වය	joy	0.530
illumination	ආලෝකය	joy	0.530
welcomed	පිළිගනු ලැබීය	joy	0.530
warmth	උණුසුම	joy	0.530
blossom	මල් පිපී	joy	0.530
glimmer	අඳුරේ	joy	0.530
faithful	විශ්වාසවන්ත	joy	0.529
treat	සලකන්න	joy	0.529
snuggles	ස්ට්රූල්ස්	joy	0.522
laurels	ලාඕසය	joy	0.521
commendable	ප්රශංසනීයයි	joy	0.519
powerful	බලවත්	joy	0.516
silly	මෝඩයි	joy	0.516
zest	රසය	joy	0.516
presents	ඉදිරිපත් කරයි	joy	0.516
succeed	සාර්ථක විය	joy	0.516
jingle	ජිංගල්	joy	0.516
remarkable	කැපී පෙනේ	joy	0.516
greeted	පිළිගත්තා	joy	0.516
brotherly	සහෝදර සහෝදරියන්	joy	0.516
pride	අභිමානය	joy	0.516
strengthening	ශක්තිමත් කරමි	joy	0.516
aspire	අධිෂ්ඨාන සහගතයි	joy	0.516
abundant	බහුලයි	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	සුන්දරයි	joy	0.516
almighty	සර්ව බලධාරී	joy	0.516
fancy	සුන්දරයි	joy	0.516
zen	ඩී	joy	0.515
coronation	කිරීටයට	joy	0.515
kudos	කුඩොස්	joy	0.515
vivid	වර්ණවත් වේ	joy	0.515
leisure	විවේකය	joy	0.515
complete	සම්පූර්ණයි	joy	0.515
cutie	කෑලි	joy	0.515
newme	අළුත් දෙයක්	joy	0.515
familytime	පවුලේ කාලය	joy	0.515
animated	සජීවිකරණය කර ඇත	joy	0.515
spirit	ආත්මය	joy	0.515
thanking	ස්තූතියි	joy	0.515
kid	ළමයා	joy	0.515
shining	බැබළෙන්න	joy	0.515
payday	ගෙවීම්	joy	0.515
princely	කිට්ටු	joy	0.515
reunited	යලි එක් විය	joy	0.515
therapeutic	චිකිත්සක	joy	0.515
comfort	සුවපහසුයි	joy	0.515
godly	දේවභක්තික	joy	0.514
marriage	විවාහ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	සම්බන්ධතාවය	joy	0.514
spouse	කලත්රයායි	joy	0.507
intimately	සමීපව කටයුතු කරයි	joy	0.507
accomplish	ඉටු කරන්න	joy	0.500
excel	විශිෂ්ටයි	joy	0.500
inviting	ආරාධනා කරයි	joy	0.500
meritorious	පුණ්ය	joy	0.500
diamond	දියමන්ති	joy	0.500
nature	ස්වභාවය	joy	0.500
dignity	ගරුත්වය	joy	0.500
family	පවුලක්	joy	0.500
soulful	බලසම්පන්නයි	joy	0.500
charitable	පුණ්යායතන	joy	0.500
encourage	ධෛර්යමත් කරන්න	joy	0.500
friends	මිතුරන්	joy	0.500
satisfied	සෑහීමට පත්	joy	0.500
welcoming	සාදරයෙන් පිලිගන්නවා	joy	0.500
healthy	සෞඛ්ය සම්පන්නයි	joy	0.500
surreal	හදාරන්න	joy	0.500
refreshed	ප්රබෝධමත් විය	joy	0.500
beach	වෙරළ	joy	0.500
motherhood	මාතෘත්වය	joy	0.500
respect	ගෞරවය	joy	0.500
gem	මැණික්	joy	0.500
erotic	නිරුවතයි	joy	0.500
visionary	දූරදර්ශී ය	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	අත්පත් කරගත්හ	joy	0.500
christ	යේසුස්	joy	0.500
memorable	මතකයේ තබාගන්න	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ළදරු	joy	0.500
purr	මිනිහෙක්	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	සත්යතාවයකි	joy	0.500
bloom	මල් පිපීම	joy	0.500
carefree	රහිතයි	joy	0.500
aura	අරාබිය	joy	0.493
health	සෞඛ්යය	joy	0.493
liberty	නිදහසයි	joy	0.486
approved	අනුමත කර ඇත	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	ඔසාස්	joy	0.486
rapture	ඔසවා ගැනීම	joy	0.485
engaging	නිරත වෙති	joy	0.485
crowning	කිරුළු පළඳවයි	joy	0.485
aspiration	අපේක්ෂාවයි	joy	0.485
prestige	කීර්තිය	joy	0.485
crescendo	ක්රිසන්ඩෝඩය	joy	0.485
gentle	මෘදුයි	joy	0.485
liberate	නිදහස් කරන්න	joy	0.485
betrothed	බිරූ	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	දායාදයකි	joy	0.485
privileged	වරප්රසාදිතයි	joy	0.485
loyal	පක්ෂපාතීයි	joy	0.485
inseparable	නොකල හැකි ය	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	සශ්රීකත්වයයි	joy	0.484
trophy	කුසලානය	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	වාසනාවක්	joy	0.484
creativity	නිර්මාණශීලීත්වය	joy	0.484
destiny	ඉරණම	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	නොසැළකීමයි	joy	0.484
bouquet	වෙඩි උණ්ඩය	joy	0.484
chocolate	චොකලට්	joy	0.484
aloha	ආලෝහා	joy	0.484
yummy	මෝඩයි	joy	0.484
dream	සිහිනයක්	joy	0.484
desire	ආශාවයි	joy	0.484
boyfriend	පෙම්වතා	joy	0.480
commemoration	අනුස්මරනයයි	joy	0.479
intelligence	බුද්ධිය	joy	0.477
readiness	සූදානම	joy	0.473
friend	මිතුරිය	joy	0.471
enthusiast	උද්යෝගිමත් පුද්ගලයෙක්	joy	0.471
bride	මනමාලිය	joy	0.471
lush	රමණීයයි	joy	0.470
calming	සංසුන් විය	joy	0.470
