word	Azeerbaijani-az	emotion	emotion-intensity-score
operation	əməliyyat	fear	0.266
elevation	yüksəklik	fear	0.266
shanghai	Şanxay	fear	0.266
hood	başlıq	fear	0.266
problem	problem	fear	0.266
skid	skid	fear	0.266
insomnia	yuxusuzluq	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobat	fear	0.266
flurries	çıraqlar	fear	0.266
force	qüvvət	fear	0.266
spur	spur	fear	0.262
defense	müdafiə	fear	0.258
mortgagor	ipotekaçı	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	qaçmaq	fear	0.250
rascal	raskal	fear	0.250
standstill	dayandırmaq	fear	0.250
doubt	Şübhə	fear	0.250
cataract	katarakt	fear	0.250
repent	tövbə edin	fear	0.250
unfamiliar	bilinməyən	fear	0.250
delusional	delusional	fear	0.250
obliging	məcburi	fear	0.250
hag	hag	fear	0.250
defend	müdafiə	fear	0.250
guard	gözətçi	fear	0.250
scapegoat	qaçaqçılıq	fear	0.250
swampy	bataqlıq	fear	0.250
react	reaksiya vermək	fear	0.250
breakingnews	Qaynar Xəbərlər	fear	0.250
foul	faul	fear	0.250
spinster	spinster	fear	0.250
indifference	laqeydlik	fear	0.250
sunk	batdı	fear	0.250
picket	piket	fear	0.250
insect	həşərat	fear	0.250
rating	reytinqi	fear	0.250
forewarned	xəbərdar etdi	fear	0.250
indecisive	qərarsızdır	fear	0.250
stealthy	gizli	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	əsaslandırılmışdır	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ən yüksək	fear	0.236
inequality	bərabərsizlik	fear	0.234
rekindle	rekindle	fear	0.234
shrink	küçültün	fear	0.234
scaffold	iskele	fear	0.234
discontent	narazılıq	fear	0.234
verge	boşluq	fear	0.234
psychiatrist	psixiatr	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	şəfaət	fear	0.234
pinion	pinyon	fear	0.234
finalized	sona çatdı	fear	0.234
shelters	sığınacaqlar	fear	0.234
sleepless	yuxusuz	fear	0.234
dependence	asılılıq	fear	0.234
chicken	toyuq	fear	0.234
instinctive	instinktiv	fear	0.234
buzz	buzz	fear	0.234
difficulty	çətinlik	fear	0.234
bee	arı	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	dollar	fear	0.234
rushing	rushing	fear	0.233
overslept	overslept	fear	0.226
default	default	fear	0.226
confessional	konfessional	fear	0.225
impatient	səbirsiz	fear	0.224
immigrant	immiqrant	fear	0.219
heft	heft	fear	0.219
sweat	tər	fear	0.219
waver	Əlbəttə	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	cəsarətli	fear	0.219
thrill	həyəcan	fear	0.219
cane	qamış	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	birdən	fear	0.219
tactics	taktikalar	fear	0.219
veer	Vərəm	fear	0.219
unequal	qeyri-bərabərdir	fear	0.219
lastminute	sonuncu	fear	0.219
jungle	Jungle	fear	0.219
bait	yemi	fear	0.219
revelations	ayələr	fear	0.219
blues	blues	fear	0.219
overtired	aşırdım	fear	0.218
prognosis	proqnoz	fear	0.217
alertness	həssaslıq	fear	0.216
hyped	həddi aşdı	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	mənə uğur arzula	fear	0.212
tryouts	imtahanlar	fear	0.210
clowns	klounlar	fear	0.207
fluctuation	dalğalanma	fear	0.204
restless	narahat deyil	fear	0.204
examination	imtahan	fear	0.204
intimacy	yaxınlıq	fear	0.203
phew	phew	fear	0.203
quail	bıldırcın	fear	0.203
hurry	tələsik	fear	0.203
uphill	uphill	fear	0.203
mighty	qüdrətli	fear	0.203
birth	doğum	fear	0.203
cross	xaç	fear	0.203
help	kömək edir	fear	0.203
overcome	aradan qaldırmaq	fear	0.203
recesses	boşluqlar	fear	0.203
acceptances	qəbul edir	fear	0.203
fearless	qorxmaz	fear	0.200
ware	məhsullar	fear	0.198
change	dəyişiklik	fear	0.198
withstand	dayanmaq	fear	0.197
asap	asap	fear	0.191
owing	borcu	fear	0.188
gnome	gnome	fear	0.188
cautiously	ehtiyatla	fear	0.188
tract	tract	fear	0.188
deadlines	son tarixləri	fear	0.188
heighten	yüksəltmək	fear	0.188
attorney	müvəkkil	fear	0.188
bug	səhv	fear	0.188
knots	düyünlər	fear	0.188
fragile	kövrək	fear	0.188
rule	qayda	fear	0.188
advance	avans	fear	0.188
intrigue	intriqalar	fear	0.188
overcoming	aradan qaldırmaq	fear	0.188
stillness	sakitlik	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	izləmək	fear	0.188
unorganised	təşkil edilməmiş	fear	0.188
elf	elf	fear	0.185
stillwaiting	hələ də gözləyirəm	fear	0.184
lonely	yalnız	fear	0.183
slippery	sürüşkən	fear	0.181
interview	müsahibə	fear	0.180
everyman	hər kəs	fear	0.178
speculation	fərziyyə	fear	0.176
needtoknow	ehtiyacınız var	fear	0.173
assessment	qiymətləndirilməsi	fear	0.172
competition	rəqabət	fear	0.172
settlor	oturma yeri	fear	0.172
rod	çubuq	fear	0.172
checkpoint	nəzarət nöqtəsi	fear	0.172
regulatory	tənzimləmə	fear	0.172
worship	ibadət edin	fear	0.172
shell	kabuk	fear	0.172
readytogo	getməyə hazır	fear	0.172
uncertain	qeyri-müəyyəndir	fear	0.172
unsure	əminəm	fear	0.172
birch	huş	fear	0.172
surprise	sürpriz	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	saman	fear	0.172
composure	qarışıqlıq	fear	0.172
interviewer	müsahibəçi	fear	0.172
less	daha az	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audition	fear	0.156
sly	sly	fear	0.156
legalized	qanuniləşdirilmişdir	fear	0.156
intimately	intimately	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Geri sayma	fear	0.156
hearing	eşitmə	fear	0.156
bases	əsasları	fear	0.156
medication	dərmanlar	fear	0.156
ceasefire	atəşkəs	fear	0.156
retirement	təqaüdçü	fear	0.156
courageous	cəsarətli	fear	0.154
overthinker	aşırıcı	fear	0.153
backtrack	backtrack	fear	0.151
dawned	şənləndi	fear	0.150
censor	senzura	fear	0.149
bailiff	icra məmuru	fear	0.147
syllabus	tədris proqramı	fear	0.147
gent	cənab	fear	0.141
caricature	karikatura	fear	0.141
rationality	rasionallıq	fear	0.141
cove	Koyun	fear	0.141
newcomer	Yeni gələnlər	fear	0.141
eventuality	ehtimalı	fear	0.141
imagination	təsəvvür	fear	0.141
validity	etibarlılıq	fear	0.141
waiting	gözləyirəm	fear	0.141
delay	gecikmə	fear	0.141
shy	utancaq	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	simptom	fear	0.133
excite	həyəcanlandıracaq	fear	0.132
raccoon	yenot	fear	0.127
prevent	qarşısını almaq	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	palyaço	fear	0.125
ahhh	ahhh	fear	0.125
hawk	şahin	fear	0.125
campaigning	kampaniya	fear	0.125
soready	ağrılı	fear	0.125
tryout	cəhd	fear	0.125
marry	evlənmək	fear	0.125
sprite	sprite	fear	0.125
swim	üzmək	fear	0.125
gameday	gameday	fear	0.125
sag	sarkma	fear	0.123
pharmacy	əczaçılıq	fear	0.123
policeman	polis	fear	0.121
lace	krujeva	fear	0.111
dreamt	xəyal	fear	0.111
holiness	müqəddəslik	fear	0.109
pray	dua etmək	fear	0.109
weight	çəki	fear	0.109
incase	incase	fear	0.109
knot	düyün	fear	0.109
confidence	etibarlılıq	fear	0.109
notoriety	şüurlu	fear	0.109
homework	ev tapşırığı	fear	0.109
destination	təyinat	fear	0.109
bigday	böyük gün	fear	0.109
slender	zərif	fear	0.100
undecided	qərarsızdır	fear	0.098
sympathetic	sempatik	fear	0.097
god	tanrı	fear	0.094
grades	qiymətlər	fear	0.094
loyal	sadiq	fear	0.094
poise	poise	fear	0.094
treat	müalicə etmək	fear	0.094
confident	inamlı	fear	0.094
counsellor	məsləhətçi	fear	0.094
helmet	dəbilqə	fear	0.094
case	vəziyyət	fear	0.094
locate	tapın	fear	0.094
northeast	şimal-şərq	fear	0.088
compassion	şəfqət	fear	0.078
nurture	tərbiyə	fear	0.078
graduation	məzuniyyət	fear	0.078
graded	Qiymətləndirilmişdir	fear	0.075
mum	mum	fear	0.070
infant	körpə	fear	0.067
civilians	vətəndaşlar	fear	0.062
soulmate	ruhu	fear	0.062
civilian	mülki	fear	0.062
cloudiness	buludluq	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parad	fear	0.062
cash	pul	fear	0.062
journey	səyahət	fear	0.062
guidelines	qaydalar	fear	0.062
youth	gənclər	fear	0.062
opera	opera	fear	0.057
synonymous	eşitdim	fear	0.056
praying	dua edirlər	fear	0.047
honest	dürüst	fear	0.047
intelligence	kəşfiyyat	fear	0.038
romance	Romantika	fear	0.031
lines	xətləri	fear	0.031
volunteer	könüllü	fear	0.031
obey	itaət edin	fear	0.016
happiest	ən xoşbəxt	joy	0.986
happiness	xoşbəxtlik	joy	0.984
bliss	zövq	joy	0.971
celebrating	qeyd edir	joy	0.970
jubilant	cənazəçi	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elədir	joy	0.944
bestdayever	yaxşı gündüz	joy	0.938
beaming	hörmətlə	joy	0.938
loveee	sevgilim	joy	0.932
celebration	qeyd etmək	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	sevinc	joy	0.924
happily	xoşbəxtliklə	joy	0.922
excitement	həyəcan	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	inanılmaz	joy	0.922
joyous	sevincli	joy	0.922
exuberance	coşma	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	sevgi	joy	0.920
gratitude	təşəkkür edirəm	joy	0.914
spectacular	möhtəşəm	joy	0.912
merriment	Xoşbəxtlik	joy	0.912
happydance	xoşbəxtlik	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	sevindim	joy	0.909
triumphant	qələbə	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	şən	joy	0.906
cheer	şən	joy	0.897
elated	qəribədir	joy	0.894
lovethis	bunu sev	joy	0.891
laugh	gülmək	joy	0.891
jolly	cəsarətlə	joy	0.891
pleasures	zövqlər	joy	0.891
excitation	həyəcan	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	sevindim	joy	0.891
exhilaration	həyəcan	joy	0.891
marvelously	təəccüblə	joy	0.881
loving	sevən	joy	0.879
joyful	şən	joy	0.879
outstanding	görkəmli	joy	0.879
blissful	xoşbəxt	joy	0.879
pleasurable	keyifli	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	həvəsli	joy	0.875
lovinglife	sevgilisi	joy	0.875
glee	glee	joy	0.875
happyplace	xoşbəxtlik	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	çox xoşbəxt	joy	0.868
woohoo	woohoo	joy	0.864
laughing	gülür	joy	0.864
superb	üstün	joy	0.864
wonderful	gözəl	joy	0.863
brilliant	parlaq	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	təzahürat	joy	0.859
hooray	hooray	joy	0.859
glory	şöhrət	joy	0.859
celebrated	qeyd etdi	joy	0.859
loved	sevdi	joy	0.859
magnificent	möhtəşəm	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	heyecan verici	joy	0.853
heavenly	Səmavi	joy	0.853
thrilled	heyecanlandım	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	qeyd et	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	xeyir-dualar	joy	0.844
wonderfully	gözəl	joy	0.844
sweetness	şirinlik	joy	0.833
marvellous	möhtəşəm	joy	0.833
festive	bayram	joy	0.833
blessed	mübarək	joy	0.833
paradise	cənnət	joy	0.833
celebrations	qeyd etmələr	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	gülümsəyən	joy	0.828
enchanting	sehrli	joy	0.828
love	sevgi	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	evlərdəki	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	qəhqəhə	joy	0.824
marvelous	möhtəşəm	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	bayramı	joy	0.818
sensational	sensasiyalı	joy	0.818
delightful	ləzzətli	joy	0.818
happyheart	Xoşbəxtəm	joy	0.818
rejoicing	sevindirici haldır	joy	0.818
joys	sevinclər	joy	0.818
goodness	yaxşılıq	joy	0.818
excited	həyəcanlandı	joy	0.818
excellence	mükəmməllik	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	mənəvi	joy	0.814
glorious	şanlı	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	sevinmək	joy	0.812
victorious	qələbə	joy	0.812
excellent	əla	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	zövq	joy	0.812
splendid	görkəmli	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	xoş anlar	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	xoşbəxt gün	joy	0.809
myfavorite	mənim sevimlim	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	zovq	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	xoşbəxtlik	joy	0.803
giggle	kıkırdama	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	müvəffəqiyyət	joy	0.797
happier	xoşbəxt	joy	0.797
dancing	rəqs	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	möhtəşəmlik	joy	0.797
lovemylife	həyatımı sevirəm	joy	0.797
grateful	minnətdarıq	joy	0.789
splendor	əzəmət	joy	0.788
amuse	əylənin	joy	0.788
fun	əyləncə	joy	0.788
happy	xoşbəxtdir	joy	0.788
enchanted	möhtəşəm	joy	0.781
glorify	təqdis et	joy	0.781
glad	sevindim	joy	0.781
beautiful	gözəl	joy	0.781
solucky	solukki	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	parlaq	joy	0.781
heavens	göylər	joy	0.779
perfection	mükəmməllik	joy	0.779
christmassy	xristmassy	joy	0.779
romance	Romantika	joy	0.779
thrilling	heyecan verici	joy	0.776
miraculous	möcüzəvi	joy	0.773
fiesta	fiesta	joy	0.773
entertain	əyləndirin	joy	0.773
congrats	tebrikler	joy	0.773
cheers	sevindirir	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivlik	joy	0.773
lovable	sevimli	joy	0.773
cheered	təəccübləndi	joy	0.773
funday	əyləncəli gün	joy	0.772
enjoying	zövq almaq	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	əyləndi	joy	0.766
lifeisgood	həyat yaxşıdır	joy	0.766
thebest	ən yaxşı	joy	0.766
sosweet	çox şirin	joy	0.766
smiles	gülümsəmə	joy	0.766
delight	zövq	joy	0.765
orgasm	orgazm	joy	0.765
party	partiya	joy	0.765
positive	müsbətdir	joy	0.761
cheerfulness	şənlik	joy	0.758
miracles	möcüzələr	joy	0.758
sweetheart	sevgilim	joy	0.758
enlighten	aydınlaşdırmaq	joy	0.758
christmastime	Milad zamanı	joy	0.757
giddy	giddy	joy	0.757
romantic	romantik	joy	0.750
gratify	sevindirmək	joy	0.750
friendliness	dostluq	joy	0.750
laughs	gülür	joy	0.750
greatness	böyüklük	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	sevindirici haldır	joy	0.750
blessings	xeyir-dualar	joy	0.750
smile	gülüş	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	yubiley	joy	0.742
enthusiasm	həvəs	joy	0.742
triumph	zəfər	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	sehrli	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	möcüzə	joy	0.742
rewarding	mükafatlandırıcıdır	joy	0.742
feelgood	yaxşı hiss etmək	joy	0.736
prosperity	rifah	joy	0.735
luxurious	lüks	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	canlı	joy	0.734
goodday	yaxşı gün	joy	0.734
passionate	ehtiraslı	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	möhtəşəm	joy	0.734
victory	qələbə	joy	0.734
admiration	heyranlıq	joy	0.734
tgif	tgif	joy	0.734
glorification	şöhrət	joy	0.733
sing	oxumaq	joy	0.729
glowing	parlaq	joy	0.729
breathtaking	nefes kesici	joy	0.728
fulfillment	yerinə yetirmək	joy	0.728
yessss	yessss	joy	0.728
cheery	xoşbəxtlik	joy	0.727
thankful	minnətdar	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	mükafat	joy	0.727
atpeace	atpeace	joy	0.727
win	qazanmaq	joy	0.727
merry	şən	joy	0.727
pleased	məmnun	joy	0.725
radiance	parlaqlıq	joy	0.725
inspiration	ilham	joy	0.725
uplift	yüksəltmək	joy	0.723
optimistic	optimist	joy	0.723
heaven	Cənnət	joy	0.721
lucky	şanslı	joy	0.721
thrill	həyəcan	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	bayramlar	joy	0.721
harmony	harmoniya	joy	0.719
brighten	aydınlaşdırmaq	joy	0.719
lover	sevgilisi	joy	0.719
heartfelt	ürəkdən	joy	0.719
utopian	ütopik	joy	0.719
xmas	xmas	joy	0.719
lovely	sevimli	joy	0.719
amusement	əyləncə	joy	0.719
congratulatory	təbrik edirəm	joy	0.719
praising	tərifləyirik	joy	0.719
thriving	inkişaf etməkdədir	joy	0.719
perfect	mükəmməl	joy	0.719
magic	sehrli	joy	0.712
luckiest	ən xoşbəxt	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	dəbdəbəli	joy	0.712
bestfeeling	yaxşılaşdırma	joy	0.712
treasures	xəzinələri	joy	0.712
achievement	nailiyyət	joy	0.712
yay	yay	joy	0.712
holiday	bayram	joy	0.712
intimate	Intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	kıkırdama	joy	0.706
rave	rave	joy	0.706
proud	qürurlu	joy	0.704
truelove	Əsl sevgi	joy	0.703
fuckyeah	lütfən	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	qəribədir	joy	0.703
goodnews	yaxşı xəbər	joy	0.703
optimism	iyimserlik	joy	0.703
satisfying	təmin edir	joy	0.703
gooood	gooood	joy	0.703
sweetest	tatlı	joy	0.703
cherish	bəsləmək	joy	0.703
goodlife	yaxşı həyat	joy	0.703
beautification	gözəlləşmə	joy	0.703
appreciates	qiymətləndirir	joy	0.703
winning	qazanmaq	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	əyləndi	joy	0.700
excite	həyəcanlandıracaq	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	Ad günü	joy	0.691
metime	metim	joy	0.688
favorite	Sevimli	joy	0.688
honored	hörmətli	joy	0.688
content	məzmunu	joy	0.688
godsend	tanrı	joy	0.688
entertaining	əyləncəli	joy	0.688
angelic	mələk	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	sədaqət	joy	0.688
exquisite	incə	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	qiymətli	joy	0.682
majestic	görkəmli	joy	0.682
appreciated	qiymətləndirdi	joy	0.682
luscious	şirin	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	gülümsədi	joy	0.682
bestfriends	yaxşı dostlar	joy	0.682
exaltation	yüksəlmə	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	aydınlaşır	joy	0.682
tranquility	Sükunət	joy	0.679
marry	evlənmək	joy	0.676
embrace	əhatə edir	joy	0.676
positively	müsbətdir	joy	0.676
dearest	sevgilim	joy	0.672
relaxation	istirahət	joy	0.672
accomplished	həyata keçirildi	joy	0.672
hug	sarılmaq	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	canlandırmaq	joy	0.672
contentment	razılıq	joy	0.672
hilarious	şən	joy	0.672
giggles	giggles	joy	0.672
bountiful	bərəkətli	joy	0.667
victor	victor	joy	0.667
adore	həsrət edin	joy	0.667
boisterous	qaranlıq	joy	0.667
fulfilled	yerinə yetirmişdir	joy	0.667
fulfill	yerinə yetirmək	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	mülayim	joy	0.660
romanticism	romantizm	joy	0.656
humor	yumor	joy	0.656
glow	parıltı	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	xoş	joy	0.656
appreciation	qiymətləndirmə	joy	0.656
encouraged	həvəsləndirdi	joy	0.656
satisfy	təmin edir	joy	0.656
serenity	sükunət	joy	0.656
captivate	əsir edin	joy	0.656
besties	Ən yaxşılar	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	məmnunluq	joy	0.652
treasure	xəzinə	joy	0.652
engaged	məşğul olurdu	joy	0.652
praises	təriflər	joy	0.652
abundance	bolluq	joy	0.652
fortunes	fəlakətlər	joy	0.652
relaxing	rahatlaşdı	joy	0.652
praised	təriflədi	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	tamamlayır	joy	0.647
affection	sevgi	joy	0.647
relieved	azad olundu	joy	0.647
carnival	karnaval	joy	0.643
divine	ilahi	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmonik olaraq	joy	0.641
achieve	nail olmaq	joy	0.641
thanksgiving	Şükran günü	joy	0.641
jackpot	jackpot	joy	0.641
priceless	qiymətsiz	joy	0.641
sensuality	həssaslıq	joy	0.641
champion	çempionu	joy	0.641
wedding	toy	joy	0.641
uplifting	uplifting	joy	0.641
climax	dırmaşma	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	sülh	joy	0.636
twinkle	parıldamaq	joy	0.636
reverie	reverie	joy	0.636
exalt	yüksəltmək	joy	0.636
winner	qalib	joy	0.636
felicity	fəlakət	joy	0.636
cuddle	cığır	joy	0.636
comforting	təsəlliverici	joy	0.636
honeymoon	balayı	joy	0.636
xoxo	xoxo	joy	0.634
amusing	əyləncəli	joy	0.625
reward	mükafat	joy	0.625
fondness	sevgidir	joy	0.625
hearts	ürəklər	joy	0.625
brighter	daha parlaq	joy	0.625
sweet	şirin	joy	0.625
stargazing	xəyanətdir	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	cömertlik	joy	0.625
gorgeous	muhteşem	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	cinsi əlaqə	joy	0.622
parade	parad	joy	0.621
applause	alqışlar	joy	0.621
genial	genial	joy	0.621
beauty	gözəllik	joy	0.621
kind	cür	joy	0.621
newlife	yeni həyat	joy	0.618
aspiring	istəyən	joy	0.618
fulfilling	yerinə yetirir	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	erdemli	joy	0.613
kiss	öpmək	joy	0.610
winnings	qazananlar	joy	0.609
praiseworthy	tərifə layiqdir	joy	0.609
rainbows	göy qurşağı	joy	0.609
generous	səxavətlidir	joy	0.609
enlightenment	maarifləndirmə	joy	0.609
playful	oynaq	joy	0.609
christmas	xristianlar	joy	0.609
super	super	joy	0.609
elegance	zəriflik	joy	0.609
rekindle	rekindle	joy	0.609
awards	mükafatlar	joy	0.609
adorable	sevimli	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	müstəqillik	joy	0.607
successful	uğurlu	joy	0.606
onelove	tək sevgi	joy	0.606
kindness	yaxşılıq	joy	0.606
freely	sərbəst	joy	0.606
surprises	sürprizlər	joy	0.606
inspired	ilhamlandı	joy	0.606
hilarity	xoşagəlməzlik	joy	0.606
wonder	möcüzə	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	əyləncə	joy	0.603
whimsical	qəribə	joy	0.603
passion	ehtiras	joy	0.603
beautify	gözəlləşdirmək	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	günəş doğuşu	joy	0.600
godisgood	Tanrım	joy	0.597
whoo	kimdir	joy	0.594
angel	mələk	joy	0.594
thankgod	təşəkkür edirəm	joy	0.594
accomplishment	nailiyyət	joy	0.594
flirt	flirt	joy	0.594
goodmusic	yaxşı musiqi	joy	0.594
snuggled	qaçırdılar	joy	0.594
revere	hörmət	joy	0.594
inspire	ilham verin	joy	0.594
fanfare	fanatlıq	joy	0.594
peacefully	dinc yolla	joy	0.594
jesus	İsa	joy	0.594
goodies	gözəlliklər	joy	0.594
heroic	qəhrəmanlıq	joy	0.591
fortune	bəxt	joy	0.591
friendship	dostluq	joy	0.591
singing	mahnı oxuyur	joy	0.591
exalted	yüksəldi	joy	0.591
summer	yay	joy	0.591
highest	ən yüksək	joy	0.591
overflowing	daşqın	joy	0.588
contented	razı qaldı	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	ümid edirəm	joy	0.586
accolade	mükafat	joy	0.586
cozy	rahat	joy	0.583
delicious	dadlı	joy	0.579
friendly	dostluq	joy	0.578
sensuous	həssas	joy	0.578
darling	sevgilim	joy	0.578
picturesque	mənzərəli	joy	0.578
raving	Çaxnaşma	joy	0.578
praise	tərifləmək	joy	0.578
everlasting	əbədi	joy	0.578
ambition	həvəs	joy	0.578
thelife	həyat	joy	0.578
sparkle	parıldamaq	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	yaltaqlıq	joy	0.576
sensual	həssas	joy	0.576
heroism	qəhrəmanlıq	joy	0.576
succeeding	uğurlu	joy	0.576
grace	lütf	joy	0.576
peace	sülh	joy	0.576
livelife	həyatı yaşa	joy	0.574
special	xüsusi	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pompalı	joy	0.567
worthwhile	dəyərli	joy	0.562
revels	məğrurdur	joy	0.562
prevail	üstünlük təşkil edir	joy	0.562
liking	sevgilim	joy	0.562
sunny	günəşli	joy	0.562
relax	rahatla	joy	0.562
surprise	sürpriz	joy	0.562
hugs	hugs	joy	0.562
admirable	təəccüblü	joy	0.562
hero	qəhrəman	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	zarafatlı	joy	0.562
sweets	şirniyyat	joy	0.562
prosper	nicat	joy	0.562
superstar	superstar	joy	0.562
favorable	əlverişli	joy	0.561
bless	bərəkət edin	joy	0.561
tenderness	həssaslıq	joy	0.561
freedom	azadlıq	joy	0.561
masterpiece	şah əsəri	joy	0.561
newyear	Yeni il	joy	0.561
dreams	xəyallar	joy	0.559
hopeful	ümidli	joy	0.559
home	ev	joy	0.559
cruising	kruiz	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	sadiqlik	joy	0.553
closeness	yaxınlıq	joy	0.552
eagerness	dözümsüzlük	joy	0.552
