word	Romanian-ro	emotion	emotion-intensity-score
enlighten	lumina	joy	0.758
christmastime	Christmastime	joy	0.757
giddy	zvăpăiat	joy	0.757
romantic	romantic	joy	0.750
gratify	satisface	joy	0.750
friendliness	prietenie	joy	0.750
laughs	râde	joy	0.750
greatness	măreţie	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	plăcut	joy	0.750
blessings	binecuvântări	joy	0.750
smile	zâmbet	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	zburda	joy	0.748
jubilee	jubileu	joy	0.742
enthusiasm	entuziasm	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magic	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miracol	joy	0.742
rewarding	profitabil	joy	0.742
feelgood	se simte bine	joy	0.736
prosperity	prosperitate	joy	0.735
luxurious	luxos	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivace	joy	0.734
goodday	o zi buna	joy	0.734
passionate	pasionat	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	încânta	joy	0.734
victory	victorie	joy	0.734
admiration	admirație	joy	0.734
tgif	TGIF	joy	0.734
glorification	glorificare	joy	0.733
sing	cânta	joy	0.729
glowing	aprins	joy	0.729
breathtaking	îți taie răsuflarea	joy	0.728
fulfillment	împlinire	joy	0.728
yessss	yessss	joy	0.728
cheery	vesel	joy	0.727
thankful	recunoscător	joy	0.727
hurrah	Ura	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Moș Crăciun	joy	0.727
award	adjudecare	joy	0.727
atpeace	in pace	joy	0.727
win	victorie	joy	0.727
merry	vesel	joy	0.727
pleased	mulţumit	joy	0.725
radiance	strălucire	joy	0.725
inspiration	inspirație	joy	0.725
uplift	înălţa	joy	0.723
optimistic	optimist	joy	0.723
heaven	cer	joy	0.721
lucky	norocos	joy	0.721
thrill	fior	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	concediu	joy	0.721
harmony	armonie	joy	0.719
brighten	lumina	joy	0.719
lover	amant	joy	0.719
heartfelt	cordial	joy	0.719
utopian	utopic	joy	0.719
xmas	Crăciun	joy	0.719
lovely	minunat	joy	0.719
amusement	amuzament	joy	0.719
congratulatory	de felicitare	joy	0.719
praising	lăudând	joy	0.719
thriving	înfloritor	joy	0.719
perfect	perfect	joy	0.719
magic	magie	joy	0.712
luckiest	cel mai norocos	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxos	joy	0.712
bestfeeling	cel mai bun sentiment	joy	0.712
treasures	comori	joy	0.712
achievement	realizare	joy	0.712
yay	ura	joy	0.712
holiday	vacanţă	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chicoteală	joy	0.706
rave	rave	joy	0.706
proud	mândru	joy	0.704
truelove	dragoste adevărată	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	uimitor	joy	0.703
goodnews	Vești bune	joy	0.703
optimism	optimism	joy	0.703
satisfying	satisfăcător	joy	0.703
gooood	gooood	joy	0.703
sweetest	dulce	joy	0.703
cherish	nutri	joy	0.703
goodlife	viata buna	joy	0.703
beautification	înfrumuseţare	joy	0.703
appreciates	apreciază	joy	0.703
winning	câștigător	joy	0.703
cuddled	cuibărit	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	distrați	joy	0.700
excite	excita	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	zi de nastere	joy	0.691
metime	timp pentru mine	joy	0.688
favorite	favorit	joy	0.688
honored	onorat	joy	0.688
content	conţinut	joy	0.688
godsend	chilipir	joy	0.688
entertaining	distractiv	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adorare	joy	0.688
exquisite	rafinat	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	prețios	joy	0.682
majestic	maiestuos	joy	0.682
appreciated	apreciat	joy	0.682
luscious	delicios	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	zîmbi	joy	0.682
bestfriends	cei mai buni prieteni	joy	0.682
exaltation	exaltare	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	Luminează	joy	0.682
tranquility	liniște	joy	0.679
marry	căsători	joy	0.676
embrace	îmbrăţişare	joy	0.676
positively	pozitiv	joy	0.676
dearest	cea mai dragă	joy	0.672
relaxation	relaxare	joy	0.672
accomplished	realizat	joy	0.672
hug	îmbrăţişare	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grimasă	joy	0.672
enliven	anima	joy	0.672
contentment	mulțumire	joy	0.672
hilarious	vesel	joy	0.672
giggles	chicoteli	joy	0.672
bountiful	darnic	joy	0.667
victor	Victor	joy	0.667
adore	adora	joy	0.667
boisterous	turbulent	joy	0.667
fulfilled	îndeplinit	joy	0.667
fulfill	îndeplini	joy	0.664
cuddles	imbratisari	joy	0.662
prosperous	prosper	joy	0.660
romanticism	romantism	joy	0.656
humor	umor	joy	0.656
glow	strălucire	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	placut	joy	0.656
appreciation	apreciere	joy	0.656
encouraged	incurajata	joy	0.656
satisfy	satisface	joy	0.656
serenity	seninătate	joy	0.656
captivate	captiva	joy	0.656
besties	cei mai buni prieteni	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfacţie	joy	0.652
treasure	comoară	joy	0.652
engaged	angajat	joy	0.652
praises	laude	joy	0.652
abundance	abundenţă	joy	0.652
fortunes	averi	joy	0.652
relaxing	relaxant	joy	0.652
praised	lăudat	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	completa	joy	0.647
affection	afecţiune	joy	0.647
relieved	ușurată	joy	0.647
carnival	carnaval	joy	0.643
divine	divin	joy	0.641
saintly	sfânt	joy	0.641
harmoniously	armonios	joy	0.641
achieve	obține	joy	0.641
thanksgiving	mulțumire	joy	0.641
jackpot	potul cel mare	joy	0.641
priceless	neprețuit	joy	0.641
sensuality	senzualitate	joy	0.641
champion	campion	joy	0.641
wedding	nuntă	joy	0.641
uplifting	înălțător	joy	0.641
climax	punct culminant	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	liniștit	joy	0.636
twinkle	sclipire	joy	0.636
reverie	reverie	joy	0.636
exalt	înălţa	joy	0.636
winner	câştigător	joy	0.636
felicity	fericire	joy	0.636
cuddle	îmbrățișa	joy	0.636
comforting	mângâietor	joy	0.636
honeymoon	lună de miere	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amuzant	joy	0.625
reward	recompensă	joy	0.625
fondness	duioșie	joy	0.625
hearts	inimă	joy	0.625
brighter	mai luminos	joy	0.625
sweet	dulce	joy	0.625
stargazing	a se uita la stele	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	generozitate	joy	0.625
gorgeous	splendid	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sex	joy	0.622
parade	paradă	joy	0.621
applause	aplauze	joy	0.621
genial	bonom	joy	0.621
beauty	frumuseţe	joy	0.621
kind	drăguț	joy	0.621
newlife	viață nouă	joy	0.618
aspiring	aspirant	joy	0.618
fulfilling	îndeplinirea	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuos	joy	0.613
kiss	pup	joy	0.610
winnings	Câștiguri	joy	0.609
praiseworthy	lăudabil	joy	0.609
rainbows	curcubee	joy	0.609
generous	generos	joy	0.609
enlightenment	iluminism	joy	0.609
playful	jucăuş	joy	0.609
christmas	Crăciun	joy	0.609
super	super	joy	0.609
elegance	eleganţă	joy	0.609
rekindle	reaprinde	joy	0.609
awards	premii	joy	0.609
adorable	adorabil	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	independenţă	joy	0.607
successful	de succes	joy	0.606
onelove	iubire pentru toţi	joy	0.606
kindness	bunătate	joy	0.606
freely	în mod liber	joy	0.606
surprises	surprize	joy	0.606
inspired	inspirat	joy	0.606
hilarity	ilaritate	joy	0.606
wonder	mirare	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	divertisment	joy	0.603
whimsical	capricios	joy	0.603
passion	pasiune	joy	0.603
beautify	înfrumuseţa	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	răsărit	joy	0.600
godisgood	Dumnezeu e bun	joy	0.597
whoo	uhu	joy	0.594
angel	înger	joy	0.594
thankgod	slava Domnului	joy	0.594
accomplishment	realizare	joy	0.594
flirt	flirt	joy	0.594
goodmusic	muzica buna	joy	0.594
snuggled	cuibarit	joy	0.594
revere	omeni	joy	0.594
inspire	a inspira	joy	0.594
fanfare	fanfară	joy	0.594
peacefully	paşnic	joy	0.594
jesus	Iisus	joy	0.594
goodies	bunatati	joy	0.594
heroic	eroic	joy	0.591
fortune	avere	joy	0.591
friendship	prietenie	joy	0.591
singing	cântat	joy	0.591
exalted	exaltat	joy	0.591
summer	vară	joy	0.591
highest	cel mai inalt	joy	0.591
overflowing	debordant	joy	0.588
contented	mulțumite	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	speranţă	joy	0.586
accolade	acoladă	joy	0.586
cozy	confortabil	joy	0.583
delicious	delicios	joy	0.579
friendly	prietenos	joy	0.578
sensuous	senzual	joy	0.578
darling	dragă	joy	0.578
picturesque	pitoresc	joy	0.578
raving	aiureală	joy	0.578
praise	laudă	joy	0.578
everlasting	veșnic	joy	0.578
ambition	ambiţie	joy	0.578
thelife	viata	joy	0.578
sparkle	scânteie	joy	0.577
yeahhh	Yeahhh	joy	0.576
luckygirl	fată norocoasă	joy	0.576
flattering	măgulitor	joy	0.576
sensual	senzual	joy	0.576
heroism	eroism	joy	0.576
succeeding	reușind	joy	0.576
grace	graţie	joy	0.576
peace	pace	joy	0.576
livelife	trăiește viața	joy	0.574
special	special	joy	0.574
tantalizing	tantalic	joy	0.572
pumped	pompat	joy	0.567
worthwhile	merită	joy	0.562
revels	delectează	joy	0.562
prevail	prevala	joy	0.562
liking	simpatie	joy	0.562
sunny	însorit	joy	0.562
relax	relaxa	joy	0.562
surprise	surprinde	joy	0.562
hugs	îmbrățișări	joy	0.562
admirable	admirabil	joy	0.562
hero	erou	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	plin de umor	joy	0.562
sweets	dulciuri	joy	0.562
prosper	prospera	joy	0.562
superstar	superstar	joy	0.562
favorable	favorabil	joy	0.561
bless	binecuvânta	joy	0.561
tenderness	sensibilitate	joy	0.561
freedom	libertate	joy	0.561
masterpiece	capodopera	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	vise	joy	0.559
hopeful	plin de speranță	joy	0.559
home	Acasă	joy	0.559
cruising	de croazieră	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fidelitate	joy	0.553
closeness	apropiere	joy	0.552
eagerness	aviditate	joy	0.552
comfy	confortabil	joy	0.551
sunshine	raza de soare	joy	0.551
confidence	încredere	joy	0.547
mistletoe	vasc	joy	0.547
elite	elită	joy	0.547
celestial	ceresc	joy	0.547
heart	inimă	joy	0.547
completion	completare	joy	0.547
good	bun	joy	0.547
daughter	fiică	joy	0.547
gifts	cadouri	joy	0.547
astonishment	uimire	joy	0.547
bonus	primă	joy	0.547
goodmorning	Buna dimineata	joy	0.547
lifted	ridicat	joy	0.547
zeal	zel	joy	0.547
illuminate	ilumina	joy	0.547
gift	cadou	joy	0.547
vacation	concediu de odihna	joy	0.547
charmed	Fermecat	joy	0.546
recreation	agrement	joy	0.545
encouragement	încurajare	joy	0.545
gush	şuvoi	joy	0.545
sublime	sublim	joy	0.545
dance	dans	joy	0.545
god	dumnezeu	joy	0.545
free	gratuit	joy	0.544
freshstart	început proaspăt	joy	0.544
savior	salvator	joy	0.543
sanctuary	sanctuar	joy	0.541
grandchildren	nepoți	joy	0.540
wellness	bunastare	joy	0.537
revel	chefui	joy	0.534
inspirational	inspirație	joy	0.531
savor	savoare	joy	0.531
matrimony	căsătorie	joy	0.531
money	bani	joy	0.531
rainbow	curcubeu	joy	0.531
confident	încrezător	joy	0.531
bridal	de mireasă	joy	0.531
music	muzică	joy	0.531
fab	fab	joy	0.531
serene	senin	joy	0.531
alive	în viaţă	joy	0.531
holiness	sfinţenie	joy	0.531
vitality	vitalitate	joy	0.531
liberation	eliberare	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	liniştitor	joy	0.531
soar	avânta	joy	0.531
firstborn	întâi născut	joy	0.531
elegant	elegant	joy	0.530
mastery	măiestrie	joy	0.530
illumination	lumină	joy	0.530
welcomed	a salutat	joy	0.530
warmth	căldură	joy	0.530
blossom	inflori	joy	0.530
glimmer	licărire	joy	0.530
faithful	credincios	joy	0.529
treat	trata	joy	0.529
snuggles	Snuggles	joy	0.522
laurels	laur	joy	0.521
commendable	lăudabil	joy	0.519
powerful	puternic	joy	0.516
silly	prost	joy	0.516
zest	vervă	joy	0.516
presents	cadouri	joy	0.516
succeed	a reusi	joy	0.516
jingle	zdrăngăni	joy	0.516
remarkable	remarcabil	joy	0.516
greeted	salutat	joy	0.516
brotherly	frățesc	joy	0.516
pride	mândrie	joy	0.516
strengthening	întărire	joy	0.516
aspire	aspira	joy	0.516
abundant	abundent	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	splendid	joy	0.516
almighty	atotputernic	joy	0.516
fancy	extravagant	joy	0.516
zen	zen	joy	0.515
coronation	încoronare	joy	0.515
kudos	Kudos	joy	0.515
vivid	viu	joy	0.515
leisure	timp liber	joy	0.515
complete	complet	joy	0.515
cutie	drăguță	joy	0.515
newme	noul eu	joy	0.515
familytime	timp pentru familie	joy	0.515
animated	animat	joy	0.515
spirit	spirit	joy	0.515
thanking	mulțumind	joy	0.515
kid	copil	joy	0.515
shining	strălucitor	joy	0.515
payday	Payday	joy	0.515
princely	princiar	joy	0.515
reunited	reunit	joy	0.515
therapeutic	terapeutic	joy	0.515
comfort	confort	joy	0.515
godly	evlavios	joy	0.514
marriage	căsătorie	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relaţie	joy	0.514
spouse	soț	joy	0.507
intimately	intim	joy	0.507
accomplish	realiza	joy	0.500
excel	excela	joy	0.500
inviting	îmbietor	joy	0.500
meritorious	meritoriu	joy	0.500
diamond	diamant	joy	0.500
nature	natură	joy	0.500
dignity	demnitate	joy	0.500
family	familie	joy	0.500
soulful	sentimental	joy	0.500
charitable	caritabil	joy	0.500
encourage	a incuraja	joy	0.500
friends	prieteni	joy	0.500
satisfied	satisfăcut	joy	0.500
welcoming	primitor	joy	0.500
healthy	sănătos	joy	0.500
surreal	ireal	joy	0.500
refreshed	odihnit	joy	0.500
beach	plajă	joy	0.500
motherhood	maternitate	joy	0.500
respect	respect	joy	0.500
gem	bijuterie	joy	0.500
erotic	erotic	joy	0.500
visionary	vizionar	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	realizat	joy	0.500
christ	Hristos	joy	0.500
memorable	memorabil	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebelus	joy	0.500
purr	tors	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veridicitate	joy	0.500
bloom	a inflori	joy	0.500
carefree	fără griji	joy	0.500
aura	aură	joy	0.493
health	sănătate	joy	0.493
liberty	libertate	joy	0.486
approved	aprobat	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oază	joy	0.486
rapture	extaz	joy	0.485
engaging	captivant	joy	0.485
crowning	încoronare	joy	0.485
aspiration	aspiraţie	joy	0.485
prestige	prestigiu	joy	0.485
crescendo	crescendo	joy	0.485
gentle	blând	joy	0.485
liberate	elibera	joy	0.485
betrothed	logodit	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	milostivire	joy	0.485
privileged	privilegiat	joy	0.485
loyal	loial	joy	0.485
inseparable	de nedespartit	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	tinerețe	joy	0.484
trophy	trofeu	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	noroc	joy	0.484
creativity	creativitate	joy	0.484
destiny	destin	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendenta	joy	0.484
bouquet	buchet	joy	0.484
chocolate	ciocolată	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	vis	joy	0.484
desire	dorință	joy	0.484
boyfriend	prieten	joy	0.480
commemoration	comemorare	joy	0.479
intelligence	inteligență	joy	0.477
readiness	promptitudine	joy	0.473
friend	prieten	joy	0.471
enthusiast	entuziast	joy	0.471
bride	mireasă	joy	0.471
lush	luxuriant	joy	0.470
calming	calmant	joy	0.470
inheritance	moştenire	joy	0.470
kiddo	kiddo	joy	0.470
massage	masaj	joy	0.470
tickle	stârni	joy	0.470
adventure	aventură	joy	0.470
nostalgia	nostalgie	joy	0.470
soothe	calma	joy	0.470
goals	goluri	joy	0.469
luster	luciu	joy	0.469
giving	oferindu-	joy	0.469
princess	prinţesă	joy	0.469
heartily	din toată inima	joy	0.469
benevolence	bunăvoinţă	joy	0.469
nurture	hrăni	joy	0.469
bridegroom	mire	joy	0.469
eternal	etern	joy	0.469
pray	ruga	joy	0.469
getaway	fugi	joy	0.469
humanitarian	umanitar	joy	0.469
bonding	lipirea	joy	0.469
rest	odihnă	joy	0.469
amicable	amical	joy	0.469
purring	torc	joy	0.469
pretty	frumos	joy	0.469
child	copil	joy	0.466
salutary	salutar	joy	0.465
invite	a invita	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	grindă	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropical	joy	0.455
aesthetics	estetică	joy	0.455
friday	vineri	joy	0.455
elevation	elevație	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonie	joy	0.455
mindfulness	atenție	joy	0.455
hee	hee	joy	0.455
kindred	înrudire	joy	0.455
scholarship	Bursa de studiu	joy	0.455
befriend	ocroti	joy	0.455
commemorate	comemora	joy	0.453
allure	momi	joy	0.453
faith	credinţă	joy	0.453
forgiveness	iertare	joy	0.453
scenery	decor	joy	0.453
vindication	justificare	joy	0.453
waterfall	cascadă	joy	0.453
birth	naștere	joy	0.453
noworries	fără griji	joy	0.453
approve	aproba	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	călătorie	joy	0.447
meditation	meditaţie	joy	0.446
relaxed	relaxat	joy	0.442
tranquil	liniştit	joy	0.441
weekend	sfârșit de săptămână	joy	0.441
present	prezent	joy	0.441
tender	delicat, fraged	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	rugăciune	joy	0.439
sharing	partajare	joy	0.439
esteem	stima	joy	0.439
lyrical	liric	joy	0.439
righteousness	dreptate	joy	0.439
share	acțiune	joy	0.438
husband	soț	joy	0.438
life	viaţă	joy	0.438
sonnet	sonet	joy	0.438
relief	relief	joy	0.438
unbeaten	neînvins	joy	0.438
newday	zi noua	joy	0.438
meditate	medita	joy	0.438
mighty	puternic	joy	0.438
eager	dornic	joy	0.438
strength	putere	joy	0.438
warm	cald	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	amice	joy	0.427
oneness	unitate	joy	0.426
unsurpassed	neîntrecut	joy	0.424
ejaculation	ejaculare	joy	0.424
unconstrained	neconstrâns	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalie	joy	0.424
amen	Amin	joy	0.424
candlelight	amurg	joy	0.424
reverence	reverenţă	joy	0.424
healthful	sănătos	joy	0.424
carols	colinde	joy	0.424
sledding	săniuș	joy	0.422
wealth	bogatie	joy	0.422
graduation	absolvire	joy	0.422
frisky	zburdalnic	joy	0.422
energy	energie	joy	0.422
calmness	calm	joy	0.422
beginnings	începuturi	joy	0.422
safe	sigur	joy	0.422
musical	muzical	joy	0.422
symphony	simfonie	joy	0.422
lml	LML	joy	0.422
glitter	luciu	joy	0.422
ease	uşura	joy	0.422
helpful	util	joy	0.422
soundness	soliditate	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	promisiune	joy	0.415
reunite	reuni	joy	0.414
salvation	salvare	joy	0.412
mother	mamă	joy	0.412
poems	poezii	joy	0.412
inauguration	inaugurare	joy	0.409
immaculate	imaculat	joy	0.409
lighten	uşura	joy	0.409
aromatherapy	aromaterapie	joy	0.409
travel	voiaj	joy	0.409
lavender	lavandă	joy	0.409
purify	purifica	joy	0.409
clown	clovn	joy	0.409
star	stea	joy	0.406
cash	bani gheata	joy	0.406
heal	vindeca	joy	0.406
completing	completarea	joy	0.406
companion	companion	joy	0.406
live	Trăi	joy	0.406
flowers	flori	joy	0.406
wishing	care doresc	joy	0.406
charity	caritate	joy	0.406
opportune	oportun	joy	0.406
income	sursa de venit	joy	0.403
soul	suflet	joy	0.401
munchies	munchies	joy	0.400
indescribable	de nedescris	joy	0.397
progress	progres	joy	0.397
emancipation	emancipare	joy	0.397
christian	creştin	joy	0.397
hammock	hamac	joy	0.394
together	împreună	joy	0.394
equality	egalitate	joy	0.394
fullness	plenitudine	joy	0.394
picnic	picnic	joy	0.394
calm	calm	joy	0.394
childhood	copilărie	joy	0.394
rhythmical	ritmic	joy	0.394
movies	filme	joy	0.393
zealous	zelos	joy	0.393
littlethings	Lucruri mărunte	joy	0.391
humanity	umanitate	joy	0.391
starry	înstelat	joy	0.391
playground	loc de joaca	joy	0.391
adventures	aventuri	joy	0.391
meaningful	plin de înțeles	joy	0.391
choir	cor	joy	0.391
affluence	afluență	joy	0.391
warms	încălzește	joy	0.391
goofy	nătărău	joy	0.391
auspicious	de bun augur	joy	0.391
gesture	gest	joy	0.387
vow	jurământ	joy	0.382
shopping	cumpărături	joy	0.382
witty	spiritual	joy	0.382
communion	comuniune	joy	0.379
vibes	vibe	joy	0.379
worship	cult	joy	0.379
jump	a sari	joy	0.379
reverend	venerabil	joy	0.377
advance	avans	joy	0.375
beaches	plaje	joy	0.375
youth	tineret	joy	0.375
spirits	alcool	joy	0.375
simplicity	simplitate	joy	0.375
full	deplin	joy	0.375
rising	în creștere	joy	0.375
hymn	imn	joy	0.375
unique	unic	joy	0.375
redeemed	răscumpărat	joy	0.375
scenic	pitoresc	joy	0.375
mirth	veselie	joy	0.375
courtship	curte	joy	0.375
experience	experienţă	joy	0.375
reunion	reuniune	joy	0.375
sonorous	sonor	joy	0.375
unforgettable	neuitat	joy	0.375
baptismal	botez	joy	0.368
alliance	alianţă	joy	0.368
grant	acorda	joy	0.366
conciliation	conciliere	joy	0.364
moonlight	lumina lunii	joy	0.364
sanctification	sfințire	joy	0.364
improves	îmbunătățește	joy	0.364
improve	îmbunătăţi	joy	0.364
pure	pur	joy	0.364
authentic	autentic	joy	0.364
kitten	pisoi	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	zmeură	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	fidelitate	joy	0.359
feeling	sentiment	joy	0.359
devotional	evlavios	joy	0.359
proficiency	experiență	joy	0.359
tinsel	beteală	joy	0.359
revival	renaştere	joy	0.359
sanctify	sfinţi	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	independent	joy	0.359
cocoa	cacao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfin	joy	0.348
choral	coral	joy	0.348
deliverance	eliberare	joy	0.348
romp	zburda	joy	0.348
roaring	hohotitor	joy	0.348
melody	melodie	joy	0.348
favor	favoare	joy	0.348
unification	unificare	joy	0.348
exceed	depăși	joy	0.348
purpose	scop	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	fără muncă	joy	0.344
voluptuous	voluptos	joy	0.344
fruits	fructe	joy	0.344
thx	mersi	joy	0.344
newstart	un nou inceput	joy	0.344
manicure	manichiură	joy	0.344
date	Data	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	fursecuri	joy	0.344
hedonism	hedonism	joy	0.344
humble	umil	joy	0.344
electric	electric	joy	0.344
pledge	angajament	joy	0.344
celebrity	celebritate	joy	0.342
rhythm	ritm	joy	0.338
bridesmaid	domnișoară de onoare	joy	0.338
snowday	zi cu zapada	joy	0.333
young	tineri	joy	0.333
coffee	cafea	joy	0.333
edification	zidire	joy	0.333
obliging	îndatoritor	joy	0.333
renovation	renovare	joy	0.333
familiarity	familiaritate	joy	0.333
garden	grădină	joy	0.333
spa	spa	joy	0.333
dawn	zori de zi	joy	0.333
connoisseur	cunoscător	joy	0.333
partner	partener	joy	0.333
gazing	uitîndu	joy	0.333
foodie	gurmand	joy	0.331
synchronize	sincroniza	joy	0.329
tribulation	restriște	joy	0.328
healing	cicatrizare	joy	0.328
saint	sfânt	joy	0.328
chirping	ciripitor	joy	0.328
hobby	pasiune	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	colinda	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedichiură	joy	0.328
amnesty	amnistia	joy	0.328
respite	răgaz	joy	0.324
mellow	moale	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	agrement	joy	0.318
restorative	reconfortant	joy	0.318
cousins	veri	joy	0.318
classics	clasice	joy	0.318
reconciliation	reconciliere	joy	0.316
dove	porumbel	joy	0.312
living	viaţă	joy	0.312
presto	Presto	joy	0.312
crafts	meşteşuguri	joy	0.312
recovery	recuperare	joy	0.312
woods	pădure	joy	0.312
sunset	apus de soare	joy	0.312
fitness	fitness	joy	0.312
playhouse	teatru	joy	0.312
superman	supraom	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	înţelepciune	joy	0.312
deal	afacere	joy	0.312
simplify	simplifica	joy	0.312
lord	Lord	joy	0.312
sterling	veritabil	joy	0.312
progression	progresie	joy	0.312
relight	reaprinde	joy	0.312
pony	ponei	joy	0.312
infant	copil	joy	0.309
improvement	îmbunătăţire	joy	0.309
absolution	iertare	joy	0.306
gently	cu blândețe	joy	0.303
established	stabilit	joy	0.303
honest	sincer	joy	0.303
decorating	decorare	joy	0.303
endless	fără sfârşit	joy	0.303
banquet	banchet	joy	0.303
providing	furnizarea	joy	0.300
mine	A mea	joy	0.297
fraternal	fratern	joy	0.297
notable	notabil	joy	0.297
feat	ispravă	joy	0.297
harvest	recolta	joy	0.297
quaint	ciudat	joy	0.297
softly	încetișor	joy	0.297
spiritual	spiritual	joy	0.297
morals	morala	joy	0.297
lounging	odihn	joy	0.297
light	ușoară	joy	0.297
breeze	briză	joy	0.297
strolling	hoinar	joy	0.297
spending	cheltuire	joy	0.297
meditating	meditativ	joy	0.297
joker	mucalit	joy	0.297
yearning	dorință	joy	0.297
growth	creştere	joy	0.297
fervor	fervoare	joy	0.295
quotes	citate	joy	0.294
volunteer	voluntar	joy	0.294
psalms	psalmi	joy	0.288
hippie	hippie	joy	0.288
gain	câştig	joy	0.288
taoism	taoismul	joy	0.288
midwife	moaşă	joy	0.288
resources	resurse	joy	0.288
create	crea	joy	0.288
receiving	primire	joy	0.287
ocean	ocean	joy	0.286
snowfall	căderile de zăpadă	joy	0.286
lsd	lsd	joy	0.286
hiking	drumeții	joy	0.283
chill	rece	joy	0.281
truce	armistiţiu	joy	0.281
infinity	infinit	joy	0.281
toast	paine prajita	joy	0.281
destination	destinaţie	joy	0.281
buddhist	budist	joy	0.281
rested	odihnit	joy	0.281
