word	Russian-ru	emotion	emotion-intensity-score
jackpot	куш	joy	0.641
priceless	бесценный	joy	0.641
sensuality	чувственность	joy	0.641
champion	чемпион	joy	0.641
wedding	свадьба	joy	0.641
uplifting	вздымается	joy	0.641
climax	кульминация	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	мирное	joy	0.636
twinkle	мерцать	joy	0.636
reverie	мечтательность	joy	0.636
exalt	сгущать	joy	0.636
winner	победитель	joy	0.636
felicity	меткость	joy	0.636
cuddle	прижиматься	joy	0.636
comforting	утешительный	joy	0.636
honeymoon	Медовый месяц	joy	0.636
xoxo	XOXO	joy	0.634
amusing	забавный	joy	0.625
reward	награда	joy	0.625
fondness	любовь	joy	0.625
hearts	сердца	joy	0.625
brighter	ярче	joy	0.625
sweet	милая	joy	0.625
stargazing	рассеянность	joy	0.625
festival	фестиваль	joy	0.625
snuggling	прижимаясь	joy	0.625
generosity	щедрость	joy	0.625
gorgeous	безумно красивая	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	секс	joy	0.622
parade	парад	joy	0.621
applause	аплодисменты	joy	0.621
genial	добродушный	joy	0.621
beauty	красота	joy	0.621
kind	своего рода	joy	0.621
newlife	новая жизнь	joy	0.618
aspiring	стремящийся	joy	0.618
fulfilling	выполнение	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	добродетельный	joy	0.613
kiss	поцелуй	joy	0.610
winnings	выигрыши	joy	0.609
praiseworthy	похвальный	joy	0.609
rainbows	радуг	joy	0.609
generous	великодушный	joy	0.609
enlightenment	просветление	joy	0.609
playful	игривый	joy	0.609
christmas	рождество	joy	0.609
super	супер	joy	0.609
elegance	элегантность	joy	0.609
rekindle	возродить	joy	0.609
awards	награды	joy	0.609
adorable	обожаемый	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	независимость	joy	0.607
successful	успешный	joy	0.606
onelove	единственная любовь	joy	0.606
kindness	доброта	joy	0.606
freely	свободно	joy	0.606
surprises	сюрпризы	joy	0.606
inspired	вдохновенный	joy	0.606
hilarity	веселость	joy	0.606
wonder	задаваться вопросом	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	развлекательная программа	joy	0.603
whimsical	капризный	joy	0.603
passion	страсть	joy	0.603
beautify	украшать	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	Восход	joy	0.600
godisgood	godisgood	joy	0.597
whoo	Охайте	joy	0.594
angel	ангел	joy	0.594
thankgod	Слава Богу	joy	0.594
accomplishment	достижение	joy	0.594
flirt	флиртовать	joy	0.594
goodmusic	хорошая музыка	joy	0.594
snuggled	прижимался	joy	0.594
revere	благоговеть	joy	0.594
inspire	внушать	joy	0.594
fanfare	фанфара	joy	0.594
peacefully	мирно	joy	0.594
jesus	Иисус	joy	0.594
goodies	лакомства	joy	0.594
heroic	героический	joy	0.591
fortune	состояние	joy	0.591
friendship	дружба	joy	0.591
singing	пение	joy	0.591
exalted	возвышенный	joy	0.591
summer	лето	joy	0.591
highest	наибольший	joy	0.591
overflowing	переполненный	joy	0.588
contented	удовлетворенный	joy	0.588
woot	Woot	joy	0.588
rollicking	бесшабашный	joy	0.588
hope	надежда	joy	0.586
accolade	акколада	joy	0.586
cozy	уютный	joy	0.583
delicious	вкусно	joy	0.579
friendly	дружелюбный	joy	0.578
sensuous	чувственный	joy	0.578
darling	дорогой	joy	0.578
picturesque	колоритный	joy	0.578
raving	бесноватый	joy	0.578
praise	хвалить	joy	0.578
everlasting	вечный	joy	0.578
ambition	амбиция	joy	0.578
thelife	жизнь	joy	0.578
sparkle	искриться	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	лестный	joy	0.576
sensual	чувственный	joy	0.576
heroism	героизм	joy	0.576
succeeding	последующий	joy	0.576
grace	Грейс	joy	0.576
peace	мир	joy	0.576
livelife	livelife	joy	0.574
special	особый	joy	0.574
tantalizing	мучающий	joy	0.572
pumped	накачкой	joy	0.567
worthwhile	стоит	joy	0.562
revels	пирушка	joy	0.562
prevail	превалировать	joy	0.562
liking	симпатия	joy	0.562
sunny	солнечно	joy	0.562
relax	расслабиться	joy	0.562
surprise	сюрприз	joy	0.562
hugs	объятий	joy	0.562
admirable	замечательный	joy	0.562
hero	герой	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	юмористический	joy	0.562
sweets	сладости	joy	0.562
prosper	процветать	joy	0.562
superstar	супер звезда	joy	0.562
favorable	благоприятный	joy	0.561
bless	благословить	joy	0.561
tenderness	нежность	joy	0.561
freedom	свобода	joy	0.561
masterpiece	шедевр	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	мечты	joy	0.559
hopeful	многообещающий	joy	0.559
home	Главная	joy	0.559
cruising	крейсерский	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	верность	joy	0.553
closeness	близость	joy	0.552
eagerness	рвение	joy	0.552
comfy	удобный	joy	0.551
sunshine	Солнечный свет	joy	0.551
confidence	уверенность	joy	0.547
mistletoe	омела белая	joy	0.547
elite	элита	joy	0.547
celestial	астрономический	joy	0.547
heart	сердце	joy	0.547
completion	завершение	joy	0.547
good	хорошо	joy	0.547
daughter	дочь	joy	0.547
gifts	дары	joy	0.547
astonishment	удивление	joy	0.547
bonus	бонус	joy	0.547
goodmorning	доброе утро	joy	0.547
lifted	поднятый	joy	0.547
zeal	рвение	joy	0.547
illuminate	освещать	joy	0.547
gift	подарок	joy	0.547
vacation	отпуск	joy	0.547
charmed	Зачарованные	joy	0.546
recreation	отдых	joy	0.545
encouragement	поощрение	joy	0.545
gush	фонтанировать	joy	0.545
sublime	возвышенный	joy	0.545
dance	танец	joy	0.545
god	Бог	joy	0.545
free	свободно	joy	0.544
freshstart	новый старт	joy	0.544
savior	спаситель	joy	0.543
sanctuary	святилище	joy	0.541
grandchildren	внучата	joy	0.540
wellness	хорошее здоровье	joy	0.537
revel	упиваться	joy	0.534
inspirational	вдохновляющие	joy	0.531
savor	Вкус	joy	0.531
matrimony	брак	joy	0.531
money	Деньги	joy	0.531
rainbow	радуга	joy	0.531
confident	уверенная в себе	joy	0.531
bridal	свадебный	joy	0.531
music	Музыка	joy	0.531
fab	потрясающий	joy	0.531
serene	безмятежный	joy	0.531
alive	в живых	joy	0.531
holiness	благочестие	joy	0.531
vitality	жизнеспособность	joy	0.531
liberation	освобождение	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	успокаивающий	joy	0.531
soar	витать	joy	0.531
firstborn	первенец	joy	0.531
elegant	элегантный	joy	0.530
mastery	мастерство	joy	0.530
illumination	освещение	joy	0.530
welcomed	приветствовал	joy	0.530
warmth	тепло	joy	0.530
blossom	цвести	joy	0.530
glimmer	мерцание	joy	0.530
faithful	верный	joy	0.529
treat	рассматривать	joy	0.529
snuggles	прижимается	joy	0.522
laurels	лавры	joy	0.521
commendable	похвальный	joy	0.519
powerful	мощный	joy	0.516
silly	глупый	joy	0.516
zest	цедра	joy	0.516
presents	подарки	joy	0.516
succeed	добиться успеха	joy	0.516
jingle	звяканье	joy	0.516
remarkable	замечательный	joy	0.516
greeted	встречено	joy	0.516
brotherly	братский	joy	0.516
pride	гордость	joy	0.516
strengthening	укрепление	joy	0.516
aspire	стремиться	joy	0.516
abundant	обильный	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	блистательный	joy	0.516
almighty	всемогущий	joy	0.516
fancy	маскарадный	joy	0.516
zen	Дзэн	joy	0.515
coronation	коронация	joy	0.515
kudos	почет	joy	0.515
vivid	яркий	joy	0.515
leisure	досуг	joy	0.515
complete	полный	joy	0.515
cutie	милашка	joy	0.515
newme	новый я	joy	0.515
familytime	семейное время	joy	0.515
animated	мультипликационный	joy	0.515
spirit	дух	joy	0.515
thanking	поблагодарив	joy	0.515
kid	дитя	joy	0.515
shining	блестящий	joy	0.515
payday	день выплаты жалованья	joy	0.515
princely	царственный	joy	0.515
reunited	воссоединенный	joy	0.515
therapeutic	терапевтический	joy	0.515
comfort	комфорт	joy	0.515
godly	благочестивый	joy	0.514
marriage	брак	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	отношения	joy	0.514
spouse	супруг	joy	0.507
intimately	тесно	joy	0.507
accomplish	выполнять	joy	0.500
excel	превосходить	joy	0.500
inviting	манящий	joy	0.500
meritorious	похвальный	joy	0.500
diamond	бриллиант	joy	0.500
nature	природа	joy	0.500
dignity	достоинство	joy	0.500
family	семья	joy	0.500
soulful	душевный	joy	0.500
charitable	благотворительный	joy	0.500
encourage	поощрять	joy	0.500
friends	друзья	joy	0.500
satisfied	доволен	joy	0.500
welcoming	приветственный	joy	0.500
healthy	здоровый	joy	0.500
surreal	сюрреалистичный	joy	0.500
refreshed	обновилась	joy	0.500
beach	пляж	joy	0.500
motherhood	материнство	joy	0.500
respect	уважение	joy	0.500
gem	драгоценный камень	joy	0.500
erotic	эротический	joy	0.500
visionary	провидец	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	достигнутый	joy	0.500
christ	Христос	joy	0.500
memorable	памятный	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	детка	joy	0.500
purr	мурлыкать	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	правдивость	joy	0.500
bloom	цветение	joy	0.500
carefree	беззаботный	joy	0.500
aura	аура	joy	0.493
health	здоровье	joy	0.493
liberty	свобода	joy	0.486
approved	утвержденный	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	оазис	joy	0.486
rapture	упоение	joy	0.485
engaging	обаятельный	joy	0.485
crowning	венчающий	joy	0.485
aspiration	стремление	joy	0.485
prestige	престиж	joy	0.485
crescendo	крещендо	joy	0.485
gentle	нежный	joy	0.485
liberate	освобождать	joy	0.485
betrothed	обручена	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	щедрость	joy	0.485
privileged	привилегированный	joy	0.485
loyal	верный	joy	0.485
inseparable	неотделимый	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	расцвет	joy	0.484
trophy	трофей	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	везение	joy	0.484
creativity	креативность	joy	0.484
destiny	судьба	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	превосходство	joy	0.484
bouquet	букет	joy	0.484
chocolate	шоколад	joy	0.484
aloha	алоха	joy	0.484
yummy	вкусно	joy	0.484
dream	мечта	joy	0.484
desire	желание	joy	0.484
boyfriend	дружок	joy	0.480
commemoration	поминовение	joy	0.479
intelligence	интеллект	joy	0.477
readiness	готовность	joy	0.473
friend	друг	joy	0.471
enthusiast	энтузиаст	joy	0.471
bride	невеста	joy	0.471
lush	пышный	joy	0.470
calming	успокаивающий	joy	0.470
inheritance	наследование	joy	0.470
kiddo	малышка	joy	0.470
massage	массаж	joy	0.470
tickle	щекотать	joy	0.470
adventure	приключение	joy	0.470
nostalgia	ностальгия	joy	0.470
soothe	успокаивать	joy	0.470
goals	цели	joy	0.469
luster	блеск	joy	0.469
giving	дающий	joy	0.469
princess	принцесса	joy	0.469
heartily	от всей души	joy	0.469
benevolence	благожелательность	joy	0.469
nurture	взрастить	joy	0.469
bridegroom	жених	joy	0.469
eternal	вечный	joy	0.469
pray	молиться	joy	0.469
getaway	уходи	joy	0.469
humanitarian	гуманитарный	joy	0.469
bonding	склеивание	joy	0.469
rest	отдых	joy	0.469
amicable	дружный	joy	0.469
purring	мурлыканье	joy	0.469
pretty	Симпатичная	joy	0.469
child	ребенок	joy	0.466
salutary	целительный	joy	0.465
invite	приглашать	joy	0.457
reminiscing	вспоминающий	joy	0.456
beam	луч	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	тропический	joy	0.455
aesthetics	эстетика	joy	0.455
friday	пятница	joy	0.455
elevation	высота	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	церемония	joy	0.455
mindfulness	осознанность	joy	0.455
hee	хи	joy	0.455
kindred	родственный	joy	0.455
scholarship	ученость	joy	0.455
befriend	помогать	joy	0.455
commemorate	почтить память	joy	0.453
allure	завлекать	joy	0.453
faith	вера	joy	0.453
forgiveness	прощение	joy	0.453
scenery	декорации	joy	0.453
vindication	истребование	joy	0.453
waterfall	водопад	joy	0.453
birth	рождение	joy	0.453
noworries	не беспокойся	joy	0.453
approve	одобрить	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	поездка	joy	0.447
meditation	медитация	joy	0.446
relaxed	расслабленный	joy	0.442
tranquil	спокойный	joy	0.441
weekend	выходные	joy	0.441
present	настоящее время	joy	0.441
tender	нежная	joy	0.441
nostalgic	ностальгический	joy	0.439
prayer	молитва	joy	0.439
sharing	разделение	joy	0.439
esteem	почитать	joy	0.439
lyrical	лирический	joy	0.439
righteousness	праведность	joy	0.439
share	доля	joy	0.438
husband	муж	joy	0.438
life	жизнь	joy	0.438
sonnet	сонет	joy	0.438
relief	облегчение	joy	0.438
unbeaten	непревзойденный	joy	0.438
newday	новый день	joy	0.438
meditate	обдумывать	joy	0.438
mighty	могущественный	joy	0.438
eager	нетерпеливый	joy	0.438
strength	прочность	joy	0.438
warm	тепло	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	дружище	joy	0.427
oneness	исключительность	joy	0.426
unsurpassed	непревзойденный	joy	0.424
ejaculation	эякуляция	joy	0.424
unconstrained	непринужденный	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медаль	joy	0.424
amen	аминь	joy	0.424
candlelight	искусственное освещение	joy	0.424
reverence	благоговение	joy	0.424
healthful	целебный	joy	0.424
carols	колядки	joy	0.424
sledding	катание на санях	joy	0.422
wealth	богатство	joy	0.422
graduation	градация	joy	0.422
frisky	резвый	joy	0.422
energy	энергия	joy	0.422
calmness	спокойствие	joy	0.422
beginnings	истоки	joy	0.422
safe	безопасно	joy	0.422
musical	музыкальный	joy	0.422
symphony	симфония	joy	0.422
lml	LML	joy	0.422
glitter	сверкание	joy	0.422
ease	легкость	joy	0.422
helpful	полезный	joy	0.422
soundness	прочность	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	обещание	joy	0.415
reunite	воссоединяться	joy	0.414
salvation	спасение	joy	0.412
mother	мама	joy	0.412
poems	стихи	joy	0.412
inauguration	инаугурация	joy	0.409
immaculate	безукоризненный	joy	0.409
lighten	светлеть	joy	0.409
aromatherapy	ароматерапия	joy	0.409
travel	путешествовать	joy	0.409
lavender	лаванда	joy	0.409
purify	очищаться	joy	0.409
clown	клоун	joy	0.409
star	звезда	joy	0.406
cash	денежные средства	joy	0.406
heal	излечивать	joy	0.406
completing	комплектующие	joy	0.406
companion	компаньон	joy	0.406
live	жить	joy	0.406
flowers	цветы	joy	0.406
wishing	желающих	joy	0.406
charity	благотворительная деятельность	joy	0.406
opportune	уместный	joy	0.406
income	доход	joy	0.403
soul	душа	joy	0.401
munchies	Munchies	joy	0.400
indescribable	неописуемый	joy	0.397
progress	прогресс	joy	0.397
emancipation	эмансипация	joy	0.397
christian	Кристиан	joy	0.397
hammock	гамак	joy	0.394
together	вместе	joy	0.394
equality	равенство	joy	0.394
fullness	полнота	joy	0.394
picnic	пикник	joy	0.394
calm	спокойный	joy	0.394
childhood	детство	joy	0.394
rhythmical	ритмичный	joy	0.394
movies	кино	joy	0.393
zealous	ревностный	joy	0.393
littlethings	маленькие вещи	joy	0.391
humanity	человечество	joy	0.391
starry	звездный	joy	0.391
playground	детская площадка	joy	0.391
adventures	приключения	joy	0.391
meaningful	значимым	joy	0.391
choir	хор	joy	0.391
affluence	наплыв	joy	0.391
warms	согревает	joy	0.391
goofy	бестолковый	joy	0.391
auspicious	благоприятный	joy	0.391
gesture	жест	joy	0.387
vow	клятва	joy	0.382
shopping	поход по магазинам	joy	0.382
witty	остроумный	joy	0.382
communion	общение	joy	0.379
vibes	виброфон	joy	0.379
worship	поклонение	joy	0.379
jump	Прыгать	joy	0.379
reverend	почтенный	joy	0.377
advance	продвижение	joy	0.375
beaches	пляжи	joy	0.375
youth	молодежь	joy	0.375
spirits	настроение	joy	0.375
simplicity	простота	joy	0.375
full	полный	joy	0.375
rising	поднимающийся	joy	0.375
hymn	гимн	joy	0.375
unique	уникальный	joy	0.375
redeemed	погашен	joy	0.375
scenic	сценический	joy	0.375
mirth	веселье	joy	0.375
courtship	ухаживание	joy	0.375
experience	опыт	joy	0.375
reunion	воссоединение	joy	0.375
sonorous	звонкий	joy	0.375
unforgettable	незабвенный	joy	0.375
baptismal	крестильный	joy	0.368
alliance	союз	joy	0.368
grant	даровать	joy	0.366
conciliation	соглашательство	joy	0.364
moonlight	лунный свет	joy	0.364
sanctification	освящение	joy	0.364
improves	улучшает	joy	0.364
improve	улучшать	joy	0.364
pure	чистый	joy	0.364
authentic	аутентичный	joy	0.364
kitten	котенок	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	малина	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	верность	joy	0.359
feeling	чувство	joy	0.359
devotional	набожный	joy	0.359
proficiency	умение	joy	0.359
tinsel	блестки	joy	0.359
revival	возрождение	joy	0.359
sanctify	освящать	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	независимый	joy	0.359
cocoa	какао	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	дельфин	joy	0.348
choral	хоровой	joy	0.348
deliverance	избавление	joy	0.348
romp	возня	joy	0.348
roaring	запал	joy	0.348
melody	мелодия	joy	0.348
favor	благоприятствовать	joy	0.348
unification	объединение	joy	0.348
exceed	превышать	joy	0.348
purpose	цель	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	нет работы	joy	0.344
voluptuous	сладострастный	joy	0.344
fruits	фрукты	joy	0.344
thx	спасибо	joy	0.344
newstart	новый начало	joy	0.344
manicure	маникюр	joy	0.344
date	Дата	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	дорожное путешествие	joy	0.344
cookies	печенье	joy	0.344
hedonism	гедонизм	joy	0.344
humble	смиренный	joy	0.344
electric	электрический	joy	0.344
pledge	залог	joy	0.344
celebrity	знаменитость	joy	0.342
rhythm	ритм	joy	0.338
bridesmaid	подружка невесты	joy	0.338
snowday	снежный день	joy	0.333
young	молодой	joy	0.333
coffee	кофе	joy	0.333
edification	назидание	joy	0.333
obliging	услужливый	joy	0.333
renovation	ремонт	joy	0.333
familiarity	знакомство	joy	0.333
garden	сад	joy	0.333
spa	спа	joy	0.333
dawn	рассвет	joy	0.333
connoisseur	знаток	joy	0.333
partner	партнер	joy	0.333
gazing	глядя	joy	0.333
foodie	Гурман	joy	0.331
synchronize	синхронизировать	joy	0.329
tribulation	несчастье	joy	0.328
healing	исцеление	joy	0.328
saint	святой	joy	0.328
chirping	стрекотание	joy	0.328
hobby	хобби	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Кэрол	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	псалом	joy	0.328
pedicure	педикюр	joy	0.328
amnesty	амнистировать	joy	0.328
respite	передышка	joy	0.324
mellow	сочный	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	развлекательный	joy	0.318
restorative	укрепляющий	joy	0.318
cousins	кузены	joy	0.318
classics	классика	joy	0.318
reconciliation	сверка	joy	0.316
dove	голубь	joy	0.312
living	живой	joy	0.312
presto	престо	joy	0.312
crafts	ремесла	joy	0.312
recovery	восстановление	joy	0.312
woods	леса	joy	0.312
sunset	закат солнца	joy	0.312
fitness	фитнес	joy	0.312
playhouse	театр	joy	0.312
superman	сверхчеловек	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	мудрость	joy	0.312
deal	по рукам	joy	0.312
simplify	упрощать	joy	0.312
lord	господин	joy	0.312
sterling	стерлинг	joy	0.312
progression	прогрессия	joy	0.312
relight	снова загореться	joy	0.312
pony	пони	joy	0.312
infant	младенец	joy	0.309
improvement	улучшение	joy	0.309
absolution	отпущение грехов	joy	0.306
gently	осторожно	joy	0.303
established	установленный	joy	0.303
honest	честный	joy	0.303
decorating	декорирование	joy	0.303
endless	бесконечный	joy	0.303
banquet	банкет	joy	0.303
providing	обеспечение	joy	0.300
mine	мой	joy	0.297
fraternal	братский	joy	0.297
notable	примечательный	joy	0.297
feat	подвиг	joy	0.297
harvest	уборка урожая	joy	0.297
quaint	причудливый	joy	0.297
softly	мягко	joy	0.297
spiritual	духовный	joy	0.297
morals	нравы	joy	0.297
lounging	безделье	joy	0.297
light	легкий	joy	0.297
breeze	ветер	joy	0.297
strolling	прогуливающийся	joy	0.297
spending	расходы	joy	0.297
meditating	медитации	joy	0.297
joker	джокер	joy	0.297
yearning	тоскующий	joy	0.297
growth	рост	joy	0.297
fervor	горячность	joy	0.295
quotes	кавычки	joy	0.294
volunteer	доброволец	joy	0.294
psalms	псалмы	joy	0.288
hippie	хиппи	joy	0.288
gain	усиление	joy	0.288
taoism	таоизм	joy	0.288
midwife	акушерка	joy	0.288
resources	Ресурсы	joy	0.288
create	Создайте	joy	0.288
receiving	получение	joy	0.287
ocean	океан	joy	0.286
snowfall	снегопад	joy	0.286
lsd	ЛСД	joy	0.286
hiking	пеший туризм	joy	0.283
chill	простуда	joy	0.281
truce	передышка	joy	0.281
infinity	бесконечность	joy	0.281
toast	тост	joy	0.281
destination	место назначения	joy	0.281
buddhist	буддист	joy	0.281
rested	отдохнувший	joy	0.281
candid	беспристрастный	joy	0.281
evergreen	вечнозеленый	joy	0.281
unwind	размотать	joy	0.281
buzzing	жужжание	joy	0.281
venerable	почтенный	joy	0.279
balance	баланс	joy	0.275
retirement	выход на пенсию	joy	0.275
compensate	компенсировать	joy	0.273
swim	плавать	joy	0.273
drinks	напитки	joy	0.273
devout	благочестивый	joy	0.273
buddha	Будда	joy	0.273
rapt	восхищенный	joy	0.273
fireplace	камин	joy	0.273
snowing	идет снег	joy	0.271
sublimation	сублимация	joy	0.270
fruity	фруктовый	joy	0.268
humility	смирение	joy	0.266
paragon	парагон	joy	0.266
ministry	министерство	joy	0.266
sunday	Воскресенье	joy	0.266
salute	отдать честь	joy	0.266
fortitude	сила духа	joy	0.266
whim	прихоть	joy	0.266
sun	солнце	joy	0.266
sketching	зарисовка	joy	0.266
waves	волны	joy	0.266
buddhism	буддизм	joy	0.266
cathedral	кафедральный собор	joy	0.266
yoga	йога	joy	0.266
artwork	произведение искусства	joy	0.265
practiced	практиковали	joy	0.264
clean	чистый	joy	0.260
found	найденный	joy	0.258
fitting	примерка	joy	0.258
immerse	погружать	joy	0.258
running	Бег	joy	0.258
clarity	ясность	joy	0.258
food	питание	joy	0.258
exercise	упражнение	joy	0.258
autumn	осень	joy	0.254
ardent	пылкий	joy	0.250
fit	поместиться	joy	0.250
mountain	гора	joy	0.250
expedient	целесообразный	joy	0.250
diary	дневник	joy	0.250
candles	свечи	joy	0.250
outdoors	на открытом воздухе	joy	0.250
chilled	охлажденный	joy	0.250
clap	хлопать в ладоши	joy	0.250
contagious	заразительный	joy	0.250
chirp	чириканье	joy	0.250
morning	утро	joy	0.250
visitor	посетитель	joy	0.250
hardy	выносливый	joy	0.250
countryside	сельская местность	joy	0.250
undying	бессмертный	joy	0.250
football	футбол	joy	0.250
advocacy	пропаганда	joy	0.250
demonstrative	демонстративный	joy	0.250
cradle	колыбель	joy	0.247
trance	транс	joy	0.246
breakfast	завтрак	joy	0.242
grow	расти	joy	0.242
pay	платить	joy	0.242
preservative	консервант	joy	0.242
intense	интенсивный	joy	0.242
supremacy	примат	joy	0.242
church	церковь	joy	0.242
procession	шествие	joy	0.242
consecration	освящение	joy	0.235
lifetime	продолжительность жизни	joy	0.234
nursery	питомник	joy	0.234
humbled	унижен	joy	0.234
vote	голос	joy	0.234
incense	ладан	joy	0.234
lyre	лира	joy	0.234
candle	свеча	joy	0.234
snowy	снежно	joy	0.234
doll	кукла	joy	0.234
skiing	горнолыжный спорт	joy	0.234
ordination	рукоположение	joy	0.234
art	Изобразительное искусство	joy	0.234
salary	зарплата	joy	0.234
pastry	кондитерские изделия	joy	0.229
firefly	Светляк	joy	0.227
chilling	охлаждение	joy	0.227
remedy	средство	joy	0.227
rescue	спасение	joy	0.225
camping	кемпинг	joy	0.221
perspective	перспективы	joy	0.221
orchard	фруктовый сад	joy	0.221
orchestra	оркестр	joy	0.221
possess	обладать	joy	0.219
castle	замок	joy	0.219
lamb	ягненок	joy	0.219
gardens	сады	joy	0.219
breezy	свежий	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	юркий	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	погашать	joy	0.212
ribbon	лента	joy	0.212
pho	фо	joy	0.212
reggae	регги	joy	0.212
raindrops	капли дождя	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	учат	joy	0.212
nap	вздремнуть	joy	0.206
stillness	неподвижность	joy	0.203
chant	песнопение	joy	0.203
hire	Наем	joy	0.203
vernal	весенний	joy	0.203
cove	бухточка	joy	0.203
uncontrollable	неконтролируемый	joy	0.203
legalized	легализованный	joy	0.203
unexpected	неожиданный	joy	0.203
lights	огни	joy	0.203
save	спасти	joy	0.200
atone	искупать	joy	0.197
trees	деревья	joy	0.197
pastor	пастор	joy	0.197
symmetry	симметрия	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	священное писание	joy	0.196
mountains	горы	joy	0.194
pathway	путь	joy	0.188
walking	гулять пешком	joy	0.188
craziness	сумасшествие	joy	0.188
soppy	сентиментальный	joy	0.188
tea	чай	joy	0.188
quiet	тихо	joy	0.188
forefathers	предки	joy	0.188
liquor	щелок	joy	0.188
custom	обычай	joy	0.188
whiteness	бледность	joy	0.188
sympathetic	симпатичный	joy	0.188
patient	пациент	joy	0.186
dollhouse	кукольный дом	joy	0.182
bath	ванна	joy	0.182
score	Гол	joy	0.182
movingon	movingon	joy	0.182
supporter	сторонник	joy	0.180
accompaniment	сопровождение	joy	0.179
pursuit	преследование	joy	0.176
outburst	взрыв	joy	0.176
frosty	морозный	joy	0.174
workout	разрабатывать	joy	0.172
closure	закрытие	joy	0.172
luncheon	завтрак	joy	0.172
service	оказание услуг	joy	0.172
wintery	застывший	joy	0.172
wages	заработная плата	joy	0.169
civilized	цивилизованный	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Декабрь	joy	0.167
acrobat	акробат	joy	0.162
glide	скольжение	joy	0.162
finally	в конце концов	joy	0.157
reproductive	репродуктивный	joy	0.156
elf	эльф	joy	0.156
organization	организация	joy	0.156
stroll	прогулка	joy	0.156
peppermint	мята	joy	0.156
break	ломать	joy	0.156
chai	Chai	joy	0.156
obtainable	доступный	joy	0.156
bathtub	ванна	joy	0.156
advent	приход	joy	0.152
scifi	SciFi	joy	0.152
balm	бальзам	joy	0.152
measured	измеренный	joy	0.152
spaniel	спаниель	joy	0.145
tan	загар	joy	0.141
ditty	песенка	joy	0.141
bubble	пузырь	joy	0.141
simple	просто	joy	0.141
oils	масла	joy	0.141
beer	пиво	joy	0.141
green	зеленый	joy	0.137
buss	звонкий поцелуй	joy	0.136
books	книги	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	чау	joy	0.135
pitter	Pitter	joy	0.134
flows	потоки	joy	0.130
silence	тишина	joy	0.127
roadster	родстер	joy	0.125
solitude	одиночество	joy	0.125
bookstore	книжный магазин	joy	0.125
wine	вино	joy	0.125
circumstances	обстоятельства	joy	0.125
japan	Япония	joy	0.121
soak	впитывать	joy	0.121
wilderness	пустыня	joy	0.121
priesthood	священство	joy	0.121
critical	критический	joy	0.116
neutral	нейтральный	joy	0.114
untie	развязывать	joy	0.109
hunting	охота	joy	0.109
opera	опера	joy	0.109
weight	вес	joy	0.109
white	белый	joy	0.109
