word	Scots Gaelic-gd	emotion	emotion-intensity-score
infirmity	laigsean	fear	0.438
impermeable	neo-thruaillte	fear	0.438
predicament	s an Iar-	fear	0.438
falter	falter	fear	0.438
displaced	sgaoileadh	fear	0.438
concealed	falach	fear	0.438
illegitimate	dìolain	fear	0.438
unprepared	neo-ullaichte	fear	0.438
scarcity	gainnead	fear	0.438
wince	s an Iar-	fear	0.438
mace	mace	fear	0.438
expel	cuir às dha	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	bacadh a chur air	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	sgaoileadh	fear	0.438
dentists	fiaclairean	fear	0.438
irreconcilable	mì-chinnteach	fear	0.438
bewildered	sneachda	fear	0.438
indomitable	gun teagamh	fear	0.438
rheumatism	aodach	fear	0.438
accidental	tubaist	fear	0.438
prick	tilgeil	fear	0.438
entangled	steach	fear	0.438
atrophy	sneachda	fear	0.438
asp	asp	fear	0.438
perverse	mì-fhortanach	fear	0.438
cabal	cabal	fear	0.438
yell	geal	fear	0.438
gasping	giùlan	fear	0.438
probation	deuchainn	fear	0.438
accuser	neach-casaid	fear	0.438
insulting	sàrachadh	fear	0.435
mysterious	dìomhaireachd	fear	0.435
halting	stad	fear	0.435
rebels	reubaltaich	fear	0.435
repulsion	sèididh	fear	0.431
glare	glare	fear	0.430
punitive	peanasach	fear	0.425
sordid	sordid	fear	0.425
stake	sgaoileadh	fear	0.423
tempest	sìde	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	dìomhaireachd	fear	0.422
bayonet	bayonet	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	sgaoileadh	fear	0.422
lament	cumha	fear	0.422
burdensome	eallach	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	sgoltadh	fear	0.422
coyote	coyote	fear	0.422
deleterious	mì-thoilichte	fear	0.422
dissident	dissident	fear	0.422
varicella	varicella	fear	0.422
wilderness	fàsach	fear	0.422
delusion	dealachadh	fear	0.422
bigot	mòr-bhualadh	fear	0.422
unsteady	mì-fhortanach	fear	0.422
stresses	cuideam	fear	0.422
offense	eucoir	fear	0.422
heathen	cinneagan	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	mì-chliùiteach	fear	0.422
disappear	a 'dol à sealladh	fear	0.422
depress	bochd	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	mì-nàdarrach	fear	0.422
usurped	usurped	fear	0.422
steal	steal	fear	0.422
anathema	anathema	fear	0.422
fainting	sgaoileadh	fear	0.422
alien	alien	fear	0.422
extrajudicial	muigh-dhreuchdail	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	duilgheadas	fear	0.418
ineptitude	neo-chomasach	fear	0.417
outsider	taobh a-muigh	fear	0.413
ugliness	gràineachd	fear	0.410
vulture	saoghail	fear	0.410
immoral	mì-laghail	fear	0.410
scar	sgaoileadh	fear	0.406
stressful	cuideam	fear	0.406
screech	sgreech	fear	0.406
wary	eagallach	fear	0.406
disgust	dìomhaireachd	fear	0.406
stressing	a 'cur cuideam air	fear	0.406
deport	spòrs	fear	0.406
nausea	nausea	fear	0.406
resection	Rannsachadh	fear	0.406
blackout	dubh-dhubh	fear	0.406
disallowed	gun chead	fear	0.406
insolvent	mì-fhortanach	fear	0.406
dismissal	dìmeas	fear	0.406
omnipotence	omnipotence	fear	0.406
possession	seilbh	fear	0.406
tearful	tearful	fear	0.406
disorder	mì-rian	fear	0.406
squall	squall	fear	0.406
dominant	uachdarain	fear	0.406
disabled	ciorramach	fear	0.406
drones	drones	fear	0.406
recklessness	iomagachd	fear	0.406
escape	teicheadh	fear	0.406
distressed	duilich	fear	0.406
claw	claw	fear	0.406
stretcher	sreathan	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	peanasachadh	fear	0.406
weakly	lag	fear	0.406
rubble	sgudal	fear	0.406
whimper	geal	fear	0.406
ghetto	ghetto	fear	0.406
socialism	sòisealachd	fear	0.405
conspiracy	co-chòrdadh	fear	0.400
toughness	cruaidh	fear	0.400
defection	buaidh	fear	0.398
absence	neo-làthaireachd	fear	0.396
moan	geal	fear	0.394
crusade	còmhdhail	fear	0.392
radon	radon	fear	0.391
lose	caill	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dubhach	fear	0.391
unemployed	gun obair	fear	0.391
reject	dhiùlt	fear	0.391
excitation	excitation	fear	0.391
xanax	xanax	fear	0.391
stifled	stifled	fear	0.391
scarecrow	sneachda	fear	0.391
concealment	a 'falach	fear	0.391
conquer	gèilleadh	fear	0.391
discrimination	lethbhreith	fear	0.391
diagnosis	breithneachadh	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	ribe	fear	0.391
separation	sgaradh	fear	0.391
overt	s an Iar-	fear	0.391
urgency	èiginn	fear	0.391
musket	musgaid	fear	0.391
unrest	dragh	fear	0.391
descent	shliochd	fear	0.391
avoiding	a 'seachnadh	fear	0.391
cyst	cyst	fear	0.391
gulp	gulp	fear	0.391
procedure	modh-obrach	fear	0.391
submission	iarrtas	fear	0.391
hardened	cruaidh	fear	0.391
refutation	ath-leasachadh	fear	0.391
repellent	ath-dhìoladh	fear	0.391
cleave	cleave	fear	0.391
suspicion	amharas	fear	0.391
poverty	bochdainn	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	fulangas	fear	0.391
mental	inntinn	fear	0.391
theocratic	an-diugh	fear	0.391
spaz	sgaoileadh	fear	0.391
brimstone	brimstone	fear	0.391
throb	throb	fear	0.388
outcast	sgaoileadh	fear	0.388
orc	orc	fear	0.388
disapprove	mì-thoilichte	fear	0.380
dontpanic	dontpanach	fear	0.378
plea	plea	fear	0.377
withdrawals	tarraing às	fear	0.377
pressure	cuideam	fear	0.375
grieve	gràdh	fear	0.375
frigate	frigate	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	sneachda	fear	0.375
khan	khan	fear	0.375
expose	nochdadh	fear	0.375
ocd	ocd	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	nàire	fear	0.375
bankrupt	bristeach	fear	0.375
dissolution	sgaoileadh	fear	0.375
dentistry	fiaclaireachd	fear	0.375
edict	edict	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	chasm	fear	0.375
escaped	teicheadh	fear	0.375
whirlpool	uisge-mòr	fear	0.375
interrogate	ceasnachadh	fear	0.375
psychological	saidhgeòlasach	fear	0.375
obligor	s an Iar-	fear	0.375
misconception	mì-thuigse	fear	0.375
military	armachd	fear	0.375
suspected	amharas	fear	0.375
locust	locust	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	dona	fear	0.375
coldness	fuachdachd	fear	0.375
taunt	miannachadh	fear	0.375
obi	obi	fear	0.375
flu	flù	fear	0.375
barricade	barricade	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	ath-chuairteachadh	fear	0.373
unknown	neo-aithnichte	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	eud	fear	0.365
mug	mug	fear	0.359
consternation	dragh	fear	0.359
rebel	reubaltaich	fear	0.359
conquest	conquest	fear	0.359
mournful	caoidh	fear	0.359
concerned	draghail	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	ath-chuairteachadh	fear	0.359
jaundice	buidheachas	fear	0.359
sectarian	sgaoileadh	fear	0.359
desert	fàsach	fear	0.359
cur	cur	fear	0.359
difficult	duilich	fear	0.359
stint	sgaoileadh	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dart	fear	0.359
spike	spike	fear	0.359
timid	thìde	fear	0.359
wasting	a 'caoidh	fear	0.359
bottomless	gun bhonn	fear	0.359
warned	rabhadh	fear	0.359
protestant	protestant	fear	0.359
contempt	dìomhaireachd	fear	0.359
exam	deuchainn	fear	0.359
depreciation	ìsleachadh	fear	0.359
anomaly	anomallachd	fear	0.359
rejects	dhiùlt	fear	0.359
pessimism	geamhradh	fear	0.359
revolution	ar-a-mach	fear	0.359
formidable	deònach	fear	0.359
burke	burke	fear	0.359
cautionary	cùramach	fear	0.359
headaches	cur cinn	fear	0.359
bankruptcy	briseadh	fear	0.359
government	riaghaltas	fear	0.359
measles	a 'ghriùthlach	fear	0.359
languishing	a 'mealltuinn	fear	0.358
constrain	cuingealachadh	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	neach-gleidhidh	fear	0.354
adverse	dona	fear	0.352
lawyer	neach-lagh	fear	0.349
libel	dìmeas	fear	0.348
retrenchment	sguabadh às	fear	0.345
imminent	air thoiseach	fear	0.345
unjustifiable	mì-fhreagarrach	fear	0.344
knell	clach	fear	0.344
contentious	còmhstri	fear	0.344
opposed	an aghaidh	fear	0.344
shame	nàire	fear	0.344
avoidance	seachnadh	fear	0.344
resistant	resistant	fear	0.344
discipline	smachd	fear	0.344
defy	dùbhlan	fear	0.344
belittle	brònach	fear	0.344
fanaticism	s an Iar-	fear	0.344
bearish	s an Iar-	fear	0.344
opium	opium	fear	0.344
sorrow	bròn	fear	0.344
mri	mri	fear	0.344
shaky	sneachda	fear	0.344
hiss	aodach	fear	0.344
loneliness	aonranachd	fear	0.344
swerve	sgaoileadh	fear	0.344
taboo	taboo	fear	0.344
reckless	neo-chùramach	fear	0.344
obstacle	cnap-starra	fear	0.344
launches	a 'cur air bhog	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	dhùnadh	fear	0.344
servile	s an Iar-	fear	0.344
hesitation	sàrachadh	fear	0.344
evade	fuadach	fear	0.344
recession	crìonadh	fear	0.344
eel	easgann	fear	0.344
shortage	gainnead	fear	0.344
pest	pest	fear	0.344
cutter	gearradh	fear	0.344
psych	inntinn	fear	0.344
parachute	paraisiut	fear	0.344
disrespectful	mì-thoilichte	fear	0.343
phalanx	phalanx	fear	0.342
creature	creutair	fear	0.340
mortgage	morgaids	fear	0.331
specter	seallaidh	fear	0.331
enigmatic	iongantach	fear	0.329
caution	rabhadh	fear	0.328
police	Poileas	fear	0.328
shank	shank	fear	0.328
undesirable	neo-mhiannach	fear	0.328
shutdown	Dùin sìos	fear	0.328
dike	dike	fear	0.328
subordinate	subordinate	fear	0.328
gametime	gam-ama	fear	0.328
remove	falbh	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mishap	fear	0.328
loom	bòidheach	fear	0.328
supremacy	àrd-uachdar	fear	0.328
unlucky	mì-shealbhach	fear	0.328
quash	clach	fear	0.328
hives	hives	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	faireachdainn	fear	0.328
dominion	riaghladh	fear	0.328
encumbrance	s an Iar-	fear	0.328
adrift	aodach	fear	0.328
defendant	dìonach	fear	0.328
outpost	mach	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	gun mhothachadh	fear	0.328
wrongly	ceàrr	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	eireachdail	fear	0.328
ethereal	ethereal	fear	0.328
scarce	gann	fear	0.327
unsettled	mì-thoilichte	fear	0.327
antisocial	mì-shòisealta	fear	0.324
astray	sabaid	fear	0.320
vigilant	furachail	fear	0.319
socialist	sòisealach	fear	0.318
halter	sgaoileadh	fear	0.318
pessimist	geamhraidh	fear	0.317
pacing	sìtheadh	fear	0.316
opponent	an nàmhaid	fear	0.312
discontinuity	neo-leantalachd	fear	0.312
conspire	chiad sreath	fear	0.312
trickery	sgaoileadh	fear	0.312
obsessing	faireachdainn	fear	0.312
seclusion	àicheadh	fear	0.312
whirlwind	torrach	fear	0.312
unexpected	gun dùil	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	sgaoileadh	fear	0.312
muzzle	aodach	fear	0.312
blight	blight	fear	0.312
foreigner	coigrich	fear	0.312
chargeable	cìs	fear	0.312
laxative	laxative	fear	0.312
clinical	clionaigeach	fear	0.312
dentist	fiaclair	fear	0.312
therapist	leigheas	fear	0.312
deadline	ceann-latha	fear	0.312
bewilderment	bewilderment	fear	0.312
litigate	thilgeil	fear	0.312
nether	nas motha	fear	0.312
thorny	sgithidh	fear	0.312
valium	valium	fear	0.312
powerful	cumhachdach	fear	0.312
uneasy	mì-chothromach	fear	0.312
unkind	unkind	fear	0.312
ordnance	òrdnance	fear	0.312
wimpy	s an Iar-	fear	0.312
overthinking	a 'toirt thairis air	fear	0.309
doubts	teagamh	fear	0.308
seriousness	diadhachd	fear	0.305
irrational	neo-riaghailteach	fear	0.305
erase	sguabadh às	fear	0.303
teasing	sgaoileadh	fear	0.303
razor	razor	fear	0.303
sweating	sweating	fear	0.298
reluctant	mì-thoilichte	fear	0.297
mage	mage	fear	0.297
crouching	a 'cromadh	fear	0.297
warning	rabhadh	fear	0.297
endless	neo-chrìochnach	fear	0.297
adjudicate	breithneachadh	fear	0.297
bale	bale	fear	0.297
inflation	atmhorachd	fear	0.297
giant	fuamhaire	fear	0.297
auditor	sgrùdaiche	fear	0.297
medical	meidigeach	fear	0.297
swamp	bog	fear	0.297
bitch	bitch	fear	0.297
mislead	mislead	fear	0.297
weighty	cuideachail	fear	0.297
avoid	seachain	fear	0.297
depreciated	ìsleachadh	fear	0.297
flounder	leabaidh	fear	0.297
deflation	sgoltadh	fear	0.297
unsurpassed	neo-shoirbheachail	fear	0.297
dashed	sgaoileadh	fear	0.297
hide	seiche	fear	0.297
timidity	ùineachd	fear	0.297
deluge	sgaoileadh	fear	0.287
disinformation	mì-fhiosrachadh	fear	0.286
court	cùirt	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	mì-chàirdeil	fear	0.281
remains	fuigheall	fear	0.281
discourage	dì-mhisneachadh	fear	0.281
cautious	mothachail	fear	0.281
oncoming	tighinn	fear	0.281
flying	itealaich	fear	0.281
mistaken	mearachd	fear	0.281
swelling	swelling	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	faireachadh	fear	0.281
apache	apache	fear	0.281
rush	rush	fear	0.281
yelp	yelp	fear	0.281
cartridge	cart	fear	0.281
fortress	daingneach	fear	0.281
bigoted	mòr-thionndadh	fear	0.281
notready	chan ann	fear	0.281
challenge	dùbhlan	fear	0.281
submitting	a 'cur a-steach	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	mearachd	fear	0.281
unruly	neo-chràbhach	fear	0.281
intense	dian	fear	0.279
noncompliance	neo-chomas	fear	0.276
alerts	rabhaidhean	fear	0.276
planes	plèanaichean	fear	0.274
displeased	mì-thoilichte	fear	0.273
cop	cop	fear	0.273
unbridled	neo-bhrìgheil	fear	0.271
regiment	rèisimeid	fear	0.266
crowds	sluagh	fear	0.266
sentence	seantans	fear	0.266
blindfold	falach	fear	0.266
crouch	cromadh	fear	0.266
belt	crios	fear	0.266
hooded	sneachda	fear	0.266
uncanny	neo-chumanta	fear	0.266
cupping	cupping	fear	0.266
sneak	sneak	fear	0.266
cloak	cleac	fear	0.266
banger	banger	fear	0.266
affront	aodach	fear	0.266
confession	aideachadh	fear	0.266
blemish	gort	fear	0.266
posse	deasaich |	fear	0.266
auditions	deuchainnean	fear	0.266
forgotten	air a dhìochuimhneachadh	fear	0.266
immerse	bogadh	fear	0.266
operation	obrachadh	fear	0.266
elevation	àrdachadh	fear	0.266
shanghai	shanghai	fear	0.266
hood	hood	fear	0.266
problem	duilgheadas	fear	0.266
skid	skid	fear	0.266
insomnia	insomnia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flurries	fear	0.266
force	feachd	fear	0.266
spur	spur	fear	0.262
defense	dìon	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	ruith	fear	0.250
rascal	gràdh	fear	0.250
standstill	seasamh	fear	0.250
doubt	teagamh	fear	0.250
cataract	cataract	fear	0.250
repent	aithreachas	fear	0.250
unfamiliar	neo-aithnichte	fear	0.250
delusional	deònach	fear	0.250
obliging	s an Iar-	fear	0.250
hag	hag	fear	0.250
defend	dìon	fear	0.250
guard	dìon	fear	0.250
scapegoat	sgoltag	fear	0.250
swampy	sneachda	fear	0.250
react	freagairt	fear	0.250
breakingnews	sgaoileadh	fear	0.250
foul	bòidheach	fear	0.250
spinster	spinster	fear	0.250
indifference	mì-chothrom	fear	0.250
sunk	sgaoileadh	fear	0.250
picket	pìob	fear	0.250
insect	insect	fear	0.250
rating	ìre	fear	0.250
forewarned	chiad sreath	fear	0.250
indecisive	dìcheallach	fear	0.250
stealthy	stallach	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	air an talamh	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	àirde	fear	0.236
inequality	neo-ionannachd	fear	0.234
rekindle	rekindle	fear	0.234
shrink	shrink	fear	0.234
scaffold	sgaffall	fear	0.234
discontent	mì-thoilichte	fear	0.234
verge	gàire	fear	0.234
psychiatrist	eòlaiche-inntinn	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	eadar-theangachadh	fear	0.234
pinion	pinion	fear	0.234
finalized	crìochnaichte	fear	0.234
shelters	fasgadh	fear	0.234
sleepless	gun chadal	fear	0.234
dependence	eisimeileachd	fear	0.234
chicken	cearc	fear	0.234
instinctive	àraid	fear	0.234
buzz	sgaoileadh	fear	0.234
difficulty	duilgheadas	fear	0.234
bee	seillean	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	boc	fear	0.234
rushing	sgaoileadh	fear	0.233
overslept	an-dè	fear	0.226
default	bunaiteach	fear	0.226
confessional	confessional	fear	0.225
impatient	neo-fhulangach	fear	0.224
immigrant	in-imriche	fear	0.219
heft	tha e	fear	0.219
sweat	siud	fear	0.219
waver	aodach	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	stingy	fear	0.219
thrill	tlachd	fear	0.219
cane	canan	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	dèif	fear	0.219
tactics	innleachdan	fear	0.219
veer	seadh	fear	0.219
unequal	neo-ionann	fear	0.219
lastminute	sgaoileadh	fear	0.219
jungle	jungle	fear	0.219
bait	biadhadh	fear	0.219
revelations	sgaoileadh	fear	0.219
blues	blues	fear	0.219
overtired	air falbh	fear	0.218
prognosis	prognosis	fear	0.217
alertness	rabhadh	fear	0.216
hyped	sgaoileadh	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	miann	fear	0.212
tryouts	feuchainn	fear	0.210
clowns	clowns	fear	0.207
fluctuation	ag atharrachadh	fear	0.204
restless	mì-chinnteach	fear	0.204
examination	sgrùdadh	fear	0.204
intimacy	dìleas	fear	0.203
phew	phew	fear	0.203
quail	càil	fear	0.203
hurry	Hurry	fear	0.203
uphill	suas an cnoc	fear	0.203
mighty	cumhachdach	fear	0.203
birth	breith	fear	0.203
cross	crois	fear	0.203
help	cuideachadh	fear	0.203
overcome	faighinn thairis	fear	0.203
recesses	buainidhean	fear	0.203
acceptances	gabhail ris	fear	0.203
fearless	gun eagal	fear	0.200
ware	bathar	fear	0.198
change	atharrachadh	fear	0.198
withstand	seasamh	fear	0.197
asap	asap	fear	0.191
owing	a dhìth	fear	0.188
gnome	gnome	fear	0.188
cautiously	gu cùramach	fear	0.188
tract	rian	fear	0.188
deadlines	cinn-latha	fear	0.188
heighten	àrdachadh	fear	0.188
attorney	neach-lagha	fear	0.188
bug	clach	fear	0.188
knots	snaidhmean	fear	0.188
fragile	cugallach	fear	0.188
rule	riaghailt	fear	0.188
advance	ro-làimh	fear	0.188
intrigue	sgaoileadh	fear	0.188
overcoming	faighinn thairis air	fear	0.188
stillness	seasmhachd	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	faire	fear	0.188
unorganised	neo-eagraichte	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	aonaranach	fear	0.183
slippery	sleamhainn	fear	0.181
interview	agallamh	fear	0.180
everyman	a-riamh	fear	0.178
speculation	beachdachadh	fear	0.176
needtoknow	Feumar JavaScript airson a chluich	fear	0.173
assessment	measadh	fear	0.172
competition	farpais	fear	0.172
settlor	neach-sochair	fear	0.172
rod	slat	fear	0.172
checkpoint	puing-seice	fear	0.172
regulatory	riaghladh	fear	0.172
worship	adhradh	fear	0.172
shell	sligean	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	neo-chinnteach	fear	0.172
unsure	neo-chinnteach	fear	0.172
birch	beithe	fear	0.172
surprise	iongnadh	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	sgaoileadh	fear	0.172
interviewer	agallamh	fear	0.172
less	nas lugha	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	deuchainn	fear	0.156
sly	s an Iar-	fear	0.156
legalized	laghail	fear	0.156
intimately	gu dearbh	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	cunntadh sìos	fear	0.156
hearing	cluinntinn	fear	0.156
bases	ionadan	fear	0.156
medication	leigheas	fear	0.156
ceasefire	sguabadh às	fear	0.156
retirement	cluaineas	fear	0.156
courageous	misneachail	fear	0.154
overthinker	an-aghaidh	fear	0.153
backtrack	cùl-taic	fear	0.151
dawned	s an Ear-Dheas	fear	0.150
censor	Còirnear	fear	0.149
bailiff	bàillidh	fear	0.147
syllabus	clàr-obrach	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	reusantachd	fear	0.141
cove	cove	fear	0.141
newcomer	nuadh	fear	0.141
eventuality	tachartas	fear	0.141
imagination	mac-meanmna	fear	0.141
validity	validity	fear	0.141
waiting	feitheamh	fear	0.141
delay	dàil	fear	0.141
shy	èibhinn	fear	0.140
alreadyyyyy	saoghail	fear	0.140
symptom	symptom	fear	0.133
excite	èibhinn	fear	0.132
raccoon	raccoon	fear	0.127
prevent	casg	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	seabhag	fear	0.125
campaigning	ag iomairt	fear	0.125
soready	soready	fear	0.125
tryout	Feuch	fear	0.125
marry	pòsadh	fear	0.125
sprite	sprite	fear	0.125
swim	a 'snàmh	fear	0.125
gameday	gamadhachadh	fear	0.125
sag	sag	fear	0.123
pharmacy	bùth-chungaidhean	fear	0.123
policeman	poileas	fear	0.121
lace	lus	fear	0.111
dreamt	aisling	fear	0.111
holiness	naomhachd	fear	0.109
pray	ùrnaigh	fear	0.109
weight	cuideam	fear	0.109
incase	Gun fhios	fear	0.109
knot	snaidhm	fear	0.109
confidence	misneachd	fear	0.109
notoriety	iomagain	fear	0.109
homework	obair-dachaigh	fear	0.109
destination	ceann-uidhe	fear	0.109
bigday	Dimàirt	fear	0.109
slender	caol	fear	0.100
undecided	gun teagamh	fear	0.098
sympathetic	co-fhaireachdainn	fear	0.097
god	dia	fear	0.094
grades	ìrean	fear	0.094
loyal	dìleas	fear	0.094
poise	poise	fear	0.094
treat	Cùmhnantan-cleachdaidh	fear	0.094
confident	misneachail	fear	0.094
counsellor	comhairleora	fear	0.094
helmet	clogaid	fear	0.094
case	chùis	fear	0.094
locate	lorg	fear	0.094
northeast	thuath-thuath	fear	0.088
compassion	truas	fear	0.078
nurture	àrach	fear	0.078
graduation	ceumnachadh	fear	0.078
graded	air a rangachadh	fear	0.075
mum	mum	fear	0.070
infant	leanabh	fear	0.067
civilians	saighdearan	fear	0.062
soulmate	anam	fear	0.062
civilian	sìobhalta	fear	0.062
cloudiness	Sgothach gu ìre	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	caismeachd	fear	0.062
cash	airgead	fear	0.062
journey	turas	fear	0.062
guidelines	stiùireadh	fear	0.062
youth	òigridh	fear	0.062
opera	opera	fear	0.057
synonymous	synonymous	fear	0.056
praying	ag ùrnaigh	fear	0.047
honest	onarach	fear	0.047
intelligence	fiosrachadh	fear	0.038
romance	romansa	fear	0.031
lines	sreathan	fear	0.031
volunteer	saor-thoileach	fear	0.031
obey	èisdeachd	fear	0.016
happiest	as toilichte	joy	0.986
happiness	sonas	joy	0.984
bliss	bòidhchead	joy	0.971
celebrating	comharrachadh	joy	0.970
jubilant	dealachadh	joy	0.969
ecstatic	s an Iar-	joy	0.954
elation	elation	joy	0.944
bestdayever	s an Ear-Thuath	joy	0.938
beaming	sgaoileadh	joy	0.938
loveee	gaoil	joy	0.932
celebration	comharrachadh	joy	0.929
awesomeness	uamhasach	joy	0.926
joy	aoibhneas	joy	0.924
happily	gu toilichte	joy	0.922
excitement	cluinntinn	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	eireachdail	joy	0.922
joyous	aoibhneas	joy	0.922
exuberance	sòlasachd	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	gràdh	joy	0.920
gratitude	taing	joy	0.914
spectacular	iongantach	joy	0.912
merriment	s an Iar-	joy	0.912
happydance	toileachas	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	air leth toilichte	joy	0.909
triumphant	s an Iar-	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	sgaoileadh	joy	0.906
cheerful	èibhinn	joy	0.906
cheer	sàrachadh	joy	0.897
elated	elated	joy	0.894
lovethis	sgaoileadh	joy	0.891
laugh	gàire	joy	0.891
jolly	gòrach	joy	0.891
pleasures	pleasures	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	air leth toilichte	joy	0.891
exhilaration	gàirdeachas	joy	0.891
marvelously	iongantach	joy	0.881
loving	gràdh	joy	0.879
joyful	aoibhneach	joy	0.879
outstanding	sàr-mhath	joy	0.879
blissful	bòidheach	joy	0.879
pleasurable	taitneach	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	dealasach	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	cho toilichte	joy	0.868
woohoo	woohoo	joy	0.864
laughing	gàire	joy	0.864
superb	iongantach	joy	0.864
wonderful	iongantach	joy	0.863
brilliant	sgoinneil	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	a 'gealladh	joy	0.859
hooray	sgaoileadh	joy	0.859
glory	glòir	joy	0.859
celebrated	air a chomharrachadh	joy	0.859
loved	sgaoileadh	joy	0.859
magnificent	iongantach	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	inntinneach	joy	0.853
heavenly	nèamh	joy	0.853
thrilled	air leth toilichte	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	comharrachadh	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	beannachadh	joy	0.844
wonderfully	iongantach	joy	0.844
sweetness	mionnachd	joy	0.833
marvellous	iongantach	joy	0.833
festive	fiadhaich	joy	0.833
blessed	beannaichte	joy	0.833
paradise	paradise	joy	0.833
celebrations	comharrachadh	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	gàire	joy	0.828
enchanting	fiadhaich	joy	0.828
love	gaol	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Mo dhachaigh fhìn	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	gàire	joy	0.824
marvelous	iongantach	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	comharrachadh	joy	0.818
