word	Sindhi-sd	emotion	emotion-intensity-score
perverse	خوفناڪ	fear	0.438
cabal	ڪابيل	fear	0.438
yell	نڪ	fear	0.438
gasping	گڻڻ	fear	0.438
probation	امتحان	fear	0.438
accuser	الزام	fear	0.438
insulting	بي عزتي	fear	0.435
mysterious	پراسرار آهي	fear	0.435
halting	حل ڪرڻ	fear	0.435
rebels	باغيات	fear	0.435
repulsion	تعاقب	fear	0.431
glare	چمڪندڙ	fear	0.430
punitive	سزا ڏيڻ	fear	0.425
sordid	ڳاڙهو	fear	0.425
stake	کاٻي	fear	0.423
tempest	تڪڙ	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	آرام سان	fear	0.422
bayonet	بينونٽ	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	معطلي	fear	0.422
lament	مذاق	fear	0.422
burdensome	تڪليف	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	ٽڪرائڻ	fear	0.422
coyote	coyote	fear	0.422
deleterious	بدمعاشي	fear	0.422
dissident	جهڳڙو	fear	0.422
varicella	ويريلا	fear	0.422
wilderness	ٻرندڙ	fear	0.422
delusion	ٺهيل	fear	0.422
bigot	چئي ڇڏيو	fear	0.422
unsteady	اڻڄاتل	fear	0.422
stresses	زور ڏئي ٿو	fear	0.422
offense	جرم	fear	0.422
heathen	ڳئون	fear	0.422
prowl	ڄاڻي ٿو	fear	0.422
troll	ٽٽل	fear	0.422
infamous	بدنام	fear	0.422
disappear	غائب ٿي ويو آهي	fear	0.422
depress	بيماري	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	غيرتمند	fear	0.422
usurped	زهر ڪيو	fear	0.422
steal	چوري ڪيو	fear	0.422
anathema	Anathema	fear	0.422
fainting	ويندڙ	fear	0.422
alien	اجنبي	fear	0.422
extrajudicial	غير جانبدار	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	هائڊرا	fear	0.422
adversity	غمگين	fear	0.418
ineptitude	ناجائز	fear	0.417
outsider	ٻاهر نڪري	fear	0.413
ugliness	بدانتظامي	fear	0.410
vulture	ٻرندڙ	fear	0.410
immoral	غيرتمند	fear	0.410
scar	ڳاڙهو	fear	0.406
stressful	زور وٺندو	fear	0.406
screech	وهن	fear	0.406
wary	ويندڙ	fear	0.406
disgust	نفرت	fear	0.406
stressing	جاري	fear	0.406
deport	هلايو	fear	0.406
nausea	نڪتو	fear	0.406
resection	تڪرار	fear	0.406
blackout	آخرڪار	fear	0.406
disallowed	ناھي	fear	0.406
insolvent	هٿياربندن	fear	0.406
dismissal	برطرفي	fear	0.406
omnipotence	سڀاڻي	fear	0.406
possession	قبضو ڪيو	fear	0.406
tearful	ڳوڙها	fear	0.406
disorder	بيڪار	fear	0.406
squall	ٻيلو	fear	0.406
dominant	غالب	fear	0.406
disabled	معذور	fear	0.406
drones	ڊرون	fear	0.406
recklessness	لاقانونيت	fear	0.406
escape	ڀڄي ويو	fear	0.406
distressed	مصيبت آهي	fear	0.406
claw	پنڌ	fear	0.406
stretcher	گهڙي	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	تناسب	fear	0.406
weakly	ڪمزور	fear	0.406
rubble	گهريل	fear	0.406
whimper	ويندڙ	fear	0.406
ghetto	هوٽل	fear	0.406
socialism	سوشلزم	fear	0.405
conspiracy	سازش	fear	0.400
toughness	سختي	fear	0.400
defection	کليل	fear	0.398
absence	غير موجودگي	fear	0.396
moan	moan	fear	0.394
crusade	صليبي	fear	0.392
radon	رنڊون	fear	0.391
lose	وڃايو	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	باطل	fear	0.391
unemployed	بيروزگار	fear	0.391
reject	انڪار ڪيو	fear	0.391
excitation	خوشخبري	fear	0.391
xanax	xanax	fear	0.391
stifled	ٻڏل	fear	0.391
scarecrow	خوفناڪ	fear	0.391
concealment	ڪوبہ	fear	0.391
conquer	فتح ڪيو	fear	0.391
discrimination	امتياز	fear	0.391
diagnosis	تشخيص	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	وڃائڻ	fear	0.391
separation	الڳ الڳ	fear	0.391
overt	ختم ٿي وئي	fear	0.391
urgency	تڪڙو	fear	0.391
musket	مشق	fear	0.391
unrest	بدامني	fear	0.391
descent	زنده	fear	0.391
avoiding	ختم ٿيڻ	fear	0.391
cyst	سسٽم	fear	0.391
gulp	گلپ	fear	0.391
procedure	طريقو	fear	0.391
submission	تسليم ڪرڻ	fear	0.391
hardened	سخت	fear	0.391
refutation	شهرت	fear	0.391
repellent	تمام سٺو	fear	0.391
cleave	ڦاٽيو	fear	0.391
suspicion	شديد	fear	0.391
poverty	غربت	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	بيچيني	fear	0.391
mental	ذهني	fear	0.391
theocratic	باهمي	fear	0.391
spaz	اسپا	fear	0.391
brimstone	چمڪندڙ	fear	0.391
throb	ڳاڙهو	fear	0.388
outcast	ختم ٿيل	fear	0.388
orc	orc	fear	0.388
disapprove	ناھي	fear	0.380
dontpanic	افراتفري نه ڪريو	fear	0.378
plea	درخواست	fear	0.377
withdrawals	پٺيون	fear	0.377
pressure	دٻاء	fear	0.375
grieve	غمگين	fear	0.375
frigate	خطرناڪ	fear	0.375
kerosene	ريزيڪل	fear	0.375
nauseous	نڪتو	fear	0.375
khan	ڪڇ	fear	0.375
expose	ظاهر ڪرڻ	fear	0.375
ocd	ocd	fear	0.375
sneaking	ڇڪڻ	fear	0.375
embarrassment	شرماشت	fear	0.375
bankrupt	دلال	fear	0.375
dissolution	تڪرار	fear	0.375
dentistry	دندان واريون	fear	0.375
edict	ظاهر	fear	0.375
bunker	بڪير	fear	0.375
antsy	انتساب	fear	0.375
chasm	ڪريس	fear	0.375
escaped	ڀڄي ويو	fear	0.375
whirlpool	ڪڙو	fear	0.375
interrogate	سوال ڪندڙ	fear	0.375
psychological	نفسياتي	fear	0.375
obligor	واجب	fear	0.375
misconception	غلط آهي	fear	0.375
military	فوجي	fear	0.375
suspected	شديد آهي	fear	0.375
locust	جڳهه	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	خراب	fear	0.375
coldness	ٿڌو	fear	0.375
taunt	تتي	fear	0.375
obi	ماني	fear	0.375
flu	فلو	fear	0.375
barricade	بيڪار	fear	0.375
chimera	ڪريم	fear	0.375
sultan	سلطان	fear	0.375
repellant	نااهل	fear	0.373
unknown	اڻڄاتل	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	حسد آهي	fear	0.365
mug	ٺهيل	fear	0.359
consternation	رعايت	fear	0.359
rebel	باغي	fear	0.359
conquest	فتح	fear	0.359
mournful	ماتم	fear	0.359
concerned	لاڳاپو	fear	0.359
mandamus	مينڊيامس	fear	0.359
onedge	تسلسل	fear	0.359
recurring	ٻيهر	fear	0.359
jaundice	ٻڏڻ	fear	0.359
sectarian	فرق مذهب	fear	0.359
desert	ريگستان	fear	0.359
cur	واھ	fear	0.359
difficult	مشڪل	fear	0.359
stint	پوڻ	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	ڊار	fear	0.359
spike	ويندڙ	fear	0.359
timid	ڪمال	fear	0.359
wasting	وجھڻ	fear	0.359
bottomless	تاليف	fear	0.359
warned	خبردار ڪيو	fear	0.359
protestant	احتجاج	fear	0.359
contempt	رعايت	fear	0.359
exam	امتحان	fear	0.359
depreciation	قدرتي	fear	0.359
anomaly	انتھائي	fear	0.359
rejects	انڪار ڪري ٿو	fear	0.359
pessimism	افلاس	fear	0.359
revolution	انقلاب	fear	0.359
formidable	تقسيم ڪندڙ	fear	0.359
burke	برڪن	fear	0.359
cautionary	احتياط	fear	0.359
headaches	سرڪشي	fear	0.359
bankruptcy	بينڪ	fear	0.359
government	حڪومت	fear	0.359
measles	ماپ	fear	0.359
languishing	ويٺو آهي	fear	0.358
constrain	تڪرار	fear	0.358
bane	ڦٽي	fear	0.356
impeach	تڪليف	fear	0.354
warden	وارڊ	fear	0.354
adverse	ناپسند	fear	0.352
lawyer	وڪيل	fear	0.349
libel	ليبل	fear	0.348
retrenchment	ٻيھراري	fear	0.345
imminent	منجهه	fear	0.345
unjustifiable	ناحق	fear	0.344
knell	ڏاڪڻ	fear	0.344
contentious	مجازي	fear	0.344
opposed	مخالفت	fear	0.344
shame	شرم اچي	fear	0.344
avoidance	بچت	fear	0.344
resistant	مزاحمتي	fear	0.344
discipline	نظم و ضبط	fear	0.344
defy	محافظ آهي	fear	0.344
belittle	ٿلهو	fear	0.344
fanaticism	فتني	fear	0.344
bearish	کڻندو	fear	0.344
opium	اپکن	fear	0.344
sorrow	ڏک	fear	0.344
mri	ميم	fear	0.344
shaky	شرمي	fear	0.344
hiss	هن جي	fear	0.344
loneliness	ڄاڻي واڻي	fear	0.344
swerve	وهنوار	fear	0.344
taboo	ممڪن آهي	fear	0.344
reckless	بي عزتي	fear	0.344
obstacle	رڪاوٽ	fear	0.344
launches	لانچ	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	حڪم	fear	0.344
servile	سرور	fear	0.344
hesitation	تڪليف	fear	0.344
evade	مثل آهي	fear	0.344
recession	ورشن	fear	0.344
eel	اييل	fear	0.344
shortage	قلت	fear	0.344
pest	ذليل	fear	0.344
cutter	ڪڪر	fear	0.344
psych	ذهني	fear	0.344
parachute	پيچرو	fear	0.344
disrespectful	ناپسنديده	fear	0.343
phalanx	ڦليڪس	fear	0.342
creature	چرندڙ	fear	0.340
mortgage	گروي	fear	0.331
specter	تماشو	fear	0.331
enigmatic	سماجي	fear	0.329
caution	احتياط	fear	0.328
police	پوليس	fear	0.328
shank	ڌڪ	fear	0.328
undesirable	ناپسنديده	fear	0.328
shutdown	بند ڪريو	fear	0.328
dike	ائين	fear	0.328
subordinate	ماتحت	fear	0.328
gametime	راند جو وقت	fear	0.328
remove	ختم ڪريو	fear	0.328
smut	تماڪ	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	مايوسي	fear	0.328
loom	ماني	fear	0.328
supremacy	زبردست	fear	0.328
unlucky	ناحق	fear	0.328
quash	ڦاٽي	fear	0.328
hives	هيڙا	fear	0.328
wimp	وير	fear	0.328
gladiator	گليڊٽر	fear	0.328
feeling	محسوس ڪر	fear	0.328
dominion	غالب	fear	0.328
encumbrance	بندوبست	fear	0.328
adrift	زنا	fear	0.328
defendant	مدعا	fear	0.328
outpost	ٻاھر	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	بيشمار	fear	0.328
wrongly	غلط	fear	0.328
bugaboo	بگگتو	fear	0.328
weirdo	بيورو	fear	0.328
ethereal	اخلاقيات	fear	0.328
scarce	گهڻائي	fear	0.327
unsettled	ناڪام ٿيو	fear	0.327
antisocial	غيرقانوني	fear	0.324
astray	گمراھ ٿيو	fear	0.320
vigilant	محافظ	fear	0.319
socialist	سوشلسٽ	fear	0.318
halter	حلال	fear	0.318
pessimist	ماھر	fear	0.317
pacing	ڇڪڻ	fear	0.316
opponent	مخالف	fear	0.312
discontinuity	رعايت	fear	0.312
conspire	صلاح ڏيو	fear	0.312
trickery	وڇڻ	fear	0.312
obsessing	مشاهدو ڪيو	fear	0.312
seclusion	نتيجو	fear	0.312
whirlwind	ونگر	fear	0.312
unexpected	اوچتو	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	ڪريم	fear	0.312
collusion	ٺهيل	fear	0.312
muzzle	خاموش	fear	0.312
blight	ناهن	fear	0.312
foreigner	پرديسي	fear	0.312
chargeable	معقول آهي	fear	0.312
laxative	لاجائز	fear	0.312
clinical	ڪلينڪ	fear	0.312
dentist	ڏندن جو ڊاڪٽر	fear	0.312
therapist	ماهر	fear	0.312
deadline	حدود	fear	0.312
bewilderment	خوفناڪ	fear	0.312
litigate	لکت	fear	0.312
nether	نال	fear	0.312
thorny	پوشاڪ	fear	0.312
valium	valium	fear	0.312
powerful	طاقتور	fear	0.312
uneasy	بيوقوف	fear	0.312
unkind	سختي	fear	0.312
ordnance	نوڪريون	fear	0.312
wimpy	ويتر	fear	0.312
overthinking	تڪڙ ۾	fear	0.309
doubts	شڪ	fear	0.308
seriousness	سنجيده	fear	0.305
irrational	غيرقانوني	fear	0.305
erase	ختم ڪريو	fear	0.303
teasing	ٽڪر	fear	0.303
razor	ڀازر	fear	0.303
sweating	وڇائڻ	fear	0.298
reluctant	لاجواب	fear	0.297
mage	نيل	fear	0.297
crouching	ٻڪڻ	fear	0.297
warning	ڊيڄاريندڙ	fear	0.297
endless	پاسو	fear	0.297
adjudicate	آبادي	fear	0.297
bale	پيالو	fear	0.297
inflation	افراط	fear	0.297
giant	ديوان	fear	0.297
auditor	آڊيٽر	fear	0.297
medical	طبي	fear	0.297
swamp	دلدل	fear	0.297
bitch	ڪچڙو	fear	0.297
mislead	گمراهي	fear	0.297
weighty	ڳاڙهو	fear	0.297
avoid	کان بچڻ	fear	0.297
depreciated	قدرتي آهي	fear	0.297
flounder	زخم	fear	0.297
deflation	غفلت	fear	0.297
unsurpassed	اڻ سڌريل	fear	0.297
dashed	ڀڄي ويو	fear	0.297
hide	لڪايو	fear	0.297
timidity	ٿلهي	fear	0.297
deluge	پاڙيسري	fear	0.287
disinformation	نااهل	fear	0.286
court	عدالت	fear	0.284
aversion	نراس	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	دوستي سان	fear	0.281
remains	رهي ٿو	fear	0.281
discourage	تڪرار ڪيو	fear	0.281
cautious	محتاط	fear	0.281
oncoming	ايندڙ	fear	0.281
flying	اڏام	fear	0.281
mistaken	غلط	fear	0.281
swelling	سهڻ	fear	0.281
dwarfed	ٿورڙو	fear	0.281
surveillance	نگراني	fear	0.281
apache	عارضي	fear	0.281
rush	گڏ	fear	0.281
yelp	يارو	fear	0.281
cartridge	ڪارٽريز	fear	0.281
fortress	قلعو	fear	0.281
bigoted	عظيم	fear	0.281
notready	نه	fear	0.281
challenge	مسئلو	fear	0.281
submitting	جمع ڪرائڻ	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	مونجهارو	fear	0.281
unruly	اڻ پڙهيل	fear	0.281
intense	شديد	fear	0.279
noncompliance	غير ضروري	fear	0.276
alerts	خبرون	fear	0.276
planes	سيز	fear	0.274
displeased	نااهل ٿيو	fear	0.273
cop	ڪاپي	fear	0.273
unbridled	اڻ ڳڻي	fear	0.271
regiment	ريگمي	fear	0.266
crowds	گهڻا	fear	0.266
sentence	سزا	fear	0.266
blindfold	انڌا	fear	0.266
crouch	سڏڻو آهي	fear	0.266
belt	بيلٽ	fear	0.266
hooded	ڪوڙا	fear	0.266
uncanny	نگاهه	fear	0.266
cupping	پيالو	fear	0.266
sneak	چپ ڪريو	fear	0.266
cloak	سليڪ	fear	0.266
banger	بيجر	fear	0.266
affront	منهن ڏيڻ	fear	0.266
confession	اقرار	fear	0.266
blemish	دشمني آهي	fear	0.266
posse	پوسٽ	fear	0.266
auditions	ايڊيشن	fear	0.266
forgotten	وساري ويو	fear	0.266
immerse	وڃڻو آهي	fear	0.266
operation	آپريشن	fear	0.266
elevation	بلندي	fear	0.266
shanghai	شانگهه	fear	0.266
hood	ڪوڙا	fear	0.266
problem	مسئلو	fear	0.266
skid	اسڪيل	fear	0.266
insomnia	اندريون	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ايڪوٽٽ	fear	0.266
flurries	ڄميل	fear	0.266
force	قوت	fear	0.266
spur	ڊوڙندو	fear	0.262
defense	دفاع	fear	0.258
mortgagor	گرگڏ	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	هلندو	fear	0.250
rascal	راسل	fear	0.250
standstill	اٿي ويهي رهيو آهي	fear	0.250
doubt	شڪ آهي	fear	0.250
cataract	مائيڊراڻ	fear	0.250
repent	توبه ڪئي	fear	0.250
unfamiliar	نا واقف	fear	0.250
delusional	ڄاڻي واڻي	fear	0.250
obliging	واجب	fear	0.250
hag	شڪار	fear	0.250
defend	دفاع ڪيو	fear	0.250
guard	سنڀاليندڙ	fear	0.250
scapegoat	اسڪائيڪس	fear	0.250
swampy	دلدل	fear	0.250
react	جواب ڏنو	fear	0.250
breakingnews	ٽوڙڻ وارو	fear	0.250
foul	فلاڻي	fear	0.250
spinster	اسپيڪر	fear	0.250
indifference	تڪليف	fear	0.250
sunk	روشن آهي	fear	0.250
picket	ٽڪيٽ	fear	0.250
insect	کاڄ	fear	0.250
rating	ريٽنگ	fear	0.250
forewarned	ٿڪجي ويو	fear	0.250
indecisive	اڻ وڻندڙ	fear	0.250
stealthy	چپ چاپ	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	گرائونڊ	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	تمام گهڻي	fear	0.236
inequality	تڪليف	fear	0.234
rekindle	وري ڪري ڇڏيو	fear	0.234
shrink	ڇڪڻ	fear	0.234
scaffold	ڦاٿل	fear	0.234
discontent	نااهل	fear	0.234
verge	ڪانگ	fear	0.234
psychiatrist	نفسياتيات	fear	0.234
overdrive	ختم ٿيڻ	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	وقتي	fear	0.234
pinion	پنن	fear	0.234
finalized	ٺهيو	fear	0.234
shelters	پناهه	fear	0.234
sleepless	لاچار	fear	0.234
dependence	انحصار	fear	0.234
chicken	ڪڪڙ	fear	0.234
instinctive	هڪجهڙو	fear	0.234
buzz	ٽيڪس	fear	0.234
difficulty	مشڪل	fear	0.234
bee	مک	fear	0.234
insomniac	اندروني	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	چڪ	fear	0.234
rushing	جلدي	fear	0.233
overslept	مٿي ڪيو	fear	0.226
default	رٿيل	fear	0.226
confessional	اتفاق سان	fear	0.225
impatient	تڪڙو	fear	0.224
immigrant	مهاجر	fear	0.219
heft	ست	fear	0.219
sweat	پسڻ	fear	0.219
waver	وهي	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	مستحق	fear	0.219
thrill	عرش	fear	0.219
cane	ڪمند	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ڇا جيڪڏهن	fear	0.219
tactics	حڪمت	fear	0.219
veer	وير	fear	0.219
unequal	ناهن	fear	0.219
lastminute	آخري منٽ	fear	0.219
jungle	جنگل	fear	0.219
bait	انتظار	fear	0.219
revelations	آيتون	fear	0.219
blues	بلڊنگ	fear	0.219
overtired	ناممڪن آهي	fear	0.218
prognosis	پروسيس	fear	0.217
alertness	خبرداري	fear	0.216
hyped	تڪرار	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	مونکي سٺي قسمت جي دعا ڏيو	fear	0.212
tryouts	ڪوششون	fear	0.210
clowns	شاديون	fear	0.207
fluctuation	وهڪري	fear	0.204
restless	بي عيب	fear	0.204
examination	امتحان	fear	0.204
intimacy	غيرقانوني	fear	0.203
phew	پوهه	fear	0.203
quail	دٻيل آهي	fear	0.203
hurry	جلدي	fear	0.203
uphill	تڪليف	fear	0.203
mighty	زبردست	fear	0.203
birth	ڄمڻ	fear	0.203
cross	پار	fear	0.203
help	مدد	fear	0.203
overcome	غالبا	fear	0.203
recesses	ٿي رهيو آهي	fear	0.203
acceptances	قبوليت	fear	0.203
fearless	بدمعاش	fear	0.200
ware	وهن	fear	0.198
change	تبديل ڪريو	fear	0.198
withstand	سان گڏ	fear	0.197
asap	ٻيٽ	fear	0.191
owing	ڪري ڇڏيو	fear	0.188
gnome	گامين	fear	0.188
cautiously	محتاج	fear	0.188
tract	رستو	fear	0.188
deadlines	حدود	fear	0.188
heighten	اوچتو آهي	fear	0.188
attorney	وڪيل	fear	0.188
bug	بگ	fear	0.188
knots	ڪنڌ	fear	0.188
fragile	نازڪ	fear	0.188
rule	ضابطو	fear	0.188
advance	اڳوڻو	fear	0.188
intrigue	جوش	fear	0.188
overcoming	اچڻ	fear	0.188
stillness	اڃان	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ڏس	fear	0.188
unorganised	غير منظم ٿيل	fear	0.188
elf	ايلف	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	اڪيلو	fear	0.183
slippery	ڦاٽل	fear	0.181
interview	انٽرويو	fear	0.180
everyman	هارو	fear	0.178
speculation	وضاحت	fear	0.176
needtoknow	ضرورتنڪنو	fear	0.173
assessment	جائزي	fear	0.172
competition	هجن	fear	0.172
settlor	اپلوڊ	fear	0.172
rod	ڇڪ	fear	0.172
checkpoint	چيڪ پوسٽ	fear	0.172
regulatory	انتظاميه	fear	0.172
worship	عبادت ڪريو	fear	0.172
shell	شيل	fear	0.172
readytogo	تيار آهيون	fear	0.172
uncertain	يقينا	fear	0.172
unsure	يقين نه آيو	fear	0.172
birch	برچ	fear	0.172
surprise	حيرت انگيز	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	چاف	fear	0.172
composure	ٺهيل	fear	0.172
interviewer	انٽرويوڪر	fear	0.172
less	گھٽ	fear	0.167
coy	کايو	fear	0.162
iris	يسودين	fear	0.160
audition	دستاويز	fear	0.156
sly	وهي	fear	0.156
legalized	قانوني طور تي	fear	0.156
intimately	نيٺ	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	ڳاڻيٽوڊ	fear	0.156
hearing	ٻڌڻ	fear	0.156
bases	بنيادون	fear	0.156
medication	دوا	fear	0.156
ceasefire	جنگجو	fear	0.156
retirement	ريٽائرمينٽ	fear	0.156
courageous	باهمي	fear	0.154
overthinker	اوٽرننگر	fear	0.153
backtrack	پوسٽ	fear	0.151
dawned	ٿڌو	fear	0.150
censor	سينسر	fear	0.149
bailiff	ضمانت	fear	0.147
syllabus	سيلاب	fear	0.147
gent	ڏات	fear	0.141
caricature	سرڪشي	fear	0.141
rationality	تڪراري	fear	0.141
cove	ڦاٽ	fear	0.141
newcomer	نئون نوڪر	fear	0.141
eventuality	واقعي	fear	0.141
imagination	تخيل	fear	0.141
validity	اعتبار	fear	0.141
waiting	انتظار ڪيو	fear	0.141
delay	دير سان	fear	0.141
shy	شيشي	fear	0.140
alreadyyyyy	اڳين	fear	0.140
symptom	علامتي	fear	0.133
excite	خوشخبري	fear	0.132
raccoon	نسل پرست	fear	0.127
prevent	روڪ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	جوڙو	fear	0.125
ahhh	آه	fear	0.125
hawk	ڪوڙا	fear	0.125
campaigning	مهم	fear	0.125
soready	soready	fear	0.125
tryout	آزمائش	fear	0.125
marry	شادي	fear	0.125
sprite	ڦاٽ	fear	0.125
swim	ترڪي	fear	0.125
gameday	ڳنڍيل آهي	fear	0.125
sag	وهي	fear	0.123
pharmacy	فارميسي	fear	0.123
policeman	پوليس	fear	0.121
lace	ليس	fear	0.111
dreamt	خواب ڏٺو	fear	0.111
holiness	پاڪائي	fear	0.109
pray	دعا ڪر	fear	0.109
weight	وزن	fear	0.109
incase	جيڪڏهن	fear	0.109
knot	ڳاڙهو	fear	0.109
confidence	اعتماد	fear	0.109
notoriety	نه ڏٺي	fear	0.109
homework	گهربل	fear	0.109
destination	منزل	fear	0.109
bigday	وڏو ڏينهن آهي	fear	0.109
slender	ننڍڙو	fear	0.100
undecided	اڻڄاتل	fear	0.098
sympathetic	نرمي سان	fear	0.097
god	خدا	fear	0.094
grades	درجي	fear	0.094
loyal	وفادار	fear	0.094
poise	مثل آهي	fear	0.094
treat	علاج	fear	0.094
confident	يقين رکو	fear	0.094
counsellor	صلاحڪار	fear	0.094
helmet	هيلو	fear	0.094
case	ڪيس	fear	0.094
locate	ڳولي ڪريو	fear	0.094
northeast	اتر اوڀر	fear	0.088
compassion	رحم ڪريو	fear	0.078
nurture	نڀائڻ	fear	0.078
graduation	گريجوئيشن	fear	0.078
graded	درجه بندي	fear	0.075
mum	ايم	fear	0.070
infant	ٻارڙي	fear	0.067
civilians	ٻارڙا	fear	0.062
soulmate	ويندڙ	fear	0.062
civilian	سولين	fear	0.062
cloudiness	بادل	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	مٿيون	fear	0.062
cash	نقد	fear	0.062
journey	سفر	fear	0.062
guidelines	هدايتون	fear	0.062
youth	نوجوانن	fear	0.062
opera	اوپيرا	fear	0.057
synonymous	مترجم	fear	0.056
praying	ٿڪجي پيو	fear	0.047
honest	ايماندار	fear	0.047
intelligence	ذليل	fear	0.038
romance	رومانس	fear	0.031
lines	سٽون	fear	0.031
volunteer	رضاڪار	fear	0.031
obey	فرمانبرداري ڪريو	fear	0.016
happiest	خوشيء سان	joy	0.986
happiness	خوشيء سان	joy	0.984
bliss	خوشبو	joy	0.971
celebrating	جشن	joy	0.970
jubilant	جناب	joy	0.969
ecstatic	ننڍڙو	joy	0.954
elation	ايلشن	joy	0.944
bestdayever	چڱو ڀلو	joy	0.938
beaming	حيران ٿي ويو	joy	0.938
loveee	پياريو	joy	0.932
celebration	جشن	joy	0.929
awesomeness	بيحد	joy	0.926
joy	خوشي	joy	0.924
happily	خوشيء سان	joy	0.922
excitement	خوشخبري	joy	0.922
euphoria	اپٻيئر	joy	0.922
fabulous	شاندار	joy	0.922
joyous	خوشيء سان	joy	0.922
exuberance	غير جانبدار	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	پياريو	joy	0.920
gratitude	احسان	joy	0.914
spectacular	شاندار	joy	0.912
merriment	چرچ	joy	0.912
happydance	ويچاري	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	وڏائي ڪئي	joy	0.909
triumphant	فتح	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ذليل	joy	0.906
cheerful	خوش مزاج	joy	0.906
cheer	خوشي	joy	0.897
elated	ذليل	joy	0.894
lovethis	پياريندڙ	joy	0.891
laugh	کلڻ	joy	0.891
jolly	اھو آھي	joy	0.891
pleasures	خوشخبري	joy	0.891
excitation	خوشخبري	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	خوش ٿيو	joy	0.891
exhilaration	تڪليف	joy	0.891
marvelously	عجب سان	joy	0.881
loving	پيار ڪندڙ	joy	0.879
joyful	خوشيء سان	joy	0.879
outstanding	شاندار	joy	0.879
blissful	خفيه آهي	joy	0.879
pleasurable	مزيدار	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	پرجوش	joy	0.875
lovinglife	پياري زندگي آهي	joy	0.875
glee	ڦڪو	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	تمام خوش	joy	0.868
woohoo	woohoo	joy	0.864
laughing	کلڻ	joy	0.864
superb	شاندار	joy	0.864
wonderful	عجيب	joy	0.863
brilliant	شاندار	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	جان	joy	0.859
hooray	هورا	joy	0.859
glory	جلال	joy	0.859
celebrated	ملهائي	joy	0.859
loved	پياريو	joy	0.859
magnificent	شاندار آهي	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	هڪجهڙائي	joy	0.859
exciting	دلچسپ	joy	0.853
heavenly	جنت ۾	joy	0.853
thrilled	خوش ٿيو	joy	0.851
mademyday	چريو	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	جشن	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	نعمت	joy	0.844
wonderfully	حيران ٿي	joy	0.844
sweetness	مٺو	joy	0.833
marvellous	عجيب	joy	0.833
festive	ذليل	joy	0.833
blessed	برڪت وارو	joy	0.833
paradise	جنت	joy	0.833
celebrations	جشن	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	مرڪي	joy	0.828
enchanting	جادوگر	joy	0.828
