word	Marathi-mr	emotion	emotion-intensity-score
depression	नैराश्य	fear	0.508
confinement	कैद	fear	0.507
downfall	पडझड	fear	0.500
alcoholism	मद्यविकार	fear	0.500
towering	भव्य	fear	0.500
blob	ब्लॉब	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	अस्थिरता	fear	0.500
prohibited	प्रतिबंधीत	fear	0.500
brute	दुष्ट	fear	0.500
suppress	दडपणे	fear	0.500
infarct	इन्फर्क्ट	fear	0.500
snowmageddon	हिमवर्षाव	fear	0.500
hunting	शिकार	fear	0.500
wasp	तडाखा	fear	0.500
cliff	उंच कडा	fear	0.500
frenetic	उन्माद	fear	0.500
squeamish	चिडखोर	fear	0.500
mistrust	अविश्वास	fear	0.500
raving	पेंढा	fear	0.500
premeditated	पूर्वचिन्हे	fear	0.500
intolerant	असहिष्णु	fear	0.500
subvert	तोडणे	fear	0.500
illegal	बेकायदेशीर	fear	0.500
scalpel	स्केलपेल	fear	0.500
vertigo	तिरकस	fear	0.500
madden	मूर्ख	fear	0.500
odious	तिरस्करणीय	fear	0.500
ruined	देशोधडीस	fear	0.500
constraint	मर्यादा	fear	0.500
suppression	दडपशाही	fear	0.500
defiance	अवज्ञा	fear	0.500
prayforme	माझ्यासाठी प्रार्थना करा	fear	0.500
surrender	शरण जाणे	fear	0.500
sinful	पापी	fear	0.500
woe	दुःख	fear	0.491
perjury	खोटी साक्ष	fear	0.484
worse	वाईट	fear	0.484
syringe	इंजक्शन देणे	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	बदनामी	fear	0.484
cutting	पठाणला	fear	0.484
warrior	योद्धा	fear	0.484
restriction	मर्यादा	fear	0.484
indefensible	असमर्थनीय	fear	0.484
palpitations	धडधडणे	fear	0.484
retard	मंदबुद्धी	fear	0.484
lash	शेपूट	fear	0.484
flinch	झटका	fear	0.484
lion	सिंह	fear	0.484
ravine	कोरियन	fear	0.484
cracked	वेडसर	fear	0.484
shiver	कातरणे	fear	0.484
insecurity	असुरक्षितता	fear	0.484
rat	उंदीर	fear	0.484
ohno	ओहो	fear	0.484
fiend	प्रिय	fear	0.484
jumpy	घाबरलेला	fear	0.484
hallucination	भ्रम	fear	0.484
poaching	शिकार	fear	0.484
dishonor	अपमान	fear	0.484
dismay	दहशत	fear	0.484
accusing	आरोप करीत आहे	fear	0.484
ambulance	रुग्णवाहिका	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	घटस्फोट	fear	0.484
ravenous	आधाशीशी	fear	0.484
disgusting	तिरस्कार	fear	0.484
rabble	ढोंगीपणा	fear	0.484
slam	स्लॅम	fear	0.484
hospital	रूग्णालय	fear	0.484
coerce	जबरदस्ती करा	fear	0.484
endemic	विशिष्ट ठिकाणी असलेल्या लोकांना होणारा रोग	fear	0.484
prejudiced	पूर्वग्रहदूषित	fear	0.484
blackness	काळीज	fear	0.484
armor	चिलखत	fear	0.484
worrying	चिंतेत	fear	0.484
indictment	अभियोग	fear	0.484
hate	द्वेष	fear	0.484
freakish	चिडखोर	fear	0.484
hearse	शहीद	fear	0.484
intrusion	घुसखोर	fear	0.484
inspection	तपासणी	fear	0.483
sinner	पापी	fear	0.483
averse	प्रतिकूल	fear	0.483
missing	गहाळ	fear	0.474
despairing	निराशाजनक	fear	0.474
darken	अंधार	fear	0.471
austere	साधा	fear	0.470
animosity	द्वेष	fear	0.469
fret	चिडणे	fear	0.469
fever	ताप	fear	0.469
illegality	अवैध	fear	0.469
accused	आरोपी	fear	0.469
criticize	टीका	fear	0.469
scrapie	स्क्रॅपे	fear	0.469
jaws	जबडे	fear	0.469
depressed	उदासीन	fear	0.469
armored	सशस्त्र	fear	0.469
indict	आक्षेप	fear	0.469
aftermath	परिणाम	fear	0.469
precipice	गरुड	fear	0.469
regime	सरकार	fear	0.469
fierce	क्रूर	fear	0.469
breakdown	यंत्रातील बिघाड	fear	0.469
quiver	थरकाप	fear	0.469
admonition	विवेचन	fear	0.469
foreclose	बंद करणे	fear	0.469
revoke	रद्द करा	fear	0.469
superstition	अंधश्रद्धा	fear	0.469
overwhelmed	डोईवरून पाणी	fear	0.469
subversion	उलथापालथ	fear	0.469
idolatry	मूर्तिपूजा	fear	0.469
asteroid	लघुग्रह	fear	0.469
toothache	दातदुखी	fear	0.469
inmate	कैदी	fear	0.469
decomposition	कुजणे	fear	0.469
sinking	डूब	fear	0.469
intrusive	अनाहूत	fear	0.469
soulless	सौम्य	fear	0.469
infidelity	व्यभिचार	fear	0.469
nervous	चिंताग्रस्त	fear	0.469
thresh	मळणी	fear	0.469
startle	धक्कादायक	fear	0.469
unhealthy	अस्वस्थ	fear	0.469
spear	भाला	fear	0.468
nasty	ओंगळ	fear	0.466
worried	काळजीत	fear	0.466
puma	मांजराच्या जातीचा प्राणी	fear	0.465
thirteenth	तेरावा	fear	0.465
contraband	प्रतिबंधित	fear	0.464
insecure	असुरक्षित	fear	0.461
disturbance	दंगल	fear	0.459
denunciation	तिरस्कार	fear	0.456
stigma	कलंक	fear	0.455
destitute	निराधार	fear	0.455
powerfully	सामर्थ्यवानपणे	fear	0.454
penalty	दंड	fear	0.453
derogatory	अपमानकारक	fear	0.453
spasm	वटवट	fear	0.453
illicit	बेकायदेशीर	fear	0.453
dinosaur	डायनासोर	fear	0.453
disruption	व्यत्यय	fear	0.453
lockup	लॉकअप	fear	0.453
restrain	नियंत्रित करणे	fear	0.453
rifle	राइफल	fear	0.453
disreputable	निर्भय	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	चेतावणी द्या	fear	0.453
quandary	भांडण	fear	0.453
resisting	प्रतिकार करणे	fear	0.453
rigor	कडकपणा	fear	0.453
stranger	अनोळखी	fear	0.453
penal	दंडात्मक	fear	0.453
grope	कत्तल करणे	fear	0.453
scold	ओरडणे	fear	0.453
orphan	अनाथ	fear	0.453
resign	राजीनामा	fear	0.453
hydrocephalus	हायड्रोसिफलस	fear	0.453
shrill	कर्कश	fear	0.453
howl	कर्कश आवाज	fear	0.453
unspeakable	शब्दातीत	fear	0.453
wail	विलाप	fear	0.453
straits	स्ट्रेट्स	fear	0.453
indoctrination	शिकवण	fear	0.453
apprehension	धास्ती	fear	0.453
batter	पिठात लावा	fear	0.453
arraignment	आचारसंहिता	fear	0.450
urgent	तातडीचे	fear	0.450
tramp	भटक्या	fear	0.440
stress	तणाव	fear	0.439
behemoth	बीम्होथ	fear	0.439
dominate	वर्चस्व	fear	0.438
targeting	लक्ष्यीकरण	fear	0.438
broke	तोडले	fear	0.438
looming	अस्पष्ट	fear	0.438
tribunal	न्यायाधिकरण	fear	0.438
debacle	पराजय	fear	0.438
forfeiture	दंड	fear	0.438
dislocated	डिस्लोकेटेड	fear	0.438
infirmity	दुर्बलता	fear	0.438
impermeable	अभेद्य	fear	0.438
predicament	दुर्दैव	fear	0.438
falter	अडखळणे	fear	0.438
displaced	विस्थापित	fear	0.438
concealed	लपवून ठेवलेले	fear	0.438
illegitimate	अनौरस संतती	fear	0.438
unprepared	अपुरी तयारी असलेला	fear	0.438
scarcity	टंचाई	fear	0.438
wince	विन्स	fear	0.438
mace	गदा	fear	0.438
expel	निष्कासित करा	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	अडथळा	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	छे!	fear	0.438
dentists	दंतवैद्य	fear	0.438
irreconcilable	विकोपाला गेलेला	fear	0.438
bewildered	आश्चर्याने	fear	0.438
indomitable	अदम्य	fear	0.438
rheumatism	संधिवात	fear	0.438
accidental	अपघाती	fear	0.438
prick	टोचणे	fear	0.438
entangled	अडकलेले	fear	0.438
atrophy	शोषून घेणे	fear	0.438
asp	एस्प	fear	0.438
perverse	विकृत	fear	0.438
cabal	गपचुक	fear	0.438
yell	चिंधी	fear	0.438
gasping	gasping	fear	0.438
probation	उमेदवारी	fear	0.438
accuser	अभियोक्ता	fear	0.438
insulting	अपमानास्पद	fear	0.435
mysterious	अनाकलनीय	fear	0.435
halting	थांबणे	fear	0.435
rebels	rebels	fear	0.435
repulsion	प्रतिकार	fear	0.431
glare	चमक	fear	0.430
punitive	दंडात्मक	fear	0.425
sordid	नीच	fear	0.425
stake	भाग	fear	0.423
tempest	वादळे	fear	0.423
ultimatum	अल्टीमेटम	fear	0.422
reticent	मितभाषी	fear	0.422
bayonet	संगीन	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	निलंबन	fear	0.422
lament	विलाप	fear	0.422
burdensome	ओझे	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	प्रचंड	fear	0.422
coyote	कोयोट	fear	0.422
deleterious	हानीकारक	fear	0.422
dissident	असंतुष्ट	fear	0.422
varicella	व्हॅरीसेला	fear	0.422
wilderness	वाळवंटात	fear	0.422
delusion	भ्रम	fear	0.422
bigot	बंड्या	fear	0.422
unsteady	अस्थिर	fear	0.422
stresses	भर आहे	fear	0.422
offense	गुन्हा	fear	0.422
heathen	असंस्कृत वृत्ती व सवयी	fear	0.422
prowl	भोंगा	fear	0.422
troll	ट्रोल	fear	0.422
infamous	कुप्रसिद्ध	fear	0.422
disappear	अदृश्य	fear	0.422
depress	नैराश्य	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	अनैसर्गिक	fear	0.422
usurped	usurped	fear	0.422
steal	चोरी करा	fear	0.422
anathema	अनादर	fear	0.422
fainting	बेहोशी	fear	0.422
alien	परदेशी	fear	0.422
extrajudicial	न्यायसहाय्य	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	हायड्रा	fear	0.422
adversity	अडचण	fear	0.418
ineptitude	अयोग्यपणा	fear	0.417
outsider	बाहेरील व्यक्ती	fear	0.413
ugliness	कुरुपता	fear	0.410
vulture	गिधाड	fear	0.410
immoral	अनैतिक	fear	0.410
scar	चट्टे	fear	0.406
stressful	तणावपूर्ण	fear	0.406
screech	कर्कश आवाज	fear	0.406
wary	सावध	fear	0.406
disgust	तिरस्कार	fear	0.406
stressing	भर देणे	fear	0.406
deport	निर्वासित	fear	0.406
nausea	मळमळ	fear	0.406
resection	लसीकरण	fear	0.406
blackout	ब्लॅकआउट	fear	0.406
disallowed	परवानगी न घेता	fear	0.406
insolvent	दिवाळखोर	fear	0.406
dismissal	बाद	fear	0.406
omnipotence	सर्वशक्तिमानता	fear	0.406
possession	ताब्यात	fear	0.406
tearful	रडण्यासारखे	fear	0.406
disorder	डिसऑर्डर	fear	0.406
squall	कर्कश आवाज	fear	0.406
dominant	हाती सत्ता असलेला प्रबळ	fear	0.406
disabled	अक्षम केले	fear	0.406
drones	drones	fear	0.406
recklessness	बेपर्वाई	fear	0.406
escape	निसटणे	fear	0.406
distressed	फार त्रास	fear	0.406
claw	नख्या	fear	0.406
stretcher	स्ट्रेचर	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	प्रायश्चित्त	fear	0.406
weakly	दुर्बलपणे	fear	0.406
rubble	दगडविटांचे तुकडे	fear	0.406
whimper	कर्कश आवाज	fear	0.406
ghetto	शहरातील ज्यू लोकांच्या वस्तीचा भाग	fear	0.406
socialism	समाजवाद	fear	0.405
conspiracy	कट रचणे	fear	0.400
toughness	कडकपणा	fear	0.400
defection	पक्ष देश सोडून जाण्याची कृती	fear	0.398
absence	अनुपस्थिती	fear	0.396
moan	विळा	fear	0.394
crusade	धर्मयुद्ध	fear	0.392
radon	राडोण	fear	0.391
lose	गमवाल	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	संशयास्पद	fear	0.391
unemployed	बेरोजगार	fear	0.391
reject	नकार द्या	fear	0.391
excitation	उत्तेजितपणा	fear	0.391
xanax	xanax	fear	0.391
stifled	गुदमरल्यासारखे	fear	0.391
scarecrow	बागुलबुवा	fear	0.391
concealment	लपण्याची जागा	fear	0.391
conquer	जिंकणे	fear	0.391
discrimination	भेदभाव	fear	0.391
diagnosis	निदान	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	सापळा	fear	0.391
separation	वेगळे करणे	fear	0.391
overt	उघड	fear	0.391
urgency	निकड	fear	0.391
musket	बंदी	fear	0.391
unrest	अस्वस्थता	fear	0.391
descent	कूळ	fear	0.391
avoiding	टाळून	fear	0.391
cyst	गाठी	fear	0.391
gulp	गळू	fear	0.391
procedure	कार्यपद्धती	fear	0.391
submission	सबमिशन	fear	0.391
hardened	कडक	fear	0.391
refutation	खंडन	fear	0.391
repellent	तिरस्करणीय	fear	0.391
cleave	चिकटविणे	fear	0.391
suspicion	संशय	fear	0.391
poverty	गरिबी	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	दिवाळखोरी	fear	0.391
mental	वेडा	fear	0.391
theocratic	ईश्वरशासित	fear	0.391
spaz	स्पॅझ	fear	0.391
brimstone	गंधक	fear	0.391
throb	धडधड	fear	0.388
outcast	निर्वासित	fear	0.388
orc	orc	fear	0.388
disapprove	नापसंत करा	fear	0.380
dontpanic	दांपत्याचा	fear	0.378
plea	विनवणी	fear	0.377
withdrawals	पैसे काढण्याची	fear	0.377
pressure	दबाव	fear	0.375
grieve	शोक	fear	0.375
frigate	फ्रिगेट	fear	0.375
kerosene	केरोसिन	fear	0.375
nauseous	कंटाळवाणा	fear	0.375
khan	खान	fear	0.375
expose	उघड करा	fear	0.375
ocd	ocd	fear	0.375
sneaking	गुपचूपणे	fear	0.375
embarrassment	गोंधळ	fear	0.375
bankrupt	दिवाळखोर	fear	0.375
dissolution	विघटन	fear	0.375
dentistry	दंतचिकित्सा	fear	0.375
edict	हुकुम	fear	0.375
bunker	बंकर	fear	0.375
antsy	antsy	fear	0.375
chasm	दरी	fear	0.375
escaped	पळून	fear	0.375
whirlpool	व्हर्लपूल	fear	0.375
interrogate	चौकशी करा	fear	0.375
psychological	मानसिक	fear	0.375
obligor	उपद्रव	fear	0.375
misconception	गैरसमज	fear	0.375
military	लष्करी	fear	0.375
suspected	संशयित	fear	0.375
locust	टोळ	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	वाईट	fear	0.375
coldness	सर्दी	fear	0.375
taunt	टोना	fear	0.375
obi	ओबी	fear	0.375
flu	फ्लू	fear	0.375
barricade	अडथळा	fear	0.375
chimera	कल्पना	fear	0.375
sultan	सुल्तान	fear	0.375
repellant	repellant	fear	0.373
unknown	अज्ञात	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	मत्सर	fear	0.365
mug	घोकून घोकून तयार करणे	fear	0.359
consternation	भिती	fear	0.359
rebel	बंडखोर	fear	0.359
conquest	विजय	fear	0.359
mournful	दुःखी	fear	0.359
concerned	संबंधित	fear	0.359
mandamus	mandamus	fear	0.359
onedge	टोकावर	fear	0.359
recurring	आवर्ती	fear	0.359
jaundice	कावीळ	fear	0.359
sectarian	सांप्रदायिक	fear	0.359
desert	वाळवंट	fear	0.359
cur	कर	fear	0.359
difficult	अवघड	fear	0.359
stint	मर्यादा	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	डार्ट	fear	0.359
spike	स्पाइक	fear	0.359
timid	भित्रा	fear	0.359
wasting	वाया	fear	0.359
bottomless	तळ नसलेला	fear	0.359
warned	चेतावनी	fear	0.359
protestant	निषेध करणारी व्यक्ती	fear	0.359
contempt	अपमान	fear	0.359
exam	परीक्षा	fear	0.359
depreciation	अवमूल्यन	fear	0.359
anomaly	विसंगती	fear	0.359
rejects	नाकारतो	fear	0.359
pessimism	निराशावादी	fear	0.359
revolution	क्रांती	fear	0.359
formidable	प्रचंड	fear	0.359
burke	बुर्के	fear	0.359
cautionary	सावधगिरीचा	fear	0.359
headaches	डोकेदुखी	fear	0.359
bankruptcy	दिवाळखोरी	fear	0.359
government	सरकार	fear	0.359
measles	गोवर	fear	0.359
languishing	languishing	fear	0.358
constrain	मर्यादित	fear	0.358
bane	विष	fear	0.356
impeach	विरोध करणे	fear	0.354
warden	वॉर्डन	fear	0.354
adverse	प्रतिकूल	fear	0.352
lawyer	वकील	fear	0.349
libel	बेअब्रू करणे	fear	0.348
retrenchment	छेद	fear	0.345
imminent	सुस्पष्ट	fear	0.345
unjustifiable	असमर्थनीय	fear	0.344
knell	घुमट	fear	0.344
contentious	विवादास्पद	fear	0.344
opposed	विरोध केला	fear	0.344
shame	लाज	fear	0.344
avoidance	टाळणे	fear	0.344
resistant	प्रतिरोधक	fear	0.344
discipline	शिस्त	fear	0.344
defy	विरोध करणे	fear	0.344
belittle	क्षुल्लक	fear	0.344
fanaticism	कट्टरता	fear	0.344
bearish	मंदीचा	fear	0.344
opium	अफीम	fear	0.344
sorrow	दुःख	fear	0.344
mri	मिरी	fear	0.344
shaky	अस्थिर	fear	0.344
hiss	फुसफुसणे	fear	0.344
loneliness	एकाकीपणा	fear	0.344
swerve	चपळ	fear	0.344
taboo	निषिद्ध	fear	0.344
reckless	बेपर्वा	fear	0.344
obstacle	अडथळा	fear	0.344
launches	लाँच केले	fear	0.344
aaaaaaah	अहाअआह	fear	0.344
verdict	निर्णय	fear	0.344
servile	गुलाम	fear	0.344
hesitation	मनाची दूविधावस्था	fear	0.344
evade	टाळणे	fear	0.344
recession	मंदी	fear	0.344
eel	केळी	fear	0.344
shortage	कमतरता	fear	0.344
pest	कीटक	fear	0.344
cutter	कापणारा	fear	0.344
psych	सायको	fear	0.344
parachute	पॅराशूट	fear	0.344
disrespectful	अनादरशील	fear	0.343
phalanx	फलनाक्स	fear	0.342
creature	प्राणी	fear	0.340
mortgage	गहाण	fear	0.331
specter	भूत	fear	0.331
enigmatic	गूढ	fear	0.329
caution	खबरदारी	fear	0.328
police	पोलीस	fear	0.328
shank	शंक	fear	0.328
undesirable	अवांछित	fear	0.328
shutdown	शटडाउन	fear	0.328
dike	डाइक	fear	0.328
subordinate	दुय्यम	fear	0.328
gametime	जमेम	fear	0.328
remove	काढून टाका	fear	0.328
smut	स्मट	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	दुर्घटना	fear	0.328
loom	सदोष	fear	0.328
supremacy	श्रेष्ठत्व	fear	0.328
unlucky	दुर्दैवी	fear	0.328
quash	रद्द करणे	fear	0.328
hives	अंगीकारणे	fear	0.328
wimp	चिचुंद्री	fear	0.328
gladiator	योद्धा	fear	0.328
feeling	भावना	fear	0.328
dominion	सत्ता	fear	0.328
encumbrance	भार	fear	0.328
adrift	मुक्तपणे	fear	0.328
defendant	प्रतिवादी	fear	0.328
outpost	चौकी	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	मूर्खपणाचा	fear	0.328
wrongly	चुकून	fear	0.328
bugaboo	बगदाद	fear	0.328
weirdo	विचित्र	fear	0.328
ethereal	अलौकिक	fear	0.328
scarce	दुर्मिळ	fear	0.327
unsettled	अस्थिर	fear	0.327
antisocial	समाजविघातक	fear	0.324
astray	भलतीकडे	fear	0.320
vigilant	जागरुक	fear	0.319
socialist	समाजवादी	fear	0.318
halter	हॅल्टर	fear	0.318
pessimist	निराशावादी	fear	0.317
pacing	पेसिंग	fear	0.316
opponent	प्रतिस्पर्धी	fear	0.312
discontinuity	खंड	fear	0.312
conspire	कट करणे	fear	0.312
trickery	लबाडी	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	एकांतवास	fear	0.312
whirlwind	वावटळ	fear	0.312
unexpected	अनपेक्षित	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	घोकंपट्टी	fear	0.312
collusion	मिलन	fear	0.312
muzzle	जनावराचे नाक	fear	0.312
blight	अनिष्ट परिणाम	fear	0.312
foreigner	विदेशी	fear	0.312
chargeable	घेण्यायोग्य	fear	0.312
laxative	रेचक	fear	0.312
clinical	क्लिनिकल	fear	0.312
dentist	दंतचिकित्सक	fear	0.312
therapist	थेरपिस्ट	fear	0.312
deadline	अंतिम मुदत	fear	0.312
bewilderment	गोंधळ	fear	0.312
litigate	दावा करणे	fear	0.312
nether	खाली	fear	0.312
thorny	काटेरी	fear	0.312
valium	व्हॅलियम	fear	0.312
powerful	शक्तिशाली	fear	0.312
uneasy	अस्वस्थ	fear	0.312
unkind	निर्दय	fear	0.312
ordnance	आयुध	fear	0.312
wimpy	Wimpy	fear	0.312
overthinking	overthinking	fear	0.309
doubts	शंका	fear	0.308
seriousness	गांभीर्य	fear	0.305
irrational	असमंजसपणाचे	fear	0.305
erase	मिटवा	fear	0.303
teasing	छेडछाड	fear	0.303
razor	वस्तरा	fear	0.303
sweating	घाम येणे	fear	0.298
reluctant	नाखूष	fear	0.297
mage	दाना	fear	0.297
crouching	कुरकुर करणे	fear	0.297
warning	इशारा	fear	0.297
endless	सतत	fear	0.297
adjudicate	निवाडा करणे	fear	0.297
bale	बेल	fear	0.297
inflation	महागाई	fear	0.297
giant	राक्षस	fear	0.297
auditor	लेखापरीक्षक	fear	0.297
medical	वैद्यकीय	fear	0.297
swamp	दलदलीचा प्रदेश	fear	0.297
bitch	कोल्ही	fear	0.297
mislead	दिशाभूल करणे	fear	0.297
weighty	वजनदार	fear	0.297
avoid	टाळा	fear	0.297
depreciated	कमी झालेला	fear	0.297
flounder	चपळ	fear	0.297
deflation	हवा बाहेर जाऊ देणे	fear	0.297
unsurpassed	नायब	fear	0.297
dashed	तुटक	fear	0.297
hide	लपवा	fear	0.297
timidity	कडकपणा	fear	0.297
deluge	महापूर	fear	0.287
disinformation	अपकीर्ती	fear	0.286
court	कोर्ट	fear	0.284
aversion	तिटकारा	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	मित्रत्वाचा नसलेला	fear	0.281
remains	राहते	fear	0.281
discourage	परावृत्त करा	fear	0.281
cautious	सावध	fear	0.281
oncoming	येणारे	fear	0.281
flying	उडाण	fear	0.281
mistaken	चुकीचा	fear	0.281
swelling	सूज	fear	0.281
dwarfed	बौने	fear	0.281
surveillance	पाळत ठेवणे	fear	0.281
apache	अपाचे	fear	0.281
rush	गर्दी	fear	0.281
yelp	दंड	fear	0.281
cartridge	काडतूस	fear	0.281
fortress	किल्ला	fear	0.281
bigoted	धर्मोपदेशक	fear	0.281
notready	तयार नाही	fear	0.281
challenge	आव्हान	fear	0.281
submitting	सबमिट करणे	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	गोंधळ	fear	0.281
unruly	बेलगाम	fear	0.281
intense	तीव्र	fear	0.279
noncompliance	गैरसमज	fear	0.276
alerts	अॅलर्ट	fear	0.276
planes	विमाने	fear	0.274
displeased	नाराज	fear	0.273
cop	पोलिस	fear	0.273
unbridled	बेलगाम	fear	0.271
regiment	रेजिमेंट	fear	0.266
crowds	गर्दी	fear	0.266
sentence	वाक्य	fear	0.266
blindfold	डोळे पक्के	fear	0.266
crouch	चिडचिड	fear	0.266
belt	बेल्ट	fear	0.266
hooded	हुड	fear	0.266
uncanny	विलक्षण	fear	0.266
cupping	cupping	fear	0.266
sneak	चहाडी	fear	0.266
cloak	कपक	fear	0.266
banger	बॅन्जर	fear	0.266
affront	अपमान करणे	fear	0.266
confession	कबुली	fear	0.266
blemish	दोष	fear	0.266
posse	पॉझ	fear	0.266
auditions	ऑडिशन	fear	0.266
forgotten	विसरला	fear	0.266
immerse	बुडवणे	fear	0.266
operation	ऑपरेशन	fear	0.266
elevation	उत्थान	fear	0.266
shanghai	शंघाई	fear	0.266
hood	हुड	fear	0.266
problem	समस्या	fear	0.266
skid	स्किड	fear	0.266
insomnia	निद्रानाश	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	अॅक्रॉबॅट	fear	0.266
flurries	झटका	fear	0.266
force	सक्तीने	fear	0.266
spur	उत्तेजन देणे	fear	0.262
defense	संरक्षण	fear	0.258
mortgagor	गहाण	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	धाव	fear	0.250
rascal	दुष्ट	fear	0.250
standstill	ताठरता	fear	0.250
doubt	संशय	fear	0.250
cataract	मोतीबिंदू	fear	0.250
repent	पश्चात्ताप करा	fear	0.250
unfamiliar	अपरिचित	fear	0.250
delusional	संभ्रमात्मक	fear	0.250
obliging	बंधनकारक	fear	0.250
hag	दुःख	fear	0.250
defend	बचाव	fear	0.250
guard	संरक्षक	fear	0.250
scapegoat	बळीचा बकरा	fear	0.250
swampy	दलदलीचा	fear	0.250
react	प्रतिक्रिया करा	fear	0.250
breakingnews	ठळक बातम्या	fear	0.250
foul	बेकायदा	fear	0.250
spinster	स्पिनस्टर	fear	0.250
indifference	दुर्लक्ष	fear	0.250
sunk	बुडणे	fear	0.250
picket	धडधड	fear	0.250
insect	कीटक	fear	0.250
rating	रेटिंग	fear	0.250
forewarned	आगाऊ	fear	0.250
indecisive	अनिर्णीत	fear	0.250
stealthy	चोरपावला	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	grounded	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	सर्वोच्च	fear	0.236
inequality	असमानता	fear	0.234
rekindle	पुनर्मिलन करणे	fear	0.234
shrink	संकुचित करा	fear	0.234
scaffold	पाठीमागे	fear	0.234
discontent	असंतोष	fear	0.234
verge	कडा	fear	0.234
psychiatrist	मनोदोषचिकित्सक	fear	0.234
overdrive	ओव्हरड्राईव्ह	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	मध्यस्थी	fear	0.234
pinion	पंख	fear	0.234
finalized	अंतिम रूप दिले	fear	0.234
shelters	आश्रयस्थान	fear	0.234
sleepless	निद्ररहित	fear	0.234
dependence	अवलंबित्व	fear	0.234
chicken	चिकन	fear	0.234
instinctive	सहजप्रवृत्त	fear	0.234
buzz	बझ	fear	0.234
difficulty	अडचण	fear	0.234
bee	मधमाशी	fear	0.234
insomniac	अनिद्रा	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	बोकड	fear	0.234
rushing	धावपळ	fear	0.233
overslept	ओव्हलप्पट	fear	0.226
default	डीफॉल्ट	fear	0.226
confessional	कबुलीजबाब	fear	0.225
impatient	अधीर	fear	0.224
immigrant	स्थलांतरित	fear	0.219
heft	मोठे	fear	0.219
sweat	घाम	fear	0.219
waver	थरथरणे	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	कंजूष	fear	0.219
thrill	थ्रिल	fear	0.219
cane	ऊस	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	काय आहे	fear	0.219
tactics	घोटाळे	fear	0.219
veer	वेटर	fear	0.219
unequal	असमान	fear	0.219
lastminute	शेवटचे मिनिट	fear	0.219
jungle	जंगल	fear	0.219
bait	आमिष	fear	0.219
revelations	साक्षात्कारही	fear	0.219
blues	संथ	fear	0.219
overtired	overtired	fear	0.218
prognosis	रोगनिदान	fear	0.217
alertness	सावधानता	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	इच्छाशक्ती	fear	0.212
tryouts	ट्रायआउट्स	fear	0.210
clowns	जोकर	fear	0.207
fluctuation	चढ - उतार	fear	0.204
restless	अस्वस्थ	fear	0.204
examination	परीक्षा	fear	0.204
intimacy	जवळीक	fear	0.203
phew	ओहोटी	fear	0.203
quail	लहान पक्षी	fear	0.203
hurry	त्वरा करा	fear	0.203
uphill	चढावर	fear	0.203
mighty	पराक्रमी	fear	0.203
birth	जन्म	fear	0.203
cross	क्रॉस	fear	0.203
help	मदत	fear	0.203
overcome	मात	fear	0.203
recesses	अंतर	fear	0.203
acceptances	स्वीकृती	fear	0.203
fearless	निर्भय	fear	0.200
ware	सावधान	fear	0.198
change	बदल करा	fear	0.198
withstand	प्रतिकार करा	fear	0.197
asap	शक्य तितक्या लवकर	fear	0.191
owing	कारण	fear	0.188
gnome	gnome	fear	0.188
cautiously	सावधगिरीने	fear	0.188
tract	मार्ग	fear	0.188
deadlines	मुदती	fear	0.188
