word	Vietnamese-vi	emotion	emotion-intensity-score
sweetheart	người yêu	joy	0.758
enlighten	soi sáng	joy	0.758
christmastime	thời gian Giáng sinh	joy	0.757
giddy	ham chơi	joy	0.757
romantic	lãng mạn	joy	0.750
gratify	làm hài lòng	joy	0.750
friendliness	thân thiện	joy	0.750
laughs	cười	joy	0.750
greatness	sự vĩ đại	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	làm hài lòng	joy	0.750
blessings	phước lành	joy	0.750
smile	nụ cười	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	vui chơi	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	hăng hái	joy	0.742
triumph	chiến thắng	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	huyền diệu	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	phép màu	joy	0.742
rewarding	bổ ích	joy	0.742
feelgood	cám thấy tốt	joy	0.736
prosperity	sự phồn thịnh	joy	0.735
luxurious	sang trọng	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	ngày tốt	joy	0.734
passionate	đam mê	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	mê hoặc	joy	0.734
victory	chiến thắng	joy	0.734
admiration	sự khâm phục	joy	0.734
tgif	tgif	joy	0.734
glorification	sự tôn vinh	joy	0.733
sing	hát	joy	0.729
glowing	phát sáng	joy	0.729
breathtaking	ngoạn mục	joy	0.728
fulfillment	sự hoàn thành	joy	0.728
yessss	yessss	joy	0.728
cheery	vui vẻ	joy	0.727
thankful	biết ơn	joy	0.727
hurrah	tiếng hoan hô	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	giải thưởng	joy	0.727
atpeace	hòa bình	joy	0.727
win	thắng lợi	joy	0.727
merry	vui vẻ	joy	0.727
pleased	vừa lòng	joy	0.725
radiance	rạng ngời	joy	0.725
inspiration	cảm hứng	joy	0.725
uplift	nâng cao	joy	0.723
optimistic	lạc quan	joy	0.723
heaven	thiên đàng	joy	0.721
lucky	may mắn	joy	0.721
thrill	hồi hộp	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	ngay Lê	joy	0.721
harmony	hòa hợp	joy	0.719
brighten	làm sáng	joy	0.719
lover	người yêu	joy	0.719
heartfelt	chân thành	joy	0.719
utopian	không tưởng	joy	0.719
xmas	xmas	joy	0.719
lovely	đáng yêu	joy	0.719
amusement	vui chơi giải trí	joy	0.719
congratulatory	chúc mừng	joy	0.719
praising	ca ngợi	joy	0.719
thriving	phát triển mạnh	joy	0.719
perfect	hoàn hảo	joy	0.719
magic	ma thuật	joy	0.712
luckiest	may mắn nhất	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	sang trọng	joy	0.712
bestfeeling	tốt nhất	joy	0.712
treasures	Châu báu	joy	0.712
achievement	thành tích	joy	0.712
yay	yay	joy	0.712
holiday	ngày lễ	joy	0.712
intimate	thân mật	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	cười thầm	joy	0.706
rave	rave	joy	0.706
proud	tự hào	joy	0.704
truelove	tình yêu đích thực	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	kinh ngạc	joy	0.703
goodnews	Tin tốt	joy	0.703
optimism	lạc quan	joy	0.703
satisfying	thỏa mãn	joy	0.703
gooood	gooood	joy	0.703
sweetest	ngọt ngào nhất	joy	0.703
cherish	trân quý	joy	0.703
goodlife	cuộc sống tốt	joy	0.703
beautification	làm đẹp	joy	0.703
appreciates	đánh giá cao	joy	0.703
winning	chiến thắng	joy	0.703
cuddled	ôm ấp	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	giải trí	joy	0.700
excite	kích thích	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	sinh nhật	joy	0.691
metime	thời gian của tôi	joy	0.688
favorite	yêu thích	joy	0.688
honored	vinh dự	joy	0.688
content	Nội dung	joy	0.688
godsend	ơn trời	joy	0.688
entertaining	giải trí	joy	0.688
angelic	thiên thần	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	sự tôn kính	joy	0.688
exquisite	tinh tế	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	quí	joy	0.682
majestic	Hùng vĩ	joy	0.682
appreciated	đánh giá cao	joy	0.682
luscious	ngon	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	cười	joy	0.682
bestfriends	bạn thân	joy	0.682
exaltation	sự tôn cao	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	làm sáng	joy	0.682
tranquility	Yên bình	joy	0.679
marry	kết hôn	joy	0.676
embrace	ôm hôn	joy	0.676
positively	tích cực	joy	0.676
dearest	thân yêu nhất	joy	0.672
relaxation	thư giãn	joy	0.672
accomplished	hoàn thành	joy	0.672
hug	ôm	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	nụ cười	joy	0.672
enliven	enliven	joy	0.672
contentment	sự thỏa mãn	joy	0.672
hilarious	vui nhộn	joy	0.672
giggles	cười khúc khích	joy	0.672
bountiful	dồi dào	joy	0.667
victor	người chiến thắng	joy	0.667
adore	yêu thích	joy	0.667
boisterous	náo nhiệt	joy	0.667
fulfilled	hoàn thành	joy	0.667
fulfill	hoàn thành	joy	0.664
cuddles	âu yếm	joy	0.662
prosperous	Thịnh vượng	joy	0.660
romanticism	chủ nghĩa lãng mạn	joy	0.656
humor	hài hước	joy	0.656
glow	phát sáng	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	dễ chịu	joy	0.656
appreciation	sự đánh giá	joy	0.656
encouraged	được khuyến khích	joy	0.656
satisfy	thỏa mãn	joy	0.656
serenity	thanh thản	joy	0.656
captivate	quyến rũ	joy	0.656
besties	người tốt	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	sự thỏa mãn	joy	0.652
treasure	kho báu	joy	0.652
engaged	bận	joy	0.652
praises	khen ngợi	joy	0.652
abundance	sự phong phú	joy	0.652
fortunes	vận may	joy	0.652
relaxing	thư giãn	joy	0.652
praised	khen ngợi	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	bổ sung	joy	0.647
affection	tình cảm	joy	0.647
relieved	an tâm	joy	0.647
carnival	lễ hội	joy	0.643
divine	thần thánh	joy	0.641
saintly	thánh thiện	joy	0.641
harmoniously	hài hòa	joy	0.641
achieve	Hoàn thành	joy	0.641
thanksgiving	tạ ơn	joy	0.641
jackpot	jackpot	joy	0.641
priceless	vô giá	joy	0.641
sensuality	sự gợi cảm	joy	0.641
champion	quán quân	joy	0.641
wedding	lễ cưới	joy	0.641
uplifting	nâng cao tinh thần	joy	0.641
climax	cực điểm	joy	0.636
yayy	yayy	joy	0.636
peaceful	bình yên	joy	0.636
twinkle	lấp lánh	joy	0.636
reverie	mơ mộng	joy	0.636
exalt	nâng cao	joy	0.636
winner	người chiến thắng	joy	0.636
felicity	sự đáng sợ	joy	0.636
cuddle	ôm	joy	0.636
comforting	an ủi	joy	0.636
honeymoon	tuần trăng mật	joy	0.636
xoxo	xoxo	joy	0.634
amusing	vui	joy	0.625
reward	phần thưởng	joy	0.625
fondness	thật thà	joy	0.625
hearts	trái tim	joy	0.625
brighter	sáng hơn	joy	0.625
sweet	ngọt	joy	0.625
stargazing	ngắm sao	joy	0.625
festival	lễ hội	joy	0.625
snuggling	buôn lậu	joy	0.625
generosity	sự rộng lượng	joy	0.625
gorgeous	lộng lẫy	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	tình dục	joy	0.622
parade	diễu hành	joy	0.621
applause	vỗ tay	joy	0.621
genial	thuộc về tôn giáo	joy	0.621
beauty	sắc đẹp, vẻ đẹp	joy	0.621
kind	loại	joy	0.621
newlife	cuộc sống mới	joy	0.618
aspiring	tham vọng	joy	0.618
fulfilling	hoàn thành	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	đạo đức	joy	0.613
kiss	hôn	joy	0.610
winnings	tiền thắng	joy	0.609
praiseworthy	đáng khen ngợi	joy	0.609
rainbows	cầu vồng	joy	0.609
generous	hào phóng	joy	0.609
enlightenment	giác ngộ	joy	0.609
playful	vui tươi	joy	0.609
christmas	giáng sinh	joy	0.609
super	siêu	joy	0.609
elegance	sang trọng	joy	0.609
rekindle	nhen nhóm lại	joy	0.609
awards	giải thưởng	joy	0.609
adorable	đáng yêu	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	sự độc lập	joy	0.607
successful	thành công	joy	0.606
onelove	một tình yêu	joy	0.606
kindness	lòng tốt	joy	0.606
freely	tự do	joy	0.606
surprises	bất ngờ	joy	0.606
inspired	lấy cảm hứng	joy	0.606
hilarity	sự vui nhộn	joy	0.606
wonder	ngạc nhiên	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	sự giải trí	joy	0.603
whimsical	hay thay đổi	joy	0.603
passion	niềm đam mê	joy	0.603
beautify	làm đẹp	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	bình Minh	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	Thiên thần	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	hoàn thành	joy	0.594
flirt	tán tỉnh	joy	0.594
goodmusic	Nhạc hay	joy	0.594
snuggled	lén lút	joy	0.594
revere	tôn kính	joy	0.594
inspire	truyền cảm hứng	joy	0.594
fanfare	sự phô trương	joy	0.594
peacefully	một cách hòa bình	joy	0.594
jesus	jesus	joy	0.594
goodies	goodies	joy	0.594
heroic	anh hùng	joy	0.591
fortune	vận may	joy	0.591
friendship	hữu nghị	joy	0.591
singing	ca hát	joy	0.591
exalted	cao quý	joy	0.591
summer	mùa hè	joy	0.591
highest	cao nhất	joy	0.591
overflowing	tràn ra	joy	0.588
contented	hài lòng	joy	0.588
woot	vẫy tay	joy	0.588
rollicking	cuộn	joy	0.588
hope	mong	joy	0.586
accolade	công nhận	joy	0.586
cozy	ấm cúng	joy	0.583
delicious	thơm ngon	joy	0.579
friendly	thân thiện	joy	0.578
sensuous	gợi cảm	joy	0.578
darling	cục cưng	joy	0.578
picturesque	đẹp như tranh vẽ	joy	0.578
raving	raving	joy	0.578
praise	khen ngợi	joy	0.578
everlasting	bất diệt	joy	0.578
ambition	tham vọng	joy	0.578
thelife	cuộc sống	joy	0.578
sparkle	lấp lánh	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	cô gái may mắn	joy	0.576
flattering	tâng bốc	joy	0.576
sensual	gợi cảm	joy	0.576
heroism	chủ nghĩa anh hùng	joy	0.576
succeeding	thành công	joy	0.576
grace	ân sủng	joy	0.576
peace	hòa bình	joy	0.576
livelife	livelife	joy	0.574
special	đặc biệt	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	được bơm	joy	0.567
worthwhile	đáng giá	joy	0.562
revels	revels	joy	0.562
prevail	thắng thế	joy	0.562
liking	thích	joy	0.562
sunny	nắng	joy	0.562
relax	thư giãn	joy	0.562
surprise	sự ngạc nhiên	joy	0.562
hugs	ôm	joy	0.562
admirable	đáng ngưỡng mộ	joy	0.562
hero	anh hùng	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	khôi hài	joy	0.562
sweets	Kẹo	joy	0.562
prosper	thịnh vượng	joy	0.562
superstar	siêu sao	joy	0.562
favorable	thuận lợi	joy	0.561
bless	ban phước	joy	0.561
tenderness	dịu dàng	joy	0.561
freedom	sự tự do	joy	0.561
masterpiece	kiệt tác	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	những giấc mơ	joy	0.559
hopeful	hy vọng	joy	0.559
home	nhà	joy	0.559
cruising	bay	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	sự trung tín	joy	0.553
closeness	sự gần gũi	joy	0.552
eagerness	háo hức	joy	0.552
comfy	thoải mái	joy	0.551
sunshine	ánh sáng mặt trời	joy	0.551
confidence	sự tự tin	joy	0.547
mistletoe	cây tầm gửi	joy	0.547
elite	ưu tú	joy	0.547
celestial	thiên thể	joy	0.547
heart	tim	joy	0.547
completion	hoàn thành	joy	0.547
good	tốt	joy	0.547
daughter	Con gái	joy	0.547
gifts	những món quà	joy	0.547
astonishment	sự kinh ngạc	joy	0.547
bonus	tiền thưởng	joy	0.547
goodmorning	chào buổi sáng	joy	0.547
lifted	nâng lên	joy	0.547
zeal	nhiệt tình	joy	0.547
illuminate	chiếu sáng	joy	0.547
gift	quà tặng	joy	0.547
vacation	kỳ nghỉ	joy	0.547
charmed	quyến rũ	joy	0.546
recreation	sự giải trí	joy	0.545
encouragement	sự khuyến khích	joy	0.545
gush	phun ra	joy	0.545
sublime	tuyệt vời	joy	0.545
dance	nhảy	joy	0.545
god	Thượng Đế	joy	0.545
free	miễn phí	joy	0.544
freshstart	khởi đầu mới	joy	0.544
savior	vị cứu tinh	joy	0.543
sanctuary	Thánh địa	joy	0.541
grandchildren	cháu	joy	0.540
wellness	sức khỏe	joy	0.537
revel	vui chơi	joy	0.534
inspirational	truyền cảm hứng	joy	0.531
savor	hương thơm	joy	0.531
matrimony	hôn nhân	joy	0.531
money	tiền bạc	joy	0.531
rainbow	cầu vồng	joy	0.531
confident	tự tin	joy	0.531
bridal	cô dâu	joy	0.531
music	Âm nhạc	joy	0.531
fab	đâm	joy	0.531
serene	thanh thản	joy	0.531
alive	sống sót	joy	0.531
holiness	sự thánh thiện	joy	0.531
vitality	sức sống	joy	0.531
liberation	sự giải phóng	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	nhẹ nhàng	joy	0.531
soar	bay lên	joy	0.531
firstborn	đầu tiên	joy	0.531
elegant	thanh lịch	joy	0.530
mastery	làm chủ	joy	0.530
illumination	sự chiếu sáng	joy	0.530
welcomed	hoan nghênh	joy	0.530
warmth	sự ấm áp	joy	0.530
blossom	hoa	joy	0.530
glimmer	ánh sáng lung linh	joy	0.530
faithful	Trung thành	joy	0.529
treat	đãi	joy	0.529
snuggles	snuggles	joy	0.522
laurels	vòng nguyệt quế	joy	0.521
commendable	đáng khen ngợi	joy	0.519
powerful	quyền lực	joy	0.516
silly	ngớ ngẩn	joy	0.516
zest	sự hăng hái	joy	0.516
presents	quà	joy	0.516
succeed	thành công	joy	0.516
jingle	leng keng	joy	0.516
remarkable	đáng chú ý	joy	0.516
greeted	chào đón	joy	0.516
brotherly	như anh em	joy	0.516
pride	tự hào	joy	0.516
strengthening	tăng cường	joy	0.516
aspire	khao khát	joy	0.516
abundant	dồi dào	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	rực rỡ	joy	0.516
almighty	toàn năng	joy	0.516
fancy	ưa thích	joy	0.516
zen	zen	joy	0.515
coronation	đăng quang	joy	0.515
kudos	thanh danh	joy	0.515
vivid	sống động	joy	0.515
leisure	giải trí	joy	0.515
complete	hoàn thành	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	thời gian cho gia đình	joy	0.515
animated	hoạt hình	joy	0.515
spirit	tinh thần	joy	0.515
thanking	cám ơn	joy	0.515
kid	đứa trẻ	joy	0.515
shining	sáng	joy	0.515
payday	ngày trả lương	joy	0.515
princely	chủ yếu	joy	0.515
reunited	đoàn tụ	joy	0.515
therapeutic	trị liệu	joy	0.515
comfort	sự thoải mái	joy	0.515
godly	thần thánh	joy	0.514
marriage	kết hôn	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	mối quan hệ	joy	0.514
spouse	người phối ngẫu	joy	0.507
intimately	mật thiết	joy	0.507
accomplish	hoàn thành	joy	0.500
excel	nổi trội	joy	0.500
inviting	mời	joy	0.500
meritorious	công đức	joy	0.500
diamond	kim cương	joy	0.500
nature	Thiên nhiên	joy	0.500
dignity	phẩm giá	joy	0.500
family	gia đình	joy	0.500
soulful	có hồn	joy	0.500
charitable	từ thiện	joy	0.500
encourage	khuyến khích	joy	0.500
friends	bạn bè	joy	0.500
satisfied	hài lòng	joy	0.500
welcoming	chào đón	joy	0.500
healthy	khỏe mạnh	joy	0.500
surreal	siêu thực	joy	0.500
refreshed	làm mới	joy	0.500
beach	bờ biển	joy	0.500
motherhood	làm mẹ	joy	0.500
respect	sự tôn trọng	joy	0.500
gem	đá quý	joy	0.500
erotic	khiêu dâm	joy	0.500
visionary	tầm nhìn xa trông rộng	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	đạt được	joy	0.500
christ	christ	joy	0.500
memorable	đáng nhớ	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	đứa bé	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	tính xác thực	joy	0.500
bloom	hoa	joy	0.500
carefree	không lo lắng	joy	0.500
aura	hào quang	joy	0.493
health	Sức khỏe	joy	0.493
liberty	tự do	joy	0.486
approved	tán thành	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	ốc đảo	joy	0.486
rapture	sự sung sướng	joy	0.485
engaging	hấp dẫn	joy	0.485
crowning	vương miện	joy	0.485
aspiration	khát vọng	joy	0.485
prestige	uy tín	joy	0.485
crescendo	crescendo	joy	0.485
gentle	dịu dàng	joy	0.485
liberate	giải phóng	joy	0.485
betrothed	đính hôn	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	tiền thưởng	joy	0.485
privileged	đặc quyền	joy	0.485
loyal	trung thành	joy	0.485
inseparable	không thể tách rời	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	thời hoàng kim	joy	0.484
trophy	chiếc cúp	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	may mắn	joy	0.484
creativity	sáng tạo	joy	0.484
destiny	định mệnh	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	siêu việt	joy	0.484
bouquet	bó hoa	joy	0.484
chocolate	sô cô la	joy	0.484
aloha	aloha	joy	0.484
yummy	ngon	joy	0.484
dream	mơ tưởng	joy	0.484
desire	khao khát	joy	0.484
boyfriend	bạn trai	joy	0.480
commemoration	kỷ niệm	joy	0.479
intelligence	Sự thông minh	joy	0.477
readiness	sẵn sàng	joy	0.473
friend	người bạn	joy	0.471
enthusiast	người đam mê	joy	0.471
bride	cô dâu	joy	0.471
lush	tươi tốt	joy	0.470
calming	nguôi đi	joy	0.470
inheritance	di sản	joy	0.470
kiddo	kiddo	joy	0.470
massage	xoa bóp	joy	0.470
tickle	thọc cù lét	joy	0.470
adventure	cuộc phiêu lưu	joy	0.470
nostalgia	Hoài cổ	joy	0.470
soothe	làm dịu	joy	0.470
goals	những mục tiêu	joy	0.469
luster	nước bóng	joy	0.469
giving	cho	joy	0.469
princess	công chúa	joy	0.469
heartily	chân thành	joy	0.469
benevolence	lòng từ bi	joy	0.469
nurture	dưỡng dục	joy	0.469
bridegroom	chú rể	joy	0.469
eternal	bất diệt	joy	0.469
pray	cầu nguyện	joy	0.469
getaway	nghỉ ngơi	joy	0.469
humanitarian	nhân đạo	joy	0.469
bonding	liên kết	joy	0.469
rest	nghỉ ngơi	joy	0.469
amicable	thân thiện	joy	0.469
purring	làm tê liệt	joy	0.469
pretty	đẹp	joy	0.469
child	đứa trẻ	joy	0.466
salutary	- số nhiều	joy	0.465
invite	mời gọi	joy	0.457
reminiscing	hồi tưởng	joy	0.456
beam	chùm tia	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	nhiệt đới	joy	0.455
aesthetics	tính thẩm mỹ	joy	0.455
friday	Thứ sáu	joy	0.455
elevation	độ cao	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	Lễ	joy	0.455
mindfulness	chánh niệm	joy	0.455
hee	hee	joy	0.455
kindred	hèn hạ	joy	0.455
scholarship	học bổng	joy	0.455
befriend	kết bạn	joy	0.455
commemorate	kỷ niệm	joy	0.453
allure	quyến rũ	joy	0.453
faith	đức tin	joy	0.453
forgiveness	sự tha thứ	joy	0.453
scenery	phong cảnh	joy	0.453
vindication	sự chứng minh	joy	0.453
waterfall	thác nước	joy	0.453
birth	Sinh	joy	0.453
noworries	đừng lo lắng	joy	0.453
approve	phê duyệt	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	hành trình	joy	0.447
meditation	thiền	joy	0.446
relaxed	thư giãn	joy	0.442
tranquil	yên tĩnh	joy	0.441
weekend	ngày cuối tuần	joy	0.441
present	hiện tại	joy	0.441
tender	đấu thầu	joy	0.441
nostalgic	Hoài niệm	joy	0.439
prayer	lời cầu nguyện	joy	0.439
sharing	chia sẻ	joy	0.439
esteem	kính trọng	joy	0.439
lyrical	trữ tình	joy	0.439
righteousness	sự công bình	joy	0.439
share	chia sẻ	joy	0.438
husband	người chồng	joy	0.438
life	đời sống	joy	0.438
sonnet	sonnet	joy	0.438
relief	cứu trợ	joy	0.438
unbeaten	bất bại	joy	0.438
newday	ngày mới	joy	0.438
meditate	suy nghĩ	joy	0.438
mighty	hùng mạnh	joy	0.438
eager	hăng hái	joy	0.438
strength	sức mạnh	joy	0.438
warm	ấm áp	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	Bạn bè	joy	0.427
oneness	sự hợp nhất	joy	0.426
unsurpassed	vượt trội	joy	0.424
ejaculation	xuất tinh	joy	0.424
unconstrained	không bị giới hạn	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	huy chương	joy	0.424
amen	amen	joy	0.424
candlelight	dưới ánh nến	joy	0.424
reverence	sự tôn kính	joy	0.424
healthful	lành mạnh	joy	0.424
carols	bài hát	joy	0.424
sledding	trượt tuyết	joy	0.422
wealth	sự giàu có	joy	0.422
graduation	tốt nghiệp	joy	0.422
frisky	rùng rợn	joy	0.422
energy	năng lượng	joy	0.422
calmness	sự bình tĩnh	joy	0.422
beginnings	sự khởi đầu	joy	0.422
safe	an toàn	joy	0.422
musical	âm nhạc	joy	0.422
symphony	bản giao hưởng	joy	0.422
lml	lml	joy	0.422
glitter	long lanh	joy	0.422
ease	giảm bớt	joy	0.422
helpful	Hữu ích	joy	0.422
soundness	âm thanh	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	lời hứa	joy	0.415
reunite	đoàn tụ	joy	0.414
salvation	sự cứu rỗi	joy	0.412
mother	mẹ	joy	0.412
poems	những bài thơ	joy	0.412
inauguration	sự khánh thành	joy	0.409
immaculate	vô định	joy	0.409
lighten	làm sáng	joy	0.409
aromatherapy	hương liệu	joy	0.409
travel	du lịch	joy	0.409
lavender	Hoa oải hương	joy	0.409
purify	làm sạch	joy	0.409
clown	thằng hề	joy	0.409
star	ngôi sao	joy	0.406
cash	tiền mặt	joy	0.406
heal	chữa lành	joy	0.406
completing	hoàn thành	joy	0.406
companion	đồng hành	joy	0.406
live	trực tiếp	joy	0.406
flowers	hoa	joy	0.406
wishing	ước muốn	joy	0.406
charity	từ thiện	joy	0.406
opportune	thích hợp	joy	0.406
income	thu nhập	joy	0.403
soul	Linh hồn	joy	0.401
munchies	munchies	joy	0.400
indescribable	không thể diễn tả	joy	0.397
progress	phát triển	joy	0.397
emancipation	giải phóng	joy	0.397
christian	christian	joy	0.397
hammock	võng	joy	0.394
together	cùng với nhau	joy	0.394
equality	bình đẳng	joy	0.394
fullness	sự viên mãn	joy	0.394
picnic	đi chơi picnic	joy	0.394
calm	điềm tĩnh	joy	0.394
childhood	thời thơ ấu	joy	0.394
rhythmical	nhịp nhàng	joy	0.394
movies	phim	joy	0.393
zealous	nhiệt tình	joy	0.393
littlethings	littlethings	joy	0.391
humanity	nhân loại	joy	0.391
starry	đầy sao	joy	0.391
playground	sân chơi	joy	0.391
adventures	cuộc phiêu lưu	joy	0.391
meaningful	có ý nghĩa	joy	0.391
choir	hợp xướng	joy	0.391
affluence	sự sung túc	joy	0.391
warms	sự ấm áp	joy	0.391
goofy	ngốc nghếch	joy	0.391
auspicious	tốt lành	joy	0.391
gesture	cử chỉ	joy	0.387
vow	lời thề	joy	0.382
shopping	mua sắm	joy	0.382
witty	dí dỏm	joy	0.382
communion	sự hiệp thông	joy	0.379
vibes	vibes	joy	0.379
worship	tôn sùng	joy	0.379
jump	nhảy lên	joy	0.379
reverend	tôn kính	joy	0.377
advance	nâng cao	joy	0.375
beaches	bãi biển	joy	0.375
youth	thiếu niên	joy	0.375
spirits	linh hồn	joy	0.375
simplicity	sự đơn giản	joy	0.375
full	đầy	joy	0.375
rising	tăng lên	joy	0.375
hymn	Thánh ca	joy	0.375
unique	độc nhất	joy	0.375
redeemed	đã đổi	joy	0.375
scenic	danh lam thắng cảnh	joy	0.375
mirth	mirth	joy	0.375
courtship	sự tán tỉnh	joy	0.375
experience	kinh nghiệm	joy	0.375
reunion	sum họp	joy	0.375
sonorous	kêu to	joy	0.375
unforgettable	không thể nào quên	joy	0.375
baptismal	báp têm	joy	0.368
alliance	liên minh	joy	0.368
grant	ban cho	joy	0.366
conciliation	hòa giải	joy	0.364
moonlight	ánh trăng	joy	0.364
sanctification	sự thánh hóa	joy	0.364
improves	cải thiện	joy	0.364
improve	cải tiến	joy	0.364
pure	nguyên chất	joy	0.364
authentic	xác thực	joy	0.364
kitten	con mèo con	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	quả mâm xôi	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	trung thực	joy	0.359
feeling	cảm giác	joy	0.359
devotional	sùng kính	joy	0.359
proficiency	khả năng	joy	0.359
tinsel	kim Tuyến	joy	0.359
revival	hồi sinh	joy	0.359
sanctify	thánh hóa	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	độc lập	joy	0.359
cocoa	ca cao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	cá heo	joy	0.348
choral	hợp xướng	joy	0.348
deliverance	sự giải thoát	joy	0.348
romp	romp	joy	0.348
roaring	gầm gừ	joy	0.348
melody	giai điệu êm ái	joy	0.348
favor	ủng hộ	joy	0.348
unification	thống nhất	joy	0.348
exceed	quá	joy	0.348
purpose	mục đích	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	không có công việc	joy	0.344
voluptuous	khiêu dâm	joy	0.344
fruits	trái cây	joy	0.344
thx	cám ơn	joy	0.344
newstart	khởi đầu mới	joy	0.344
manicure	Cắt móng tay	joy	0.344
date	ngày	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	đường đi bộ	joy	0.344
cookies	bánh quy	joy	0.344
hedonism	chủ nghĩa hedon	joy	0.344
humble	khiêm tốn	joy	0.344
electric	điện	joy	0.344
pledge	lời hứa	joy	0.344
celebrity	người nổi tiếng	joy	0.342
rhythm	nhịp	joy	0.338
bridesmaid	phù dâu	joy	0.338
snowday	ngày tuyết	joy	0.333
young	trẻ	joy	0.333
coffee	cà phê	joy	0.333
edification	sự sửa đổi	joy	0.333
obliging	mang ơn	joy	0.333
renovation	cải tạo	joy	0.333
familiarity	sự quen thuộc	joy	0.333
garden	vườn	joy	0.333
spa	spa	joy	0.333
dawn	bình minh	joy	0.333
connoisseur	người sành sỏi	joy	0.333
partner	cộng sự	joy	0.333
gazing	nhìn chằm chằm	joy	0.333
foodie	người ăn	joy	0.331
synchronize	đồng bộ hóa	joy	0.329
tribulation	sự hoạn nạn	joy	0.328
healing	chữa lành	joy	0.328
saint	thánh	joy	0.328
chirping	chirping	joy	0.328
hobby	sở thích	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
