word	Icelandic-is	emotion	emotion-intensity-score
taunt	taunt	fear	0.375
obi	obi	fear	0.375
flu	inflúensu	fear	0.375
barricade	barricade	fear	0.375
chimera	kimera	fear	0.375
sultan	sultan	fear	0.375
repellant	repellant	fear	0.373
unknown	Óþekktur	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	öfund	fear	0.365
mug	mál	fear	0.359
consternation	skelfing	fear	0.359
rebel	uppreisnarmaður	fear	0.359
conquest	sigra	fear	0.359
mournful	mournful	fear	0.359
concerned	áhyggjur	fear	0.359
mandamus	Mandamus	fear	0.359
onedge	á brúninni	fear	0.359
recurring	endurtekin	fear	0.359
jaundice	gula	fear	0.359
sectarian	sectarian	fear	0.359
desert	eyðimörk	fear	0.359
cur	cur	fear	0.359
difficult	erfitt	fear	0.359
stint	Stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	píla	fear	0.359
spike	spike	fear	0.359
timid	huglítill	fear	0.359
wasting	eyða	fear	0.359
bottomless	botnlaus	fear	0.359
warned	varað við	fear	0.359
protestant	mótmælenda	fear	0.359
contempt	fyrirlitning	fear	0.359
exam	próf	fear	0.359
depreciation	gengislækkun	fear	0.359
anomaly	frávik	fear	0.359
rejects	hafnar	fear	0.359
pessimism	svartsýni	fear	0.359
revolution	byltingu	fear	0.359
formidable	ægilegt	fear	0.359
burke	burke	fear	0.359
cautionary	varúð	fear	0.359
headaches	höfuðverkur	fear	0.359
bankruptcy	gjaldþrot	fear	0.359
government	ríkisstjórnin	fear	0.359
measles	mislinga	fear	0.359
languishing	languishing	fear	0.358
constrain	hefta	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	Warden	fear	0.354
adverse	skaðleg	fear	0.352
lawyer	lögfræðingur	fear	0.349
libel	libel	fear	0.348
retrenchment	niðurfærsla	fear	0.345
imminent	yfirvofandi	fear	0.345
unjustifiable	óréttmætar	fear	0.344
knell	knell	fear	0.344
contentious	umdeild	fear	0.344
opposed	öfugt	fear	0.344
shame	skömm	fear	0.344
avoidance	forðast	fear	0.344
resistant	þola	fear	0.344
discipline	aga	fear	0.344
defy	defy	fear	0.344
belittle	draga úr	fear	0.344
fanaticism	ofbeldi	fear	0.344
bearish	bearish	fear	0.344
opium	ópíum	fear	0.344
sorrow	sorg	fear	0.344
mri	mr	fear	0.344
shaky	skjálfta	fear	0.344
hiss	hvæs	fear	0.344
loneliness	einmanaleiki	fear	0.344
swerve	swerve	fear	0.344
taboo	bannorð	fear	0.344
reckless	kærulaus	fear	0.344
obstacle	hindrun	fear	0.344
launches	kynnir	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	úrskurður	fear	0.344
servile	servile	fear	0.344
hesitation	hik	fear	0.344
evade	komast hjá	fear	0.344
recession	kreppa	fear	0.344
eel	ál	fear	0.344
shortage	skortur	fear	0.344
pest	skaðvalda	fear	0.344
cutter	skútu	fear	0.344
psych	sál	fear	0.344
parachute	fallhlíf	fear	0.344
disrespectful	disrespectful	fear	0.343
phalanx	phalanx	fear	0.342
creature	veru	fear	0.340
mortgage	veð	fear	0.331
specter	Vofa	fear	0.331
enigmatic	óljós	fear	0.329
caution	Varúð	fear	0.328
police	lögreglu	fear	0.328
shank	shank	fear	0.328
undesirable	óæskilegt	fear	0.328
shutdown	lokun	fear	0.328
dike	dike	fear	0.328
subordinate	víkjandi	fear	0.328
gametime	gametime	fear	0.328
remove	fjarlægja	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	óhapp	fear	0.328
loom	loom	fear	0.328
supremacy	yfirráð	fear	0.328
unlucky	óheppinn	fear	0.328
quash	quash	fear	0.328
hives	ofsakláði	fear	0.328
wimp	wimp	fear	0.328
gladiator	Gladiator	fear	0.328
feeling	tilfinning	fear	0.328
dominion	ríki	fear	0.328
encumbrance	kvöl	fear	0.328
adrift	rekstur	fear	0.328
defendant	stefndi	fear	0.328
outpost	útpóstur	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	skynsamlegt	fear	0.328
wrongly	rangt	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	eteral	fear	0.328
scarce	sjaldgæft	fear	0.327
unsettled	óbyggð	fear	0.327
antisocial	andfélagsleg	fear	0.324
astray	afvega	fear	0.320
vigilant	vakandi	fear	0.319
socialist	sósíalista	fear	0.318
halter	halter	fear	0.318
pessimist	svartsýnn	fear	0.317
pacing	taktur	fear	0.316
opponent	andstæðingurinn	fear	0.312
discontinuity	afbrot	fear	0.312
conspire	samsæri	fear	0.312
trickery	trickery	fear	0.312
obsessing	þráhyggju	fear	0.312
seclusion	einangrun	fear	0.312
whirlwind	vindbylur	fear	0.312
unexpected	óvænt	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	samráð	fear	0.312
muzzle	trýni	fear	0.312
blight	korndrepi	fear	0.312
foreigner	útlendingur	fear	0.312
chargeable	gjaldskyld	fear	0.312
laxative	hægðalyf	fear	0.312
clinical	klínískt	fear	0.312
dentist	tannlæknir	fear	0.312
therapist	sjúkraþjálfari	fear	0.312
deadline	frestur	fear	0.312
bewilderment	villt	fear	0.312
litigate	málsmeðferð	fear	0.312
nether	nether	fear	0.312
thorny	þyrnir	fear	0.312
valium	valíum	fear	0.312
powerful	öflugur	fear	0.312
uneasy	órólegur	fear	0.312
unkind	unkind	fear	0.312
ordnance	úthlutun	fear	0.312
wimpy	Wimpy	fear	0.312
overthinking	ofhugsa	fear	0.309
doubts	efasemdir	fear	0.308
seriousness	alvarleiki	fear	0.305
irrational	óræð	fear	0.305
erase	eyða	fear	0.303
teasing	stríðni	fear	0.303
razor	rakvél	fear	0.303
sweating	svitamyndun	fear	0.298
reluctant	treg	fear	0.297
mage	Mage	fear	0.297
crouching	crouching	fear	0.297
warning	viðvörun	fear	0.297
endless	endalaus	fear	0.297
adjudicate	dæma	fear	0.297
bale	bale	fear	0.297
inflation	verðbólga	fear	0.297
giant	risastórt	fear	0.297
auditor	endurskoðandi	fear	0.297
medical	læknisfræðilegt	fear	0.297
swamp	mýri	fear	0.297
bitch	tíkur	fear	0.297
mislead	villast	fear	0.297
weighty	weighty	fear	0.297
avoid	forðast	fear	0.297
depreciated	afskrifuð	fear	0.297
flounder	flounder	fear	0.297
deflation	verðhjöðnun	fear	0.297
unsurpassed	óviðjafnanleg	fear	0.297
dashed	hljóp	fear	0.297
hide	fela	fear	0.297
timidity	timidity	fear	0.297
deluge	vellíðan	fear	0.287
disinformation	disinformation	fear	0.286
court	dómi	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	óvingjarnlegur	fear	0.281
remains	leifar	fear	0.281
discourage	draga úr	fear	0.281
cautious	varkár	fear	0.281
oncoming	komandi	fear	0.281
flying	fljúga	fear	0.281
mistaken	skakkur	fear	0.281
swelling	bólga	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	eftirlit	fear	0.281
apache	Apache	fear	0.281
rush	þjóta	fear	0.281
yelp	yelp	fear	0.281
cartridge	skothylki	fear	0.281
fortress	vígi	fear	0.281
bigoted	bigoted	fear	0.281
notready	ekki tilbúinn	fear	0.281
challenge	áskorun	fear	0.281
submitting	senda inn	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	rugl	fear	0.281
unruly	órólegur	fear	0.281
intense	ákafur	fear	0.279
noncompliance	noncompliance	fear	0.276
alerts	tilkynningar	fear	0.276
planes	flugvélar	fear	0.274
displeased	óánægður	fear	0.273
cop	lögga	fear	0.273
unbridled	unbridled	fear	0.271
regiment	regiment	fear	0.266
crowds	mannfjöldi	fear	0.266
sentence	setning	fear	0.266
blindfold	blindfold	fear	0.266
crouch	Crouch	fear	0.266
belt	belti	fear	0.266
hooded	hooded	fear	0.266
uncanny	ógnvekjandi	fear	0.266
cupping	cupping	fear	0.266
sneak	laumast	fear	0.266
cloak	kápu	fear	0.266
banger	banger	fear	0.266
affront	affront	fear	0.266
confession	játning	fear	0.266
blemish	galli	fear	0.266
posse	posse	fear	0.266
auditions	úttektir	fear	0.266
forgotten	gleymt	fear	0.266
immerse	sökkva niður	fear	0.266
operation	aðgerð	fear	0.266
elevation	hækkun	fear	0.266
shanghai	Shanghai	fear	0.266
hood	hettu	fear	0.266
problem	vandamál	fear	0.266
skid	renna	fear	0.266
insomnia	svefnleysi	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flúrries	fear	0.266
force	gildi	fear	0.266
spur	örva	fear	0.262
defense	vörn	fear	0.258
mortgagor	húsnæðislán	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	hlaupa	fear	0.250
rascal	rascal	fear	0.250
standstill	kyrrstöðu	fear	0.250
doubt	efa	fear	0.250
cataract	drer	fear	0.250
repent	iðrast	fear	0.250
unfamiliar	ókunnugt	fear	0.250
delusional	villuleit	fear	0.250
obliging	skylda	fear	0.250
hag	hag	fear	0.250
defend	verja	fear	0.250
guard	vörður	fear	0.250
scapegoat	sverðsbak	fear	0.250
swampy	swampy	fear	0.250
react	bregðast við	fear	0.250
breakingnews	stórfréttir	fear	0.250
foul	villa	fear	0.250
spinster	spuna	fear	0.250
indifference	afskiptaleysi	fear	0.250
sunk	lækkað	fear	0.250
picket	picket	fear	0.250
insect	skordýr	fear	0.250
rating	einkunn	fear	0.250
forewarned	varað við	fear	0.250
indecisive	indecisive	fear	0.250
stealthy	stealthy	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	grundvölluð	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	hæsta	fear	0.236
inequality	misrétti	fear	0.234
rekindle	endurfæðast	fear	0.234
shrink	skreppa saman	fear	0.234
scaffold	vinnupalla	fear	0.234
discontent	óánægju	fear	0.234
verge	barmi	fear	0.234
psychiatrist	geðlæknir	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	biðja um	fear	0.234
pinion	pinion	fear	0.234
finalized	lokið	fear	0.234
shelters	skjól	fear	0.234
sleepless	svefnlaus	fear	0.234
dependence	ósjálfstæði	fear	0.234
chicken	kjúklingur	fear	0.234
instinctive	instinctive	fear	0.234
buzz	suð	fear	0.234
difficulty	erfiðleikar	fear	0.234
bee	bí	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	peningur	fear	0.234
rushing	þjóta	fear	0.233
overslept	overslept	fear	0.226
default	sjálfgefið	fear	0.226
confessional	confessional	fear	0.225
impatient	óþolinmóð	fear	0.224
immigrant	innflytjandi	fear	0.219
heft	hefti	fear	0.219
sweat	sviti	fear	0.219
waver	víkja	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	göfugt	fear	0.219
thrill	unaður	fear	0.219
cane	reyr	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	hvað ef	fear	0.219
tactics	tækni	fear	0.219
veer	veer	fear	0.219
unequal	ójöfn	fear	0.219
lastminute	síðasta mínúta	fear	0.219
jungle	frumskógur	fear	0.219
bait	beita	fear	0.219
revelations	opinberanir	fear	0.219
blues	blús	fear	0.219
overtired	overtired	fear	0.218
prognosis	horfur	fear	0.217
alertness	árvekni	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	óskaðu mér góðs gengis	fear	0.212
tryouts	tryouts	fear	0.210
clowns	trúður	fear	0.207
fluctuation	sveiflur	fear	0.204
restless	eirðarlaus	fear	0.204
examination	próf	fear	0.204
intimacy	nánd	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	flýttu þér	fear	0.203
uphill	upp á við	fear	0.203
mighty	sterkur	fear	0.203
birth	fæðing	fear	0.203
cross	kross	fear	0.203
help	hjálp	fear	0.203
overcome	sigrast á	fear	0.203
recesses	recesses	fear	0.203
acceptances	samþykki	fear	0.203
fearless	óttalaus	fear	0.200
ware	varningi	fear	0.198
change	breyting	fear	0.198
withstand	þola	fear	0.197
asap	sem fyrst	fear	0.191
owing	vegna	fear	0.188
gnome	gnome	fear	0.188
cautiously	varlega	fear	0.188
tract	svæði	fear	0.188
deadlines	frestir	fear	0.188
heighten	hækka	fear	0.188
attorney	lögfræðingur	fear	0.188
bug	galla	fear	0.188
knots	hnútar	fear	0.188
fragile	brothætt	fear	0.188
rule	regla	fear	0.188
advance	fyrirfram	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	sigrast á	fear	0.188
stillness	kyrrð	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	horfa á	fear	0.188
unorganised	unorganized	fear	0.188
elf	álfur	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	einmana	fear	0.183
slippery	sléttur	fear	0.181
interview	viðtal	fear	0.180
everyman	everyman	fear	0.178
speculation	vangaveltur	fear	0.176
needtoknow	þarf að vita	fear	0.173
assessment	mat	fear	0.172
competition	samkeppni	fear	0.172
settlor	settlor	fear	0.172
rod	stangir	fear	0.172
checkpoint	eftirlitsstöð	fear	0.172
regulatory	reglur	fear	0.172
worship	tilbeiðslu	fear	0.172
shell	skel	fear	0.172
readytogo	tilbúinn til að fara	fear	0.172
uncertain	óviss	fear	0.172
unsure	óviss	fear	0.172
birch	birki	fear	0.172
surprise	óvart	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	kaf	fear	0.172
composure	composure	fear	0.172
interviewer	viðtal	fear	0.172
less	minna	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audition	fear	0.156
sly	sly	fear	0.156
legalized	lögleitt	fear	0.156
intimately	náinn	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	niðurtalning	fear	0.156
hearing	heyrn	fear	0.156
bases	undirstöður	fear	0.156
medication	lyf	fear	0.156
ceasefire	vopnahlé	fear	0.156
retirement	starfslok	fear	0.156
courageous	hugrökk	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	byrjaði	fear	0.150
censor	ritskoða	fear	0.149
bailiff	dómsmálaráðherra	fear	0.147
syllabus	kennsluáætlun	fear	0.147
gent	gent	fear	0.141
caricature	karikatur	fear	0.141
rationality	skynsemi	fear	0.141
cove	cove	fear	0.141
newcomer	nýliði	fear	0.141
eventuality	hugsanlega	fear	0.141
imagination	ímyndunarafl	fear	0.141
validity	gildi	fear	0.141
waiting	bíða	fear	0.141
delay	tefja	fear	0.141
shy	feimin	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	einkenni	fear	0.133
excite	kveikja á	fear	0.132
raccoon	raccoon	fear	0.127
prevent	koma í veg fyrir	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	trúður	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	berjast	fear	0.125
soready	sársauki	fear	0.125
tryout	prófa	fear	0.125
marry	giftast	fear	0.125
sprite	sprite	fear	0.125
swim	synda	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	apótek	fear	0.123
policeman	lögreglumaður	fear	0.121
lace	blúndur	fear	0.111
dreamt	dreymdi	fear	0.111
holiness	heilagleika	fear	0.109
pray	biðja	fear	0.109
weight	þyngd	fear	0.109
incase	incase	fear	0.109
knot	hnútur	fear	0.109
confidence	sjálfstraust	fear	0.109
notoriety	frægð	fear	0.109
homework	heimavinna	fear	0.109
destination	áfangastaður	fear	0.109
bigday	bigday	fear	0.109
slender	mjótt	fear	0.100
undecided	óákveðnir	fear	0.098
sympathetic	sympathetic	fear	0.097
god	guð	fear	0.094
grades	stig	fear	0.094
loyal	trygg	fear	0.094
poise	poise	fear	0.094
treat	skemmtun	fear	0.094
confident	sjálfsöruggur	fear	0.094
counsellor	ráðgjafi	fear	0.094
helmet	hjálm	fear	0.094
case	Málið	fear	0.094
locate	staðsetja	fear	0.094
northeast	norðaustur	fear	0.088
compassion	samúð	fear	0.078
nurture	nurture	fear	0.078
graduation	útskrift	fear	0.078
graded	stigið	fear	0.075
mum	mamma	fear	0.070
infant	ungabarn	fear	0.067
civilians	óbreyttir borgarar	fear	0.062
soulmate	sálufélagi	fear	0.062
civilian	borgaraleg	fear	0.062
cloudiness	skýjað	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	skrúðganga	fear	0.062
cash	reiðufé	fear	0.062
journey	ferð	fear	0.062
guidelines	leiðbeiningar	fear	0.062
youth	æsku	fear	0.062
opera	ópera	fear	0.057
synonymous	samheiti	fear	0.056
praying	biðja	fear	0.047
honest	heiðarlegur	fear	0.047
intelligence	upplýsingaöflun	fear	0.038
romance	rómantík	fear	0.031
lines	línur	fear	0.031
volunteer	sjálfboðaliði	fear	0.031
obey	hlýða	fear	0.016
happiest	hamingjusamasta	joy	0.986
happiness	hamingju	joy	0.984
bliss	bliss	joy	0.971
celebrating	fagna	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	óstöðugt	joy	0.954
elation	uppnám	joy	0.944
bestdayever	besti dagur í heimi	joy	0.938
beaming	beaming	joy	0.938
loveee	Loveee	joy	0.932
celebration	hátíð	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	gleði	joy	0.924
happily	hamingjusöm	joy	0.922
excitement	spennu	joy	0.922
euphoria	vellíðan	joy	0.922
fabulous	stórkostlegur	joy	0.922
joyous	gleðilegt	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	Lovee	joy	0.920
gratitude	þakklæti	joy	0.914
spectacular	stórkostlegt	joy	0.912
merriment	gleði	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	gleðilegt	joy	0.909
triumphant	sigraði	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	óróleika	joy	0.906
cheerful	kát	joy	0.906
cheer	hressa	joy	0.897
elated	elated	joy	0.894
lovethis	elska þetta	joy	0.891
laugh	hlátur	joy	0.891
jolly	jolly	joy	0.891
pleasures	gleði	joy	0.891
excitation	örvun	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ánægð	joy	0.891
exhilaration	gleði	joy	0.891
marvelously	undursamlega	joy	0.881
loving	elskandi	joy	0.879
joyful	gleðilegt	joy	0.879
outstanding	framúrskarandi	joy	0.879
blissful	gjörsamlega	joy	0.879
pleasurable	ánægjulegt	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	áhugasamir	joy	0.875
lovinglife	elskandi líf	joy	0.875
glee	gleði	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	svo ánægð	joy	0.868
woohoo	Woohoo	joy	0.864
laughing	hlæja	joy	0.864
superb	frábær	joy	0.864
wonderful	dásamlegt	joy	0.863
brilliant	ljómandi	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	játa	joy	0.859
hooray	heyray	joy	0.859
glory	dýrð	joy	0.859
celebrated	haldin	joy	0.859
loved	elskaði	joy	0.859
magnificent	stórkostlegt	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	spennandi	joy	0.853
heavenly	himneskur	joy	0.853
thrilled	spennt	joy	0.851
mademyday	gerði daginn minn	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	fagna	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	blessun	joy	0.844
wonderfully	frábærlega	joy	0.844
sweetness	sætindi	joy	0.833
marvellous	undursamlegt	joy	0.833
festive	hátíðlegur	joy	0.833
blessed	blessuð	joy	0.833
paradise	paradís	joy	0.833
celebrations	hátíðahöld	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	brosandi	joy	0.828
enchanting	heillandi	joy	0.828
love	ást	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	heima er best	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	hlátur	joy	0.824
marvelous	undursamlegt	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	hátíðlegur	joy	0.818
sensational	tilkomumikill	joy	0.818
delightful	yndisleg	joy	0.818
happyheart	Happyheart	joy	0.818
rejoicing	gleðjast	joy	0.818
joys	gleði	joy	0.818
goodness	góðvild	joy	0.818
excited	spenntur	joy	0.818
excellence	ágæti	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glæsilega	joy	0.812
lovemaking	njóta ásta	joy	0.812
rejoice	gleðjast	joy	0.812
victorious	sigraður	joy	0.812
excellent	Æðislegt	joy	0.812
bonanza	Bonanza	joy	0.812
smiley	broskalla	joy	0.812
enjoy	njóta	joy	0.812
splendid	glæsilegt	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	góðar stundir	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	hamingju dagur	joy	0.809
myfavorite	uppáhaldið mitt	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ánægju	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	gleði	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	árangur	joy	0.797
happier	hamingjusamari	joy	0.797
dancing	dansa	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	glæsileika	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	þakklát	joy	0.789
splendor	glæsileiki	joy	0.788
amuse	skemmta	joy	0.788
fun	gaman	joy	0.788
happy	hamingjusöm	joy	0.788
enchanted	hreif	joy	0.781
glorify	vegsama	joy	0.781
glad	feginn	joy	0.781
beautiful	falleg	joy	0.781
solucky	svo heppinn	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	geislandi	joy	0.781
heavens	himnar	joy	0.779
perfection	fullkomnun	joy	0.779
christmassy	christmassy	joy	0.779
romance	rómantík	joy	0.779
thrilling	spennandi	joy	0.776
miraculous	kraftaverk	joy	0.773
fiesta	Fiesta	joy	0.773
entertain	skemmta	joy	0.773
congrats	til hamingju	joy	0.773
cheers	skál	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	jákvæðni	joy	0.773
lovable	elskanlegur	joy	0.773
cheered	hrópaði	joy	0.773
funday	skemmtilegur dagur	joy	0.772
enjoying	njóta	joy	0.771
cuddling	kúra	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	skemmt	joy	0.766
lifeisgood	lífið er gott	joy	0.766
thebest	thebest	joy	0.766
sosweet	svo sætt	joy	0.766
smiles	brosir	joy	0.766
delight	gleði	joy	0.765
orgasm	fullnægingu	joy	0.765
party	Partí	joy	0.765
positive	jákvæð	joy	0.761
cheerfulness	glaðværð	joy	0.758
miracles	kraftaverk	joy	0.758
sweetheart	elskan	joy	0.758
enlighten	upplýsa	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	rómantísk	joy	0.750
gratify	gratify	joy	0.750
friendliness	blíðu	joy	0.750
laughs	hlær	joy	0.750
greatness	hátign	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ánægjulegt	joy	0.750
blessings	blessanir	joy	0.750
smile	bros	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	áhugi	joy	0.742
triumph	sigur	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	töfrandi	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	kraftaverk	joy	0.742
rewarding	gefandi	joy	0.742
feelgood	líða vel	joy	0.736
prosperity	velmegun	joy	0.735
luxurious	lúxus	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	góðan dag	joy	0.734
passionate	ástríðufullur	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	sigur	joy	0.734
admiration	aðdáun	joy	0.734
tgif	tgif	joy	0.734
glorification	dýrð	joy	0.733
sing	syngja	joy	0.729
glowing	glóandi	joy	0.729
breathtaking	hrífandi	joy	0.728
fulfillment	uppfylla	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	þakklátur	joy	0.727
hurrah	Hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	verðlaun	joy	0.727
atpeace	atpeace	joy	0.727
win	vinna	joy	0.727
merry	gleðilegt	joy	0.727
pleased	ánægður	joy	0.725
radiance	geislun	joy	0.725
inspiration	innblástur	joy	0.725
uplift	uppreisn	joy	0.723
optimistic	bjartsýnn	joy	0.723
heaven	himinn	joy	0.721
lucky	heppinn	joy	0.721
thrill	unaður	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	Frídagar	joy	0.721
harmony	sátt	joy	0.719
brighten	bjartari	joy	0.719
lover	elskhugi	joy	0.719
heartfelt	hugsað	joy	0.719
utopian	utopian	joy	0.719
xmas	jól	joy	0.719
lovely	yndislegt	joy	0.719
amusement	skemmtunar	joy	0.719
congratulatory	til hamingju	joy	0.719
praising	lofar	joy	0.719
thriving	blómleg	joy	0.719
perfect	fullkominn	joy	0.719
magic	galdur	joy	0.712
luckiest	heppni	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	þægindi	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	fjársjóður	joy	0.712
achievement	afrek	joy	0.712
yay	yay	joy	0.712
holiday	frí	joy	0.712
intimate	náinn	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	stoltur	joy	0.704
truelove	sönn ást	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ótrúlega	joy	0.703
goodnews	góðar fréttir	joy	0.703
optimism	bjartsýni	joy	0.703
satisfying	fullnægjandi	joy	0.703
gooood	gooood	joy	0.703
sweetest	sætasta	joy	0.703
cherish	þykja vænt um	joy	0.703
goodlife	gott líf	joy	0.703
beautification	fegurð	joy	0.703
appreciates	þakkar	joy	0.703
winning	aðlaðandi	joy	0.703
cuddled	kúraður	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	skemmtikraftur	joy	0.700
excite	kveikja á	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	Afmælisdagur	joy	0.691
metime	metime	joy	0.688
favorite	uppáhalds	joy	0.688
honored	heiðraður	joy	0.688
content	efni	joy	0.688
godsend	godsend	joy	0.688
entertaining	skemmtilegt	joy	0.688
angelic	Angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	tilbeiðslu	joy	0.688
exquisite	stórkostlegt	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dýrmætur	joy	0.682
majestic	glæsilegur	joy	0.682
appreciated	vel metið	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	brosti	joy	0.682
bestfriends	bestu vinir	joy	0.682
exaltation	upphafningu	joy	0.682
