word	Nepali-ne	emotion	emotion-intensity-score
howl	howl	fear	0.453
unspeakable	अपरिहार्य	fear	0.453
wail	जमाना	fear	0.453
straits	स्ट्राट्स	fear	0.453
indoctrination	भनाइ छ	fear	0.453
apprehension	भनाई	fear	0.453
batter	बिटर	fear	0.453
arraignment	धमनी	fear	0.450
urgent	तीव्र	fear	0.450
tramp	ट्रम्प	fear	0.440
stress	तनाव	fear	0.439
behemoth	behemoth	fear	0.439
dominate	हावी	fear	0.438
targeting	लक्ष्यीकरण	fear	0.438
broke	तोड्यो	fear	0.438
looming	ढोका	fear	0.438
tribunal	ट्रिब्युनल	fear	0.438
debacle	उकालो	fear	0.438
forfeiture	फर्काउने	fear	0.438
dislocated	विच्छेद गरियो	fear	0.438
infirmity	अनन्तता	fear	0.438
impermeable	अयोग्य	fear	0.438
predicament	predicament	fear	0.438
falter	कमजोर	fear	0.438
displaced	विस्थापित भयो	fear	0.438
concealed	लुकेको छ	fear	0.438
illegitimate	illegitimate	fear	0.438
unprepared	तयार	fear	0.438
scarcity	कमी	fear	0.438
wince	wince	fear	0.438
mace	गति	fear	0.438
expel	निष्कासन गर्नुहोस्	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	बाधा	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	स्ट्रिङ	fear	0.438
dentists	दन्त चिकित्सकहरु	fear	0.438
irreconcilable	अपरिहार्य	fear	0.438
bewildered	बिग्रिएको	fear	0.438
indomitable	असामान्य	fear	0.438
rheumatism	रमणीय	fear	0.438
accidental	आकस्मिक	fear	0.438
prick	prick	fear	0.438
entangled	बिग्रिएको	fear	0.438
atrophy	atrophy	fear	0.438
asp	asp	fear	0.438
perverse	घाँस	fear	0.438
cabal	cabal	fear	0.438
yell	yell	fear	0.438
gasping	gasping	fear	0.438
probation	परीक्षण	fear	0.438
accuser	दोषी	fear	0.438
insulting	अपमानजनक	fear	0.435
mysterious	रहस्यमय	fear	0.435
halting	halting	fear	0.435
rebels	विद्रोहहरू	fear	0.435
repulsion	प्रतिकृया	fear	0.431
glare	चमक	fear	0.430
punitive	दमदार	fear	0.425
sordid	sordid	fear	0.425
stake	दाँत	fear	0.423
tempest	टेस्ट	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	घृणात्मक	fear	0.422
bayonet	बेनेट	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	निलम्बन	fear	0.422
lament	lament	fear	0.422
burdensome	भारी	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	थोरै	fear	0.422
coyote	कोयोट	fear	0.422
deleterious	विलुप्त	fear	0.422
dissident	विरोधाभास	fear	0.422
varicella	varicella	fear	0.422
wilderness	जंगल	fear	0.422
delusion	भ्रम	fear	0.422
bigot	बिहे	fear	0.422
unsteady	स्थिर	fear	0.422
stresses	तनाव	fear	0.422
offense	अपराध	fear	0.422
heathen	heathen	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	कुख्यात	fear	0.422
disappear	गायब	fear	0.422
depress	निराशा	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	अलौकिक	fear	0.422
usurped	खपत भयो	fear	0.422
steal	चोरी	fear	0.422
anathema	anathema	fear	0.422
fainting	बेहोशी	fear	0.422
alien	विदेशी	fear	0.422
extrajudicial	असाधारण	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	हाइड्रो	fear	0.422
adversity	विपत्ति	fear	0.418
ineptitude	अयोग्यता	fear	0.417
outsider	बाहिर	fear	0.413
ugliness	असुरक्षित	fear	0.410
vulture	vulture	fear	0.410
immoral	अनैतिक	fear	0.410
scar	अनुहार	fear	0.406
stressful	तनावपूर्ण	fear	0.406
screech	डराउँदैन	fear	0.406
wary	सायद	fear	0.406
disgust	घृणा	fear	0.406
stressing	तनाव	fear	0.406
deport	निवेदन	fear	0.406
nausea	nausea	fear	0.406
resection	स्वागत	fear	0.406
blackout	ब्लैकआउट	fear	0.406
disallowed	अस्वीकार गरियो	fear	0.406
insolvent	insolvent	fear	0.406
dismissal	खारेज	fear	0.406
omnipotence	omnipotence	fear	0.406
possession	अधिकार	fear	0.406
tearful	आँसु	fear	0.406
disorder	विकार	fear	0.406
squall	अनुहार	fear	0.406
dominant	dominant	fear	0.406
disabled	अक्षम	fear	0.406
drones	ड्रोन	fear	0.406
recklessness	बेरोजगारता	fear	0.406
escape	भाग्य	fear	0.406
distressed	घृणित	fear	0.406
claw	पंजाब	fear	0.406
stretcher	स्ट्रेचर	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	तपस्या	fear	0.406
weakly	कमजोर	fear	0.406
rubble	मलबे	fear	0.406
whimper	whimper	fear	0.406
ghetto	यहूदी बस्ती	fear	0.406
socialism	समाजवाद	fear	0.405
conspiracy	साजिश	fear	0.400
toughness	कठोरता	fear	0.400
defection	दोष	fear	0.398
absence	अनुपस्थिति	fear	0.396
moan	moan	fear	0.394
crusade	क्रसड	fear	0.392
radon	radon	fear	0.391
lose	हराउनु	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	घमण्डी	fear	0.391
unemployed	बेरोजगार	fear	0.391
reject	अस्वीकार गर्नुहोस्	fear	0.391
excitation	उत्तेजना	fear	0.391
xanax	xanax	fear	0.391
stifled	ठुलो	fear	0.391
scarecrow	डराउँदैन	fear	0.391
concealment	लुकाउने	fear	0.391
conquer	विजय गर्नुहोस्	fear	0.391
discrimination	भेदभाव	fear	0.391
diagnosis	निदान	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	सायद	fear	0.391
separation	अलगाव	fear	0.391
overt	ओभरट	fear	0.391
urgency	तत्काल	fear	0.391
musket	मस्केट	fear	0.391
unrest	अशान्ति	fear	0.391
descent	मूल	fear	0.391
avoiding	बचाउन	fear	0.391
cyst	सिस्ट	fear	0.391
gulp	gulp	fear	0.391
procedure	प्रक्रिया	fear	0.391
submission	सबमिशन	fear	0.391
hardened	कठोर	fear	0.391
refutation	refutation	fear	0.391
repellent	उत्कृष्ट	fear	0.391
cleave	सफा गर्नुहोस्	fear	0.391
suspicion	संदेह	fear	0.391
poverty	गरिबी	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	असुविधा	fear	0.391
mental	मानसिक	fear	0.391
theocratic	ईश्वर	fear	0.391
spaz	spaz	fear	0.391
brimstone	ब्रेकस्टोन	fear	0.391
throb	ठुलो	fear	0.388
outcast	outcast	fear	0.388
orc	orc	fear	0.388
disapprove	अस्वीकृत	fear	0.380
dontpanic	डन्टैपिक	fear	0.378
plea	plea	fear	0.377
withdrawals	निकायहरू	fear	0.377
pressure	दबाव	fear	0.375
grieve	शोक	fear	0.375
frigate	डरलाग्दो	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	खतरनाक	fear	0.375
khan	खान	fear	0.375
expose	बेवास्ता गर्नुहोस्	fear	0.375
ocd	ocd	fear	0.375
sneaking	स्केचिंग	fear	0.375
embarrassment	शर्मिलापन	fear	0.375
bankrupt	दिवालियापन	fear	0.375
dissolution	विघटन	fear	0.375
dentistry	दन्त चिकित्सा	fear	0.375
edict	edict	fear	0.375
bunker	बंकर	fear	0.375
antsy	antsy	fear	0.375
chasm	चेस	fear	0.375
escaped	भाग्यो	fear	0.375
whirlpool	व्हर्लपूल	fear	0.375
interrogate	कष्टप्रद	fear	0.375
psychological	मनोवैज्ञानिक	fear	0.375
obligor	अनिवार्य	fear	0.375
misconception	गलत धारणा	fear	0.375
military	सेना	fear	0.375
suspected	संदिग्ध	fear	0.375
locust	स्थानीय	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	खराब	fear	0.375
coldness	चिसो	fear	0.375
taunt	taunt	fear	0.375
obi	obi	fear	0.375
flu	फ्लू	fear	0.375
barricade	barricade	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	दोहोरी	fear	0.373
unknown	अज्ञात	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ईर्ष्या	fear	0.365
mug	मग	fear	0.359
consternation	सहमति	fear	0.359
rebel	विद्रोही	fear	0.359
conquest	विजय	fear	0.359
mournful	शोक	fear	0.359
concerned	चिन्तित	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	पुनरावर्ती	fear	0.359
jaundice	जंगल	fear	0.359
sectarian	शास्त्रीय	fear	0.359
desert	desert	fear	0.359
cur	cur	fear	0.359
difficult	कठिनाई	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	डार्ट	fear	0.359
spike	हिसाब	fear	0.359
timid	डिसिड	fear	0.359
wasting	बर्बाद	fear	0.359
bottomless	तल	fear	0.359
warned	चेतावनी दिए	fear	0.359
protestant	प्रदर्शनकारी	fear	0.359
contempt	घृणा गर्नुहोस्	fear	0.359
exam	परीक्षा	fear	0.359
depreciation	मूल्यह्रास	fear	0.359
anomaly	विसंगति	fear	0.359
rejects	अस्वीकार गर्दछ	fear	0.359
pessimism	निराशावाद	fear	0.359
revolution	क्रान्ति	fear	0.359
formidable	दुर्गम	fear	0.359
burke	बर्क	fear	0.359
cautionary	सावधानी	fear	0.359
headaches	टाउको दुखाइ	fear	0.359
bankruptcy	दिवालियापन	fear	0.359
government	सरकार	fear	0.359
measles	खण्ड	fear	0.359
languishing	सचेतक	fear	0.358
constrain	बाधा	fear	0.358
bane	बेन	fear	0.356
impeach	दोषी	fear	0.354
warden	वार्डन	fear	0.354
adverse	प्रतिकूल	fear	0.352
lawyer	वकिल	fear	0.349
libel	libel	fear	0.348
retrenchment	पुनःप्राप्ति	fear	0.345
imminent	उदास	fear	0.345
unjustifiable	अयोग्य	fear	0.344
knell	knell	fear	0.344
contentious	विवादास्पद	fear	0.344
opposed	विरोध	fear	0.344
shame	लाज	fear	0.344
avoidance	बचाउ	fear	0.344
resistant	प्रतिरोधी	fear	0.344
discipline	अनुशासन	fear	0.344
defy	दोषी	fear	0.344
belittle	belittle	fear	0.344
fanaticism	कट्टरवाद	fear	0.344
bearish	भालू	fear	0.344
opium	उकालो	fear	0.344
sorrow	दुख	fear	0.344
mri	mri	fear	0.344
shaky	shaky	fear	0.344
hiss	उनको	fear	0.344
loneliness	अकेलापन	fear	0.344
swerve	swerve	fear	0.344
taboo	taboo	fear	0.344
reckless	बेकार	fear	0.344
obstacle	अवरोध	fear	0.344
launches	सुरुवात गर्दछ	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	निर्णय	fear	0.344
servile	servile	fear	0.344
hesitation	हिचकिच	fear	0.344
evade	बचाउनु	fear	0.344
recession	मंदी	fear	0.344
eel	eel	fear	0.344
shortage	कमी	fear	0.344
pest	कीट	fear	0.344
cutter	कटर	fear	0.344
psych	psych	fear	0.344
parachute	पैराचुट	fear	0.344
disrespectful	अनादर	fear	0.343
phalanx	phalanx	fear	0.342
creature	जीव	fear	0.340
mortgage	बंधक	fear	0.331
specter	चमक	fear	0.331
enigmatic	आन्तरिक	fear	0.329
caution	सावधानी	fear	0.328
police	पुलिस	fear	0.328
shank	शंकु	fear	0.328
undesirable	अवांछनीय	fear	0.328
shutdown	बन्द गर	fear	0.328
dike	छ	fear	0.328
subordinate	अधीनस्थ	fear	0.328
gametime	खेल्ने समय	fear	0.328
remove	हटाउनुहोस्	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	दुर्घटना	fear	0.328
loom	ढोका	fear	0.328
supremacy	सर्वोच्चता	fear	0.328
unlucky	असीमित	fear	0.328
quash	उकालो	fear	0.328
hives	hives	fear	0.328
wimp	wimp	fear	0.328
gladiator	ग्लेडिएटर	fear	0.328
feeling	महसुस गर्दै	fear	0.328
dominion	प्रभुत्व	fear	0.328
encumbrance	बन्दोबस्त	fear	0.328
adrift	ईश्वर	fear	0.328
defendant	प्रतिवादी	fear	0.328
outpost	आउटस्पोस्ट	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	बेकार	fear	0.328
wrongly	गलत	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ethereal	fear	0.328
scarce	दुर्लभ	fear	0.327
unsettled	असंभव	fear	0.327
antisocial	antisocial	fear	0.324
astray	गल्ती	fear	0.320
vigilant	सतर्कता	fear	0.319
socialist	समाजवाद	fear	0.318
halter	halter	fear	0.318
pessimist	निराशावादी	fear	0.317
pacing	pacing	fear	0.316
opponent	विरोधी	fear	0.312
discontinuity	असुविधा	fear	0.312
conspire	conspire	fear	0.312
trickery	चकलेट	fear	0.312
obsessing	निरीक्षण गर्दै	fear	0.312
seclusion	सेप्टेम्बर	fear	0.312
whirlwind	बिरुद्ध	fear	0.312
unexpected	अप्रत्याशित	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	क्र्याम	fear	0.312
collusion	भ्रम	fear	0.312
muzzle	मस्तिष्क	fear	0.312
blight	डरलाग्दो	fear	0.312
foreigner	विदेशी	fear	0.312
chargeable	चार्जयोग्य	fear	0.312
laxative	लाज	fear	0.312
clinical	नैदानिक	fear	0.312
dentist	दन्त चिकित्सक	fear	0.312
therapist	चिकित्सक	fear	0.312
deadline	समय सीमा	fear	0.312
bewilderment	विनाश	fear	0.312
litigate	अभियोग गर्नुहोस्	fear	0.312
nether	nether	fear	0.312
thorny	काँडा	fear	0.312
valium	valium	fear	0.312
powerful	शक्तिशाली	fear	0.312
uneasy	असहज	fear	0.312
unkind	निर्दोष	fear	0.312
ordnance	अनुहार	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	बढ्ता सोच	fear	0.309
doubts	संदेह	fear	0.308
seriousness	गम्भीरता	fear	0.305
irrational	अपरिचित	fear	0.305
erase	मेटाउनुहोस्	fear	0.303
teasing	teasing	fear	0.303
razor	रेजर	fear	0.303
sweating	पसीरहेछ	fear	0.298
reluctant	अव्यवस्थित	fear	0.297
mage	म्यूज	fear	0.297
crouching	crouching	fear	0.297
warning	चेतावनी	fear	0.297
endless	अनन्त	fear	0.297
adjudicate	adjudicate	fear	0.297
bale	बेली	fear	0.297
inflation	मुद्रास्फीति	fear	0.297
giant	विशाल	fear	0.297
auditor	लेखा परीक्षक	fear	0.297
medical	चिकित्सा	fear	0.297
swamp	स्वाइप गर्नुहोस्	fear	0.297
bitch	कुकिलो	fear	0.297
mislead	mislead	fear	0.297
weighty	भद्दा	fear	0.297
avoid	जोगिन	fear	0.297
depreciated	मूल्यवर्ग	fear	0.297
flounder	flounder	fear	0.297
deflation	भंग	fear	0.297
unsurpassed	असुरक्षित	fear	0.297
dashed	ड्यास गरियो	fear	0.297
hide	लुकाउनुहोस्	fear	0.297
timidity	चिसोपन	fear	0.297
deluge	गजल	fear	0.287
disinformation	disinformation	fear	0.286
court	अदालत	fear	0.284
aversion	विच्छेद गर्नुहोस्	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	अनैतिक रूपमा	fear	0.281
remains	बाँकी छ	fear	0.281
discourage	हतोत्साहित गर्नुहोस्	fear	0.281
cautious	सतर्कता	fear	0.281
oncoming	आगमन	fear	0.281
flying	उडान	fear	0.281
mistaken	गलत	fear	0.281
swelling	सूजन	fear	0.281
dwarfed	डोरफेड	fear	0.281
surveillance	निगरानी	fear	0.281
apache	apache	fear	0.281
rush	भाग्यो	fear	0.281
yelp	yelp	fear	0.281
cartridge	कारतूस	fear	0.281
fortress	किला	fear	0.281
bigoted	ठूलो	fear	0.281
notready	तयार छैन	fear	0.281
challenge	चुनौती	fear	0.281
submitting	पेश गर्दै	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	भ्रम	fear	0.281
unruly	अनौपचारिक	fear	0.281
intense	तीव्र	fear	0.279
noncompliance	असुविधा	fear	0.276
alerts	अलर्टहरू	fear	0.276
planes	विमानहरू	fear	0.274
displeased	असन्तुष्ट	fear	0.273
cop	प्रतिलिपि	fear	0.273
unbridled	बेग्लै	fear	0.271
regiment	रेजिमेंट	fear	0.266
crowds	भीड	fear	0.266
sentence	वाक्य	fear	0.266
blindfold	अनुहार	fear	0.266
crouch	crouch	fear	0.266
belt	बेल्ट	fear	0.266
hooded	hooded	fear	0.266
uncanny	uncanny	fear	0.266
cupping	कपडा	fear	0.266
sneak	चुरोट	fear	0.266
cloak	क्लोक	fear	0.266
banger	बेंजर	fear	0.266
affront	अनुहार	fear	0.266
confession	सहमति	fear	0.266
blemish	बेवकूफ	fear	0.266
posse	posse	fear	0.266
auditions	auditions	fear	0.266
forgotten	बिर्सनुभयो	fear	0.266
immerse	विपरित	fear	0.266
operation	सञ्चालन	fear	0.266
elevation	उचाई	fear	0.266
shanghai	शंघाई	fear	0.266
hood	हुड	fear	0.266
problem	समस्या	fear	0.266
skid	स्किड	fear	0.266
insomnia	अनिद्रा	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	झण्डा	fear	0.266
force	बलियो	fear	0.266
spur	spur	fear	0.262
defense	रक्षा	fear	0.258
mortgagor	हकदार	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	दौड	fear	0.250
rascal	rascal	fear	0.250
standstill	स्ट्यान्डिल	fear	0.250
doubt	संदेह	fear	0.250
cataract	मोती नैतिक	fear	0.250
repent	पश्चात्ताप	fear	0.250
unfamiliar	अपरिचित	fear	0.250
delusional	delusional	fear	0.250
obliging	अनिवार्य छ	fear	0.250
hag	hag	fear	0.250
defend	रक्षा गर्नुहोस्	fear	0.250
guard	गार्ड	fear	0.250
scapegoat	स्क्यापकोट	fear	0.250
swampy	स्वादिष्ट	fear	0.250
react	प्रतिक्रिया	fear	0.250
breakingnews	ब्रेकिङ न्युज	fear	0.250
foul	फुल	fear	0.250
spinster	spinster	fear	0.250
indifference	अपमानजनक	fear	0.250
sunk	सूर्य	fear	0.250
picket	टिकट	fear	0.250
insect	कीरा	fear	0.250
rating	मूल्याङ्कन	fear	0.250
forewarned	फर्काउनु भयो	fear	0.250
indecisive	असीम	fear	0.250
stealthy	चुपचाप	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	grounded	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	उच्च	fear	0.236
inequality	असमानता	fear	0.234
rekindle	पुनरुत्थान	fear	0.234
shrink	हट्नुहोस्	fear	0.234
scaffold	चट्टान	fear	0.234
discontent	असहमति	fear	0.234
verge	कगार	fear	0.234
psychiatrist	मनोचिकित्सक	fear	0.234
overdrive	ओभरडाइभ	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	pinion	fear	0.234
finalized	अन्तिम	fear	0.234
shelters	आश्रयहरू	fear	0.234
sleepless	निस्सन्देह	fear	0.234
dependence	निर्भरता	fear	0.234
chicken	चिकन	fear	0.234
instinctive	सहकारी	fear	0.234
buzz	बज	fear	0.234
difficulty	कठिनाई	fear	0.234
bee	मधुमक्खी	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	अनुहार	fear	0.234
rushing	चाँडो	fear	0.233
overslept	overslept	fear	0.226
default	पूर्वनिर्धारित	fear	0.226
confessional	सहमति	fear	0.225
impatient	अधैर्य	fear	0.224
immigrant	आप्रवासी	fear	0.219
heft	सात	fear	0.219
sweat	पसीना	fear	0.219
waver	waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	अनुहार	fear	0.219
thrill	रोमांच	fear	0.219
cane	cane	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	क्याफ	fear	0.219
tactics	रणनीतिहरू	fear	0.219
veer	veer	fear	0.219
unequal	असमान	fear	0.219
lastminute	अन्तिम समय	fear	0.219
jungle	जंगल	fear	0.219
bait	चारा	fear	0.219
revelations	खुलासा	fear	0.219
blues	ब्लुज	fear	0.219
overtired	बढ्यो	fear	0.218
prognosis	गर्भावस्था	fear	0.217
alertness	सतर्कता	fear	0.216
hyped	सम्भव छ	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	मलाई आशिष देउ	fear	0.212
tryouts	tryouts	fear	0.210
clowns	जोडे	fear	0.207
fluctuation	अस्थिरता	fear	0.204
restless	बेकार	fear	0.204
examination	परीक्षा	fear	0.204
intimacy	अंतरिमता	fear	0.203
phew	पहु	fear	0.203
quail	राइफल	fear	0.203
hurry	छिटो	fear	0.203
uphill	अपहिल	fear	0.203
mighty	शक्तिशाली	fear	0.203
birth	जन्म	fear	0.203
cross	क्रस	fear	0.203
help	मद्दत	fear	0.203
overcome	विजय गर्नुहोस्	fear	0.203
recesses	recesses	fear	0.203
acceptances	स्वीकृति	fear	0.203
fearless	डरलाग्दो	fear	0.200
ware	वेयर	fear	0.198
change	परिवर्तन	fear	0.198
withstand	सामना गर्नुहोस्	fear	0.197
asap	जति सक्दो चाडो	fear	0.191
owing	किनकि	fear	0.188
gnome	gnome	fear	0.188
cautiously	सावधानीपूर्वक	fear	0.188
tract	बाटो	fear	0.188
deadlines	समय सीमा	fear	0.188
heighten	उचाई	fear	0.188
attorney	वकील	fear	0.188
bug	बग	fear	0.188
knots	समुद्री डाकू	fear	0.188
fragile	कमजोर	fear	0.188
rule	नियम	fear	0.188
advance	अग्रिम	fear	0.188
intrigue	साजिश	fear	0.188
overcoming	आउँदैछ	fear	0.188
stillness	स्थिरता	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	हेर्नुहोस्	fear	0.188
unorganised	अज्ञात	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	अकेला	fear	0.183
slippery	पर्ची	fear	0.181
interview	साक्षात्कार	fear	0.180
everyman	हरमन	fear	0.178
speculation	अटकलें	fear	0.176
needtoknow	जान्नु आवश्यक छ	fear	0.173
assessment	मूल्यांकन	fear	0.172
competition	प्रतिस्पर्धा	fear	0.172
settlor	settlor	fear	0.172
rod	छडी	fear	0.172
checkpoint	चेकपोइन्ट	fear	0.172
regulatory	नियामक	fear	0.172
worship	पूजा गर्नुहोस्	fear	0.172
shell	शेल	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	अनिश्चित	fear	0.172
unsure	अनिश्चित	fear	0.172
birch	Birch	fear	0.172
surprise	आश्चर्यचकित	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	कम्पोजर	fear	0.172
interviewer	साक्षात्कारकर्ता	fear	0.172
less	थोरै	fear	0.167
coy	coy	fear	0.162
iris	आईरिस	fear	0.160
audition	audition	fear	0.156
sly	sly	fear	0.156
legalized	वैधानिक	fear	0.156
intimately	अन्ततः	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	काउन्टीडाउन	fear	0.156
hearing	सुन्नु	fear	0.156
bases	आधारहरू	fear	0.156
medication	औषधि	fear	0.156
ceasefire	संघर्ष	fear	0.156
retirement	सेवानिवृत्ति	fear	0.156
courageous	साहसी	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	dawned	fear	0.150
censor	सेंसर	fear	0.149
bailiff	बैलिफ	fear	0.147
syllabus	पाठ्यक्रम	fear	0.147
gent	गेंट	fear	0.141
caricature	caricature	fear	0.141
rationality	तर्कसंगत	fear	0.141
cove	कोव	fear	0.141
newcomer	नयाँ टिप्पणी	fear	0.141
eventuality	घटना	fear	0.141
imagination	कल्पना	fear	0.141
validity	वैधता	fear	0.141
waiting	पर्खँदै	fear	0.141
delay	ढिला	fear	0.141
shy	शर्मीला	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	लक्षण	fear	0.133
excite	उत्तेजित	fear	0.132
raccoon	रेकोकोन	fear	0.127
prevent	रोक्न	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	जोडे	fear	0.125
ahhh	आह	fear	0.125
hawk	हाक	fear	0.125
campaigning	अभियान गर्दै	fear	0.125
soready	soready	fear	0.125
tryout	चलाएर हेर्नु	fear	0.125
marry	विवाह गर	fear	0.125
sprite	स्प्रेइट	fear	0.125
swim	तैर	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	फार्मेसी	fear	0.123
policeman	प्रहरीधरहरा	fear	0.121
lace	लेस	fear	0.111
dreamt	सपना देखियो	fear	0.111
holiness	पवित्रता	fear	0.109
pray	प्रार्थना गर्नु	fear	0.109
weight	वजन	fear	0.109
incase	यदि	fear	0.109
knot	knot	fear	0.109
confidence	निर्धक्क	fear	0.109
notoriety	कुकुर	fear	0.109
homework	गृहकार्य	fear	0.109
destination	गन्तव्य	fear	0.109
bigday	ठूलो दिन	fear	0.109
slender	पतला	fear	0.100
undecided	अज्ञात	fear	0.098
sympathetic	सहानुभूति	fear	0.097
god	भगवान	fear	0.094
grades	ग्रेड	fear	0.094
loyal	वफादार	fear	0.094
poise	घोर	fear	0.094
treat	उपचार	fear	0.094
confident	विश्वास	fear	0.094
counsellor	सल्लाहकार	fear	0.094
helmet	हेलमेट	fear	0.094
case	मामला	fear	0.094
locate	पत्ता लगाउनुहोस्	fear	0.094
northeast	उत्तर पूर्व	fear	0.088
compassion	दयालु	fear	0.078
nurture	पोषण	fear	0.078
graduation	स्नातक	fear	0.078
graded	क्रमबद्ध	fear	0.075
mum	माम	fear	0.070
infant	शिशु	fear	0.067
civilians	नागरिक	fear	0.062
soulmate	आत्मामेट	fear	0.062
civilian	नागरिक	fear	0.062
cloudiness	cloudiness	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	परेड	fear	0.062
cash	नगद	fear	0.062
journey	यात्रा	fear	0.062
guidelines	दिशानिर्देशहरू	fear	0.062
youth	युवाहरू	fear	0.062
opera	ओपेरा	fear	0.057
synonymous	पर्याय	fear	0.056
praying	प्रार्थना गर्दै	fear	0.047
honest	ईमानदार	fear	0.047
intelligence	खुफिया	fear	0.038
romance	रोमान्स	fear	0.031
lines	लाइनहरू	fear	0.031
volunteer	स्वयंसेवक	fear	0.031
obey	पालन ​​गर्नुहोस्	fear	0.016
happiest	खुसी	joy	0.986
happiness	खुशी	joy	0.984
bliss	परम आनन्द	joy	0.971
celebrating	मनाउँदै	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	सब भन्दा राम्रो दिन	joy	0.938
beaming	बेइजिङ	joy	0.938
loveee	loveee	joy	0.932
celebration	उत्सव	joy	0.929
awesomeness	ज्योतिष	joy	0.926
joy	आनन्द	joy	0.924
happily	खुसीसाथ	joy	0.922
excitement	उत्तेजना	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	शानदार	joy	0.922
joyous	खुसी	joy	0.922
exuberance	बहिष्कार	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	कृतज्ञता	joy	0.914
spectacular	शानदार	joy	0.912
merriment	merriment	joy	0.912
happydance	खुसी	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	धेरै आनन्दित	joy	0.909
triumphant	विजयी	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	हँसमुख	joy	0.906
cheer	खुशी छ	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	हँसिलो	joy	0.891
jolly	jolly	joy	0.891
pleasures	आनन्द	joy	0.891
excitation	उत्तेजना	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	प्रसन्न भयो	joy	0.891
exhilaration	उत्साह	joy	0.891
marvelously	अद्भुत	joy	0.881
loving	मायालु	joy	0.879
joyful	आनन्दित	joy	0.879
outstanding	बकाया	joy	0.879
blissful	blissful	joy	0.879
pleasurable	रमाइलो	joy	0.877
