word	Gujarati-gu	emotion	emotion-intensity-score
odious	ઘૃણાસ્પદ	fear	0.500
ruined	બગાડ્યા	fear	0.500
constraint	અવરોધ	fear	0.500
suppression	દમન	fear	0.500
defiance	અવજ્ઞા	fear	0.500
prayforme	મારા માટે પ્રાર્થના	fear	0.500
surrender	શરણાગતિ	fear	0.500
sinful	પાપી	fear	0.500
woe	દુ: ખ	fear	0.491
perjury	ખોટી જુબાની	fear	0.484
worse	ખરાબ	fear	0.484
syringe	સિરીંજ	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	બદનક્ષી	fear	0.484
cutting	કટિંગ	fear	0.484
warrior	યોદ્ધા	fear	0.484
restriction	પ્રતિબંધ	fear	0.484
indefensible	અસભ્ય	fear	0.484
palpitations	પાલ્પિટેશન્સ	fear	0.484
retard	રિચાર્ડ	fear	0.484
lash	ફટકો	fear	0.484
flinch	ઝબૂકવું	fear	0.484
lion	સિંહ	fear	0.484
ravine	કોતર	fear	0.484
cracked	તિરાડ	fear	0.484
shiver	કાચ	fear	0.484
insecurity	અસુરક્ષા	fear	0.484
rat	ઉંદર	fear	0.484
ohno	અરે નહિ	fear	0.484
fiend	અંધકાર	fear	0.484
jumpy	બીકણ	fear	0.484
hallucination	ભ્રામકતા	fear	0.484
poaching	શિકાર	fear	0.484
dishonor	અપમાન	fear	0.484
dismay	નિરાશા	fear	0.484
accusing	આક્ષેપ કર્યો	fear	0.484
ambulance	એમ્બ્યુલન્સ	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	છૂટાછેડા	fear	0.484
ravenous	અતિલોભી	fear	0.484
disgusting	ઘૃણાસ્પદ	fear	0.484
rabble	ભીડ	fear	0.484
slam	સ્લૅમ	fear	0.484
hospital	હોસ્પિટલ	fear	0.484
coerce	દબાણ કરવું	fear	0.484
endemic	સ્થાનિક	fear	0.484
prejudiced	પૂર્વગ્રહવાળું	fear	0.484
blackness	કાળાપણું	fear	0.484
armor	બખ્તર	fear	0.484
worrying	ચિંતાજનક	fear	0.484
indictment	તહોમતનામું	fear	0.484
hate	નફરત	fear	0.484
freakish	અસ્વાભાવિક	fear	0.484
hearse	શ્વેત	fear	0.484
intrusion	ઘૂસણખોરી	fear	0.484
inspection	નિરીક્ષણ	fear	0.483
sinner	પાપી	fear	0.483
averse	પ્રતિકૂળ	fear	0.483
missing	ગુમ	fear	0.474
despairing	નિરાશાજનક	fear	0.474
darken	અંધારું	fear	0.471
austere	અસ્થિર	fear	0.470
animosity	દુશ્મનાવટ	fear	0.469
fret	અફસોસ	fear	0.469
fever	તાવ	fear	0.469
illegality	ગેરકાયદેસરતા	fear	0.469
accused	આરોપી	fear	0.469
criticize	ટીકા	fear	0.469
scrapie	સ્ક્રેપી	fear	0.469
jaws	જડબાં	fear	0.469
depressed	હતાશ	fear	0.469
armored	સશસ્ત્ર	fear	0.469
indict	આરોપ મૂકવો	fear	0.469
aftermath	પ્રત્યાઘાત	fear	0.469
precipice	કરાડ	fear	0.469
regime	શાસન	fear	0.469
fierce	ભીષણ	fear	0.469
breakdown	વિરામ	fear	0.469
quiver	તલ્લીનતા	fear	0.469
admonition	સલાહ	fear	0.469
foreclose	બંધ કરો	fear	0.469
revoke	રદ કરો	fear	0.469
superstition	અંધશ્રદ્ધા	fear	0.469
overwhelmed	ભરાઈ ગયાં	fear	0.469
subversion	વિધ્વંસ	fear	0.469
idolatry	મૂર્તિપૂજા	fear	0.469
asteroid	એસ્ટરોઇડ	fear	0.469
toothache	દાંતના દુઃખાવા	fear	0.469
inmate	કેદી	fear	0.469
decomposition	વિઘટન	fear	0.469
sinking	ડૂબવું	fear	0.469
intrusive	કર્કશ	fear	0.469
soulless	સૌમ્ય	fear	0.469
infidelity	બેવફાઈ	fear	0.469
nervous	નર્વસ	fear	0.469
thresh	થ્રેશ	fear	0.469
startle	ચંચળ	fear	0.469
unhealthy	બિનઆરોગ્યપ્રદ	fear	0.469
spear	ભાલા	fear	0.468
nasty	બીભત્સ	fear	0.466
worried	ચિંતાતુર	fear	0.466
puma	પુમા	fear	0.465
thirteenth	તેરમી	fear	0.465
contraband	પ્રતિબંધિત	fear	0.464
insecure	અસુરક્ષિત	fear	0.461
disturbance	ખલેલ	fear	0.459
denunciation	તિરસ્કાર	fear	0.456
stigma	લાંછન	fear	0.455
destitute	નિરાધાર	fear	0.455
powerfully	શક્તિશાળી	fear	0.454
penalty	દંડ	fear	0.453
derogatory	અપમાનજનક	fear	0.453
spasm	સંકોચન	fear	0.453
illicit	ગેરકાયદે	fear	0.453
dinosaur	ડાયનાસૌર	fear	0.453
disruption	ભંગાણ	fear	0.453
lockup	લૉકઅપ	fear	0.453
restrain	નિયંત્રણમાં રાખવું	fear	0.453
rifle	રાઈફલ	fear	0.453
disreputable	અવ્યવહારુ	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	ચેતવણી	fear	0.453
quandary	મૂંઝવણ	fear	0.453
resisting	પ્રતિકાર	fear	0.453
rigor	સખતાઇ	fear	0.453
stranger	અજાણી વ્યક્તિ	fear	0.453
penal	શિક્ષાત્મક	fear	0.453
grope	ઢાંકપિછોડો	fear	0.453
scold	ઠપકો	fear	0.453
orphan	અનાથ	fear	0.453
resign	રાજીનામું આપવું	fear	0.453
hydrocephalus	હાઈડ્રોસેફાલસ	fear	0.453
shrill	કર્કશ	fear	0.453
howl	કિકિયારી કરવી	fear	0.453
unspeakable	શબ્દાતીત	fear	0.453
wail	આક્રંદ કરવું	fear	0.453
straits	સ્ટ્રેટ્સ	fear	0.453
indoctrination	સિદ્ધાંત	fear	0.453
apprehension	ધરપકડ	fear	0.453
batter	સખત મારપીટ	fear	0.453
arraignment	દોષારોપણ	fear	0.450
urgent	તાકીદનું	fear	0.450
tramp	રખડુ	fear	0.440
stress	તણાવ	fear	0.439
behemoth	behemoth	fear	0.439
dominate	વર્ચસ્વ	fear	0.438
targeting	નિશાન	fear	0.438
broke	તોડ્યો	fear	0.438
looming	થવાનું જોખમ તોળાઇ રહ્યું	fear	0.438
tribunal	ટ્રિબ્યુનલ	fear	0.438
debacle	રકાસ	fear	0.438
forfeiture	જપ્ત	fear	0.438
dislocated	વિખેરી નાખવું	fear	0.438
infirmity	માંદગી	fear	0.438
impermeable	અભેદ્ય	fear	0.438
predicament	દુર્દશા	fear	0.438
falter	અસ્થિર પગલે	fear	0.438
displaced	વિસ્થાપિત	fear	0.438
concealed	ગુપ્ત	fear	0.438
illegitimate	ગેરકાયદેસર	fear	0.438
unprepared	તૈયારી વિનાના	fear	0.438
scarcity	અછત	fear	0.438
wince	wince	fear	0.438
mace	ગૈસ	fear	0.438
expel	કાઢી મૂકવું	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	અવરોધવું	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	તોડવામાં	fear	0.438
dentists	ડેન્ટિસ્ટ	fear	0.438
irreconcilable	અસંબદ્ધ	fear	0.438
bewildered	આશ્ચર્યચકિત	fear	0.438
indomitable	અજેય	fear	0.438
rheumatism	સંધિવા	fear	0.438
accidental	આકસ્મિક	fear	0.438
prick	પ્રિક	fear	0.438
entangled	ગૂંચવણભર્યા	fear	0.438
atrophy	કૃશતા	fear	0.438
asp	એએસપી	fear	0.438
perverse	પ્રતિકૂળ	fear	0.438
cabal	કાબેલ	fear	0.438
yell	કિકિયારી	fear	0.438
gasping	ગેસિંગ	fear	0.438
probation	પ્રોબેશન	fear	0.438
accuser	આરોપ મૂકનાર	fear	0.438
insulting	અપમાનજનક	fear	0.435
mysterious	રહસ્યમય	fear	0.435
halting	અટકાવવાનું	fear	0.435
rebels	બળવાખોરો	fear	0.435
repulsion	ત્રાસ	fear	0.431
glare	ઝગઝગાટ	fear	0.430
punitive	શિક્ષાત્મક	fear	0.425
sordid	નિરાશાજનક	fear	0.425
stake	હિસ્સો	fear	0.423
tempest	તોફાન	fear	0.423
ultimatum	આખરીનામું	fear	0.422
reticent	જુસ્સાદાર	fear	0.422
bayonet	બેયોનેટ	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	સસ્પેન્શન	fear	0.422
lament	વિલાપ	fear	0.422
burdensome	ભારે	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	પ્રચંડ	fear	0.422
coyote	કોયોટે	fear	0.422
deleterious	હાનિકારક	fear	0.422
dissident	અસંતુષ્ટ	fear	0.422
varicella	વેરીસેલા	fear	0.422
wilderness	જંગલી	fear	0.422
delusion	ભ્રામકતા	fear	0.422
bigot	બાયોટ	fear	0.422
unsteady	અસ્થિર	fear	0.422
stresses	ભાર મૂકે છે	fear	0.422
offense	અપરાધ	fear	0.422
heathen	અશિક્ષિત	fear	0.422
prowl	ચોરી	fear	0.422
troll	નિરાંતે ગાવું	fear	0.422
infamous	કુખ્યાત	fear	0.422
disappear	અદૃશ્ય થઈ	fear	0.422
depress	ડિપ્રેસ	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	અકુદરતી	fear	0.422
usurped	પચાવી પાડ્યું	fear	0.422
steal	ચોરી	fear	0.422
anathema	અશક્તતા	fear	0.422
fainting	બેભાન	fear	0.422
alien	પરાયું	fear	0.422
extrajudicial	અક્કડકારી	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	હાઇડ્રા	fear	0.422
adversity	પ્રતિકૂળતા	fear	0.418
ineptitude	અસંગતતા	fear	0.417
outsider	બહારના	fear	0.413
ugliness	કદરૂપું	fear	0.410
vulture	ગીધ	fear	0.410
immoral	અનૈતિક	fear	0.410
scar	ડાઘ	fear	0.406
stressful	તણાવપૂર્ણ	fear	0.406
screech	સ્ક્રચ	fear	0.406
wary	સાવચેત	fear	0.406
disgust	અરુચિ	fear	0.406
stressing	ભાર મૂક્યો	fear	0.406
deport	દેશનિકાલ	fear	0.406
nausea	ઉબકા	fear	0.406
resection	કાપ	fear	0.406
blackout	બ્લેકઆઉટ	fear	0.406
disallowed	નામંજૂર	fear	0.406
insolvent	નાદાર	fear	0.406
dismissal	બરતરફી	fear	0.406
omnipotence	સર્વશકિતમાન	fear	0.406
possession	કબ્જો	fear	0.406
tearful	રડતું	fear	0.406
disorder	ડિસઓર્ડર	fear	0.406
squall	ચોંટાડો	fear	0.406
dominant	પ્રભાવશાળી	fear	0.406
disabled	અક્ષમ કરેલું	fear	0.406
drones	ડ્રૉન્સ	fear	0.406
recklessness	બેપરવાઈ	fear	0.406
escape	છટકી	fear	0.406
distressed	પીડિત	fear	0.406
claw	ક્લો	fear	0.406
stretcher	સ્ટ્રેચર	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	તપતા	fear	0.406
weakly	નબળું	fear	0.406
rubble	રોડાં	fear	0.406
whimper	ઝબકવું	fear	0.406
ghetto	ઘેટ્ટો	fear	0.406
socialism	સમાજવાદ	fear	0.405
conspiracy	ષડયંત્ર	fear	0.400
toughness	ખડતલપણું	fear	0.400
defection	પક્ષપલટો	fear	0.398
absence	ગેરહાજરી	fear	0.396
moan	આહ ભરવી	fear	0.394
crusade	ક્રૂસેડ	fear	0.392
radon	રેડોનની	fear	0.391
lose	ગુમાવો	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	શંકાસ્પદ	fear	0.391
unemployed	બેરોજગાર	fear	0.391
reject	નકારો	fear	0.391
excitation	ઉત્તેજના	fear	0.391
xanax	xanax	fear	0.391
stifled	અટવાયું	fear	0.391
scarecrow	સ્કેરક્રો	fear	0.391
concealment	સંતાપ	fear	0.391
conquer	જીતી	fear	0.391
discrimination	ભેદભાવ	fear	0.391
diagnosis	નિદાન	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	snare	fear	0.391
separation	અલગ	fear	0.391
overt	ખુલ્લું	fear	0.391
urgency	તાકીદ	fear	0.391
musket	બંદૂક	fear	0.391
unrest	અશાંતિ	fear	0.391
descent	મૂળના	fear	0.391
avoiding	અવગણવાની	fear	0.391
cyst	ફોલ્લો	fear	0.391
gulp	ગલપ	fear	0.391
procedure	પ્રક્રિયા	fear	0.391
submission	રજૂઆત	fear	0.391
hardened	કઠણ	fear	0.391
refutation	રદિયો	fear	0.391
repellent	જીવડાં	fear	0.391
cleave	ચાલાકી કરવી	fear	0.391
suspicion	શંકા	fear	0.391
poverty	ગરીબી	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	નાદારી	fear	0.391
mental	માનસિક	fear	0.391
theocratic	ધાર્મિક	fear	0.391
spaz	સ્પાઝ	fear	0.391
brimstone	ગુંદર	fear	0.391
throb	થ્રોબ	fear	0.388
outcast	ઘરબારવિહોણું	fear	0.388
orc	orc	fear	0.388
disapprove	નામંજૂર કરો	fear	0.380
dontpanic	દ્વિધાઓ	fear	0.378
plea	અરજી	fear	0.377
withdrawals	ઉપાડ	fear	0.377
pressure	દબાણ	fear	0.375
grieve	વ્યથા થવી	fear	0.375
frigate	ફ્રિગેટ	fear	0.375
kerosene	કેરોસીન	fear	0.375
nauseous	ઊલટી	fear	0.375
khan	ખાન	fear	0.375
expose	છતી કરો	fear	0.375
ocd	ઓસીડી	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	અકળામણ	fear	0.375
bankrupt	નાદાર	fear	0.375
dissolution	વિસર્જન	fear	0.375
dentistry	ડેન્ટીસ્ટ્રી	fear	0.375
edict	આદેશે	fear	0.375
bunker	બંકર	fear	0.375
antsy	antsy	fear	0.375
chasm	બખોલ	fear	0.375
escaped	બચી ગયા	fear	0.375
whirlpool	વમળ	fear	0.375
interrogate	પૂછપરછ કરવી	fear	0.375
psychological	મનોવૈજ્ઞાનિક	fear	0.375
obligor	બાહ્યતા	fear	0.375
misconception	ગેરસમજ	fear	0.375
military	લશ્કરી	fear	0.375
suspected	શંકાસ્પદ	fear	0.375
locust	તીડ	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	ખરાબ	fear	0.375
coldness	ઠંડક	fear	0.375
taunt	ટોણો	fear	0.375
obi	ઓબીઆઈ	fear	0.375
flu	ફલૂ	fear	0.375
barricade	બેરિકેડ	fear	0.375
chimera	ચિમેરા	fear	0.375
sultan	સુલતાન	fear	0.375
repellant	repellant	fear	0.373
unknown	અજ્ઞાત	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ઈર્ષ્યા	fear	0.365
mug	મોઢું	fear	0.359
consternation	ભડક	fear	0.359
rebel	બળવાખોર	fear	0.359
conquest	વિજય	fear	0.359
mournful	શોકાતુર	fear	0.359
concerned	સંબંધિત	fear	0.359
mandamus	મંડમ	fear	0.359
onedge	ધાર પર	fear	0.359
recurring	રિકરિંગ	fear	0.359
jaundice	કમળો	fear	0.359
sectarian	સાંપ્રદાયિક	fear	0.359
desert	રણ	fear	0.359
cur	cur	fear	0.359
difficult	મુશ્કેલ	fear	0.359
stint	કાર્યકાળ	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	ડાર્ટ	fear	0.359
spike	સ્પાઇક	fear	0.359
timid	ડરપોક	fear	0.359
wasting	વ્યર્થ	fear	0.359
bottomless	અસ્થિર	fear	0.359
warned	ચેતવણી આપી	fear	0.359
protestant	વિરોધ કરનાર	fear	0.359
contempt	તિરસ્કાર	fear	0.359
exam	પરીક્ષા	fear	0.359
depreciation	અવમૂલ્યન	fear	0.359
anomaly	અસંગતતા	fear	0.359
rejects	નકારી કાઢે છે	fear	0.359
pessimism	નિરાશાવાદ	fear	0.359
revolution	ક્રાંતિ	fear	0.359
formidable	પ્રચંડ	fear	0.359
burke	બર્ક	fear	0.359
cautionary	સાવધાની	fear	0.359
headaches	માથાનો દુખાવો	fear	0.359
bankruptcy	નાદારી	fear	0.359
government	સરકાર	fear	0.359
measles	ઓરી	fear	0.359
languishing	languishing	fear	0.358
constrain	મર્યાદા	fear	0.358
bane	ઝેર	fear	0.356
impeach	ઠપકો આપવો	fear	0.354
warden	વોર્ડન	fear	0.354
adverse	પ્રતિકૂળ	fear	0.352
lawyer	વકીલ	fear	0.349
libel	બદનક્ષી	fear	0.348
retrenchment	છીનવી લેવું	fear	0.345
imminent	નિકટવર્તી	fear	0.345
unjustifiable	અન્યાયી	fear	0.344
knell	ઘંટડી	fear	0.344
contentious	વિવાદાસ્પદ	fear	0.344
opposed	વિરોધ	fear	0.344
shame	શરમ	fear	0.344
avoidance	અવગણના	fear	0.344
resistant	પ્રતિરોધક	fear	0.344
discipline	શિસ્ત	fear	0.344
defy	અવજ્ઞા કરવી	fear	0.344
belittle	નાનું	fear	0.344
fanaticism	ઝનૂન	fear	0.344
bearish	મંદી	fear	0.344
opium	અફીણ	fear	0.344
sorrow	દુ: ખ	fear	0.344
mri	મીરી	fear	0.344
shaky	અસ્થિર	fear	0.344
hiss	હિસ્સ	fear	0.344
loneliness	એકલતા	fear	0.344
swerve	સ્વાવેશ	fear	0.344
taboo	નિષિદ્ધ	fear	0.344
reckless	અવિચારી	fear	0.344
obstacle	અંતરાય	fear	0.344
launches	લોંચ કરે છે	fear	0.344
aaaaaaah	આયાઆહહ	fear	0.344
verdict	ચુકાદો	fear	0.344
servile	ગુલામ	fear	0.344
hesitation	ખચકાટ	fear	0.344
evade	ટાળવું	fear	0.344
recession	મંદી	fear	0.344
eel	ઇલ	fear	0.344
shortage	તંગી	fear	0.344
pest	જંતુ	fear	0.344
cutter	કટર	fear	0.344
psych	સાયક	fear	0.344
parachute	પેરાશૂટ	fear	0.344
disrespectful	અવિનયી	fear	0.343
phalanx	ફાલ્નેક્સ	fear	0.342
creature	પ્રાણી	fear	0.340
mortgage	ગીરો	fear	0.331
specter	સ્પેકટર	fear	0.331
enigmatic	ભેદી	fear	0.329
caution	સાવધાની	fear	0.328
police	પોલીસ	fear	0.328
shank	દાંડી	fear	0.328
undesirable	અનિચ્છનીય	fear	0.328
shutdown	બંધ કરો	fear	0.328
dike	ડિક	fear	0.328
subordinate	ગૌણ	fear	0.328
gametime	રમત સમય	fear	0.328
remove	દૂર કરો	fear	0.328
smut	સ્મટ	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	દુર્ઘટના	fear	0.328
loom	લૂમ	fear	0.328
supremacy	સર્વોચ્ચતા	fear	0.328
unlucky	કમનસીબ	fear	0.328
quash	કવોશ	fear	0.328
hives	શિળસ	fear	0.328
wimp	વિમમ	fear	0.328
gladiator	ગ્લેડીયેટર	fear	0.328
feeling	લાગણી	fear	0.328
dominion	આધિપત્ય	fear	0.328
encumbrance	બોજો	fear	0.328
adrift	અસહાય	fear	0.328
defendant	પ્રતિવાદી	fear	0.328
outpost	ચોકી	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	મૂર્ખ	fear	0.328
wrongly	ખોટી રીતે	fear	0.328
bugaboo	ગાબૂ	fear	0.328
weirdo	વરુડો	fear	0.328
ethereal	અલૌકિક	fear	0.328
scarce	દુર્લભ	fear	0.327
unsettled	અસ્થિર	fear	0.327
antisocial	અસામાજિક	fear	0.324
astray	કુમાર્ગે	fear	0.320
vigilant	જાગ્રત	fear	0.319
socialist	સમાજવાદી	fear	0.318
halter	હૅલર	fear	0.318
pessimist	નિરાશાવાદી	fear	0.317
pacing	પેસિંગ	fear	0.316
opponent	પ્રતિસ્પર્ધી	fear	0.312
discontinuity	બંધ	fear	0.312
conspire	કાવતરું કરવું	fear	0.312
trickery	કપટ	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	એકાંત	fear	0.312
whirlwind	વાવંટોળ	fear	0.312
unexpected	અનપેક્ષિત	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	ભીડ	fear	0.312
collusion	મેળાપ	fear	0.312
muzzle	તોપ	fear	0.312
blight	ફૂગ	fear	0.312
foreigner	વિદેશી	fear	0.312
chargeable	લેવાપાત્ર	fear	0.312
laxative	રેચક	fear	0.312
clinical	તબીબી	fear	0.312
dentist	દંત ચિકિત્સક	fear	0.312
therapist	ચિકિત્સક	fear	0.312
deadline	અન્તિમ રેખા	fear	0.312
bewilderment	ગૂંચવણ	fear	0.312
litigate	દાવો કરવો	fear	0.312
nether	નીચેનું	fear	0.312
thorny	કાંટાળું	fear	0.312
valium	વૅલિયમ	fear	0.312
powerful	શક્તિશાળી	fear	0.312
uneasy	બેચેન	fear	0.312
unkind	અનૈતિક	fear	0.312
ordnance	ઓર્ડનન્સ	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	વધુ પડતું વિચારવું	fear	0.309
doubts	શંકા	fear	0.308
seriousness	ગંભીરતા	fear	0.305
irrational	અતાર્કિક	fear	0.305
erase	ભુસવું	fear	0.303
teasing	ટીઝીંગ	fear	0.303
razor	રેઝર	fear	0.303
sweating	પરસેવો	fear	0.298
reluctant	અનિચ્છા	fear	0.297
mage	દંતકથા	fear	0.297
crouching	ક્રોચિંગ	fear	0.297
warning	ચેતવણી	fear	0.297
endless	અનંત	fear	0.297
adjudicate	નિર્ણય કરવો	fear	0.297
bale	ગાંસડી	fear	0.297
inflation	ફુગાવો	fear	0.297
giant	વિશાળ	fear	0.297
auditor	ઓડિટર	fear	0.297
medical	તબીબી	fear	0.297
swamp	સ્વેમ્પ	fear	0.297
bitch	કૂતરી	fear	0.297
mislead	ગેરમાર્ગે	fear	0.297
weighty	વજનદાર	fear	0.297
avoid	ટાળવા	fear	0.297
depreciated	અવમૂલ્યન	fear	0.297
flounder	અસ્થિર	fear	0.297
deflation	ડિફ્લેશન	fear	0.297
unsurpassed	યથાવત	fear	0.297
dashed	ડૈશ્ડ	fear	0.297
hide	છુપાવો	fear	0.297
timidity	કાયરતા	fear	0.297
deluge	અનરાધાર	fear	0.287
disinformation	ખોટી માહિતી	fear	0.286
court	કોર્ટ	fear	0.284
aversion	અણગમો	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	મૈત્રીભર્યું	fear	0.281
remains	અવશેષો	fear	0.281
discourage	નિરાશ કરવું	fear	0.281
cautious	સાવધ	fear	0.281
oncoming	આગામી	fear	0.281
flying	ઉડતી	fear	0.281
mistaken	ભૂલથી	fear	0.281
swelling	સોજો	fear	0.281
dwarfed	દ્વાર્ફડ	fear	0.281
surveillance	સર્વેલન્સ	fear	0.281
apache	અપાચે	fear	0.281
rush	ધસારો	fear	0.281
yelp	દરદથી ચીસ પાડવી	fear	0.281
cartridge	કારતૂસ	fear	0.281
fortress	ગઢ	fear	0.281
bigoted	ધર્માંધ	fear	0.281
notready	તૈયાર નથી	fear	0.281
challenge	પડકાર	fear	0.281
submitting	સબમિટ	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	મૂંઝવણ	fear	0.281
unruly	બેકાબૂ	fear	0.281
intense	તીવ્ર	fear	0.279
noncompliance	અસહિષ્ણુતા	fear	0.276
alerts	ચેતવણીઓ	fear	0.276
planes	વિમાનો	fear	0.274
displeased	નારાજ	fear	0.273
cop	કોપ	fear	0.273
unbridled	નિરંકુશ	fear	0.271
regiment	રેજિમેન્ટ	fear	0.266
crowds	ભીડ	fear	0.266
sentence	સજા	fear	0.266
blindfold	આંધળુ	fear	0.266
crouch	ક્રોચ	fear	0.266
belt	બેલ્ટ	fear	0.266
hooded	ઢાંકેલું	fear	0.266
uncanny	વિચિત્ર	fear	0.266
cupping	કપિંગ	fear	0.266
sneak	ઝલક	fear	0.266
cloak	ડગલો	fear	0.266
banger	બેન્જર	fear	0.266
affront	અપમાન કરવું	fear	0.266
confession	કબૂલાત	fear	0.266
blemish	ડાઘ	fear	0.266
posse	પોઝ	fear	0.266
auditions	ઓડિશન	fear	0.266
forgotten	ભૂલી ગયા	fear	0.266
immerse	નિમજ્જન	fear	0.266
operation	કામગીરી	fear	0.266
elevation	એલિવેશન	fear	0.266
shanghai	શાંઘાઈ	fear	0.266
hood	હૂડ	fear	0.266
problem	સમસ્યા	fear	0.266
skid	અટકણ	fear	0.266
insomnia	અનિદ્રા	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	એક્રોબેટ	fear	0.266
flurries	ઝરણું	fear	0.266
force	બળ	fear	0.266
spur	પ્રેરવું	fear	0.262
defense	સંરક્ષણ	fear	0.258
mortgagor	ગીરો	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	રન	fear	0.250
rascal	લુચ્ચો	fear	0.250
standstill	પ્રતિકાર	fear	0.250
doubt	શંકા	fear	0.250
cataract	મોતિયા	fear	0.250
repent	પસ્તાવો કરવો	fear	0.250
unfamiliar	અજાણ્યા	fear	0.250
delusional	ભ્રામક	fear	0.250
obliging	ફરજિયાત	fear	0.250
hag	હગ	fear	0.250
defend	કોઈ રન નોંધાયો નહીં	fear	0.250
guard	રક્ષક	fear	0.250
scapegoat	પ્યાલા	fear	0.250
swampy	ભેજવાળું	fear	0.250
react	પ્રતિક્રિયા	fear	0.250
breakingnews	તાજા સમાચાર	fear	0.250
foul	ફાઉલ	fear	0.250
spinster	સ્પિનસ્ટર	fear	0.250
indifference	ઉદાસીનતા	fear	0.250
sunk	ડૂબવું	fear	0.250
picket	ધરણાં	fear	0.250
insect	જંતુ	fear	0.250
rating	રેટિંગ	fear	0.250
forewarned	અગાઉથી ચેતવણી આપી	fear	0.250
indecisive	અનિર્ણાયક	fear	0.250
stealthy	ચોરી	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	ઊભેલું	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	સૌથી વધુ	fear	0.236
inequality	અસમાનતા	fear	0.234
rekindle	ફરી સળગાવવું	fear	0.234
shrink	સંકોચો	fear	0.234
scaffold	પાલખ	fear	0.234
discontent	અસંતુષ્ટ	fear	0.234
verge	ધાર	fear	0.234
psychiatrist	મનોચિકિત્સક	fear	0.234
overdrive	ઓવરડ્રાઇવ	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	મધ્યસ્થી	fear	0.234
pinion	પંખીની પાંખ	fear	0.234
finalized	અંતિમ રૂપ	fear	0.234
shelters	આશ્રયસ્થાનોમાં	fear	0.234
sleepless	નિરાકરણ	fear	0.234
dependence	પરાધીનતા	fear	0.234
chicken	ચિકન	fear	0.234
instinctive	સહજ	fear	0.234
buzz	બઝ	fear	0.234
difficulty	મુશ્કેલી	fear	0.234
bee	મધમાખી	fear	0.234
insomniac	અનિન્યક	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	હરણ	fear	0.234
rushing	rushing	fear	0.233
overslept	ઓવરલેપ્ટ	fear	0.226
default	ડિફૉલ્ટ	fear	0.226
confessional	કબૂલાત	fear	0.225
impatient	ઉત્સુક	fear	0.224
immigrant	ઇમિગ્રન્ટ	fear	0.219
heft	ઊંચકવું	fear	0.219
sweat	પરસેવો	fear	0.219
waver	વેર	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	કંગાલિયું	fear	0.219
thrill	રોમાંચ	fear	0.219
cane	શેરડી	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	શું જો	fear	0.219
tactics	યુક્તિઓ	fear	0.219
veer	વીર	fear	0.219
unequal	અસમાન	fear	0.219
lastminute	અંતિમ મિનિટ	fear	0.219
jungle	જંગલ	fear	0.219
bait	લાલચ	fear	0.219
revelations	ખુલાસો	fear	0.219
blues	બ્લૂઝ	fear	0.219
overtired	overtired	fear	0.218
prognosis	પૂર્વસૂચન	fear	0.217
alertness	સતર્કતા	fear	0.216
hyped	હાઇપ	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	મને ભાગ્ય માટે અભિનંદન આપો	fear	0.212
tryouts	ટ્રાયઆઉટ્સ	fear	0.210
clowns	જોકરો	fear	0.207
fluctuation	વધઘટ	fear	0.204
restless	બેચેન	fear	0.204
examination	પરીક્ષા	fear	0.204
intimacy	આત્મીયતા	fear	0.203
