word	Hindi-hi	emotion	emotion-intensity-score
animated	एनिमेटेड	joy	0.515
spirit	आत्मा	joy	0.515
thanking	धन्यवाद	joy	0.515
kid	बच्चा	joy	0.515
shining	चमकदार	joy	0.515
payday	payday	joy	0.515
princely	राजसी	joy	0.515
reunited	फिर से	joy	0.515
therapeutic	चिकित्सकीय	joy	0.515
comfort	आराम	joy	0.515
godly	धार्मिक	joy	0.514
marriage	शादी	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	संबंध	joy	0.514
spouse	पति या पत्नी	joy	0.507
intimately	परिचित	joy	0.507
accomplish	पूरा	joy	0.500
excel	एक्सेल	joy	0.500
inviting	आमंत्रित	joy	0.500
meritorious	सराहनीय	joy	0.500
diamond	हीरा	joy	0.500
nature	प्रकृति	joy	0.500
dignity	गौरव	joy	0.500
family	परिवार	joy	0.500
soulful	भावपूर्ण	joy	0.500
charitable	दानशील	joy	0.500
encourage	प्रोत्साहित करना	joy	0.500
friends	दोस्त	joy	0.500
satisfied	संतुष्ट	joy	0.500
welcoming	स्वागत करते हुए	joy	0.500
healthy	स्वस्थ	joy	0.500
surreal	असली	joy	0.500
refreshed	ताजा	joy	0.500
beach	समुद्र तट	joy	0.500
motherhood	मातृत्व	joy	0.500
respect	आदर करना	joy	0.500
gem	मणि	joy	0.500
erotic	कामुक	joy	0.500
visionary	काल्पनिक	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	हासिल	joy	0.500
christ	ईसा मसीह	joy	0.500
memorable	अविस्मरणीय	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	बच्चा	joy	0.500
purr	म्याऊँ	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	सच्चाई	joy	0.500
bloom	फूल का खिलना	joy	0.500
carefree	लापरवाह	joy	0.500
aura	आभा	joy	0.493
health	स्वास्थ्य	joy	0.493
liberty	स्वतंत्रता	joy	0.486
approved	मंजूर की	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	शाद्वल	joy	0.486
rapture	उत्साह	joy	0.485
engaging	मनोहन	joy	0.485
crowning	ताजपोशी	joy	0.485
aspiration	आकांक्षा	joy	0.485
prestige	प्रतिष्ठा	joy	0.485
crescendo	तेज	joy	0.485
gentle	सज्जन	joy	0.485
liberate	आजाद कराने	joy	0.485
betrothed	मंगेतर	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	इनाम	joy	0.485
privileged	विशेषाधिकार प्राप्त	joy	0.485
loyal	निष्ठावान	joy	0.485
inseparable	अवियोज्य	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	उमंग का समय	joy	0.484
trophy	ट्रॉफी	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	भाग्य	joy	0.484
creativity	रचनात्मकता	joy	0.484
destiny	भाग्य	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	श्रेष्ठता	joy	0.484
bouquet	पुष्प गुच्छ	joy	0.484
chocolate	चॉकलेट	joy	0.484
aloha	Aloha	joy	0.484
yummy	स्वादिष्ट	joy	0.484
dream	ख्वाब	joy	0.484
desire	इच्छा	joy	0.484
boyfriend	प्रेमी	joy	0.480
commemoration	स्मरणोत्सव	joy	0.479
intelligence	बुद्धि	joy	0.477
readiness	तत्परता	joy	0.473
friend	दोस्त	joy	0.471
enthusiast	सरगर्म	joy	0.471
bride	दुल्हन	joy	0.471
lush	रसीला	joy	0.470
calming	शांतिदायक	joy	0.470
inheritance	विरासत	joy	0.470
kiddo	बच्ची	joy	0.470
massage	मालिश	joy	0.470
tickle	गुदगुदी	joy	0.470
adventure	साहसिक	joy	0.470
nostalgia	विषाद	joy	0.470
soothe	शांत करना	joy	0.470
goals	लक्ष्य	joy	0.469
luster	चमक	joy	0.469
giving	दे रही है	joy	0.469
princess	राजकुमारी	joy	0.469
heartily	दिल से	joy	0.469
benevolence	भलाई	joy	0.469
nurture	पालन ​​- पोषण करना	joy	0.469
bridegroom	वर	joy	0.469
eternal	सनातन	joy	0.469
pray	प्रार्थना	joy	0.469
getaway	दूर हो जाओ	joy	0.469
humanitarian	मानवीय	joy	0.469
bonding	संबंध	joy	0.469
rest	आराम	joy	0.469
amicable	मैत्रीपूर्ण	joy	0.469
purring	purring	joy	0.469
pretty	सुंदर	joy	0.469
child	बच्चा	joy	0.466
salutary	लाभदायक	joy	0.465
invite	आमंत्रण	joy	0.457
reminiscing	याद कर	joy	0.456
beam	किरण	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	उष्णकटिबंधीय	joy	0.455
aesthetics	सौंदर्यशास्र	joy	0.455
friday	शुक्रवार	joy	0.455
elevation	ऊंचाई	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	समारोह	joy	0.455
mindfulness	सचेतन	joy	0.455
hee	ही	joy	0.455
kindred	आत्मीय	joy	0.455
scholarship	छात्रवृत्ति	joy	0.455
befriend	मित्रवत व्यवहार करना	joy	0.455
commemorate	मनाना	joy	0.453
allure	फुसलाना	joy	0.453
faith	आस्था	joy	0.453
forgiveness	माफी	joy	0.453
scenery	दृश्यों	joy	0.453
vindication	प्रमाण	joy	0.453
waterfall	झरना	joy	0.453
birth	जन्म	joy	0.453
noworries	कोई चिंता नहीं	joy	0.453
approve	मंजूर	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	यात्रा	joy	0.447
meditation	ध्यान	joy	0.446
relaxed	आराम	joy	0.442
tranquil	शांत	joy	0.441
weekend	सप्ताहांत	joy	0.441
present	वर्तमान	joy	0.441
tender	निविदा	joy	0.441
nostalgic	उदासीन	joy	0.439
prayer	दुआ	joy	0.439
sharing	साझा करने	joy	0.439
esteem	आदर	joy	0.439
lyrical	गेय	joy	0.439
righteousness	धर्म	joy	0.439
share	शेयर	joy	0.438
husband	पति	joy	0.438
life	जिंदगी	joy	0.438
sonnet	गाथा	joy	0.438
relief	राहत	joy	0.438
unbeaten	अजेय	joy	0.438
newday	नया दिन	joy	0.438
meditate	ध्यान	joy	0.438
mighty	शक्तिमान	joy	0.438
eager	उत्सुक	joy	0.438
strength	शक्ति	joy	0.438
warm	गरम	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	साथी	joy	0.427
oneness	एकता	joy	0.426
unsurpassed	नायाब	joy	0.424
ejaculation	फटना	joy	0.424
unconstrained	स्वेच्छापूर्ण	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	पदक	joy	0.424
amen	तथास्तु	joy	0.424
candlelight	मोमबत्ती की रोशनी में	joy	0.424
reverence	श्रद्धा	joy	0.424
healthful	स्वस्थ	joy	0.424
carols	कैरोल	joy	0.424
sledding	बढ़ाव	joy	0.422
wealth	धन	joy	0.422
graduation	स्नातक स्तर की पढ़ाई	joy	0.422
frisky	प्रफुल्ल	joy	0.422
energy	ऊर्जा	joy	0.422
calmness	शांति	joy	0.422
beginnings	शुरुआत	joy	0.422
safe	सुरक्षित	joy	0.422
musical	संगीत	joy	0.422
symphony	स्वर की समता	joy	0.422
lml	एलएमएल	joy	0.422
glitter	चमक	joy	0.422
ease	आराम	joy	0.422
helpful	उपयोगी	joy	0.422
soundness	दृढ़ता	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	पक्का वादा	joy	0.415
reunite	पुनर्मिलन	joy	0.414
salvation	मोक्ष	joy	0.412
mother	मां	joy	0.412
poems	कविताओं	joy	0.412
inauguration	उद्घाटन	joy	0.409
immaculate	निर्मल	joy	0.409
lighten	हल्का करना	joy	0.409
aromatherapy	अरोमा थेरेपी	joy	0.409
travel	यात्रा	joy	0.409
lavender	लैवेंडर	joy	0.409
purify	शुद्ध	joy	0.409
clown	विदूषक	joy	0.409
star	तारा	joy	0.406
cash	कैश	joy	0.406
heal	चंगा	joy	0.406
completing	पूरा	joy	0.406
companion	साथी	joy	0.406
live	जीना	joy	0.406
flowers	पुष्प	joy	0.406
wishing	बधाई देने के लिए	joy	0.406
charity	दान पुण्य	joy	0.406
opportune	सामयिक	joy	0.406
income	आय	joy	0.403
soul	अन्त: मन	joy	0.401
munchies	बिस्कुट	joy	0.400
indescribable	अवर्णनीय	joy	0.397
progress	प्रगति	joy	0.397
emancipation	मुक्ति	joy	0.397
christian	ईसाई	joy	0.397
hammock	झूला	joy	0.394
together	साथ में	joy	0.394
equality	समानता	joy	0.394
fullness	परिपूर्णता	joy	0.394
picnic	पिकनिक	joy	0.394
calm	शांत	joy	0.394
childhood	बचपन	joy	0.394
rhythmical	तालबद्ध	joy	0.394
movies	चलचित्र	joy	0.393
zealous	उत्साही	joy	0.393
littlethings	छोटी बातें	joy	0.391
humanity	मानवता	joy	0.391
starry	तारों से जड़ा	joy	0.391
playground	खेल का मैदान	joy	0.391
adventures	रोमांच	joy	0.391
meaningful	सार्थक	joy	0.391
choir	गाना बजानेवालों	joy	0.391
affluence	समृद्धि	joy	0.391
warms	warms	joy	0.391
goofy	नासमझ	joy	0.391
auspicious	शुभ क	joy	0.391
gesture	इशारा	joy	0.387
vow	व्रत	joy	0.382
shopping	खरीदारी	joy	0.382
witty	परिहास युक्त	joy	0.382
communion	ऐक्य	joy	0.379
vibes	वाइब्स	joy	0.379
worship	पूजा	joy	0.379
jump	छलांग	joy	0.379
reverend	श्रद्धेय	joy	0.377
advance	अग्रिम	joy	0.375
beaches	समुद्र तटों	joy	0.375
youth	जवानी	joy	0.375
spirits	आत्माओं	joy	0.375
simplicity	सादगी	joy	0.375
full	पूर्ण	joy	0.375
rising	उभरता हुआ	joy	0.375
hymn	भजन	joy	0.375
unique	अद्वितीय	joy	0.375
redeemed	छुड़ाया	joy	0.375
scenic	सुंदर	joy	0.375
mirth	प्रमोद	joy	0.375
courtship	प्रेमालाप	joy	0.375
experience	अनुभव	joy	0.375
reunion	पुनर्मिलन	joy	0.375
sonorous	मधुर	joy	0.375
unforgettable	अविस्मरणीय	joy	0.375
baptismal	बपतिस्मा	joy	0.368
alliance	संधि	joy	0.368
grant	अनुदान	joy	0.366
conciliation	समझौता	joy	0.364
moonlight	चांदनी	joy	0.364
sanctification	पवित्रीकरण	joy	0.364
improves	बेहतर बनाता है	joy	0.364
improve	सुधारें	joy	0.364
pure	शुद्ध	joy	0.364
authentic	विश्वसनीय	joy	0.364
kitten	बिल्ली का बच्चा	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	रास्पबेरी	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	सत्य के प्रति निष्ठा	joy	0.359
feeling	अनुभूति	joy	0.359
devotional	धार्मिक	joy	0.359
proficiency	प्रवीणता	joy	0.359
tinsel	चमकी	joy	0.359
revival	पुनः प्रवर्तन	joy	0.359
sanctify	पवित्रता	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	स्वतंत्र	joy	0.359
cocoa	कोको	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	डॉल्फिन	joy	0.348
choral	कोरल	joy	0.348
deliverance	मुक्ति	joy	0.348
romp	कोलाहल करते हुए खेलना	joy	0.348
roaring	गर्जन	joy	0.348
melody	राग	joy	0.348
favor	एहसान	joy	0.348
unification	एकीकरण	joy	0.348
exceed	से अधिक	joy	0.348
purpose	उद्देश्य	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	कोई काम नहीं	joy	0.344
voluptuous	कामुक	joy	0.344
fruits	फल	joy	0.344
thx	धन्यवाद	joy	0.344
newstart	नई शुरुआत	joy	0.344
manicure	मैनीक्योर	joy	0.344
date	तारीख	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	सड़क यात्रा	joy	0.344
cookies	कुकीज़	joy	0.344
hedonism	हेडोनिजम	joy	0.344
humble	विनीत	joy	0.344
electric	बिजली	joy	0.344
pledge	प्रतिज्ञा	joy	0.344
celebrity	सेलिब्रिटी	joy	0.342
rhythm	ताल	joy	0.338
bridesmaid	वर	joy	0.338
snowday	बर्फीला दिन	joy	0.333
young	युवा	joy	0.333
coffee	कॉफ़ी	joy	0.333
edification	नसीहत	joy	0.333
obliging	ऋणी	joy	0.333
renovation	नवीकरण	joy	0.333
familiarity	सुपरिचय	joy	0.333
garden	बगीचा	joy	0.333
spa	स्पा	joy	0.333
dawn	भोर	joy	0.333
connoisseur	विशेषज्ञ	joy	0.333
partner	साथी	joy	0.333
gazing	एकटक	joy	0.333
foodie	खाने का शौकीन	joy	0.331
synchronize	सिंक्रनाइज़	joy	0.329
tribulation	क्लेश	joy	0.328
healing	चिकित्सा	joy	0.328
saint	संत	joy	0.328
chirping	चहचहाहट	joy	0.328
hobby	शौक	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	तराना	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	भजन	joy	0.328
pedicure	पेडीक्योर	joy	0.328
amnesty	आम माफ़ी	joy	0.328
respite	मोहलत	joy	0.324
mellow	मधुर	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	मनोरंजन	joy	0.318
restorative	मज़बूत कर देनेवाला	joy	0.318
cousins	चचेरे भाई बहिन	joy	0.318
classics	क्लासिक्स	joy	0.318
reconciliation	सुलह	joy	0.316
dove	कबूतर	joy	0.312
living	जीवित	joy	0.312
presto	हाथ की सफ़ाई	joy	0.312
crafts	शिल्प	joy	0.312
recovery	वसूली	joy	0.312
woods	जंगल	joy	0.312
sunset	सूर्य का अस्त होना	joy	0.312
fitness	फिटनेस	joy	0.312
playhouse	नाटकशाला	joy	0.312
superman	अतिमानव	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	बुद्धिमत्ता	joy	0.312
deal	सौदा	joy	0.312
simplify	आसान बनाने में	joy	0.312
lord	स्वामी	joy	0.312
sterling	वास्तविक	joy	0.312
progression	प्रगति	joy	0.312
relight	रोशन करना	joy	0.312
pony	टट्टू	joy	0.312
infant	शिशु	joy	0.309
improvement	सुधार की	joy	0.309
absolution	मुक्ति	joy	0.306
gently	धीरे	joy	0.303
established	कायम करना	joy	0.303
honest	ईमानदार	joy	0.303
decorating	सजा	joy	0.303
endless	अनंत	joy	0.303
banquet	भोज	joy	0.303
providing	उपलब्ध कराने के	joy	0.300
mine	मेरी	joy	0.297
fraternal	भाईचारे का	joy	0.297
notable	प्रसिद्ध	joy	0.297
feat	करतब	joy	0.297
harvest	फ़सल	joy	0.297
quaint	विचित्र	joy	0.297
softly	नरमी से	joy	0.297
spiritual	आध्यात्मिक	joy	0.297
morals	नैतिकता	joy	0.297
lounging	lounging	joy	0.297
light	रोशनी	joy	0.297
breeze	समीर	joy	0.297
strolling	आवारा	joy	0.297
spending	खर्च	joy	0.297
meditating	मनन करना	joy	0.297
joker	जोकर	joy	0.297
yearning	तड़प	joy	0.297
growth	विकास	joy	0.297
fervor	जोश	joy	0.295
quotes	उद्धरण	joy	0.294
volunteer	स्वयंसेवक	joy	0.294
psalms	स्तोत्र	joy	0.288
hippie	हिप्पी	joy	0.288
gain	लाभ	joy	0.288
taoism	ताओ धर्म	joy	0.288
midwife	दाई	joy	0.288
resources	साधन	joy	0.288
create	सर्जन करना	joy	0.288
receiving	प्राप्त	joy	0.287
ocean	सागर	joy	0.286
snowfall	हिमपात	joy	0.286
lsd	एलएसडी	joy	0.286
hiking	लंबी पैदल यात्रा	joy	0.283
chill	सर्द	joy	0.281
truce	युद्धविराम संधि	joy	0.281
infinity	अनन्तता	joy	0.281
toast	टोस्ट	joy	0.281
destination	गंतव्य	joy	0.281
buddhist	बौद्ध	joy	0.281
rested	विश्राम किया	joy	0.281
candid	खरा	joy	0.281
evergreen	सदाबहार	joy	0.281
unwind	खोलना	joy	0.281
buzzing	गूंज	joy	0.281
venerable	सम्मानित	joy	0.279
balance	संतुलन	joy	0.275
retirement	निवृत्ति	joy	0.275
compensate	कमी पूर्ति	joy	0.273
swim	तैरना	joy	0.273
drinks	पेय	joy	0.273
devout	धार्मिक	joy	0.273
buddha	बुद्धा	joy	0.273
rapt	मगन	joy	0.273
fireplace	चिमनी	joy	0.273
snowing	बर्फ गिर रही	joy	0.271
sublimation	उच्च बनाने की क्रिया	joy	0.270
fruity	फल	joy	0.268
humility	विनम्रता	joy	0.266
paragon	प्रतिद्वंद्वी	joy	0.266
ministry	मंत्रालय	joy	0.266
sunday	रविवार	joy	0.266
salute	सलाम	joy	0.266
fortitude	धैर्य	joy	0.266
whim	रंग	joy	0.266
sun	रवि	joy	0.266
sketching	स्केच	joy	0.266
waves	लहर की	joy	0.266
buddhism	बुद्ध धर्म	joy	0.266
cathedral	कैथेड्रल	joy	0.266
yoga	योग	joy	0.266
artwork	कलाकृति	joy	0.265
practiced	अभ्यास	joy	0.264
clean	स्वच्छ	joy	0.260
found	मिल गया	joy	0.258
fitting	फिटिंग	joy	0.258
immerse	विसर्जित	joy	0.258
running	दौड़ना	joy	0.258
clarity	स्पष्टता	joy	0.258
food	भोजन	joy	0.258
exercise	व्यायाम	joy	0.258
autumn	पतझड़	joy	0.254
ardent	उत्साही	joy	0.250
fit	फिट	joy	0.250
mountain	पर्वत	joy	0.250
expedient	उपाय	joy	0.250
diary	डायरी	joy	0.250
candles	मोमबत्ती	joy	0.250
outdoors	सड़क पर	joy	0.250
chilled	ठंडा	joy	0.250
clap	ताली	joy	0.250
contagious	संक्रामक	joy	0.250
chirp	कलरव	joy	0.250
morning	सुबह	joy	0.250
visitor	आगंतुक	joy	0.250
hardy	साहसी	joy	0.250
countryside	ग्रामीण इलाकों	joy	0.250
undying	अमर	joy	0.250
football	फ़ुटबॉल	joy	0.250
advocacy	वकालत	joy	0.250
demonstrative	ठोस	joy	0.250
cradle	पालना	joy	0.247
trance	ट्रान्स	joy	0.246
breakfast	सुबह का नाश्ता	joy	0.242
grow	बढ़ने	joy	0.242
pay	वेतन	joy	0.242
preservative	परिरक्षक	joy	0.242
intense	तीव्र	joy	0.242
supremacy	प्रभुत्व	joy	0.242
church	चर्च	joy	0.242
procession	जुलूस	joy	0.242
consecration	अभिषेक	joy	0.235
lifetime	जीवन काल	joy	0.234
nursery	नर्सरी	joy	0.234
humbled	विनम्र	joy	0.234
vote	वोट	joy	0.234
incense	धूप	joy	0.234
lyre	वीणा	joy	0.234
candle	मोमबत्ती	joy	0.234
snowy	हिमाच्छन्न	joy	0.234
doll	गुड़िया	joy	0.234
skiing	स्कीइंग	joy	0.234
ordination	समन्वय	joy	0.234
art	कला	joy	0.234
salary	वेतन	joy	0.234
pastry	पेस्ट्री	joy	0.229
firefly	जुगनू	joy	0.227
chilling	द्रुतशीतन	joy	0.227
remedy	उपाय	joy	0.227
rescue	बचाव	joy	0.225
camping	डेरा डालना	joy	0.221
perspective	परिप्रेक्ष्य	joy	0.221
orchard	बगीचे	joy	0.221
orchestra	ऑर्केस्ट्रा	joy	0.221
possess	अधिकारी	joy	0.219
castle	महल	joy	0.219
lamb	मेमना	joy	0.219
gardens	उद्यान	joy	0.219
breezy	समीरिक	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	मुक्केबाज़ी समय	joy	0.212
brisk	तेज	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	चुकाना	joy	0.212
ribbon	फीता	joy	0.212
pho	फो	joy	0.212
reggae	रेग	joy	0.212
raindrops	वर्षाबूंदों	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	सिखाना	joy	0.212
nap	झपकी	joy	0.206
stillness	शांति	joy	0.203
chant	मंत्र	joy	0.203
hire	किराया	joy	0.203
vernal	वसंती	joy	0.203
cove	कोव	joy	0.203
uncontrollable	अवज्ञा का	joy	0.203
legalized	वैध	joy	0.203
unexpected	अप्रत्याशित	joy	0.203
lights	दीपक	joy	0.203
save	बचाना	joy	0.200
atone	मेल करना	joy	0.197
trees	पेड़	joy	0.197
pastor	पादरी	joy	0.197
symmetry	समरूपता	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	इंजील	joy	0.196
mountains	पहाड़ों	joy	0.194
pathway	मार्ग	joy	0.188
walking	घूमना	joy	0.188
craziness	सिड़	joy	0.188
soppy	बरसाती	joy	0.188
tea	चाय	joy	0.188
quiet	चुप	joy	0.188
forefathers	पूर्वजों	joy	0.188
liquor	शराब	joy	0.188
custom	रिवाज	joy	0.188
whiteness	सफ़ेदी	joy	0.188
sympathetic	सहानुभूतिपूर्ण	joy	0.188
patient	मरीज	joy	0.186
dollhouse	गुड़िया का घर	joy	0.182
bath	स्नान	joy	0.182
score	स्कोर	joy	0.182
movingon	आगे बढ़ते रहना	joy	0.182
supporter	समर्थक	joy	0.180
accompaniment	संगत	joy	0.179
pursuit	पीछा	joy	0.176
outburst	विस्फोट	joy	0.176
frosty	ठंढा	joy	0.174
workout	व्यायाम	joy	0.172
closure	समापन	joy	0.172
luncheon	लंच	joy	0.172
service	सर्विस	joy	0.172
wintery	शीत ऋतु	joy	0.172
wages	वेतन	joy	0.169
civilized	सभ्य	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	दिसंबर	joy	0.167
acrobat	नट	joy	0.162
glide	फिसलन	joy	0.162
finally	आखिरकार	joy	0.157
reproductive	प्रजनन	joy	0.156
elf	योगिनी	joy	0.156
organization	संगठन	joy	0.156
stroll	चहलक़दमी	joy	0.156
peppermint	पुदीना	joy	0.156
break	टूटना	joy	0.156
chai	चाय	joy	0.156
obtainable	प्राप्य	joy	0.156
bathtub	बाथटब	joy	0.156
advent	आगमन	joy	0.152
scifi	scifi	joy	0.152
balm	बाम	joy	0.152
measured	मापा	joy	0.152
spaniel	चाटुकार	joy	0.145
tan	तन	joy	0.141
ditty	छोटा गीत	joy	0.141
bubble	बुलबुला	joy	0.141
simple	सरल	joy	0.141
oils	तेलों	joy	0.141
beer	बीयर	joy	0.141
green	हरा	joy	0.137
buss	buss	joy	0.136
books	पुस्तकें	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	चौ	joy	0.135
pitter	हलकी	joy	0.134
flows	बहती	joy	0.130
silence	शांति	joy	0.127
roadster	गाड़ी	joy	0.125
solitude	एकांत	joy	0.125
bookstore	किताबों की दुकान	joy	0.125
wine	वाइन	joy	0.125
circumstances	परिस्थिति	joy	0.125
japan	जापान	joy	0.121
soak	भिगोना	joy	0.121
wilderness	जंगल	joy	0.121
priesthood	पुजारी	joy	0.121
critical	महत्वपूर्ण	joy	0.116
neutral	तटस्थ	joy	0.114
untie	खोल	joy	0.109
hunting	शिकार करना	joy	0.109
opera	ओपेरा	joy	0.109
weight	वजन	joy	0.109
white	सफेद	joy	0.109
sand	रेत	joy	0.109
wind	हवा	joy	0.109
labor	श्रम	joy	0.106
classical	क्लासिक	joy	0.106
affliction	यातना	joy	0.103
lake	झील	joy	0.103
organ	अंग	joy	0.094
dwelling	आवास	joy	0.094
tree	पेड़	joy	0.090
pond	तालाब	joy	0.089
marrow	मज्जा	joy	0.078
latte	लाटे	joy	0.078
sipping	चुस्की लेते हुए	joy	0.076
benign	सौम्य	joy	0.074
majority	बहुमत	joy	0.073
leaf	पत्ती	joy	0.065
troubles	मुसीबतों	joy	0.062
basketball	बास्केटबाल	joy	0.062
explosions	विस्फोट	joy	0.061
cream	मलाई	joy	0.061
shepherd	चरवाहा	joy	0.058
tuesday	मंगलवार	joy	0.047
turbulence	अशांति	joy	0.045
calf	गाय का बच्चा	joy	0.040
hardship	कष्ट	joy	0.031
sixty	साठ	joy	0.016
unhappiness	अप्रसन्नता	joy	0.016
heartbreaking	शोकाकुल	sadness	0.969
mourning	शोक	sadness	0.969
tragic	दुखद	sadness	0.961
holocaust	प्रलय	sadness	0.953
suicidal	आत्मघात	sadness	0.941
misery	कष्ट	sadness	0.938
massacre	नरसंहार	sadness	0.931
euthanasia	इच्छामृत्यु	sadness	0.927
depression	डिप्रेशन	sadness	0.925
bereavement	वियोग	sadness	0.922
grieving	दु: ख	sadness	0.922
fatal	घातक	sadness	0.922
bereaved	वंचित	sadness	0.920
devastation	तबाही	sadness	0.917
death	मौत	sadness	0.915
devastated	तहस-नहस	sadness	0.912
suicide	आत्महत्या	sadness	0.912
catastrophe	तबाही	sadness	0.911
horrifying	भयानक	sadness	0.907
tragedy	शोकपूर्ण घटना	sadness	0.906
depressing	निराशाजनक	sadness	0.906
died	मर गए	sadness	0.906
anguish	पीड़ा	sadness	0.902
agony	व्यथा	sadness	0.900
deadly	घातक	sadness	0.898
weeping	रोना	sadness	0.896
stillbirth	स्टीलबर्थ	sadness	0.891
deceased	मृतक	sadness	0.891
murderer	मार डालनेवाला	sadness	0.877
devastating	भयानक	sadness	0.875
rape	बलात्कार	sadness	0.875
cancer	कैंसर	sadness	0.875
dying	मौत	sadness	0.875
sadness	उदासी	sadness	0.864
morbidity	रोगों की संख्या	sadness	0.864
crucifixion	सूली पर चढ़ाये जाने	sadness	0.859
grief	शोक	sadness	0.859
depressed	उदास	sadness	0.859
traumatic	दर्दनाक	sadness	0.859
atrocity	क्रूरता	sadness	0.859
execution	क्रियान्वयन	sadness	0.859
abandonment	संन्यास	sadness	0.859
perish	नाश	sadness	0.859
cadaver	शव	sadness	0.853
treachery	द्रऋह	sadness	0.848
betrayed	धोखा दिया	sadness	0.848
sad	उदास	sadness	0.844
destroyed	नष्ट किया हुआ	sadness	0.844
miserable	दुखी	sadness	0.844
persecution	उत्पीड़न	sadness	0.844
funeral	अंतिम संस्कार	sadness	0.844
slaughtering	नरसंहार	sadness	0.844
horrific	भीषण	sadness	0.844
homicide	मानव हत्या	sadness	0.844
hopelessness	निराशा	sadness	0.844
grieve	शोक	sadness	0.844
sorrow	शोक	sadness	0.844
suffering	पीड़ा	sadness	0.844
murderous	घातक	sadness	0.844
unhappiness	अप्रसन्नता	sadness	0.839
crippled	पंगु	sadness	0.836
bloodshed	रक्तपात	sadness	0.836
pained	तप्त	sadness	0.833
manslaughter	हत्या	sadness	0.833
carnage	नरसंहार	sadness	0.833
unbearable	असहनीय	sadness	0.830
stillborn	मृत	sadness	0.830
slavery	गुलामी	sadness	0.828
torment	यातना	sadness	0.828
sickness	रोग	sadness	0.828
enslaved	ग़ुलाम बनाया हुआ	sadness	0.828
casualty	दुर्घटना	sadness	0.828
morbid	रोगी	sadness	0.828
murder	हत्या	sadness	0.828
mourn	रोना	sadness	0.828
helplessness	बेबसी	sadness	0.828
annihilation	विनाश	sadness	0.828
abandoned	त्यागा हुआ	sadness	0.828
horrors	भयावहता	sadness	0.828
mutilation	विकृति	sadness	0.828
annihilated	सत्यानाश	sadness	0.828
miscarriage	गर्भपात	sadness	0.824
starvation	भुखमरी	sadness	0.819
killing	मारना	sadness	0.812
failure	असफलता	sadness	0.812
famine	सूखा	sadness	0.812
distraught	व्याकुल	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	दफ़न	sadness	0.812
disgrace	अपमान	sadness	0.812
cruelty	क्रूरता	sadness	0.812
despair	निराशा	sadness	0.812
saddens	saddens	sadness	0.812
oppression	उत्पीड़न	sadness	0.812
sadly	अफसोस की बात है	sadness	0.812
mournful	शोकाकुल	sadness	0.812
terrorism	आतंक	sadness	0.812
heartache	दिल का दर्द	sadness	0.812
bloody	रक्तरंजित	sadness	0.806
perishing	अनित्य	sadness	0.804
inhumanity	बेदर्दी	sadness	0.804
malignancy	द्रोह	sadness	0.803
mortification	वैराग्य	sadness	0.802
sarcoma	सार्कोमा	sadness	0.797
lifeless	निष्प्राण	sadness	0.797
perished	मारे गए	sadness	0.797
dreadful	भयानक	sadness	0.797
devastate	उजाड़ना	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	फांसी	sadness	0.797
lethal	जानलेवा	sadness	0.797
desolation	वीरानी	sadness	0.797
kill	हत्या	sadness	0.797
slave	दास	sadness	0.797
mortuary	शवगृह	sadness	0.797
assassination	हत्या	sadness	0.797
leukemia	लेकिमिया	sadness	0.797
